COMPANY_CD,COUNTERPARTY_CD,BUY_SALE,AGMT_TYPE,AGMT_NO,AGMT_REV,CONTRACT_TYPE,CONT_NO,CONT_REV,LOG_SEQ_NO,LOG_BY,LOG_DT,CONT_NAME,CONT_REF_NO,CONT_STATUS,AGMT_BASE,DDA_DT,DDA_TIME,DDA_NOTE,SIGNING_DT,SIGNING_TIME,START_DT,END_DT,NO_OF_CARGO,LTCORA_TARIFF,LTCORA_TARIFF_UNIT,SUG,TARIFF_DISCOUNT,VOL_DISCOUNT,VOL_DISCOUNT_UNIT,ADV_ADJUST,ADV_ADJUST_TYPE,ADV_ADJUST_AMOUNT,ADV_ADJUST_UNIT,EXTEND_STORAGE,DISCOUNT_DAYS,STORAGE_TARIFF_MODE,STORAGE_TARIFF_UNIT,STORAGE_TARIFF,BUYER_NOM,BUYER_NOM_CLAUSE,BUYER_MONTH_NOM,BUYER_FORNGT_NOM,BUYER_WEEK_NOM,BUYER_DAILY_NOM,BUYER_NOM_CUTOFF,SELLER_NOM,SELLER_NOM_CLAUSE,SELLER_MONTH_NOM,SELLER_FORNGT_NOM,SELLER_WEEK_NOM,SELLER_DAILY_NOM,DAY_DEF,DAY_DEF_CLAUSE,DAY_START_TIME,DAY_END_TIME,MDCQ,MDCQ_CLAUSE,MDCQ_PERCENTAGE,MEASUREMENT,MEAS_CLAUSE,MEAS_STANDARD,MEAS_TEMPERATURE,PRESSURE_MIN_BAR,PRESSURE_MAX_BAR,OFF_SPEC_GAS,SPEC_CLAUSE,SPEC_GAS_ENERGY_BASE,SPEC_GAS_MIN_ENERGY,SPEC_GAS_MAX_ENERGY,LIABILITY,LIAB_CLAUSE,BILLING_FLAG,BILLING_CLAUSE,TERMINATE_FLAG,TERMINATE_CLAUSE,TERMINATE_PLANED,TERMINATE_FORCE,ENT_BY,ENT_DT,MODIFY_DT,MODIFY_BY,REV_DT,FCC_FLAG,FCC_BY,FCC_DATE,CLOSURE_REQUEST_FLAG,CLOSURE_ALLOC_QTY,CLOSE_EFF_DT,CLOSURE_REMARK,TLU_FLAG
RIL,C-1-1-6-0,C,A,1,0,O,6,0,5,18,08/05/2019 00:00:00,null,C-1-1-6-0,Y,X,null,null,null,15/12/2018 00:00:00,null,01/01/2019 00:00:00,31/12/2019 00:00:00,31,.72,2,.66,N,N,null,N,AMT,null,2,null,null,null,null,null,Y,Sch-4,N,N,N,Y,null,Y,Sch-4,N,N,N,Y,Y,null,06:00,06:00,Y,null,105,N,null,null,null,null,null,N,null,null,null,null,N,null,Y,null,Y,null,N,N,18,08/05/2019 00:00:00,null,null,null,Y,15,08/05/2019 00:00:00,null,null,null,null,null
RIL,C-1-1-6-0,C,A,1,0,O,6,0,11,6,15/11/2019 00:00:00,null,C-1-1-6-0,Y,X,null,null,null,15/12/2018 00:00:00,null,01/01/2019 00:00:00,31/01/2020 00:00:00,45,.72,2,.66,N,N,null,N,AMT,null,2,null,null,null,null,null,Y,Sch-4,N,N,N,Y,null,Y,Sch-4,N,N,N,Y,Y,null,06:00,06:00,Y,null,105,N,null,null,null,null,null,N,null,null,null,null,N,null,Y,null,Y,null,N,N,6,15/11/2019 00:00:00,null,null,null,Y,6,15/11/2019 00:00:00,null,null,null,null,null
RIL,C-1-1-6-0,C,A,1,0,O,6,0,9,18,30/08/2019 00:00:00,null,C-1-1-6-0,Y,X,null,null,null,15/12/2018 00:00:00,null,01/01/2019 00:00:00,31/12/2019 00:00:00,44,.72,2,.66,N,N,null,N,AMT,null,2,null,null,null,null,null,Y,Sch-4,N,N,N,Y,null,Y,Sch-4,N,N,N,Y,Y,null,06:00,06:00,Y,null,105,N,null,null,null,null,null,N,null,null,null,null,N,null,Y,null,Y,null,N,N,18,30/08/2019 00:00:00,null,null,null,Y,15,30/08/2019 00:00:00,null,null,null,null,null
RIL,C-1-1-6-0,C,A,1,0,O,6,0,10,18,15/11/2019 00:00:00,null,C-1-1-6-0,Y,X,null,null,null,15/12/2018 00:00:00,null,01/01/2019 00:00:00,31/01/2020 00:00:00,45,.72,2,.66,N,N,null,N,AMT,null,2,null,null,null,null,null,Y,Sch-4,N,N,N,Y,null,Y,Sch-4,N,N,N,Y,Y,null,06:00,06:00,Y,null,105,N,null,null,null,null,null,N,null,null,null,null,N,null,Y,null,Y,null,N,N,18,15/11/2019 00:00:00,null,null,null,Y,6,15/11/2019 00:00:00,null,null,null,null,null
RIL,C-1-1-6-0,C,A,1,0,O,6,0,8,15,10/05/2019 00:00:00,null,C-1-1-6-0,Y,X,null,null,null,15/12/2018 00:00:00,null,01/01/2019 00:00:00,31/12/2019 00:00:00,35,.72,2,.66,N,N,null,N,AMT,null,2,null,null,null,null,null,Y,Sch-4,N,N,N,Y,null,Y,Sch-4,N,N,N,Y,Y,null,06:00,06:00,Y,null,105,N,null,null,null,null,null,N,null,null,null,null,N,null,Y,null,Y,null,N,N,15,10/05/2019 00:00:00,null,null,null,Y,15,10/05/2019 00:00:00,null,null,null,null,null
RIL,C-1-1-7-0,C,A,1,0,O,7,0,4,18,20/04/2020 00:00:00,null,C-1-1-7-0,Y,X,null,null,null,12/12/2019 00:00:00,null,01/01/2020 00:00:00,30/06/2020 00:00:00,22,53.5,1,.66,N,N,null,Y,AMT,189390000,1,null,null,null,null,null,Y,Sch-4,N,N,N,Y,null,Y,Sch-4,N,N,N,Y,Y,null,06:00,06:00,Y,null,105,N,null,null,null,null,null,N,null,null,null,null,N,null,Y,null,Y,null,N,N,18,20/04/2020 00:00:00,null,null,null,Y,36,20/04/2020 00:00:00,null,null,null,null,null
RIL,C-1-1-7-0,C,A,1,0,O,7,0,5,18,22/06/2020 00:00:00,null,C-1-1-7-0,Y,X,null,null,null,12/12/2019 00:00:00,null,01/01/2020 00:00:00,15/10/2020 00:00:00,32,53.5,1,.66,N,N,null,Y,AMT,189390000,1,null,null,null,null,null,Y,Sch-4,N,N,N,Y,null,Y,Sch-4,N,N,N,Y,Y,null,06:00,06:00,Y,null,105,N,null,null,null,null,null,N,null,null,null,null,N,null,Y,null,Y,null,N,N,18,22/06/2020 00:00:00,null,null,null,null,null,null,null,null,null,null,null
RIL,C-1-1-7-0,C,A,1,0,O,7,0,1,18,13/12/2019 00:00:00,null,C-1-1-7-0,Y,X,null,null,null,12/12/2019 00:00:00,null,01/01/2020 00:00:00,31/05/2020 00:00:00,12,53.5,1,.66,N,N,null,N,AMT,null,2,null,null,null,null,null,Y,Sch-4,N,N,N,Y,null,Y,Sch-4,N,N,N,Y,Y,null,06:00,06:00,Y,null,105,N,null,null,null,null,null,N,null,null,null,null,N,null,Y,null,Y,null,N,N,18,13/12/2019 00:00:00,null,null,null,Y,36,30/12/2019 00:00:00,null,null,null,null,null
RIL,C-1-1-7-0,C,A,1,0,O,7,0,2,18,18/03/2020 00:00:00,null,C-1-1-7-0,Y,X,null,null,null,12/12/2019 00:00:00,null,01/01/2020 00:00:00,30/06/2020 00:00:00,22,53.5,1,.66,N,N,null,N,AMT,null,2,null,null,null,null,null,Y,Sch-4,N,N,N,Y,null,Y,Sch-4,N,N,N,Y,Y,null,06:00,06:00,Y,null,105,N,null,null,null,null,null,N,null,null,null,null,N,null,Y,null,Y,null,N,N,18,18/03/2020 00:00:00,null,null,null,Y,36,18/03/2020 00:00:00,null,null,null,null,null
RIL,C-1-1-7-0,C,A,1,0,O,7,0,3,36,18/03/2020 00:00:00,null,C-1-1-7-0,Y,X,null,null,null,12/12/2019 00:00:00,null,01/01/2020 00:00:00,30/06/2020 00:00:00,22,53.5,1,.66,N,N,null,N,AMT,null,2,null,null,null,null,null,Y,Sch-4,N,N,N,Y,null,Y,Sch-4,N,N,N,Y,Y,null,06:00,06:00,Y,null,105,N,null,null,null,null,null,N,null,null,null,null,N,null,Y,null,Y,null,N,N,36,18/03/2020 00:00:00,null,null,null,Y,36,18/03/2020 00:00:00,null,null,null,null,null
