COMPANY_CD,SUPPLIER_CD,VENDOR_CD,INVOICE_TYPE,EFF_DT,SEQ_NO,INVOICE_NO,INVOICE_SEQ,ITEM_DESCRIPTION,SALE_PRICE,SALE_PRICE_UNIT,TAX_STRUCT_CD,FINANCIAL_YEAR,HSN_CODE,SAC_CODE,PURCHASE_NO,REFERENCE_NO,VESSEL_CD,VESSEL_AGENT,VESSEL_FLAG,GRT,IMPORTER,QUANTITY,CARGO_DT,CARGO_AMOUNT,TAX_CD,GATE_PASS_NO,HRS_BERTHING,TIME_SLOTS_BERTHING,FLAG_SAC,SALE_NO,PACER_NO,VENDOR_SUPP_INV_REF,UAM_NO,CARGO_TYPE,CESS_RATE,CESS_AMOUNT,ENT_BY,ENT_DT,MODIFY_BY,MODIFY_DT,TAX_EFF_DT,DISCHARGE_PORT,SIGN,AMT_DESCRIPTION,ITEM_AMT,ITEM_FLAG,INV_FLAG,REF_NO,CRITERIA,ITEM_TAX_AMT,TOTAL_CESS_AMOUNT
2,SEIPL,181,COSTR,30/09/2022,1,RCL0085/22-23,85,CUSTOM DUTY-ZHEJIANG JIULI-PIPE  TP304,null,2,IGST 5%,2022-2023,null,996521,null,null,null,null,null,null,null,null,null,null,I,null,null,null,null,null,CIN001292,PO013329B,null,null,null,null,129,03/10/2022 00:00:00,null,null,null,null,null,null,null,null,F,null,null,null,null
2,SEIPL,66,COSTR,30/03/2021,1,RCL0221/20-21,221,GPCB-CTE APPLICATION FEES ON GPCB PORTAL MAR'21,null,1,CGST 9%@SGST 9%,2020-2021,null,999119,null,null,null,null,null,null,null,null,null,null,C,null,null,null,null,null,MIN010143,EC CTE APPLICATION,null,null,null,null,35,05/04/2021 00:00:00,null,null,null,null,null,null,null,null,F,null,null,null,null
2,SEIPL,10,COSTR,30/03/2021,1,RCL0222/20-21,222,SITI CBCM CHARGES JAN-21 ,null,2,IGST 18%,2020-2021,null,998313,null,null,null,null,null,null,null,null,null,null,I,null,null,null,null,null,CO003170,6586174544,null,null,null,null,35,05/04/2021 00:00:00,null,null,null,null,null,null,null,null,F,null,null,null,null
2,SEIPL,10,COSTR,30/03/2021,1,RCL0223/20-21,223,SITI - CENTRAL IT & ETSOM CHARGES SEP-DEC'20,null,2,IGST 18%,2020-2021,null,998313,null,null,null,null,null,null,null,null,null,null,I,null,null,null,null,null,CO003211,6586172675,null,null,null,null,35,05/04/2021 00:00:00,null,null,null,null,null,null,null,null,F,null,null,null,null
2,SEIPL,12,COSTR,30/03/2023,1,RCL0236/22-23,236,SIBV GLOBAL RECRUITMENT CHARGES 2022,null,2,IGST 18%,2022-2023,null,998599,null,null,null,null,null,null,null,null,null,null,I,null,null,null,null,null,NA,6036204281-0726/CN4825-27-0725,null,null,null,null,164,05/04/2023 00:00:00,null,null,null,null,null,null,null,null,F,null,null,null,null
2,SEIPL,12,COSTR,30/03/2023,1,RCL0237/22-23,237,SIBV-BLOOMBERG EIG FT IHS2022,null,2,IGST 18%,2022-2023,null,998599,null,null,null,null,null,null,null,null,null,null,I,null,null,null,null,null,NA,6036204964-CN 6036204962,null,null,null,null,164,05/04/2023 00:00:00,null,null,null,null,null,null,null,null,F,null,null,null,null
2,SEIPL,12,COSTR,30/03/2023,1,RCL0238/22-23,238,SIBV LEARNING FEES Q4 2022,null,2,IGST 18%,2022-2023,null,998599,null,null,null,null,null,null,null,null,null,null,I,null,null,null,null,null,NA,6036210669-91-98-CN- 6792-96,null,null,null,null,164,05/04/2023 00:00:00,null,null,null,null,null,null,null,null,F,null,null,null,null
2,SEIPL,33,COSTR,24/08/2023,1,RCL0058/23-24,58,J. MEHTA -LABOUR CONSULTANCY REMB OF TRAVEL FARE 17-19/07/23,null,1,CGST 9%@SGST 9%,2023-2024,null,998212,null,null,null,null,null,null,null,null,null,null,C,null,null,null,null,null,WR006552,JM/SI/2324/0092,null,null,null,null,129,25/08/2023 00:00:00,null,null,null,null,null,null,null,null,F,null,null,null,null
2,HPPL,253,COSTR,07/09/2023,1,RCP0021/23-24,21,VHF RADIO PAGING-ROYALTY-LICENCE FEES RNWL OCT23-SEP24,null,1,IGST 18%,2023-2024,null,999119,null,null,null,null,null,null,null,null,null,null,I,null,null,null,null,null,MIN012660,NWW31720081020444,null,null,null,null,129,20/09/2023 00:00:00,null,null,null,null,null,null,null,null,F,null,null,null,null
2,HPPL,253,COSTR,07/09/2023,1,RCP0022/23-24,22,PAY ACTS LICENCE MODIFICATION FEE RADIO PAGING OCT23-SEP24,null,1,IGST 18%,2023-2024,null,999119,null,null,null,null,null,null,null,null,null,null,I,null,null,null,null,null,MIN012659,NWW31720050750337,null,null,null,null,129,20/09/2023 00:00:00,null,null,null,null,null,null,null,null,F,null,null,null,null
2,SEIPL,66,COSTR,12/09/2023,1,RCL0081/23-24,81, GPCB LAB CHARGES AUG-23,null,1,CGST 9%@SGST 9%,2023-2024,null,999119,null,null,null,null,null,null,null,null,null,null,C,null,null,null,null,null,MIN012677,21704,null,null,null,null,129,20/09/2023 00:00:00,null,null,null,null,null,null,null,null,F,null,null,null,null
2,SEIPL,314,COSTR,12/09/2023,1,RCL0082/23-24,82,CUSTOM DUTY-FUTURE PIPE-GRE ITEMS,null,2,IGST 5%,2023-2024,null,996521,null,null,null,null,null,null,null,null,null,null,I,null,null,null,null,null,PO014350,PO014350,null,null,null,null,129,20/09/2023 00:00:00,null,null,null,null,null,null,null,null,F,null,null,null,null
2,SEIPL,5,COSTR,25/05/2023,1,RCL0011/23-24,11,RAVI SAXENA  AHD GH RENT MAY-23,null,1,CGST 9%@SGST 9%,2023-2024,null,997211,null,null,null,null,null,null,null,null,null,null,C,null,null,null,null,null,NA,GH RENTMAY-23,null,null,null,null,164,25/05/2023 00:00:00,null,null,null,null,null,null,null,null,F,null,null,null,null
2,SEIPL,5,COSTR,13/06/2023,1,RCL0015/23-24,15,RAVI SAXENA  AHD GH RENT JUNE-23,null,1,CGST 9%@SGST 9%,2023-2024,null,997211,null,null,null,null,null,null,null,null,null,null,C,null,null,null,null,null,NA,GH RENT JUNE-23,null,null,null,null,164,13/06/2023 00:00:00,null,null,null,null,null,null,null,null,F,null,null,null,null
2,HPPL,12,COSTR,31/07/2022,1,RCP0014/22-23,14,SIBV BASE LEARNING FEES TRUE UP 2021NRI,null,2,IGST 18%,2022-2023,null,999293,null,null,null,null,null,null,null,null,null,null,I,null,null,null,null,null,NA,6036180813,null,null,null,null,46,02/08/2022 00:00:00,null,null,null,null,null,null,null,null,F,null,null,null,null
2,SEIPL,12,COSTR,31/07/2022,1,RCL0039/22-23,39,SIBV -RE - ALLOCATION GLOBAL FEES Q2 2022NRI,null,2,IGST 18%,2022-2023,null,998599,null,null,null,null,null,null,null,null,null,null,I,null,null,null,null,null,NA,6036180976,null,null,null,null,46,02/08/2022 00:00:00,null,null,null,null,null,null,null,null,F,null,null,null,null
2,SEIPL,12,COSTR,31/07/2022,1,RCL0040/22-23,40,SIBV-BLOOMBERG EIG FT ICIS2022TRUEUP2021NRI,null,2,IGST 18%,2022-2023,null,998439,null,null,null,null,null,null,null,null,null,null,I,null,null,null,null,null,NA,6036179229NRI,null,null,null,null,46,02/08/2022 00:00:00,null,null,null,null,null,null,null,null,F,null,null,null,null
2,SEIPL,12,COSTR,31/07/2022,1,RCL0041/22-23,41,SIBV RELOCATION TRANSFER FEES LALIT JUNE-22NRI,null,4,IGST 18%,2022-2023,null,998599,null,null,null,null,null,null,null,null,null,null,I,null,null,null,null,null,NA,6036180971NRI,null,null,null,null,46,02/08/2022 00:00:00,null,null,null,null,null,null,null,null,F,null,null,null,null
2,SEIPL,10,COSTR,31/07/2022,1,RCL0042/22-23,42,CIT SITI -  CENTRAL IT  ET SOM  ITSO CHARGES MAR-2022,null,2,IGST 18%,2022-2023,null,998313,null,null,null,null,null,null,null,null,null,null,I,null,null,null,null,null,FI000251,6586215298,null,null,null,null,129,03/08/2022 00:00:00,null,null,null,null,null,null,null,null,F,null,null,null,null
2,HPPL,33,COSTR,30/06/2022,1,RCP0009/22-23,9,J. MEHTA - HPPL LABOUR LEGISLATION CONSULTANCY MAY,null,1,CGST 9%@SGST 9%,2022-2023,null,998212,null,null,null,null,null,null,null,null,null,null,C,null,null,null,null,null,MIN011387,JM/SI/2223/0035,null,null,null,null,129,01/07/2022 00:00:00,null,null,null,null,null,null,null,null,F,null,null,null,null
2,HPPL,326,COSTR,30/06/2023,1,RCP0007/23-24,7,STRAATMAN MAR-23 INSPECTION OF MOORING HOOKS BY OEM,null,4,IGST 18%,2023-2024,null,998338,null,null,null,null,null,null,null,null,null,null,I,null,null,null,null,null,WR006341,23040146,null,null,null,null,129,30/06/2023 00:00:00,null,null,null,null,null,null,null,null,F,null,null,null,null
2,HPPL,11,COSTR,31/07/2023,1,RCP0012/23-24,12,SIBV CHR RECRUITMENT SANJAY KHANDHAR JUN-23,null,2,IGST 18%,2023-2024,null,998519,null,null,null,null,null,null,null,null,null,null,I,null,null,null,null,null,JV 40485,6036233055,null,null,null,null,129,01/08/2023 00:00:00,null,null,null,null,null,null,null,null,F,null,null,null,null
2,SEIPL,37,COSTR,31/07/2023,1,RCL0045/23-24,45,HNS-I T-SYSTEMS APR-23 BIM BASE CHARGE(H&S),null,2,IGST 18%,2023-2024,null,998349,null,null,null,null,null,null,null,null,null,null,I,null,null,null,null,null,WR006372,5805007009,null,null,null,null,129,01/08/2023 00:00:00,null,null,null,null,null,null,null,null,F,null,null,null,null
2,SEIPL,238,COSTR,29/11/2024,1,RCL0062/24-25,62,SIL INT TAX ADMIN Q3 2024 CHARGESNRI IGST-NOV-24,null,2,IGST 18%,2024-2025,null,998599,null,null,null,null,null,null,null,null,null,null,I,null,null,null,null,null,NA,6026129072,null,null,null,null,164,29/11/2024 00:00:00,null,null,null,null,null,null,null,null,F,null,null,null,null
2,SEIPL,98,COSTR,29/11/2024,1,RCL0065/24-25,65,SIEP-BV Q4 2024 GIT CHARGESNRI IGST-NOV-24,null,2,IGST 18%,2024-2025,null,998599,null,null,null,null,null,null,null,null,null,null,I,null,null,null,null,null,NA,6566143924,null,null,null,null,164,29/11/2024 00:00:00,null,null,null,null,null,null,null,null,F,null,null,null,null
2,HPPL,237,COSTR,31/07/2024,1,RCP0006/24-25,6,VARNI -CAR HIRE CHGS OF CUSTOM 01/06/2024-30/06/2024,null,1,CGST 2.5%@SGST 2.5%,2024-2025,null,996601,null,null,null,null,null,null,null,null,null,null,C,null,null,null,null,null,WR007051,GT-16,null,null,null,null,129,01/08/2024 00:00:00,null,null,null,null,null,null,null,null,F,null,null,null,null
2,SEIPL,355,COSTR,13/11/2024,1,RCL0060/24-25,60,AZB FEES PAYABLE FOR CONFERENCE DELHI HC NOV-24,null,1,IGST 18%,2024-2025,null,998212,null,null,null,null,null,null,null,null,null,null,I,null,null,null,null,null,NA,AZBD2024253979,null,null,null,null,164,28/11/2024 00:00:00,null,null,null,null,null,null,null,null,F,null,null,null,null
2,HPPL,77,COSTR,28/02/2025,1,RCP0040/24-25,40,CUSTOM DUTY-TRELLEBORG-PO015720,null,3,IGST 5%,2024-2025,null,996521,null,null,null,null,null,null,null,null,null,null,I,null,null,null,null,null,PO015720,PO015720,null,null,null,null,248,10/03/2025 00:00:00,null,null,null,null,null,null,null,null,F,null,null,null,null
2,SEIPL,37,COSTR,28/02/2025,1,RCL0108/24-25,108,HNS-I T-SYSTEMS JAN-25 BIM BASE CHARGE(H&S),null,2,IGST 18%,2024-2025,null,998349,null,null,null,null,null,null,null,null,null,null,I,null,null,null,null,null,WR007372,5805008524,null,null,null,null,248,10/03/2025 00:00:00,null,null,null,null,null,null,null,null,F,null,null,null,null
2,SEIPL,37,COSTR,28/02/2025,1,RCL0109/24-25,109,HNS-I T-SYSTEMS JAN-25 BIM BASE CHARGE(H&S),null,2,IGST 18%,2024-2025,null,998349,null,null,null,null,null,null,null,null,null,null,I,null,null,null,null,null,WR007372,5805008539,null,null,null,null,248,10/03/2025 00:00:00,null,null,null,null,null,null,null,null,F,null,null,null,null
2,SEIPL,10,COSTR,28/02/2025,1,RCL0110/24-25,110,CIT-CBCM SITI NOV'24-DEC'24 CBITS & CBCM CHARGES,null,2,IGST 18%,2024-2025,null,998313,null,null,null,null,null,null,null,null,null,null,I,null,null,null,null,null,FI000518,6586287536,null,null,null,null,248,10/03/2025 00:00:00,null,null,null,null,null,null,null,null,F,null,null,null,null
2,SEIPL,10,COSTR,28/02/2025,1,RCL0111/24-25,111,ZZIT/015087/111 SITI DEC-24 DYNAMO IMPLEMENTATION,null,2,IGST 18%,2024-2025,null,998313,null,null,null,null,null,null,null,null,null,null,I,null,null,null,null,null,FI000657,6586287838,null,null,null,null,248,10/03/2025 00:00:00,null,null,null,null,null,null,null,null,F,null,null,null,null
2,SEIPL,233,COSTR,28/02/2025,1,RCL0112/24-25,112,360KAS-COMMISSIONING VAPORIZER REVAMP SERVICES,null,4,IGST 18%,2024-2025,null,998311,null,null,null,null,null,null,null,null,null,null,I,null,null,null,null,null,WR007473,SI6002272,null,null,null,null,248,10/03/2025 00:00:00,null,null,null,null,null,null,null,null,F,null,null,null,null
2,SEIPL,98,COSTR,29/02/2024,1,RCL0229/23-24,229,SIEP BV LOB CHARGES JAN-MAR 24,null,2,IGST 18%,2023-2024,null,998599,null,null,null,null,null,null,null,null,null,null,I,null,null,null,null,null,NA,6566136572,null,null,null,null,164,04/03/2024 00:00:00,null,null,null,null,null,null,null,null,F,null,null,null,null
2,SEIPL,12,COSTR,29/02/2024,1,RCL0230/23-24,230,SIBV STAFF RELOCATION CHARGES SALIK SHADAB,null,4,IGST 18%,2023-2024,null,998599,null,null,null,null,null,null,null,null,null,null,I,null,null,null,null,null,NA,6036250354,null,null,null,null,164,04/03/2024 00:00:00,null,null,null,null,null,null,null,null,F,null,null,null,null
2,SEIPL,12,COSTR,29/02/2024,1,RCL0231/23-24,231,SIBV STAFF RELOCATION CHARGES,null,4,IGST 18%,2023-2024,null,998599,null,null,null,null,null,null,null,null,null,null,I,null,null,null,null,null,NA,6036233053 CN-6036250301,null,null,null,null,164,04/03/2024 00:00:00,null,null,null,null,null,null,null,null,F,null,null,null,null
2,SEIPL,238,COSTR,30/09/2023,1,RCL0104/23-24,104,SIL INTERNAL AUDIT CHARGES 2023 JULY-SEP 23,null,2,IGST 18%,2023-2024,null,998599,null,null,null,null,null,null,null,null,null,null,I,null,null,null,null,null,NA,6026123347,null,null,null,null,164,04/10/2023 00:00:00,null,null,null,null,null,null,null,null,F,null,null,null,null
2,SEIPL,10,COSTR,31/12/2023,1,RCL0184/23-24,184,AZURE-ZZIT/013974/111 SITI AUG-DEC'23 AZURE TRANS FMS APPLIC,null,2,IGST 18%,2023-2024,null,998313,null,null,null,null,null,null,null,null,null,null,I,null,null,null,null,null,FI000473,6586258835,null,null,null,null,129,02/01/2024 00:00:00,null,null,null,null,null,null,null,null,F,null,null,null,null
2,SEIPL,11,COSTR,31/12/2023,1,RCL0186/23-24,186,SGSI-P&T FFSU ASSURANCE EXECUTE PHASE-MANPOWER-NOV'23,null,2,IGST 18%,2023-2024,null,998519,null,null,null,null,null,null,null,null,null,null,I,null,null,null,null,null,FI000315,6506332875,null,null,null,null,129,02/01/2024 00:00:00,null,null,null,null,null,null,null,null,F,null,null,null,null
2,SEIPL,11,COSTR,31/12/2023,1,RCL0187/23-24,187,SGSI-P&T FFSU ASSURANCE EXECUTE PHASE-MANPOWER-DEC'23,null,2,IGST 18%,2023-2024,null,998519,null,null,null,null,null,null,null,null,null,null,I,null,null,null,null,null,FI000315,6506332877,null,null,null,null,129,02/01/2024 00:00:00,null,null,null,null,null,null,null,null,F,null,null,null,null
2,SEIPL,11,COSTR,31/12/2023,1,RCL0188/23-24,188,SGSI-FEASIBILITY STUDY-SEND-OUT PIPELINE-MANPOWER-NOV-DEC'23,null,2,IGST 18%,2023-2024,null,998519,null,null,null,null,null,null,null,null,null,null,I,null,null,null,null,null,FI000407,6506332878,null,null,null,null,129,02/01/2024 00:00:00,null,null,null,null,null,null,null,null,F,null,null,null,null
2,SEIPL,11,COSTR,31/12/2023,1,RCL0189/23-24,189,SGSI-FEASIBILITY STUDY-SEND-OUT PIPELINE-MANPOWER-DEC'23,null,2,IGST 18%,2023-2024,null,998519,null,null,null,null,null,null,null,null,null,null,I,null,null,null,null,null,FI000407,6506334209,null,null,null,null,129,02/01/2024 00:00:00,null,null,null,null,null,null,null,null,F,null,null,null,null
2,SEIPL,11,COSTR,31/12/2023,1,RCL0190/23-24,190,SGSI-3RD TANK-FEASEX-ASSURANCE-MANPOWER-DEC'23,null,2,IGST 18%,2023-2024,null,998519,null,null,null,null,null,null,null,null,null,null,I,null,null,null,null,null,FI000520,6506332876,null,null,null,null,129,02/01/2024 00:00:00,null,null,null,null,null,null,null,null,F,null,null,null,null
2,SEIPL,11,COSTR,31/12/2023,1,RCL0192/23-24,192,SGSI-3RD TANK-FEASEX-ASSURANCE-MANPOWER-DEC'23,null,2,IGST 18%,2023-2024,null,998519,null,null,null,null,null,null,null,null,null,null,I,null,null,null,null,null,FI000520,6506334210,null,null,null,null,129,02/01/2024 00:00:00,null,null,null,null,null,null,null,null,F,null,null,null,null
2,SEIPL,10,COSTR,31/12/2023,1,RCL0193/23-24,193,MTR-ZZIT/013373/111 SITI OCT'23 MS TEAM ROOM-DMND0029756,null,2,IGST 18%,2023-2024,null,998316,null,null,null,null,null,null,null,null,null,null,I,null,null,null,null,null,FI000435,6586258836,null,null,null,null,129,02/01/2024 00:00:00,null,null,null,null,null,null,null,null,F,null,null,null,null
2,SEIPL,10,COSTR,31/12/2023,1,RCL0194/23-24,194,ZZIT/012873/111 SITI NOV-DEC'23 WIFI ASSET REFRESH-ARUBA,null,2,IGST 18%,2023-2024,null,998313,null,null,null,null,null,null,null,null,null,null,I,null,null,null,null,null,FI000162,6586258690,null,null,null,null,129,02/01/2024 00:00:00,null,null,null,null,null,null,null,null,F,null,null,null,null
2,SEIPL,98,COSTR,31/12/2023,1,RCL0196/23-24,196,SIEP BV-3RD PARTY PASS THROUGH COST-ARAKU,null,2,IGST 18%,2023-2024,null,998519,null,null,null,null,null,null,null,null,null,null,I,null,null,null,null,null,JV - 000062 NBS,6566135699,null,null,null,null,129,02/01/2024 00:00:00,null,null,null,null,null,null,null,null,F,null,null,null,null
2,HPPL,9,COSTR,13/12/2023,1,RCP0033/23-24,33,MMD KANDLA ISPS FEES FOR 3RD ANNUAL VERIFICATION AUDIT 2024,null,1,CGST 9%@SGST 9%,2023-2024,null,999119,null,null,null,null,null,null,null,null,null,null,C,null,null,null,null,null,MIN012885,ISPS-SOC 2024,null,null,null,null,129,18/12/2023 00:00:00,null,null,null,null,null,null,null,null,F,null,null,null,null
2,SEIPL,192,COSTR,26/02/2024,1,RCL0220/23-24,220,HAZIRA VIKAS - BUS HIRE CHARGES JAN-24,null,1,CGST 2.5%@SGST 2.5%,2023-2024,null,996601,null,null,null,null,null,null,null,null,null,null,C,null,null,null,null,null,CO001998,GST/558/22-23,null,null,null,null,129,27/02/2024 00:00:00,null,null,null,null,null,null,null,null,F,null,null,null,null
2,SEIPL,332,COSTR,27/02/2024,1,RCL0221/23-24,221,ECONOMIC PROF FEES SET UP CO IFSC PHASE 1&2FEB24,null,2,CGST 9%@SGST 9%,2023-2024,null,998599,null,null,null,null,null,null,null,null,null,null,C,null,null,null,null,null,NA,ELPIFSC232400011- 12,null,null,null,null,164,27/02/2024 00:00:00,null,null,null,null,null,null,null,null,F,null,null,null,null
2,SEIPL,98,COSTR,29/02/2024,1,RCL0225/23-24,225,SIEP BV GDS CHARGES JAN-MAR24,null,2,IGST 18%,2023-2024,null,998599,null,null,null,null,null,null,null,null,null,null,I,null,null,null,null,null,NA,6566136568,null,null,null,null,164,04/03/2024 00:00:00,null,null,null,null,null,null,null,null,F,null,null,null,null
2,SEIPL,98,COSTR,29/02/2024,1,RCL0227/23-24,227,SIEP BV GSS CHARGES JAN-MAR24,null,2,IGST 18%,2023-2024,null,998599,null,null,null,null,null,null,null,null,null,null,I,null,null,null,null,null,NA,6566136570,null,null,null,null,164,04/03/2024 00:00:00,null,null,null,null,null,null,null,null,F,null,null,null,null
2,SEIPL,98,COSTR,29/02/2024,1,RCL0226/23-24,226,SIEP BV GIT CHARGES JAN-MAR24,null,2,IGST 18%,2023-2024,null,998599,null,null,null,null,null,null,null,null,null,null,I,null,null,null,null,null,NA,6566136569,null,null,null,null,164,04/03/2024 00:00:00,null,null,null,null,null,null,null,null,F,null,null,null,null
2,SEIPL,98,COSTR,29/02/2024,1,RCL0228/23-24,228,SIEP BV DIRECTORATE CHARGES JAN-MAR24,null,2,IGST 18%,2023-2024,null,998599,null,null,null,null,null,null,null,null,null,null,I,null,null,null,null,null,NA,6566136571,null,null,null,null,164,04/03/2024 00:00:00,null,null,null,null,null,null,null,null,F,null,null,null,null
2,SEIPL,11,COSTR,31/12/2023,1,RCL0180/23-24,180,SGSI-FEASIBILITY STUDY-3RD TANK-MANPOWER-NOV-DEC'23,null,2,IGST 18%,2023-2024,null,998519,null,null,null,null,null,null,null,null,null,null,I,null,null,null,null,null,FI000478,6506334208,null,null,null,null,129,02/01/2024 00:00:00,null,null,null,null,null,null,null,null,F,null,null,null,null
2,SEIPL,11,COSTR,31/12/2023,1,RCL0181/23-24,181,SGSI-OPP. FRAMING WORKSHOP-3RD TANK-MANPOWER-NOV-DEC'23,null,2,IGST 18%,2023-2024,null,998519,null,null,null,null,null,null,null,null,null,null,I,null,null,null,null,null,FI000494,6506332880,null,null,null,null,129,02/01/2024 00:00:00,null,null,null,null,null,null,null,null,F,null,null,null,null
2,SEIPL,10,COSTR,31/12/2023,1,RCL0182/23-24,182,ZZIT/013679/111-AIF SITI -NOV-23 PACER DATA FIELDS TO AIF,null,2,IGST 18%,2023-2024,null,998349,null,null,null,null,null,null,null,null,null,null,I,null,null,null,null,null,FI000460,6586258839,null,null,null,null,129,02/01/2024 00:00:00,null,null,null,null,null,null,null,null,F,null,null,null,null
2,HPPL,292,COSTR,31/07/2023,1,RCP0013/23-24,13,TRELLEBORG JAN-23 MARIMATECH AMC VISIT CHARGE,null,2,IGST 18%,2023-2024,null,998716,null,null,null,null,null,null,null,null,null,null,I,null,null,null,null,null,WR006468,PIN-006343,null,null,null,null,129,01/08/2023 00:00:00,null,null,null,null,null,null,null,null,F,null,null,null,null
2,SEIPL,193,COSTR,28/08/2023,1,RCL0060/23-24,60,MEDORA -CAR HIRE CHRGS FOR LOD 3 AUDITORS VISIT JUL-23,null,1,CGST 2.5%@SGST 2.5%,2023-2024,null,996601,null,null,null,null,null,null,null,null,null,null,C,null,null,null,null,null,MIN012641,202324-000722,null,null,null,null,129,28/08/2023 00:00:00,null,null,null,null,null,null,null,null,F,null,null,null,null
2,SEIPL,11,COSTR,31/08/2023,1,RCL0064/23-24,64,SGSI OSA FEES Q2 2023 APR-JUN' 2023,null,2,IGST 18%,2023-2024,null,998311,null,null,null,null,null,null,null,null,null,null,I,null,null,null,null,null,FI000427,6506325281,null,null,null,null,129,01/09/2023 00:00:00,null,null,null,null,null,null,null,null,F,null,null,null,null
2,SEIPL,10,COSTR,31/08/2023,1,RCL0062/23-24,62,CIT-CBCM SITI JUN-23 CENTRAL IT-ET SOM-ITSO CHRG ,null,2,IGST 18%,2023-2024,null,998313,null,null,null,null,null,null,null,null,null,null,I,null,null,null,null,null,FI000362,6586243781 CN-3886,null,null,null,null,129,01/09/2023 00:00:00,null,null,null,null,null,null,null,null,F,null,null,null,null
2,SEIPL,11,COSTR,31/08/2023,1,RCL0063/23-24,63,SGSI MAR-APR'23 RCA BENCHMARKING & ACTION PLAN CHRG,null,2,IGST 18%,2023-2024,null,998519,null,null,null,null,null,null,null,null,null,null,I,null,null,null,null,null,FI000491,6506325223,null,null,null,null,129,01/09/2023 00:00:00,null,null,null,null,null,null,null,null,F,null,null,null,null
2,SEIPL,12,COSTR,01/09/2022,1,RCL0072/22-23,72,SIBV -RE - ALLOCATION GLOBAL FEES H2 2022,null,2,IGST 18%,2022-2023,null,998599,null,null,null,null,null,null,null,null,null,null,I,null,null,null,null,null,MIN011580,6036184501,null,null,null,null,129,13/09/2022 00:00:00,null,null,null,null,null,null,null,null,F,null,null,null,null
2,HPPL,284,COSTR,30/03/2023,1,RCP0049/22-23,49,DGS MUMBAI NSPC ANNUAL VERIFICATION AUDIT & ENDORSE FEE 2023,null,1,IGST 18%,2022-2023,null,999119,null,null,null,null,null,null,null,null,null,null,I,null,null,null,null,null,MIN012285,NSPC-2023,null,null,null,null,129,03/04/2023 00:00:00,null,null,null,null,null,null,null,null,F,null,null,null,null
2,HPPL,237,COSTR,23/02/2023,1,RCP0044/22-23,44,VARNI TOURS - CAR HIRE CHGS OF CUSTOM 01/01/2023-31/01/2023,null,1,CGST 2.5%@SGST 2.5%,2022-2023,null,996601,null,null,null,null,null,null,null,null,null,null,C,null,null,null,null,null,WR006513,GT-24,null,null,null,null,129,24/02/2023 00:00:00,null,null,null,null,null,null,null,null,F,null,null,null,null
2,SEIPL,223,COSTR,29/05/2020,1,RCL0007/20-21,7,TOYO - DE-SILTING TOYO PUMP - OCEAN FREIGHT,null,2,IGST 5%,2020-2021,null,996521,null,null,null,null,null,null,null,null,null,null,I,null,null,null,null,null,PO011559,TPSPL/2020I/012,null,null,null,null,34,29/05/2020 00:00:00,null,null,null,null,null,null,null,null,F,null,null,null,null
2,SEIPL,10,COSTR,31/03/2023,1,RCL0251/22-23,251,ZZIT/500001-NON-ERP SITI Q1-23 NON-ERP SERV. BUNDLE CHRG,null,2,IGST 18%,2022-2023,null,998313,null,null,null,null,null,null,null,null,null,null,I,null,null,null,null,null,FI000363,6586239154,null,null,null,null,129,02/05/2023 00:00:00,null,null,null,null,null,null,null,null,F,null,null,null,null
2,SEIPL,12,COSTR,31/03/2023,1,RCL0252/22-23,252,SIBV RELOCATION TRSFR SER LALIT MOHAN JAN-23,null,4,IGST 18%,2022-2023,null,998599,null,null,null,null,null,null,null,null,null,null,I,null,null,null,null,null,JV 192213,6036225923,null,null,null,null,129,02/05/2023 00:00:00,null,null,null,null,null,null,null,null,F,null,null,null,null
2,SEIPL,10,COSTR,30/04/2023,1,RCL0002/23-24,2,CIT SITI Q2-2023 CENTRAL IT  ET SOM  ITSO CHARGES ,null,2,IGST 18%,2023-2024,null,998313,null,null,null,null,null,null,null,null,null,null,I,null,null,null,null,null,FI000362,6586238950,null,null,null,null,129,02/05/2023 00:00:00,null,null,null,null,null,null,null,null,F,null,null,null,null
2,SEIPL,308,COSTR,31/03/2023,1,RCL0253/22-23,253,KOBE STEEL-INSTALLATION SUPERVISION SERVICES-SUPER ORV,null,5,IGST 18%,2022-2023,null,998732,null,null,null,null,null,null,null,null,null,null,I,null,null,null,null,null,WR006380,22-12287-0-INV01,null,null,null,null,129,02/05/2023 00:00:00,null,null,null,null,null,null,null,null,F,null,null,null,null
2,SEIPL,5,COSTR,30/04/2023,1,RCL0003/23-24,3,RAVI SAXENA  AHD GH RENT APR-23,null,1,CGST 9%@SGST 9%,2023-2024,null,997211,null,null,null,null,null,null,null,null,null,null,C,null,null,null,null,null,NA,GH RENTAPR-23,null,null,null,null,164,03/05/2023 00:00:00,null,null,null,null,null,null,null,null,F,null,null,null,null
2,SEIPL,12,COSTR,30/04/2023,1,RCL0005/23-24,5,SIBV-BLOOMBERG EIG FT HIS JAN-MAR 23,null,2,IGST 18%,2023-2024,null,998599,null,null,null,null,null,null,null,null,null,null,I,null,null,null,null,null,NA,6036225787,null,null,null,null,164,03/05/2023 00:00:00,null,null,null,null,null,null,null,null,F,null,null,null,null
