COMPANY_CD,COUNTERPARTY_CD,AGMT_NO,AGMT_REV,CONT_NO,CONT_REV,CONTRACT_TYPE,BU_UNIT,BU_CONTACT_PERSON_CD,TRANS_BU_UNIT,INVOICE_TYPE,ALLOC_QTY,DEFICIENCY_QTY,NEG_IMB_QTY,POS_IMB_QTY,UNAUTH_OVERRUN_QTY,PARKING_QTY,SIP_PAY_RATE,TRANSPORT_RATE,NEGETIVE_IMB_RATE,POSITIVE_IMB_RATE,UNAUTH_OVERRUN_RATE,PARKING_RATE,TRANSMISSION_AMT,NEG_IMB_AMT,POS_IMB_AMT,UNAUTH_OVERRUN_AMT,PARKING_AMT,INVOICE_SEQ,INVOICE_NO,INVOICE_DT,FREQ,PERIOD_START_DT,PERIOD_END_DT,DUE_DT,RATE_UNIT,SALE_AMT,EXCHG_RATE_CD,EXCHG_RATE_DT,EXCHG_RATE_VALUE,INVOICE_RAISED_IN,GROSS_AMT,TAX_AMT,TAX_STRUCT_CD,TAX_EFF_DT,INVOICE_AMT,ADJUST_SIGN,ADJUST_AMT,NET_PAYABLE_AMT,INV_STATUS,CHECKED_FLAG,CHECKED_BY,CHECKED_DT,AUTHORIZED_FLAG,AUTHORIZED_BY,AUTHORIZED_DT,APPROVED_FLAG,APPROVED_BY,APPROVED_DT,ENT_BY,ENT_DT,FINANCIAL_YEAR,PDF_INV_DTL,PRINT_BY_ORI,PRINT_DT_ORI,DEFICIENCY_AMT,SIP_PAY_FREQ,TDS_AMT,TDS_FACTOR,TDS_STRUCT_CD,TDS_EFF_DT,TCS_TDS,SAP_APPROVAL,SAP_APPROVED_BY,SAP_APPROVED_DT,SYS_INV_NO,INV_COMPONENT
Gail,1-1-1601-1032L5-0-1-0-2,C,null,null,null,C,null,null,1,TC,67040,null,null,null,null,null,null,80.08,null,null,null,null,5368563.2,0.0,0.0,0.0,0.0,2024-2025,UPG2A24109018623-624,15/01/202500:00:00,1,01/01/2025 00:00:00,15/01/2025 00:00:00,21/01/202500:00:00,1,5368563.2,null,null,null,1,5368563.2,IGST 12%,null,null,null,null,null,null,null,Y,6,17/01/202500:00:00,Y,6,17/01/202500:00:00,A,46,20/01/202500:00:00,23,17/01/202500:00:00,2024-2025,O,23,17/01/202500:00:00,null,null,107371.26,2,62,01/04/202300:00:00,TDS,Y,164,20/01/202500:00:00,null,TP
Gail,1-1-1601-1132L29-0-1-1-2,C,null,null,null,C,null,null,1,TC,15000,null,null,null,null,null,null,106.77,null,null,null,null,1601550.0,0.0,0.0,0.0,0.0,2025-2026,UPG2A25109000470,15/04/202500:00:00,1,01/04/2025 00:00:00,15/04/2025 00:00:00,22/04/202500:00:00,1,1601550.0,null,null,null,1,1601550.0,IGST 12%,null,null,null,null,null,null,null,Y,6,17/04/202500:00:00,Y,6,17/04/202500:00:00,A,46,21/04/202500:00:00,219,17/04/202500:00:00,2025-2026,O,219,17/04/202500:00:00,null,null,32031,2,62,01/04/202300:00:00,TDS,Y,201,23/04/202500:00:00,null,TP
Gail,1-1-1601-1132L29-0-1-1-2,C,null,null,null,C,null,null,1,TC,15000,null,null,null,null,null,null,106.77,null,null,null,null,1601550.0,0.0,0.0,0.0,0.0,2025-2026,UPG2A25109000471,15/04/202500:00:00,1,01/04/2025 00:00:00,15/04/2025 00:00:00,22/04/202500:00:00,1,1601550.0,null,null,null,1,1601550.0,IGST 12%,null,null,null,null,null,null,null,Y,6,17/04/202500:00:00,Y,6,17/04/202500:00:00,A,46,21/04/202500:00:00,219,17/04/202500:00:00,2025-2026,O,219,17/04/202500:00:00,null,null,32031,2,62,01/04/202300:00:00,TDS,Y,201,23/04/202500:00:00,null,TP
Gail,1-1-1601-1132L29-0-1-1-2,C,null,null,null,C,null,null,1,TC,12900,null,null,null,null,null,null,106.77,null,null,null,null,1377333.0,0.0,0.0,0.0,0.0,2025-2026,UPG2A25109002321,30/04/202500:00:00,2,16/04/2025 00:00:00,30/04/2025 00:00:00,06/05/202500:00:00,1,1377333.0,null,null,null,1,1377333.0,IGST 12%,null,null,null,null,null,null,null,Y,6,02/05/202500:00:00,Y,6,02/05/202500:00:00,A,46,05/05/202500:00:00,219,02/05/202500:00:00,2025-2026,O,219,02/05/202500:00:00,null,null,27546.66,2,62,01/04/202300:00:00,TDS,Y,201,05/05/202500:00:00,null,TP
Gail,1-1-1601-1132L29-0-1-1-2,C,null,null,null,C,null,null,1,TC,12900,null,null,null,null,null,null,106.77,null,null,null,null,1377333.0,0.0,0.0,0.0,0.0,2025-2026,UPG2A25109002322,30/04/202500:00:00,2,16/04/2025 00:00:00,30/04/2025 00:00:00,06/05/202500:00:00,1,1377333.0,null,null,null,1,1377333.0,IGST 12%,null,null,null,null,null,null,null,Y,6,02/05/202500:00:00,Y,6,02/05/202500:00:00,A,46,05/05/202500:00:00,219,02/05/202500:00:00,2025-2026,O,219,02/05/202500:00:00,null,null,27546.66,2,62,01/04/202300:00:00,TDS,Y,201,05/05/202500:00:00,null,TP
Gail,1-1-1601-1132L29-0-1-1-2,C,null,null,null,C,null,null,1,TC,12800,null,null,null,null,null,null,106.77,null,null,null,null,1366656.0,0.0,0.0,0.0,0.0,2025-2026,UPG2A25109002324,30/04/202500:00:00,2,16/04/2025 00:00:00,30/04/2025 00:00:00,06/05/202500:00:00,1,1366656.0,null,null,null,1,1366656.0,IGST 12%,null,null,null,null,null,null,null,Y,6,02/05/202500:00:00,Y,6,02/05/202500:00:00,A,46,05/05/202500:00:00,219,02/05/202500:00:00,2025-2026,O,219,02/05/202500:00:00,null,null,27333.12,2,62,01/04/202300:00:00,TDS,Y,201,05/05/202500:00:00,null,TP
Gail,1-1-1601-1132L29-0-1-1-2,C,null,null,null,C,null,null,1,TC,12800,null,null,null,null,null,null,106.77,null,null,null,null,1366656.0,0.0,0.0,0.0,0.0,2025-2026,UPG2A25109002325,30/04/202500:00:00,2,16/04/2025 00:00:00,30/04/2025 00:00:00,06/05/202500:00:00,1,1366656.0,null,null,null,1,1366656.0,IGST 12%,null,null,null,null,null,null,null,Y,6,02/05/202500:00:00,Y,6,02/05/202500:00:00,A,46,05/05/202500:00:00,219,02/05/202500:00:00,2025-2026,O,219,02/05/202500:00:00,null,null,27333.12,2,62,01/04/202300:00:00,TDS,Y,201,05/05/202500:00:00,null,TP
Gail,1-1-1601-1132L29-0-1-1-2,C,null,null,null,C,null,null,1,TC,13985,null,null,null,null,null,null,106.77,null,null,null,null,1493178.45,0.0,0.0,0.0,0.0,2025-2026,UPG2A25109002326,30/04/202500:00:00,2,16/04/2025 00:00:00,30/04/2025 00:00:00,06/05/202500:00:00,1,1493178.45,null,null,null,1,1493178.45,IGST 12%,null,null,null,null,null,null,null,Y,6,02/05/202500:00:00,Y,6,02/05/202500:00:00,A,46,05/05/202500:00:00,219,02/05/202500:00:00,2025-2026,O,219,02/05/202500:00:00,null,null,29863.57,2,62,01/04/202300:00:00,TDS,Y,201,05/05/202500:00:00,null,TP
Gail,1-1-1601-1161L4-0-1-0-1,C,null,null,null,C,null,null,1,TC,127646,null,null,null,null,null,null,114.52,null,null,null,null,1.461801992E7,0.0,0.0,0.0,0.0,2023-2024,UPG2A23109012015,15/12/202300:00:00,1,01/12/2023 00:00:00,15/12/2023 00:00:00,21/12/202300:00:00,1,1.461801992E7,null,null,null,1,1.461801992E7,IGST 12%,null,null,null,null,null,null,null,Y,6,18/12/202300:00:00,Y,6,18/12/202300:00:00,A,6,19/12/202300:00:00,130,18/12/202300:00:00,2023-2024,O,130,18/12/202300:00:00,null,null,292360.4,2,62,01/04/202300:00:00,TDS,Y,128,19/12/202300:00:00,null,TP
Gail,1-1-1601-1201L2-0-1-0-1,C,null,null,null,C,null,null,1,TC,51720,null,null,null,null,null,null,114.52,null,null,null,null,5922974.4,0.0,0.0,0.0,0.0,2023-2024,UPG2A23109007666,15/09/202300:00:00,1,01/09/2023 00:00:00,15/09/2023 00:00:00,22/09/202300:00:00,1,5922974.4,null,null,null,1,5922974.4,IGST 12%,null,null,null,null,null,null,null,Y,6,18/09/202300:00:00,Y,6,18/09/202300:00:00,A,6,20/09/202300:00:00,130,18/09/202300:00:00,2023-2024,O,130,18/09/202300:00:00,null,null,118459.49,2,62,01/04/202300:00:00,TDS,Y,128,21/09/202300:00:00,null,TP
Gail,1-1-1601-1201L2-0-1-0-1,C,null,null,null,C,null,null,1,TC,51720,null,null,null,null,null,null,114.52,null,null,null,null,5922974.4,0.0,0.0,0.0,0.0,2023-2024,UPG2A23109008220,30/09/202300:00:00,2,16/09/2023 00:00:00,30/09/2023 00:00:00,06/10/202300:00:00,1,5922974.4,null,null,null,1,5922974.4,IGST 12%,null,null,null,null,null,null,null,Y,6,04/10/202300:00:00,Y,6,04/10/202300:00:00,A,6,09/10/202300:00:00,130,04/10/202300:00:00,2023-2024,O,130,04/10/202300:00:00,null,null,118459.49,2,62,01/04/202300:00:00,TDS,Y,128,09/10/202300:00:00,null,TP
Gail,1-1-1601-1201L3-0-1-0-1,C,null,null,null,C,null,null,1,IC,123634.42,null,null,13500,null,null,null,114.52,null,57.26,null,null,1.415861378E7,0.0,773010.0,0.0,0.0,2023-2024,UPG2A23109011996,15/12/202300:00:00,1,01/12/2023 00:00:00,15/12/2023 00:00:00,21/12/202300:00:00,1,1.493162378E7,null,null,null,1,1.493162378E7,IGST 12%,null,null,null,null,null,null,null,Y,6,18/12/202300:00:00,Y,6,18/12/202300:00:00,A,6,19/12/202300:00:00,130,18/12/202300:00:00,2023-2024,O,130,18/12/202300:00:00,null,null,184.39,2,62,01/04/202300:00:00,TDS,Y,128,19/12/202300:00:00,null,TP
Gail,1-1-1601-1201L3-0-1-0-1,C,null,null,null,C,null,null,1,TC,123634.42,null,null,null,null,null,null,114.52,null,null,null,null,1.415861378E7,0.0,0.0,0.0,0.0,2023-2024,UPG2A23109012053,15/12/202300:00:00,1,01/12/2023 00:00:00,15/12/2023 00:00:00,21/12/202300:00:00,1,1.415861378E7,null,null,null,1,1.415861378E7,IGST 12%,null,null,null,null,null,null,null,Y,6,18/12/202300:00:00,Y,6,18/12/202300:00:00,A,6,19/12/202300:00:00,130,18/12/202300:00:00,2023-2024,O,130,18/12/202300:00:00,null,null,283172.28,2,62,01/04/202300:00:00,TDS,Y,128,19/12/202300:00:00,null,TP
Gail,1-1-1601-1201L3-0-1-0-1,C,null,null,null,C,null,null,1,TC,133587.19,null,null,null,null,null,null,114.52,null,null,null,null,1.529840534E7,0.0,0.0,0.0,0.0,2023-2024,UPG2A23109012505,31/12/202300:00:00,2,16/12/2023 00:00:00,31/12/2023 00:00:00,05/01/202400:00:00,1,1.529840534E7,null,null,null,1,1.529840534E7,IGST 12%,null,null,null,null,null,null,null,Y,6,03/01/202400:00:00,Y,6,03/01/202400:00:00,A,6,04/01/202400:00:00,130,03/01/202400:00:00,2023-2024,O,130,03/01/202400:00:00,null,null,305968.11,2,62,01/04/202300:00:00,TDS,Y,201,04/01/202400:00:00,null,TP
Gail,1-1-1601-1211L2-0-1-0-1,C,null,null,null,C,null,null,1,TC,28276.63,null,null,null,null,null,null,79,null,null,null,null,2233854.15,0.0,0.0,0.0,0.0,2023-2024,UPG2A23109007477,15/09/202300:00:00,1,01/09/2023 00:00:00,15/09/2023 00:00:00,22/09/202300:00:00,1,2233854.15,null,null,null,1,2233854.15,IGST 12%,null,null,null,null,null,null,null,Y,6,18/09/202300:00:00,Y,6,18/09/202300:00:00,A,6,20/09/202300:00:00,130,18/09/202300:00:00,2023-2024,O,130,18/09/202300:00:00,null,null,44677.08,2,62,01/04/202300:00:00,TDS,Y,128,21/09/202300:00:00,null,TP
Gail,1-1-1601-1211L2-0-1-0-1,C,null,null,null,C,null,null,1,IC,null,null,464.28,4149.34,null,null,null,null,39.5,39.5,null,null,0.0,18339.06,163898.86,0.0,0.0,2023-2024,UPG2A23109007478,15/09/202300:00:00,1,01/09/2023 00:00:00,15/09/2023 00:00:00,22/09/202300:00:00,1,182237.91999999998,null,null,null,1,182237.91999999998,IGST 12%,null,null,null,null,null,null,null,Y,6,20/09/202300:00:00,Y,6,20/09/202300:00:00,A,6,20/09/202300:00:00,113,20/09/202300:00:00,2023-2024,O,113,20/09/202300:00:00,null,null,3644.76,2,62,01/04/202300:00:00,TDS,Y,128,21/09/202300:00:00,null,NI-PI
Gail,1-1-1601-1211L2-0-1-0-1,C,null,null,null,C,null,null,1,TC,28294.38,4105.62,null,null,null,null,79,79,null,null,null,null,2559600.02,0.0,0.0,0.0,0.0,2023-2024,UPG2A23109007989,30/09/202300:00:00,2,16/09/2023 00:00:00,30/09/2023 00:00:00,06/10/202300:00:00,1,2559600.02,null,null,null,1,2559600.02,IGST 12%,null,null,null,null,null,null,null,Y,6,04/10/202300:00:00,Y,6,04/10/202300:00:00,A,6,09/10/202300:00:00,130,04/10/202300:00:00,2023-2024,O,130,04/10/202300:00:00,null,null,59413.32,2,62,01/04/202300:00:00,TDS,Y,128,09/10/202300:00:00,null,TP-SP
Gail,1-1-1601-1211L3-0-1-0-1,C,null,null,null,C,null,null,1,TC,51600,null,null,null,null,null,null,80.08,null,null,null,null,4132128.0,0.0,0.0,0.0,0.0,2024-2025,UPG2A24109018497-498,15/01/202500:00:00,1,01/01/2025 00:00:00,15/01/2025 00:00:00,21/01/202500:00:00,1,4132128.0,null,null,null,1,4132128.0,IGST 12%,null,null,null,null,null,null,null,Y,6,17/01/202500:00:00,Y,6,17/01/202500:00:00,A,46,20/01/202500:00:00,23,17/01/202500:00:00,2024-2025,O,23,17/01/202500:00:00,null,null,82642.56,2,62,01/04/202300:00:00,TDS,Y,164,20/01/202500:00:00,null,TP
Gail,1-1-1601-1361S1-0-2-0-1,C,null,null,null,C,null,null,1,TC,15000,null,null,null,null,null,null,40,null,null,null,null,600000.0,0.0,0.0,0.0,0.0,2024-2025,UPG2A24109003360,15/06/202400:00:00,1,01/06/2024 00:00:00,15/06/2024 00:00:00,20/06/202400:00:00,1,600000.0,null,null,null,1,600000.0,IGST 12%,null,null,null,null,null,null,null,Y,6,19/06/202400:00:00,Y,6,19/06/202400:00:00,A,46,20/06/202400:00:00,219,18/06/202400:00:00,2024-2025,O,219,18/06/202400:00:00,null,null,12000,2,62,01/04/202300:00:00,TDS,Y,201,20/06/202400:00:00,null,TP
Gail,1-1-1601-1361S1-0-2-0-1,C,null,null,null,C,null,null,1,TC,15000,null,null,null,null,null,null,40,null,null,null,null,600000.0,0.0,0.0,0.0,0.0,2024-2025,UPG2A24109003947,30/06/202400:00:00,2,16/06/2024 00:00:00,30/06/2024 00:00:00,05/07/202400:00:00,1,600000.0,null,null,null,1,600000.0,IGST 12%,null,null,null,null,null,null,null,Y,6,02/07/202400:00:00,Y,6,02/07/202400:00:00,A,46,03/07/202400:00:00,219,02/07/202400:00:00,2024-2025,O,219,02/07/202400:00:00,null,null,12000,2,62,01/04/202300:00:00,TDS,Y,201,03/07/202400:00:00,null,TP
Gail,1-1-1601-1361S1-0-3-0-1,C,null,null,null,C,null,null,1,TC,7020,null,null,null,null,null,null,42.04,null,null,null,null,295120.8,0.0,0.0,0.0,0.0,2024-2025,UPG2A24109004800,15/07/202400:00:00,1,01/07/2024 00:00:00,15/07/2024 00:00:00,20/07/202400:00:00,1,295120.8,null,null,null,1,295120.8,IGST 12%,null,null,null,null,null,null,null,Y,6,17/07/202400:00:00,Y,6,17/07/202400:00:00,A,46,19/07/202400:00:00,219,17/07/202400:00:00,2024-2025,O,219,17/07/202400:00:00,null,null,5902.42,2,62,01/04/202300:00:00,TDS,Y,201,24/07/202400:00:00,null,TP
Gail,1-1-1601-1361S1-0-3-0-1,C,null,null,null,C,null,null,1,TC,7200,null,null,null,null,null,null,42.04,null,null,null,null,302688.0,0.0,0.0,0.0,0.0,2024-2025,UPG2A24109005824,31/07/202400:00:00,2,16/07/2024 00:00:00,31/07/2024 00:00:00,06/08/202400:00:00,1,302688.0,null,null,null,1,302688.0,IGST 12%,null,null,null,null,null,null,null,Y,6,02/08/202400:00:00,Y,6,02/08/202400:00:00,A,46,05/08/202400:00:00,219,02/08/202400:00:00,2024-2025,O,219,02/08/202400:00:00,null,null,6053.76,2,62,01/04/202300:00:00,TDS,Y,201,05/08/202400:00:00,null,TP
Gail,1-1-1601-292L3-0-1-0-2,C,null,null,null,C,null,null,1,TC,155968,null,null,null,null,null,null,40,null,null,null,null,6238720.0,0.0,0.0,0.0,0.0,2023-2024,UPG2A23109007702,15/09/202300:00:00,1,01/09/2023 00:00:00,15/09/2023 00:00:00,22/09/202300:00:00,1,6238720.0,null,null,null,1,6238720.0,IGST 12%,null,null,null,null,null,null,null,Y,6,19/09/202300:00:00,Y,6,19/09/202300:00:00,A,6,20/09/202300:00:00,130,19/09/202300:00:00,2023-2024,O,130,19/09/202300:00:00,null,null,124774.4,2,62,01/04/202300:00:00,TDS,Y,128,21/09/202300:00:00,null,TP
Gail,1-1-1601-292L3-0-1-0-2,C,null,null,null,C,null,null,1,TC,163067,null,null,null,null,null,null,40,null,null,null,null,6522680.0,0.0,0.0,0.0,0.0,2023-2024,UPG2A23109008151,30/09/202300:00:00,2,16/09/2023 00:00:00,30/09/2023 00:00:00,06/10/202300:00:00,1,6522680.0,null,null,null,1,6522680.0,IGST 12%,null,null,null,null,null,null,null,Y,6,04/10/202300:00:00,Y,6,04/10/202300:00:00,A,6,09/10/202300:00:00,130,04/10/202300:00:00,2023-2024,O,130,04/10/202300:00:00,null,null,130453.6,2,62,01/04/202300:00:00,TDS,Y,128,09/10/202300:00:00,null,TP
Gail,1-1-1601-292L5-0-1-0-2,C,null,null,null,C,null,null,1,TC,48780,null,null,null,null,null,null,42.04,null,null,null,null,2050711.2,0.0,0.0,0.0,0.0,2024-2025,UPG2A24109018759-760,15/01/202500:00:00,1,01/01/2025 00:00:00,15/01/2025 00:00:00,21/01/202500:00:00,1,2050711.2,null,null,null,1,2050711.2,IGST 12%,null,null,null,null,null,null,null,Y,6,17/01/202500:00:00,Y,6,17/01/202500:00:00,A,46,20/01/202500:00:00,23,17/01/202500:00:00,2024-2025,O,23,17/01/202500:00:00,null,null,41014.22,2,62,01/04/202300:00:00,TDS,Y,164,20/01/202500:00:00,null,TP
Gail,1-1-1601-332S1-0-30-1-2,C,null,null,null,C,null,null,1,TC,150000,null,null,null,null,null,null,40,null,null,null,null,6000000.0,0.0,0.0,0.0,0.0,2023-2024,UPG2A23109007901,15/09/202300:00:00,1,01/09/2023 00:00:00,15/09/2023 00:00:00,22/09/202300:00:00,1,6000000.0,null,null,null,1,6000000.0,IGST 12%,null,null,null,null,null,null,null,Y,6,11/10/202300:00:00,Y,6,11/10/202300:00:00,A,6,11/10/202300:00:00,130,07/10/202300:00:00,2023-2024,O,130,07/10/202300:00:00,null,null,120000,2,62,01/04/202300:00:00,TDS,Y,128,16/10/202300:00:00,null,TP
Gail,1-1-1601-371S1-0-14-0-1,C,null,null,null,C,null,null,1,TC,2080,null,null,null,null,null,null,40,null,null,null,null,83200.0,0.0,0.0,0.0,0.0,2023-2024,UPG2A23109017516,31/03/202400:00:00,2,16/03/2024 00:00:00,31/03/2024 00:00:00,05/04/202400:00:00,1,83200.0,null,null,null,1,83200.0,IGST 12%,null,null,null,null,null,null,null,Y,6,02/04/202400:00:00,Y,6,02/04/202400:00:00,A,46,05/04/202400:00:00,130,02/04/202400:00:00,2023-2024,O,130,02/04/202400:00:00,null,null,1664,2,62,01/04/202300:00:00,TDS,Y,201,09/04/202400:00:00,null,TP
Gail,1-1-1601-371S1-0-15-0-1,C,null,null,null,C,null,null,1,TC,8550,null,null,null,null,null,null,40,null,null,null,null,342000.0,0.0,0.0,0.0,0.0,2024-2025,UPG2A24109000240,15/04/202400:00:00,1,01/04/2024 00:00:00,15/04/2024 00:00:00,20/04/202400:00:00,1,342000.0,null,null,null,1,342000.0,IGST 12%,null,null,null,null,null,null,null,Y,6,18/04/202400:00:00,Y,6,18/04/202400:00:00,A,46,22/04/202400:00:00,113,18/04/202400:00:00,2024-2025,O,113,18/04/202400:00:00,null,null,6840,2,62,01/04/202300:00:00,TDS,Y,201,24/04/202400:00:00,null,TP
Gail,1-1-1601-371S1-0-15-0-1,C,null,null,null,C,null,null,1,TC,9000,null,null,null,null,null,null,40,null,null,null,null,360000.0,0.0,0.0,0.0,0.0,2024-2025,UPG2A24109000769,30/04/202400:00:00,2,16/04/2024 00:00:00,30/04/2024 00:00:00,06/05/202400:00:00,1,360000.0,null,null,null,1,360000.0,IGST 12%,null,null,null,null,null,null,null,Y,6,03/05/202400:00:00,Y,6,03/05/202400:00:00,A,201,09/05/202400:00:00,113,02/05/202400:00:00,2024-2025,O,113,02/05/202400:00:00,null,null,7200,2,62,01/04/202300:00:00,TDS,Y,201,10/05/202400:00:00,null,TP
Gail,1-1-1601-371S1-0-15-0-1,C,null,null,null,C,null,null,1,TC,9000,null,null,null,null,null,null,40,null,null,null,null,360000.0,0.0,0.0,0.0,0.0,2024-2025,UPG2A24109001822,15/05/202400:00:00,1,01/05/2024 00:00:00,15/05/2024 00:00:00,21/05/202400:00:00,1,360000.0,null,null,null,1,360000.0,IGST 12%,null,null,null,null,null,null,null,Y,6,17/05/202400:00:00,Y,6,17/05/202400:00:00,A,46,20/05/202400:00:00,113,17/05/202400:00:00,2024-2025,O,113,17/05/202400:00:00,null,null,7200,2,62,01/04/202300:00:00,TDS,Y,201,21/05/202400:00:00,null,TP
Gail,1-1-1601-371S1-0-15-0-1,C,null,null,null,C,null,null,1,TC,9600,null,null,null,null,null,null,40,null,null,null,null,384000.0,0.0,0.0,0.0,0.0,2024-2025,UPG2A24109002384,31/05/202400:00:00,2,16/05/2024 00:00:00,31/05/2024 00:00:00,06/06/202400:00:00,1,384000.0,null,null,null,1,384000.0,IGST 12%,null,null,null,null,null,null,null,Y,6,03/06/202400:00:00,Y,6,03/06/202400:00:00,A,46,04/06/202400:00:00,113,02/06/202400:00:00,2024-2025,O,113,02/06/202400:00:00,null,null,7680,2,62,01/04/202300:00:00,TDS,Y,201,05/06/202400:00:00,null,TP
Gail,1-1-1601-371S1-0-15-0-1,C,null,null,null,C,null,null,1,TC,8550,null,null,null,null,null,null,40,null,null,null,null,342000.0,0.0,0.0,0.0,0.0,2024-2025,UPG2A24109003164,15/06/202400:00:00,1,01/06/2024 00:00:00,15/06/2024 00:00:00,20/06/202400:00:00,1,342000.0,null,null,null,1,342000.0,IGST 12%,null,null,null,null,null,null,null,Y,6,19/06/202400:00:00,Y,6,19/06/202400:00:00,A,46,20/06/202400:00:00,113,19/06/202400:00:00,2024-2025,O,113,19/06/202400:00:00,null,null,6840,2,62,01/04/202300:00:00,TDS,Y,201,20/06/202400:00:00,null,TP
Gail,1-1-1601-371S1-0-15-0-1,C,null,null,null,C,null,null,1,TC,8250,null,null,null,null,null,null,40,null,null,null,null,330000.0,0.0,0.0,0.0,0.0,2024-2025,UPG2A24109004249,30/06/202400:00:00,2,16/06/2024 00:00:00,30/06/2024 00:00:00,05/07/202400:00:00,1,330000.0,null,null,null,1,330000.0,IGST 12%,null,null,null,null,null,null,null,Y,6,03/07/202400:00:00,Y,6,03/07/202400:00:00,A,46,03/07/202400:00:00,219,03/07/202400:00:00,2024-2025,O,219,03/07/202400:00:00,null,null,6600,2,62,01/04/202300:00:00,TDS,Y,201,03/07/202400:00:00,null,TP
Gail,1-1-1601-371S1-0-16-0-1,C,null,null,null,C,null,null,1,TC,300,null,null,null,null,null,null,42.04,null,null,null,null,12612.0,0.0,0.0,0.0,0.0,2024-2025,UPG2A24109021625,15/02/202500:00:00,1,01/02/2025 00:00:00,15/02/2025 00:00:00,20/02/202500:00:00,1,12612.0,null,null,null,1,12612.0,IGST 12%,null,null,null,null,null,null,null,Y,6,17/02/202500:00:00,Y,6,17/02/202500:00:00,A,46,18/02/202500:00:00,88,17/02/202500:00:00,2024-2025,O,88,17/02/202500:00:00,null,null,252.24,2,62,01/04/202300:00:00,TDS,Y,164,25/02/202500:00:00,null,TP
Gail,1-1-1601-371S1-0-16-0-1,C,null,null,null,C,null,null,1,TC,200,null,null,null,null,null,null,42.04,null,null,null,null,8408.0,0.0,0.0,0.0,0.0,2024-2025,UPG2A24109021627,15/02/202500:00:00,1,01/02/2025 00:00:00,15/02/2025 00:00:00,20/02/202500:00:00,1,8408.0,null,null,null,1,8408.0,IGST 12%,null,null,null,null,null,null,null,Y,6,17/02/202500:00:00,Y,6,17/02/202500:00:00,A,46,18/02/202500:00:00,88,17/02/202500:00:00,2024-2025,O,88,17/02/202500:00:00,null,null,168.16,2,62,01/04/202300:00:00,TDS,Y,164,25/02/202500:00:00,null,TP
Gail,1-1-1601-371S1-0-16-0-1,C,null,null,null,C,null,null,1,TC,1000,null,null,null,null,null,null,42.04,null,null,null,null,42040.0,0.0,0.0,0.0,0.0,2024-2025,UPG2A24109021628,15/02/202500:00:00,1,01/02/2025 00:00:00,15/02/2025 00:00:00,20/02/202500:00:00,1,42040.0,null,null,null,1,42040.0,IGST 12%,null,null,null,null,null,null,null,Y,6,17/02/202500:00:00,Y,6,17/02/202500:00:00,A,46,18/02/202500:00:00,88,17/02/202500:00:00,2024-2025,O,88,17/02/202500:00:00,null,null,840.8,2,62,01/04/202300:00:00,TDS,Y,164,25/02/202500:00:00,null,TP
Gail,1-1-1601-371S1-0-16-0-1,C,null,null,null,C,null,null,1,TC,1300,null,null,null,null,null,null,42.04,null,null,null,null,54652.0,0.0,0.0,0.0,0.0,2024-2025,UPG2A24109022849,28/02/202500:00:00,2,16/02/2025 00:00:00,28/02/2025 00:00:00,06/03/202500:00:00,1,54652.0,null,null,null,1,54652.0,IGST 12%,null,null,null,null,null,null,null,Y,6,04/03/202500:00:00,Y,6,04/03/202500:00:00,A,46,05/03/202500:00:00,219,04/03/202500:00:00,2024-2025,O,219,04/03/202500:00:00,null,null,1093.04,2,62,01/04/202300:00:00,TDS,Y,164,05/03/202500:00:00,null,TP
Gail,1-1-1601-372S1-0-14-0-2,C,null,null,null,C,null,null,1,TC,4096,null,null,null,null,null,null,40,null,null,null,null,163840.0,0.0,0.0,0.0,0.0,2023-2024,UPG2A23109017566,31/03/202400:00:00,2,16/03/2024 00:00:00,31/03/2024 00:00:00,05/04/202400:00:00,1,163840.0,null,null,null,1,163840.0,IGST 12%,null,null,null,null,null,null,null,Y,6,02/04/202400:00:00,Y,6,02/04/202400:00:00,A,46,05/04/202400:00:00,130,02/04/202400:00:00,2023-2024,O,130,02/04/202400:00:00,null,null,3276.8,2,62,01/04/202300:00:00,TDS,Y,201,09/04/202400:00:00,null,TP
Gail,1-1-1601-372S1-0-15-0-2,C,null,null,null,C,null,null,1,TC,9000,null,null,null,null,null,null,40,null,null,null,null,360000.0,0.0,0.0,0.0,0.0,2024-2025,UPG2A24109000056,15/04/202400:00:00,1,01/04/2024 00:00:00,15/04/2024 00:00:00,20/04/202400:00:00,1,360000.0,null,null,null,1,360000.0,IGST 12%,null,null,null,null,null,null,null,Y,6,18/04/202400:00:00,Y,6,18/04/202400:00:00,A,46,22/04/202400:00:00,113,18/04/202400:00:00,2024-2025,O,113,18/04/202400:00:00,null,null,7200,2,62,01/04/202300:00:00,TDS,Y,201,24/04/202400:00:00,null,TP
