COMPANY_CD,COUNTERPARTY_CD,AGMT_NO,AGMT_REV,CONT_NO,CONT_REV,CONTRACT_TYPE,BU_UNIT,BU_CONTACT_PERSON_CD,TRANS_BU_UNIT,INVOICE_TYPE,ALLOC_QTY,DEFICIENCY_QTY,NEG_IMB_QTY,POS_IMB_QTY,UNAUTH_OVERRUN_QTY,PARKING_QTY,SIP_PAY_RATE,TRANSPORT_RATE,NEGETIVE_IMB_RATE,POSITIVE_IMB_RATE,UNAUTH_OVERRUN_RATE,PARKING_RATE,TRANSMISSION_AMT,NEG_IMB_AMT,POS_IMB_AMT,UNAUTH_OVERRUN_AMT,PARKING_AMT,INVOICE_SEQ,INVOICE_NO,INVOICE_DT,FREQ,PERIOD_START_DT,PERIOD_END_DT,DUE_DT,RATE_UNIT,SALE_AMT,EXCHG_RATE_CD,EXCHG_RATE_DT,EXCHG_RATE_VALUE,INVOICE_RAISED_IN,GROSS_AMT,TAX_AMT,TAX_STRUCT_CD,TAX_EFF_DT,INVOICE_AMT,ADJUST_SIGN,ADJUST_AMT,NET_PAYABLE_AMT,INV_STATUS,CHECKED_FLAG,CHECKED_BY,CHECKED_DT,AUTHORIZED_FLAG,AUTHORIZED_BY,AUTHORIZED_DT,APPROVED_FLAG,APPROVED_BY,APPROVED_DT,ENT_BY,ENT_DT,FINANCIAL_YEAR,PDF_INV_DTL,PRINT_BY_ORI,PRINT_DT_ORI,DEFICIENCY_AMT,SIP_PAY_FREQ,TDS_AMT,TDS_FACTOR,TDS_STRUCT_CD,TDS_EFF_DT,TCS_TDS,SAP_APPROVAL,SAP_APPROVED_BY,SAP_APPROVED_DT,SYS_INV_NO,INV_COMPONENT,FIN_SYS
Gail,1-1-1601-1032L5-0-1-0-2,C,null,null,null,C,null,null,1,TC,67040,null,null,null,null,null,null,80.08,null,null,null,null,5368563.2,0.0,0.0,0.0,0.0,2024-2025,UPG2A24109018623-624,15/01/202500:00:00,1,01/01/2025 00:00:00,15/01/2025 00:00:00,21/01/202500:00:00,1,5368563.2,null,null,null,1,5368563.2,IGST 12%,null,null,6012791,null,null,6012791,null,Y,6,17/01/202518:35:28,Y,6,17/01/202518:35:28,A,46,20/01/202512:43:19,23,17/01/202514:46:31,2024-2025,O,23,17/01/202514:46:31,null,null,107371.26,2,TDS 2%,01/04/202300:00:00,TDS,Y,164,20/01/202517:33:00,null,TP,S
Gail,1-1-1601-1132L29-0-1-1-2,C,null,null,null,C,null,null,1,TC,15000,null,null,null,null,null,null,106.77,null,null,null,null,1601550.0,0.0,0.0,0.0,0.0,2025-2026,UPG2A25109000470,15/04/202500:00:00,1,08/04/2025 00:00:00,15/04/2025 00:00:00,22/04/202500:00:00,1,1601550.0,null,null,null,1,1601550.0,IGST 12%,null,null,1793736,null,null,1793736,null,Y,6,17/04/202523:14:42,Y,6,17/04/202523:14:42,A,46,21/04/202512:46:10,219,17/04/202512:44:04,2025-2026,O,219,17/04/202512:44:04,null,null,32031,2,TDS 2%,01/04/202300:00:00,TDS,Y,201,23/04/202512:50:47,null,TP,S
Gail,1-1-1601-1132L29-0-1-1-2,C,null,null,null,C,null,null,1,TC,15000,null,null,null,null,null,null,106.77,null,null,null,null,1601550.0,0.0,0.0,0.0,0.0,2025-2026,UPG2A25109000471,15/04/202500:00:00,1,08/04/2025 00:00:00,15/04/2025 00:00:00,22/04/202500:00:00,1,1601550.0,null,null,null,1,1601550.0,IGST 12%,null,null,1793736,null,null,1793736,null,Y,6,17/04/202523:02:07,Y,6,17/04/202523:02:07,A,46,21/04/202512:46:38,219,17/04/202511:55:46,2025-2026,O,219,17/04/202511:55:46,null,null,32031,2,TDS 2%,01/04/202300:00:00,TDS,Y,201,23/04/202512:51:41,null,TP,S
Gail,1-1-1601-1132L29-0-1-1-2,C,null,null,null,C,null,null,1,TC,12900,null,null,null,null,null,null,106.77,null,null,null,null,1377333.0,0.0,0.0,0.0,0.0,2025-2026,UPG2A25109002321,30/04/202500:00:00,2,16/04/2025 00:00:00,30/04/2025 00:00:00,06/05/202500:00:00,1,1377333.0,null,null,null,1,1377333.0,IGST 12%,null,null,1542613,null,null,1542613,null,Y,6,02/05/202515:47:54,Y,6,02/05/202515:47:54,A,46,05/05/202510:29:41,219,02/05/202513:38:14,2025-2026,O,219,02/05/202513:38:14,null,null,27546.66,2,TDS 2%,01/04/202300:00:00,TDS,Y,201,05/05/202511:53:41,null,TP,S
Gail,1-1-1601-1132L29-0-1-1-2,C,null,null,null,C,null,null,1,TC,12900,null,null,null,null,null,null,106.77,null,null,null,null,1377333.0,0.0,0.0,0.0,0.0,2025-2026,UPG2A25109002322,30/04/202500:00:00,2,16/04/2025 00:00:00,30/04/2025 00:00:00,06/05/202500:00:00,1,1377333.0,null,null,null,1,1377333.0,IGST 12%,null,null,1542613,null,null,1542613,null,Y,6,02/05/202515:43:02,Y,6,02/05/202515:43:02,A,46,05/05/202510:30:15,219,02/05/202513:41:29,2025-2026,O,219,02/05/202513:41:29,null,null,27546.66,2,TDS 2%,01/04/202300:00:00,TDS,Y,201,05/05/202511:51:21,null,TP,S
Gail,1-1-1601-1132L29-0-1-1-2,C,null,null,null,C,null,null,1,TC,12800,null,null,null,null,null,null,106.77,null,null,null,null,1366656.0,0.0,0.0,0.0,0.0,2025-2026,UPG2A25109002324,30/04/202500:00:00,2,16/04/2025 00:00:00,30/04/2025 00:00:00,06/05/202500:00:00,1,1366656.0,null,null,null,1,1366656.0,IGST 12%,null,null,1530655,null,null,1530655,null,Y,6,02/05/202515:51:25,Y,6,02/05/202515:51:25,A,46,05/05/202510:33:39,219,02/05/202513:25:28,2025-2026,O,219,02/05/202513:25:28,null,null,27333.12,2,TDS 2%,01/04/202300:00:00,TDS,Y,201,05/05/202511:54:47,null,TP,S
Gail,1-1-1601-1132L29-0-1-1-2,C,null,null,null,C,null,null,1,TC,12800,null,null,null,null,null,null,106.77,null,null,null,null,1366656.0,0.0,0.0,0.0,0.0,2025-2026,UPG2A25109002325,30/04/202500:00:00,2,16/04/2025 00:00:00,30/04/2025 00:00:00,06/05/202500:00:00,1,1366656.0,null,null,null,1,1366656.0,IGST 12%,null,null,1530655,null,null,1530655,null,Y,6,02/05/202515:24:59,Y,6,02/05/202515:24:59,A,46,05/05/202510:34:09,219,02/05/202513:27:16,2025-2026,O,219,02/05/202513:27:16,null,null,27333.12,2,TDS 2%,01/04/202300:00:00,TDS,Y,201,05/05/202511:58:10,null,TP,S
Gail,1-1-1601-1132L29-0-1-1-2,C,null,null,null,C,null,null,1,TC,13985,null,null,null,null,null,null,106.77,null,null,null,null,1493178.45,0.0,0.0,0.0,0.0,2025-2026,UPG2A25109002326,30/04/202500:00:00,2,16/04/2025 00:00:00,30/04/2025 00:00:00,06/05/202500:00:00,1,1493178.45,null,null,null,1,1493178.45,IGST 12%,null,null,1672360,null,null,1672360,null,Y,6,02/05/202515:49:54,Y,6,02/05/202515:49:54,A,46,05/05/202510:34:36,219,02/05/202513:34:46,2025-2026,O,219,02/05/202513:34:46,null,null,29863.57,2,TDS 2%,01/04/202300:00:00,TDS,Y,201,05/05/202511:54:15,null,TP,S
Gail,1-1-1601-1161L4-0-1-0-1,C,null,null,null,C,null,null,1,TC,127646,null,null,null,null,null,null,114.52,null,null,null,null,1.461801992E7,0.0,0.0,0.0,0.0,2023-2024,UPG2A23109012015,15/12/202300:00:00,1,01/12/2023 00:00:00,15/12/2023 00:00:00,21/12/202300:00:00,1,1.461801992E7,null,null,null,1,1.461801992E7,IGST 12%,null,null,16372182,null,null,16372182,null,Y,6,18/12/202316:47:36,Y,6,18/12/202316:47:36,A,6,19/12/202312:07:58,130,18/12/202312:24:51,2023-2024,O,130,18/12/202312:24:51,null,null,292360.4,2,TDS 2%,01/04/202300:00:00,TDS,Y,128,19/12/202313:53:34,null,TP,S
Gail,1-1-1601-1201L2-0-1-0-1,C,null,null,null,C,null,null,1,TC,51720,null,null,null,null,null,null,114.52,null,null,null,null,5922974.4,0.0,0.0,0.0,0.0,2023-2024,UPG2A23109007666,15/09/202300:00:00,1,01/09/2023 00:00:00,15/09/2023 00:00:00,22/09/202300:00:00,1,5922974.4,null,null,null,1,5922974.4,IGST 12%,null,null,6633731,null,null,6633731,null,Y,6,18/09/202321:44:30,Y,6,18/09/202321:44:30,A,6,20/09/202319:33:30,130,18/09/202319:53:43,2023-2024,O,130,18/09/202319:53:43,null,null,118459.49,2,TDS 2%,01/04/202300:00:00,TDS,Y,128,21/09/202314:08:28,null,TP,S
Gail,1-1-1601-1201L2-0-1-0-1,C,null,null,null,C,null,null,1,TC,51720,null,null,null,null,null,null,114.52,null,null,null,null,5922974.4,0.0,0.0,0.0,0.0,2023-2024,UPG2A23109008220,30/09/202300:00:00,2,16/09/2023 00:00:00,30/09/2023 00:00:00,06/10/202300:00:00,1,5922974.4,null,null,null,1,5922974.4,IGST 12%,null,null,6633731,null,null,6633731,null,Y,6,04/10/202313:43:16,Y,6,04/10/202313:43:16,A,6,09/10/202310:48:18,130,04/10/202311:28:01,2023-2024,O,130,04/10/202311:28:01,null,null,118459.49,2,TDS 2%,01/04/202300:00:00,TDS,Y,128,09/10/202317:19:38,null,TP,S
Gail,1-1-1601-1201L3-0-1-0-1,C,null,null,null,C,null,null,1,IC,0,null,null,161.007,null,null,null,0,null,57.26,null,null,0.0,0.0,9219.26,0.0,0.0,2023-2024,UPG2A23109011996,15/12/202300:00:00,1,01/12/2023 00:00:00,15/12/2023 00:00:00,21/12/202300:00:00,1,9219.26,null,null,null,1,9219.26,IGST 12%,null,null,10325.57,null,null,10325.57,null,Y,6,18/12/202316:12:36,Y,6,18/12/202316:12:36,A,6,19/12/202312:09:44,130,18/12/202314:35:48,2023-2024,O,130,18/12/202314:35:48,null,null,184.39,2,TDS 2%,01/04/202300:00:00,TDS,Y,128,19/12/202313:54:23,null,TP,S
Gail,1-1-1601-1201L3-0-1-0-1,C,null,null,null,C,null,null,1,TC,123634.42,null,null,null,null,null,null,114.52,null,null,null,null,1.415861378E7,0.0,0.0,0.0,0.0,2023-2024,UPG2A23109012053,15/12/202300:00:00,1,01/12/2023 00:00:00,15/12/2023 00:00:00,21/12/202300:00:00,1,1.415861378E7,null,null,null,1,1.415861378E7,IGST 12%,null,null,15857647,null,null,15857647,null,Y,6,18/12/202316:44:44,Y,6,18/12/202316:44:44,A,6,19/12/202312:08:28,130,18/12/202312:34:47,2023-2024,O,130,18/12/202312:34:47,null,null,283172.28,2,TDS 2%,01/04/202300:00:00,TDS,Y,128,19/12/202313:53:56,null,TP,S
Gail,1-1-1601-1201L3-0-1-0-1,C,null,null,null,C,null,null,1,TC,133587.19,null,null,null,null,null,null,114.52,null,null,null,null,1.529840534E7,0.0,0.0,0.0,0.0,2023-2024,UPG2A23109012505,31/12/202300:00:00,2,16/12/2023 00:00:00,31/12/2023 00:00:00,05/01/202400:00:00,1,1.529840534E7,null,null,null,1,1.529840534E7,IGST 12%,null,null,17134214,null,null,17134214,null,Y,6,03/01/202417:28:19,Y,6,03/01/202417:28:19,A,6,04/01/202411:17:54,130,03/01/202411:32:34,2023-2024,O,130,03/01/202411:32:34,null,null,305968.11,2,TDS 2%,01/04/202300:00:00,TDS,Y,201,04/01/202412:55:10,null,TP,S
Gail,1-1-1601-1211L2-0-1-0-1,C,null,null,null,C,null,null,1,TC,28276.64,null,null,null,null,null,null,79,null,null,null,null,2233854.17,0.0,0.0,0.0,0.0,2023-2024,UPG2A23109007477,15/09/202300:00:00,1,01/09/2023 00:00:00,15/09/2023 00:00:00,22/09/202300:00:00,1,2233854.17,null,null,null,1,2233854.17,IGST 12%,null,null,2501917,null,null,2501917,null,Y,6,18/09/202322:09:02,Y,6,18/09/202322:09:02,A,6,20/09/202319:44:33,130,18/09/202319:49:00,2023-2024,O,130,18/09/202319:49:00,null,null,44677.08,2,TDS 2%,01/04/202300:00:00,TDS,Y,128,21/09/202314:06:41,null,TP,S
Gail,1-1-1601-1211L2-0-1-0-1,C,null,null,null,C,null,null,1,IC,null,null,464.28,4149.338,null,null,null,null,39.5,39.5,null,null,0.0,18339.06,163898.85,0.0,0.0,2023-2024,UPG2A23109007478,15/09/202300:00:00,1,01/09/2023 00:00:00,15/09/2023 00:00:00,22/09/202300:00:00,1,182237.91,null,null,null,1,182237.91,IGST 12%,null,null,204106,null,null,204106,null,Y,6,20/09/202312:12:33,Y,6,20/09/202312:12:33,A,6,20/09/202319:41:40,113,20/09/202309:12:04,2023-2024,O,113,20/09/202309:12:04,null,null,3644.76,2,TDS 2%,01/04/202300:00:00,TDS,Y,128,21/09/202314:07:07,null,NI-PI,S
Gail,1-1-1601-1211L2-0-1-0-1,C,null,null,null,C,null,null,1,TC,28294.38,9308.989,null,null,null,null,79,79,null,null,null,null,2970665.85,0.0,0.0,0.0,0.0,2023-2024,UPG2A23109007989,30/09/202300:00:00,2,16/09/2023 00:00:00,30/09/2023 00:00:00,06/10/202300:00:00,1,2970665.85,null,null,null,1,2970665.85,IGST 12%,null,null,3327146,null,null,3327146,null,Y,6,04/10/202313:44:13,Y,6,04/10/202313:44:13,A,6,09/10/202310:47:58,130,04/10/202311:26:06,2023-2024,O,130,04/10/202311:26:06,null,null,59413.32,2,TDS 2%,01/04/202300:00:00,TDS,Y,128,09/10/202317:19:30,null,TP-SP,S
Gail,1-1-1601-1211L3-0-1-0-1,C,null,null,null,C,null,null,1,TC,51600,null,null,null,null,null,null,80.08,null,null,null,null,4132128.0,0.0,0.0,0.0,0.0,2024-2025,UPG2A24109018497-498,15/01/202500:00:00,1,01/01/2025 00:00:00,15/01/2025 00:00:00,21/01/202500:00:00,1,4132128.0,null,null,null,1,4132128.0,IGST 12%,null,null,4627984,null,null,4627984,null,Y,6,17/01/202518:37:10,Y,6,17/01/202518:37:10,A,46,20/01/202512:45:33,23,17/01/202515:50:46,2024-2025,O,23,17/01/202515:50:46,null,null,82642.56,2,TDS 2%,01/04/202300:00:00,TDS,Y,164,20/01/202517:32:56,null,TP,S
Gail,1-1-1601-1361S1-0-2-0-1,C,null,null,null,C,null,null,1,TC,15000,null,null,null,null,null,null,40,null,null,null,null,600000.0,0.0,0.0,0.0,0.0,2024-2025,UPG2A24109003360,15/06/202400:00:00,1,01/06/2024 00:00:00,15/06/2024 00:00:00,20/06/202400:00:00,1,600000.0,null,null,null,1,600000.0,IGST 12%,null,null,672000,null,null,672000,null,Y,6,19/06/202412:16:15,Y,6,19/06/202412:16:15,A,46,20/06/202411:46:43,219,18/06/202412:26:14,2024-2025,O,219,18/06/202412:26:14,null,null,12000,2,TDS 2%,01/04/202300:00:00,TDS,Y,201,20/06/202414:43:31,null,TP,S
Gail,1-1-1601-1361S1-0-2-0-1,C,null,null,null,C,null,null,1,TC,15000,null,null,null,null,null,null,40,null,null,null,null,600000.0,0.0,0.0,0.0,0.0,2024-2025,UPG2A24109003947,30/06/202400:00:00,2,16/06/2024 00:00:00,30/06/2024 00:00:00,05/07/202400:00:00,1,600000.0,null,null,null,1,600000.0,IGST 12%,null,null,672000,null,null,672000,null,Y,6,02/07/202419:19:15,Y,6,02/07/202419:19:15,A,46,03/07/202413:51:23,219,02/07/202412:10:40,2024-2025,O,219,02/07/202412:10:40,null,null,12000,2,TDS 2%,01/04/202300:00:00,TDS,Y,201,03/07/202415:26:07,null,TP,S
Gail,1-1-1601-1361S1-0-3-0-1,C,null,null,null,C,null,null,1,TC,7020,null,null,null,null,null,null,42.04,null,null,null,null,295120.8,0.0,0.0,0.0,0.0,2024-2025,UPG2A24109004800,15/07/202400:00:00,1,01/07/2024 00:00:00,15/07/2024 00:00:00,20/07/202400:00:00,1,295120.8,null,null,null,1,295120.8,IGST 12%,null,null,330535,null,null,330535,null,Y,6,17/07/202414:34:33,Y,6,17/07/202414:34:33,A,46,19/07/202415:35:12,219,17/07/202412:40:26,2024-2025,O,219,17/07/202412:40:26,null,null,5902.42,2,TDS 2%,01/04/202300:00:00,TDS,Y,201,24/07/202414:59:25,null,TP,S
Gail,1-1-1601-1361S1-0-3-0-1,C,null,null,null,C,null,null,1,TC,7200,null,null,null,null,null,null,42.04,null,null,null,null,302688.0,0.0,0.0,0.0,0.0,2024-2025,UPG2A24109005824,31/07/202400:00:00,2,16/07/2024 00:00:00,31/07/2024 00:00:00,06/08/202400:00:00,1,302688.0,null,null,null,1,302688.0,IGST 12%,null,null,339011,null,null,339011,null,Y,6,02/08/202417:17:23,Y,6,02/08/202417:17:23,A,46,05/08/202411:07:10,219,02/08/202414:26:23,2024-2025,O,219,02/08/202414:26:23,null,null,6053.76,2,TDS 2%,01/04/202300:00:00,TDS,Y,201,05/08/202411:49:39,null,TP,S
Gail,1-1-1601-292L3-0-1-0-2,C,null,null,null,C,null,null,1,TC,155968,null,null,null,null,null,null,40,null,null,null,null,6238720.0,0.0,0.0,0.0,0.0,2023-2024,UPG2A23109007702,15/09/202300:00:00,1,01/09/2023 00:00:00,15/09/2023 00:00:00,22/09/202300:00:00,1,6238720.0,null,null,null,1,6238720.0,IGST 12%,null,null,6987366,null,null,6987366,null,Y,6,19/09/202318:22:25,Y,6,19/09/202318:22:25,A,6,20/09/202319:45:35,130,19/09/202315:42:57,2023-2024,O,130,19/09/202315:42:57,null,null,124774.4,2,TDS 2%,01/04/202300:00:00,TDS,Y,128,21/09/202314:06:31,null,TP,S
Gail,1-1-1601-292L3-0-1-0-2,C,null,null,null,C,null,null,1,TC,163067,null,null,null,null,null,null,40,null,null,null,null,6522680.0,0.0,0.0,0.0,0.0,2023-2024,UPG2A23109008151,30/09/202300:00:00,2,16/09/2023 00:00:00,30/09/2023 00:00:00,06/10/202300:00:00,1,6522680.0,null,null,null,1,6522680.0,IGST 12%,null,null,7305402,null,null,7305402,null,Y,6,04/10/202312:53:08,Y,6,04/10/202312:53:08,A,6,09/10/202310:57:49,130,04/10/202311:43:18,2023-2024,O,130,04/10/202311:43:18,null,null,130453.6,2,TDS 2%,01/04/202300:00:00,TDS,Y,128,09/10/202317:20:48,null,TP,S
Gail,1-1-1601-292L5-0-1-0-2,C,null,null,null,C,null,null,1,TC,48780,null,null,null,null,null,null,42.04,null,null,null,null,2050711.2,0.0,0.0,0.0,0.0,2024-2025,UPG2A24109018759-760,15/01/202500:00:00,1,01/01/2025 00:00:00,15/01/2025 00:00:00,21/01/202500:00:00,1,2050711.2,null,null,null,1,2050711.2,IGST 12%,null,null,2296796,null,null,2296796,null,Y,6,17/01/202518:38:53,Y,6,17/01/202518:38:53,A,46,20/01/202514:07:59,23,17/01/202515:56:14,2024-2025,O,23,17/01/202515:56:14,null,null,41014.22,2,TDS 2%,01/04/202300:00:00,TDS,Y,164,20/01/202517:32:52,null,TP,S
Gail,1-1-1601-332S1-0-30-1-2,C,null,null,null,C,null,null,1,TC,150000,null,null,null,null,null,null,40,null,null,null,null,6000000.0,0.0,0.0,0.0,0.0,2023-2024,UPG2A23109007901,15/09/202300:00:00,1,01/09/2023 00:00:00,15/09/2023 00:00:00,22/09/202300:00:00,1,6000000.0,null,null,null,1,6000000.0,IGST 12%,null,null,6720000,null,null,6720000,null,Y,6,11/10/202310:55:36,Y,6,11/10/202310:55:36,A,6,11/10/202311:56:04,130,07/10/202316:05:06,2023-2024,O,130,07/10/202316:05:06,null,null,120000,2,TDS 2%,01/04/202300:00:00,TDS,Y,128,16/10/202311:14:02,null,TP,S
Gail,1-1-1601-371S1-0-14-0-1,C,null,null,null,C,null,null,1,TC,2080,null,null,null,null,null,null,40,null,null,null,null,83200.0,0.0,0.0,0.0,0.0,2023-2024,UPG2A23109017516,31/03/202400:00:00,2,16/03/2024 00:00:00,31/03/2024 00:00:00,05/04/202400:00:00,1,83200.0,null,null,null,1,83200.0,IGST 12%,null,null,93184,null,null,93184,null,Y,6,02/04/202422:20:29,Y,6,02/04/202422:20:29,A,46,05/04/202411:50:32,130,02/04/202417:27:56,2023-2024,O,130,02/04/202417:27:56,null,null,1664,2,TDS 2%,01/04/202300:00:00,TDS,Y,201,09/04/202416:37:57,null,TP,S
Gail,1-1-1601-371S1-0-15-0-1,C,null,null,null,C,null,null,1,TC,8550,null,null,null,null,null,null,40,null,null,null,null,342000.0,0.0,0.0,0.0,0.0,2024-2025,UPG2A24109000240,15/04/202400:00:00,1,01/04/2024 00:00:00,15/04/2024 00:00:00,20/04/202400:00:00,1,342000.0,null,null,null,1,342000.0,IGST 12%,null,null,383040,null,null,383040,null,Y,6,18/04/202415:12:11,Y,6,18/04/202415:12:11,A,46,22/04/202412:08:28,113,18/04/202407:15:52,2024-2025,O,113,18/04/202407:15:52,null,null,6840,2,TDS 2%,01/04/202300:00:00,TDS,Y,201,24/04/202416:36:58,null,TP,S
Gail,1-1-1601-371S1-0-15-0-1,C,null,null,null,C,null,null,1,TC,9000,null,null,null,null,null,null,40,null,null,null,null,360000.0,0.0,0.0,0.0,0.0,2024-2025,UPG2A24109000769,30/04/202400:00:00,2,16/04/2024 00:00:00,30/04/2024 00:00:00,06/05/202400:00:00,1,360000.0,null,null,null,1,360000.0,IGST 12%,null,null,403200,null,null,403200,null,Y,6,03/05/202416:00:58,Y,6,03/05/202416:00:58,A,201,09/05/202417:38:24,113,02/05/202415:45:09,2024-2025,O,113,02/05/202415:45:09,null,null,7200,2,TDS 2%,01/04/202300:00:00,TDS,Y,201,10/05/202412:24:34,null,TP,S
Gail,1-1-1601-371S1-0-15-0-1,C,null,null,null,C,null,null,1,TC,9000,null,null,null,null,null,null,40,null,null,null,null,360000.0,0.0,0.0,0.0,0.0,2024-2025,UPG2A24109001822,15/05/202400:00:00,1,01/05/2024 00:00:00,15/05/2024 00:00:00,21/05/202400:00:00,1,360000.0,null,null,null,1,360000.0,IGST 12%,null,null,403200,null,null,403200,null,Y,6,17/05/202417:23:01,Y,6,17/05/202417:23:01,A,46,20/05/202412:39:38,113,17/05/202415:58:29,2024-2025,O,113,17/05/202415:58:29,null,null,7200,2,TDS 2%,01/04/202300:00:00,TDS,Y,201,21/05/202416:22:43,null,TP,S
Gail,1-1-1601-371S1-0-15-0-1,C,null,null,null,C,null,null,1,TC,9600,null,null,null,null,null,null,40,null,null,null,null,384000.0,0.0,0.0,0.0,0.0,2024-2025,UPG2A24109002384,31/05/202400:00:00,2,16/05/2024 00:00:00,31/05/2024 00:00:00,06/06/202400:00:00,1,384000.0,null,null,null,1,384000.0,IGST 12%,null,null,430080,null,null,430080,null,Y,6,03/06/202418:43:03,Y,6,03/06/202418:43:03,A,46,04/06/202417:51:24,113,02/06/202412:24:00,2024-2025,O,113,02/06/202412:24:00,null,null,7680,2,TDS 2%,01/04/202300:00:00,TDS,Y,201,05/06/202410:25:08,null,TP,S
Gail,1-1-1601-371S1-0-15-0-1,C,null,null,null,C,null,null,1,TC,8550,null,null,null,null,null,null,40,null,null,null,null,342000.0,0.0,0.0,0.0,0.0,2024-2025,UPG2A24109003164,15/06/202400:00:00,1,01/06/2024 00:00:00,15/06/2024 00:00:00,20/06/202400:00:00,1,342000.0,null,null,null,1,342000.0,IGST 12%,null,null,383040,null,null,383040,null,Y,6,19/06/202412:36:01,Y,6,19/06/202412:36:01,A,46,20/06/202411:48:44,113,19/06/202409:47:18,2024-2025,O,113,19/06/202409:47:18,null,null,6840,2,TDS 2%,01/04/202300:00:00,TDS,Y,201,20/06/202414:45:29,null,TP,S
Gail,1-1-1601-371S1-0-15-0-1,C,null,null,null,C,null,null,1,TC,8250,null,null,null,null,null,null,40,null,null,null,null,330000.0,0.0,0.0,0.0,0.0,2024-2025,UPG2A24109004249,30/06/202400:00:00,2,16/06/2024 00:00:00,30/06/2024 00:00:00,05/07/202400:00:00,1,330000.0,null,null,null,1,330000.0,IGST 12%,null,null,369600,null,null,369600,null,Y,6,03/07/202411:50:21,Y,6,03/07/202411:50:21,A,46,03/07/202413:50:39,219,03/07/202410:11:04,2024-2025,O,219,03/07/202410:11:04,null,null,6600,2,TDS 2%,01/04/202300:00:00,TDS,Y,201,03/07/202415:18:39,null,TP,S
Gail,1-1-1601-371S1-0-16-0-1,C,null,null,null,C,null,null,1,TC,300,null,null,null,null,null,null,42.04,null,null,null,null,12612.0,0.0,0.0,0.0,0.0,2024-2025,UPG2A24109021625,15/02/202500:00:00,1,01/02/2025 00:00:00,15/02/2025 00:00:00,20/02/202500:00:00,1,12612.0,null,null,null,1,12612.0,IGST 12%,null,null,14125,null,null,14125,null,Y,6,17/02/202516:20:40,Y,6,17/02/202516:20:40,A,46,18/02/202511:37:05,88,17/02/202515:46:40,2024-2025,O,88,17/02/202515:46:40,null,null,252.24,2,TDS 2%,01/04/202300:00:00,TDS,Y,164,25/02/202517:34:06,null,TP,S
Gail,1-1-1601-371S1-0-16-0-1,C,null,null,null,C,null,null,1,TC,200,null,null,null,null,null,null,42.04,null,null,null,null,8408.0,0.0,0.0,0.0,0.0,2024-2025,UPG2A24109021627,15/02/202500:00:00,1,01/02/2025 00:00:00,15/02/2025 00:00:00,20/02/202500:00:00,1,8408.0,null,null,null,1,8408.0,IGST 12%,null,null,9417,null,null,9417,null,Y,6,17/02/202516:23:20,Y,6,17/02/202516:23:20,A,46,18/02/202511:41:05,88,17/02/202515:49:43,2024-2025,O,88,17/02/202515:49:43,null,null,168.16,2,TDS 2%,01/04/202300:00:00,TDS,Y,164,25/02/202517:35:00,null,TP,S
Gail,1-1-1601-371S1-0-16-0-1,C,null,null,null,C,null,null,1,TC,1000,null,null,null,null,null,null,42.04,null,null,null,null,42040.0,0.0,0.0,0.0,0.0,2024-2025,UPG2A24109021628,15/02/202500:00:00,1,01/02/2025 00:00:00,15/02/2025 00:00:00,20/02/202500:00:00,1,42040.0,null,null,null,1,42040.0,IGST 12%,null,null,47085,null,null,47085,null,Y,6,17/02/202516:24:19,Y,6,17/02/202516:24:19,A,46,18/02/202511:38:06,88,17/02/202515:52:10,2024-2025,O,88,17/02/202515:52:10,null,null,840.8,2,TDS 2%,01/04/202300:00:00,TDS,Y,164,25/02/202517:34:55,null,TP,S
Gail,1-1-1601-371S1-0-16-0-1,C,null,null,null,C,null,null,1,TC,1300,null,null,null,null,null,null,42.04,null,null,null,null,54652.0,0.0,0.0,0.0,0.0,2024-2025,UPG2A24109022849,28/02/202500:00:00,2,16/02/2025 00:00:00,28/02/2025 00:00:00,06/03/202500:00:00,1,54652.0,null,null,null,1,54652.0,IGST 12%,null,null,61210,null,null,61210,null,Y,6,04/03/202518:53:46,Y,6,04/03/202518:53:46,A,46,05/03/202512:03:47,219,04/03/202515:14:10,2024-2025,O,219,04/03/202515:14:10,null,null,1093.04,2,TDS 2%,01/04/202300:00:00,TDS,Y,164,05/03/202512:36:39,null,TP,S
Gail,1-1-1601-371S1-0-18-0-1,C,null,null,null,C,null,null,1,TC,9600,null,null,null,null,null,null,42.04,null,null,null,null,403584.0,0.0,0.0,0.0,0.0,2025-2026,UPG2A25109010544,31/07/202500:00:00,2,16/07/2025 00:00:00,31/07/2025 00:00:00,06/08/202500:00:00,1,403584.0,null,null,null,1,403584.0,IGST 12%,null,null,452014,null,null,452014,null,Y,6,04/08/202518:39:38,Y,6,04/08/202518:39:38,A,46,05/08/202511:28:51,219,04/08/202512:06:29,2025-2026,O,219,04/08/202512:06:29,null,null,8071.68,2,TDS 2%,01/04/202300:00:00,TDS,Y,201,05/08/202514:58:40,null,TP,S
