COMPANY_CD,FINANCIAL_YEAR,COUNTERPARTY_CD,AGMT_NO,AGMT_REV,CONT_NO,CONT_REV,CONTRACT_TYPE,BU_UNIT,BU_STATE_TIN,BU_CONTACT_PERSON_CD,ADDR_FLAG,CONTACT_PERSON_CD,INVOICE_TYPE,INVOICE_SEQ,INVOICE_NO,LINE_NO,LINE_DESC,UNIT,QTY,RATE,AMOUNT,ENT_BY,ENT_DT,CARGO_NO
AMNS,2022-2023,A-33-19-11921-0,19,0,11921,0,Q,1,24,L00176/22-23,null,null,DI,176,L00176/22-23,1,Deficiency Payment for Berthing Slot no.02 dated 28 Feb-01 Mar 2023,USD,3200000,.76,2432000,null,null,null
AMNS,2022-2023,A-33-19-11921-0,19,0,11921,0,Q,1,24,L00183/22-23,null,null,SI,183,L00183/22-23,1,Service Charges,USD,181632.97,.76,138041.06,null,null,null
AMNS,2021-2022,A-33-19-11921-0,19,0,11921,0,Q,1,24,L00207/21-22,null,null,DI,207,L00207/21-22,1,Deficiency Payment for Berthing Slot 2 dated 22-23 Nov-2021,USD,3040000,.76,2310400,null,null,null
AMNS,2021-2022,A-33-19-11921-0,19,0,11921,0,Q,1,24,L00208/21-22,null,null,DI,208,L00208/21-22,1,Deficiency Payment for Berthing Slot 7 dated 29-Jun-2021,USD,165810,.76,126015.6,null,null,null
AMNS,2021-2022,A-33-19-11921-0,19,0,11921,0,Q,1,24,L00209/21-22,null,null,DI,209,L00209/21-22,1,Deficiency Payment for Berthing Slot 8 dated 27-Jul-2021,USD,130000,.76,98800,null,null,null
AMNS,2021-2022,A-33-19-11921-0,19,0,11921,0,Q,1,24,L00210/21-22,null,null,DI,210,L00210/21-22,1,Deficiency Payment for Berthing Slot 9 dated 19-20 Dec-2021,USD,3040000,.76,2310400,null,null,null
AMNS,2020-2021,A-33-17-11719-0,17,0,11719,0,Q,1,0,L00046/20-21 ,null,null,SI,46,L00046/20-21 ,1,null,null,620967.56,.78,484354.697,23,09/05/2020 00:00:00,null
AMNS,2020-2021,A-33-17-11719-0,17,0,11719,0,Q,1,0,L00047/20-21 ,null,null,ST,47,L00047/20-21 ,1,null,null,0,2,0,23,09/05/2020 00:00:00,null
AMNS,2020-2021,A-33-17-11719-0,17,0,11719,0,Q,1,0,L00071/20-21 ,null,null,SI,71,L00071/20-21 ,1,null,null,1116016.59,.78,870492.94,23,23/05/2020 00:00:00,null
AMNS,2020-2021,A-33-17-11719-0,17,0,11719,0,Q,1,0,L00072/20-21 ,null,null,ST,72,L00072/20-21 ,1,null,null,0,2,0,23,23/05/2020 00:00:00,null
AMNS,2020-2021,A-33-17-11719-0,17,0,11719,0,Q,1,0,L00138/20-21 ,null,null,ST,138,L00138/20-21 ,1,null,null,2397856.26,.78,1870327.883,23,16/06/2020 00:00:00,null
AMNS,2020-2021,A-33-17-11719-0,17,0,11719,0,Q,1,0,L00141/20-21 ,null,null,ST,141,L00141/20-21 ,1,null,null,0,2,0,23,17/06/2020 00:00:00,null
AMNS,2020-2021,A-33-17-11719-0,17,0,11719,0,Q,1,0,L00182/20-21 ,null,null,ST,182,L00182/20-21 ,1,null,null,0,2,0,23,15/07/2020 00:00:00,null
AMNS,2020-2021,A-33-17-11719-0,17,0,11719,0,Q,1,0,L00044/20-21 ,null,null,ST,44,L00044/20-21 ,1,null,null,0,2,0,23,01/05/2020 00:00:00,null
AMNS,2020-2021,A-33-17-11719-0,17,0,11719,0,Q,1,0,L00043/20-21 ,null,null,SI,43,L00043/20-21 ,1,null,null,273092.44,.78,213012.103,23,01/05/2020 00:00:00,null
AMNS,2020-2021,A-33-17-11719-0,17,0,11719,0,Q,1,0,L00017/20-21 ,null,null,ST,17,L00017/20-21 ,1,null,null,0,2,0,23,23/04/2020 00:00:00,null
AMNS,2020-2021,A-33-17-11719-0,17,0,11719,0,Q,1,0,L00015/20-21 ,null,null,ST,15,L00015/20-21 ,1,null,null,0,2,0,23,16/04/2020 00:00:00,null
AMNS,2020-2021,A-33-17-11719-0,17,0,11719,0,Q,1,0,L00016/20-21 ,null,null,SI,16,L00016/20-21 ,1,null,null,402679.09,.78,314089.69,23,23/04/2020 00:00:00,null
AMNS,2022-2023,M,19,0,11921,0,M,1,0,L00149/22-23,null,null,LP,149,L00149/22-23,1,null,null,0,0,0,49,25/11/2022 00:00:00,null
AMNS,2022-2023,M,19,0,11921,0,M,1,0,L00150/22-23,null,null,LP,150,L00150/22-23,1,null,null,0,0,0,49,25/11/2022 00:00:00,null
AMNS,2016-2017,C-33-12017-1-0,12017,0,1,0,O,1,0,0005/16-17,cr,null,CR,669,0005/16-17,1,null,1,262836.11,.8,210268.89,23,24/03/2017 11:33:25,null
AMNS,2019-2020,C-33-11719-2-0,11719,0,2,0,O,1,0,D001/19-20,dr,null,DR,692,D001/19-20,1,null,1,1239465.32,.78,966782.95,6,04/02/2020 15:55:28,null
AMNS,2021-2022,A-33-19-11921-0,19,0,11921,0,Q,1,0,C0001/21-22,cr,null,CR,13,C0001/21-22,1,null,1,140990,.76,107152,4,20/10/2021 00:00:00,null
SEMTPL,2019-2020,02,1,0,2,0,M,1,0,D012/19-20,dr,null,DR,101,D012/19-20,1,null,1,30400,6.3,191520,6,04/02/2020 15:50:53,null
SGIPL,2019-2020,2-0,1,1,2,0,M,1,0,D009/19-20,dr,null,DR,98,D009/19-20,1,null,1,32000,7.85,251200,6,04/02/2020 15:45:36,null
SGIPL,2019-2020,11-0,1,0,11,0,M,1,0,D010/19-20,dr,null,DR,99,D010/19-20,1,null,1,7200,5.8,41760,6,04/02/2020 15:47:18,null
SGIPL,2020-2021,13,1,0,13,0,M,1,0,D007/20-21,dr,null,DR,120,D007/20-21,1,null,1,1200,.0821,98.52,4,08/03/2021 00:00:00,null
HCG,2020-2021,03,1,0,3,0,M,1,0,C002/21-22,cr,null,CR,371,C002/21-22,1,null,1,9000,0,0,23,20/10/2021 00:00:00,null
GGL,2019-2020,01,1,0,1,0,M,1,0,D011/19-20,dr,null,DR,100,D011/19-20,1,null,1,33600,6.03,202608,6,04/02/2020 15:49:15,null
OPAL,2023-2024,L-16-1-1,16,0,1,1,L,1,27,SMH0020/23-24,null,null,OR,20,SMH0020/23-24,1,null,null,6514,34.08,221997,153,05/05/2023 00:00:00,null
KUTCHCL,2023-2024,2-0,1,0,2,0,M,1,27,SMH0019/23-24,null,null,OR,19,SMH0019/23-24,1,null,null,39.52,17.5,691.6,153,02/05/2023 00:00:00,null
