

<<START>>,<<FMS_ENTITY_TAX_STRUCT_DTL>>,,,,,, 	(23-SEP-2025 10:48:10)
 
COMPANY_CD,CD,ABBR,ENTITY,PLANT_SEQ_NO,BU_UNIT,EFF_DT,INVIOCE_TYPE,TIMESTAMP
2,15 , HPCL , C , 2 , 1 , 01/09/2017 , S, 	(23-SEP-2025 10:48:10)
2,15 , HPCL , C , 4 , 1 , 01/09/2017 , S, 	(23-SEP-2025 10:48:10)
2,15 , HPCL , C , 6 , 3 , 01/07/2024 , S, 	(23-SEP-2025 10:48:10)
2,15 , HPCL , C , 3 , 2 , 01/06/2021 , S, 	(23-SEP-2025 10:48:10)
2,15 , HPCL , C , 1 , 1 , 01/04/2010 , S, 	(23-SEP-2025 10:48:10)
2,15 , HPCL , C , 5 , 1 , 01/04/2010 , S, 	(23-SEP-2025 10:48:10)
2,15 , HPCL , C , 3 , 2 , 01/04/2010 , S, 	(23-SEP-2025 10:48:10)
2,15 , HPCL , C , 2 , 1 , 01/04/2010 , S, 	(23-SEP-2025 10:48:10)	 (Not Inserted)
2,16 , JSW , C , 1 , 1 , 01/04/2010 , S, 	(23-SEP-2025 10:48:10)
2,16 , JSW , C , 1 , 1 , 01/04/2010 , S, 	(23-SEP-2025 10:48:10)	 (Not Inserted)
2,17 , BGL , C , 1 , 1 , 01/04/2010 , S, 	(23-SEP-2025 10:48:10)
2,17 , BGL , C , 1 , 1 , 01/04/2010 , S, 	(23-SEP-2025 10:48:10)	 (Not Inserted)
2,18 , GSFC , C , 1 , 1 , 05/09/2017 , S, 	(23-SEP-2025 10:48:10)
2,18 , GSFC , C , 2 , 1 , 01/09/2017 , S, 	(23-SEP-2025 10:48:10)
2,18 , GSFC , C , 1 , 1 , 01/04/2010 , S, 	(23-SEP-2025 10:48:10)	 (Not Inserted)
2,228 , H-Energy , C , 2 , 1 , 01/04/2010 , S, 	(23-SEP-2025 10:48:10)
2,228 , H-Energy , C , 1 , 1 , 01/04/2010 , S, 	(23-SEP-2025 10:48:10)	 (Not Inserted)
2,160 , SIMPL , C , 1 , 1 , 01/04/2010 , S, 	(23-SEP-2025 10:48:10)
2,160 , SIMPL , C , 2 , 1 , 01/04/2010 , S, 	(23-SEP-2025 10:48:10)	 (Not Inserted)
2,160 , SIMPL , C , 2 , 1 , 01/04/2010 , S, 	(23-SEP-2025 10:48:10)	 (Not Inserted)
2,160 , SIMPL , C , 1 , 1 , 01/04/2010 , S, 	(23-SEP-2025 10:48:10)	 (Not Inserted)
2,19 , ATGL , C , 1 , 1 , 05/09/2017 , S, 	(23-SEP-2025 10:48:10)
2,19 , ATGL , C , 1 , 1 , 05/09/2017 , S, 	(23-SEP-2025 10:48:10)	 (Not Inserted)
2,19 , ATGL , C , 2 , 1 , 01/04/2010 , S, 	(23-SEP-2025 10:48:10)
2,19 , ATGL , C , 2 , 1 , 01/04/2010 , S, 	(23-SEP-2025 10:48:10)	 (Not Inserted)
2,20 , AMNS , C , 2 , 1 , 05/09/2017 , S, 	(23-SEP-2025 10:48:10)
2,20 , AMNS , C , 1 , 1 , 05/09/2017 , S, 	(23-SEP-2025 10:48:10)
2,20 , AMNS , C , 1 , 1 , 01/09/2017 , S, 	(23-SEP-2025 10:48:10)
2,20 , AMNS , C , 1 , 3 , 01/07/2024 , S, 	(23-SEP-2025 10:48:10)
2,20 , AMNS , C , 4 , 2 , 01/06/2021 , S, 	(23-SEP-2025 10:48:10)
2,20 , AMNS , C , 1 , 2 , 01/04/2022 , S, 	(23-SEP-2025 10:48:10)
2,20 , AMNS , C , 1 , 1 , 01/04/2010 , S, 	(23-SEP-2025 10:48:10)	 (Not Inserted)
2,154 , SEMTIPL , C , 2 , 1 , 01/09/2017 , S, 	(23-SEP-2025 10:48:10)
2,154 , SEMTIPL , C , 13 , 3 , 01/07/2024 , S, 	(23-SEP-2025 10:48:10)
2,154 , SEMTIPL , C , 4 , 2 , 01/06/2021 , S, 	(23-SEP-2025 10:48:10)
2,154 , SEMTIPL , C , 9 , 2 , 01/06/2021 , S, 	(23-SEP-2025 10:48:10)
2,154 , SEMTIPL , C , 7 , 2 , 01/06/2021 , S, 	(23-SEP-2025 10:48:10)
2,154 , SEMTIPL , C , 6 , 2 , 01/06/2021 , S, 	(23-SEP-2025 10:48:10)
2,154 , SEMTIPL , C , 12 , 1 , 01/04/2010 , S, 	(23-SEP-2025 10:48:10)
2,154 , SEMTIPL , C , 10 , 1 , 01/04/2010 , S, 	(23-SEP-2025 10:48:10)
2,154 , SEMTIPL , C , 8 , 1 , 01/04/2010 , S, 	(23-SEP-2025 10:48:10)
2,154 , SEMTIPL , C , 3 , 1 , 01/04/2010 , S, 	(23-SEP-2025 10:48:10)
2,154 , SEMTIPL , C , 1 , 1 , 01/04/2010 , S, 	(23-SEP-2025 10:48:10)
2,154 , SEMTIPL , C , 4 , 2 , 01/04/2010 , S, 	(23-SEP-2025 10:48:10)
2,154 , SEMTIPL , C , 6 , 2 , 01/04/2010 , S, 	(23-SEP-2025 10:48:10)
2,154 , SEMTIPL , C , 5 , 1 , 01/04/2010 , S, 	(23-SEP-2025 10:48:10)
2,21 , SGIPL , C , 3 , 1 , 05/09/2017 , S, 	(23-SEP-2025 10:48:10)
2,21 , SGIPL , C , 5 , 1 , 05/09/2017 , S, 	(23-SEP-2025 10:48:10)
2,21 , SGIPL , C , 1 , 1 , 01/09/2017 , S, 	(23-SEP-2025 10:48:10)
2,21 , SGIPL , C , 1 , 2 , 01/04/2022 , S, 	(23-SEP-2025 10:48:10)
2,21 , SGIPL , C , 1 , 1 , 01/04/2010 , S, 	(23-SEP-2025 10:48:10)
2,21 , SGIPL , C , 2 , 1 , 01/04/2010 , S, 	(23-SEP-2025 10:48:10)
2,21 , SGIPL , C , 1 , 1 , 01/01/2019 , S, 	(23-SEP-2025 10:48:10)
2,22 , VGL , C , 1 , 1 , 01/09/2017 , S, 	(23-SEP-2025 10:48:10)
2,22 , VGL , C , 3 , 1 , 01/09/2017 , S, 	(23-SEP-2025 10:48:10)
2,22 , VGL , C , 2 , 1 , 01/09/2017 , S, 	(23-SEP-2025 10:48:10)
2,23 , PGPGPL , C , 1 , 1 , 05/09/2017 , S, 	(23-SEP-2025 10:48:10)
2,23 , PGPGPL , C , 1 , 1 , 05/09/2017 , S, 	(23-SEP-2025 10:48:10)	 (Not Inserted)
2,23 , PGPGPL , C , 1 , 1 , 05/09/2017 , S, 	(23-SEP-2025 10:48:10)	 (Not Inserted)
2,23 , PGPGPL , C , 2 , 1 , 05/09/2017 , S, 	(23-SEP-2025 10:48:10)
2,23 , PGPGPL , C , 2 , 1 , 05/09/2017 , S, 	(23-SEP-2025 10:48:10)	 (Not Inserted)
2,23 , PGPGPL , C , 2 , 1 , 05/09/2017 , S, 	(23-SEP-2025 10:48:10)	 (Not Inserted)
2,23 , PGPGPL , C , 3 , 2 , 01/04/2022 , S, 	(23-SEP-2025 10:48:10)
2,23 , PGPGPL , C , 3 , 2 , 01/04/2022 , S, 	(23-SEP-2025 10:48:10)	 (Not Inserted)
2,23 , PGPGPL , C , 3 , 2 , 01/04/2022 , S, 	(23-SEP-2025 10:48:10)	 (Not Inserted)
2,23 , PGPGPL , C , 4 , 2 , 01/04/2022 , S, 	(23-SEP-2025 10:48:10)
2,23 , PGPGPL , C , 4 , 2 , 01/04/2022 , S, 	(23-SEP-2025 10:48:10)	 (Not Inserted)
2,23 , PGPGPL , C , 4 , 2 , 01/04/2022 , S, 	(23-SEP-2025 10:48:10)	 (Not Inserted)
2,24 , HCG , C , 1 , 1 , 01/04/2010 , S, 	(23-SEP-2025 10:48:10)
2,25 , GGL , C , 1 , 2 , 05/09/2017 , S, 	(23-SEP-2025 10:48:10)
2,25 , GGL , C , 1 , 1 , 05/09/2017 , S, 	(23-SEP-2025 10:48:10)
2,25 , GGL , C , 1 , 2 , 01/04/2022 , S, 	(23-SEP-2025 10:48:10)
2,26 , CFC , C , 3 , 1 , 01/01/2019 , S, 	(23-SEP-2025 10:48:10)
2,26 , CFC , C , 2 , 1 , 01/01/2019 , S, 	(23-SEP-2025 10:48:10)
2,26 , CFC , C , 1 , 1 , 01/01/2019 , S, 	(23-SEP-2025 10:48:10)
2,27 , IFFCO , C , 3 , 1 , 05/09/2017 , S, 	(23-SEP-2025 10:48:10)
2,27 , IFFCO , C , 2 , 1 , 01/01/2019 , S, 	(23-SEP-2025 10:48:10)
2,27 , IFFCO , C , 1 , 1 , 01/01/2019 , S, 	(23-SEP-2025 10:48:10)
2,28 , HGL-RLNG , C , 1 , 1 , 05/09/2017 , S, 	(23-SEP-2025 10:48:10)
2,29 , PipeInfra , C , 5 , 1 , 01/09/2017 , S, 	(23-SEP-2025 10:48:10)
2,29 , PipeInfra , C , 10 , 1 , 01/09/2017 , S, 	(23-SEP-2025 10:48:10)
2,29 , PipeInfra , C , 10 , 1 , 01/09/2017 , S, 	(23-SEP-2025 10:48:10)	 (Not Inserted)
2,29 , PipeInfra , C , 11 , 1 , 01/09/2017 , S, 	(23-SEP-2025 10:48:10)
2,29 , PipeInfra , C , 5 , 1 , 01/09/2017 , S, 	(23-SEP-2025 10:48:10)	 (Not Inserted)
2,29 , PipeInfra , C , 11 , 1 , 01/09/2017 , S, 	(23-SEP-2025 10:48:10)	 (Not Inserted)
2,29 , PipeInfra , C , 3 , 1 , 01/04/2010 , S, 	(23-SEP-2025 10:48:10)
2,29 , PipeInfra , C , 7 , 1 , 01/04/2010 , S, 	(23-SEP-2025 10:48:10)
2,29 , PipeInfra , C , 7 , 1 , 01/04/2010 , S, 	(23-SEP-2025 10:48:10)	 (Not Inserted)
2,29 , PipeInfra , C , 6 , 1 , 01/04/2010 , S, 	(23-SEP-2025 10:48:10)
2,29 , PipeInfra , C , 6 , 1 , 01/04/2010 , S, 	(23-SEP-2025 10:48:10)	 (Not Inserted)
2,29 , PipeInfra , C , 3 , 1 , 01/04/2010 , S, 	(23-SEP-2025 10:48:10)	 (Not Inserted)
2,29 , PipeInfra , C , 2 , 1 , 01/04/2010 , S, 	(23-SEP-2025 10:48:10)
2,29 , PipeInfra , C , 2 , 1 , 01/04/2010 , S, 	(23-SEP-2025 10:48:10)	 (Not Inserted)
2,29 , PipeInfra , C , 1 , 1 , 01/04/2010 , S, 	(23-SEP-2025 10:48:10)
2,29 , PipeInfra , C , 1 , 1 , 01/04/2010 , S, 	(23-SEP-2025 10:48:10)	 (Not Inserted)
2,29 , PipeInfra , C , 8 , 1 , 01/01/2019 , S, 	(23-SEP-2025 10:48:10)
2,29 , PipeInfra , C , 4 , 1 , 01/01/2019 , S, 	(23-SEP-2025 10:48:10)
2,29 , PipeInfra , C , 9 , 1 , 01/01/2019 , S, 	(23-SEP-2025 10:48:10)
2,29 , PipeInfra , C , 9 , 1 , 01/01/2019 , S, 	(23-SEP-2025 10:48:10)	 (Not Inserted)
2,29 , PipeInfra , C , 8 , 1 , 01/01/2019 , S, 	(23-SEP-2025 10:48:10)	 (Not Inserted)
2,29 , PipeInfra , C , 4 , 1 , 01/01/2019 , S, 	(23-SEP-2025 10:48:10)	 (Not Inserted)
2,30 , NFL , C , 3 , 1 , 01/01/2019 , S, 	(23-SEP-2025 10:48:10)
2,30 , NFL , C , 1 , 1 , 01/01/2019 , S, 	(23-SEP-2025 10:48:10)
2,30 , NFL , C , 2 , 1 , 01/01/2019 , S, 	(23-SEP-2025 10:48:10)
2,31 , HSIL , C , 1 , 3 , 01/07/2024 , S, 	(23-SEP-2025 10:48:10)
2,31 , HSIL , C , 1 , 2 , 01/04/2022 , S, 	(23-SEP-2025 10:48:10)
2,31 , HSIL , C , 1 , 1 , 01/04/2010 , S, 	(23-SEP-2025 10:48:10)
2,49 , VVF India , C , 3 , 1 , 01/06/2021 , S, 	(23-SEP-2025 10:48:10)
2,32 , KFL , C , 1 , 1 , 01/04/2010 , S, 	(23-SEP-2025 10:48:10)
2,32 , KFL , C , 2 , 1 , 01/01/2019 , S, 	(23-SEP-2025 10:48:10)
2,197 , BIL , C , 1 , 1 , 01/01/2019 , S, 	(23-SEP-2025 10:48:10)
2,254 , RIPL , C , 1 , 1 , 01/04/2010 , S, 	(23-SEP-2025 10:48:10)
2,207 , CP , C , 1 , 1 , 01/04/2010 , S, 	(23-SEP-2025 10:48:10)
2,207 , CP , C , 1 , 1 , 01/01/2019 , S, 	(23-SEP-2025 10:48:10)
2,150 , HALHFGL , C , 1 , 1 , 05/09/2017 , S, 	(23-SEP-2025 10:48:10)
2,187 , VIDUWIL , C , 1 , 1 , 01/01/2019 , S, 	(23-SEP-2025 10:48:10)
2,33 , AGP CGD , C , 2 , 1 , 01/04/2010 , S, 	(23-SEP-2025 10:48:10)
2,33 , AGP CGD , C , 1 , 1 , 01/04/2010 , S, 	(23-SEP-2025 10:48:10)
2,34 , MINDA , C , 1 , 1 , 05/09/2017 , S, 	(23-SEP-2025 10:48:10)
2,34 , MINDA , C , 2 , 2 , 01/04/2022 , S, 	(23-SEP-2025 10:48:10)
2,34 , MINDA , C , 2 , 1 , 01/04/2010 , S, 	(23-SEP-2025 10:48:10)
2,238 , LEIPL , C , 1 , 1 , 05/09/2017 , S, 	(23-SEP-2025 10:48:10)
2,35 , SCHOTT , C , 1 , 1 , 05/09/2017 , S, 	(23-SEP-2025 10:48:10)
2,36 , HIL , C , 3 , 1 , 05/09/2017 , S, 	(23-SEP-2025 10:48:10)
2,36 , HIL , C , 4 , 2 , 01/04/2022 , S, 	(23-SEP-2025 10:48:10)
2,36 , HIL , C , 1 , 1 , 01/04/2010 , S, 	(23-SEP-2025 10:48:10)
2,36 , HIL , C , 2 , 1 , 01/01/2019 , S, 	(23-SEP-2025 10:48:10)
2,37 , HCGD-B , C , 1 , 1 , 01/04/2010 , S, 	(23-SEP-2025 10:48:10)
2,198 , BIPL , C , 2 , 1 , 05/09/2017 , S, 	(23-SEP-2025 10:48:10)
2,198 , BIPL , C , 1 , 1 , 01/04/2010 , S, 	(23-SEP-2025 10:48:10)
2,220 , EXXARO , C , 1 , 1 , 05/09/2017 , S, 	(23-SEP-2025 10:48:10)
2,220 , EXXARO , C , 1 , 1 , 05/09/2017 , S, 	(23-SEP-2025 10:48:10)	 (Not Inserted)
2,38 , KAJARIA , C , 2 , 2 , 01/04/2022 , S, 	(23-SEP-2025 10:48:10)
2,38 , KAJARIA , C , 1 , 1 , 01/01/2019 , S, 	(23-SEP-2025 10:48:10)
2,39 , SISECAM , C , 1 , 1 , 05/09/2017 , S, 	(23-SEP-2025 10:48:10)
2,39 , SISECAM , C , 1 , 1 , 05/09/2017 , S, 	(23-SEP-2025 10:48:10)	 (Not Inserted)
2,40 , ATPL , C , 1 , 1 , 01/09/2017 , S, 	(23-SEP-2025 10:48:10)
2,40 , ATPL , C , 2 , 2 , 01/06/2021 , S, 	(23-SEP-2025 10:48:10)
2,41 , OPAL , C , 1 , 2 , 28/07/2021 , S, 	(23-SEP-2025 10:48:10)
2,41 , OPAL , C , 1 , 1 , 05/09/2017 , S, 	(23-SEP-2025 10:48:10)
2,41 , OPAL , C , 1 , 1 , 01/09/2017 , S, 	(23-SEP-2025 10:48:10)
2,41 , OPAL , C , 4 , 1 , 01/09/2017 , S, 	(23-SEP-2025 10:48:10)
2,41 , OPAL , C , 3 , 2 , 01/04/2022 , S, 	(23-SEP-2025 10:48:10)
2,234 , JKPAPER , C , 1 , 1 , 05/09/2017 , S, 	(23-SEP-2025 10:48:10)
2,263 , STL , C , 1 , 1 , 01/01/2019 , S, 	(23-SEP-2025 10:48:10)
2,206 , CELLO , C , 1 , 1 , 01/01/2019 , S, 	(23-SEP-2025 10:48:10)
2,204 , CALDERYS , C , 1 , 1 , 01/01/2019 , S, 	(23-SEP-2025 10:48:10)
2,204 , CALDERYS , C , 1 , 1 , 01/01/2019 , S, 	(23-SEP-2025 10:48:10)	 (Not Inserted)
2,42 , RCF , C , 2 , 1 , 01/09/2017 , S, 	(23-SEP-2025 10:48:10)
2,42 , RCF , C , 1 , 2 , 01/06/2021 , S, 	(23-SEP-2025 10:48:10)
2,42 , RCF , C , 2 , 2 , 01/06/2021 , S, 	(23-SEP-2025 10:48:10)
2,42 , RCF , C , 2 , 1 , 01/01/2019 , S, 	(23-SEP-2025 10:48:10)
2,42 , RCF , C , 1 , 1 , 01/01/2019 , S, 	(23-SEP-2025 10:48:10)
2,201 , BWRL , C , 1 , 1 , 01/01/2019 , S, 	(23-SEP-2025 10:48:10)
2,276 , VIRGO , C , 1 , 1 , 05/09/2017 , S, 	(23-SEP-2025 10:48:10)
2,223 , GIPSKARTON , C , 1 , 1 , 01/01/2019 , S, 	(23-SEP-2025 10:48:10)
2,46 , TGLPL , C , 2 , 1 , 01/04/2010 , S, 	(23-SEP-2025 10:48:10)
2,46 , TGLPL , C , 1 , 1 , 01/04/2010 , S, 	(23-SEP-2025 10:48:10)
2,47 , TGBPL , C , 1 , 1 , 01/04/2010 , S, 	(23-SEP-2025 10:48:10)
2,47 , TGBPL , C , 2 , 1 , 01/04/2010 , S, 	(23-SEP-2025 10:48:10)
2,47 , TGBPL , C , 3 , 2 , 01/01/2024 , S, 	(23-SEP-2025 10:48:10)
2,48 , BGEPL , C , 1 , 1 , 01/04/2010 , S, 	(23-SEP-2025 10:48:10)
2,231 , IMCL , C , 1 , 1 , 01/04/2010 , S, 	(23-SEP-2025 10:48:10)
2,49 , VVF India , C , 1 , 2 , 01/06/2021 , S, 	(23-SEP-2025 10:48:10)
2,50 , GNFC , C , 1 , 1 , 05/09/2017 , S, 	(23-SEP-2025 10:48:10)
2,50 , GNFC , C , 2 , 1 , 01/09/2017 , S, 	(23-SEP-2025 10:48:10)
2,50 , GNFC , C , 2 , 2 , 01/04/2022 , S, 	(23-SEP-2025 10:48:10)
2,140 , MEGHHQX , C , 1 , 1 , 01/04/2010 , S, 	(23-SEP-2025 10:48:10)
2,52 , GLIL , C , 4 , 1 , 05/09/2017 , S, 	(23-SEP-2025 10:48:10)
2,52 , GLIL , C , 1 , 2 , 01/04/2022 , S, 	(23-SEP-2025 10:48:10)
2,52 , GLIL , C , 2 , 2 , 01/04/2022 , S, 	(23-SEP-2025 10:48:10)
2,52 , GLIL , C , 3 , 2 , 01/04/2022 , S, 	(23-SEP-2025 10:48:10)
2,52 , GLIL , C , 3 , 1 , 01/01/2019 , S, 	(23-SEP-2025 10:48:10)
2,52 , GLIL , C , 2 , 1 , 01/01/2019 , S, 	(23-SEP-2025 10:48:10)
2,52 , GLIL , C , 1 , 1 , 01/01/2019 , S, 	(23-SEP-2025 10:48:10)
2,255 , SGI-AP , C , 1 , 1 , 01/01/2019 , S, 	(23-SEP-2025 10:48:10)
2,117 , PEPL , C , 1 , 1 , 05/09/2017 , S, 	(23-SEP-2025 10:48:10)
2,117 , PEPL , C , 2 , 1 , 01/04/2010 , S, 	(23-SEP-2025 10:48:10)
2,54 , GFCL , C , 1 , 1 , 05/09/2017 , S, 	(23-SEP-2025 10:48:10)
2,54 , GFCL , C , 2 , 1 , 05/09/2017 , S, 	(23-SEP-2025 10:48:10)
2,55 , CPL , C , 1 , 2 , 01/04/2022 , S, 	(23-SEP-2025 10:48:10)
2,56 , IRM , C , 1 , 1 , 01/04/2010 , S, 	(23-SEP-2025 10:48:10)
2,56 , IRM , C , 1 , 1 , 01/04/2010 , S, 	(23-SEP-2025 10:48:10)	 (Not Inserted)
2,57 , PPL , C , 1 , 2 , 01/04/2022 , S, 	(23-SEP-2025 10:48:10)
2,57 , PPL , C , 1 , 1 , 01/01/2019 , S, 	(23-SEP-2025 10:48:10)
2,58 , YARALTD , C , 1 , 2 , 01/04/2022 , S, 	(23-SEP-2025 10:48:10)
2,58 , YARALTD , C , 1 , 1 , 01/01/2019 , S, 	(23-SEP-2025 10:48:10)
2,59 , INPEROX , C , 1 , 1 , 05/09/2017 , S, 	(23-SEP-2025 10:48:10)
2,60 , RAFECHL , C , 1 , 2 , 01/04/2022 , S, 	(23-SEP-2025 10:48:10)
2,208 , CNTENKA , C , 1 , 1 , 05/09/2017 , S, 	(23-SEP-2025 10:48:10)
2,227 , HCGPUTE , C , 1 , 1 , 01/04/2010 , S, 	(23-SEP-2025 10:48:10)
2,64 , IGSPL , C , 2 , 1 , 01/09/2017 , S, 	(23-SEP-2025 10:48:10)
2,64 , IGSPL , C , 2 , 1 , 01/09/2017 , S, 	(23-SEP-2025 10:48:10)	 (Not Inserted)
2,64 , IGSPL , C , 1 , 2 , 01/06/2021 , S, 	(23-SEP-2025 10:48:10)
2,64 , IGSPL , C , 1 , 2 , 01/06/2021 , S, 	(23-SEP-2025 10:48:10)	 (Not Inserted)
2,63 , GOAGLSF , C , 1 , 2 , 01/04/2022 , S, 	(23-SEP-2025 10:48:10)
2,124 , MGRPL , C , 2 , 1 , 01/09/2017 , S, 	(23-SEP-2025 10:48:10)
2,124 , MGRPL , C , 1 , 2 , 01/06/2021 , S, 	(23-SEP-2025 10:48:10)
2,65 , PEFORCV , C , 1 , 2 , 01/06/2021 , S, 	(23-SEP-2025 10:48:10)
2,105 , HMEL , C , 5 , 3 , 01/07/2024 , S, 	(23-SEP-2025 10:48:10)
