

<<START>>,<<FMS_CONT_PRICE_DTL(P)>>,,,, 	(13-JUN-2025 18:01:03)
 
COMPANY_CD,MAPPING_ID,CONTRACT_TYPE,SEQ_NO,TIMESTAMP
2,1-0-824002 ,I ,1, 	(13-JUN-2025 18:01:03)
2,1-0-824003 ,I ,1, 	(13-JUN-2025 18:01:03)
2,43-0-824009 ,I ,1, 	(13-JUN-2025 18:01:03)
2,43-0-824010 ,I ,1, 	(13-JUN-2025 18:01:03)
2,43-0-824011 ,I ,1, 	(13-JUN-2025 18:01:03)
2,20--, D ,1, 	(13-JUN-2025 18:01:03)	 (Not Inserted)
2,1--, D ,1, 	(13-JUN-2025 18:01:03)	 (Not Inserted)
2,1--, D ,1, 	(13-JUN-2025 18:01:03)	 (Not Inserted)
2,1--, D ,1, 	(13-JUN-2025 18:01:03)	 (Not Inserted)
2,1--, D ,1, 	(13-JUN-2025 18:01:03)	 (Not Inserted)
2,1--, D ,1, 	(13-JUN-2025 18:01:03)	 (Not Inserted)
2,1--, D ,1, 	(13-JUN-2025 18:01:03)	 (Not Inserted)
2,1--, D ,1, 	(13-JUN-2025 18:01:03)	 (Not Inserted)
2,1-0-822005 ,D ,1, 	(13-JUN-2025 18:01:03)
2,1-0-822006 ,D ,1, 	(13-JUN-2025 18:01:03)
2,1-0-822007 ,D ,1, 	(13-JUN-2025 18:01:04)
2,1-0-822008 ,D ,1, 	(13-JUN-2025 18:01:04)
2,1-0-822009 ,D ,1, 	(13-JUN-2025 18:01:04)
2,51--, D ,1, 	(13-JUN-2025 18:01:04)	 (Not Inserted)
2,51-0-823071 ,D ,1, 	(13-JUN-2025 18:01:04)
2,51-0-822012 ,I ,1, 	(13-JUN-2025 18:01:04)
2,110-1-724001-1 ,N ,1, 	(13-JUN-2025 18:01:04)
2,110-1-724001-2 ,N ,1, 	(13-JUN-2025 18:01:04)
2,110-1-724003-1 ,N ,1, 	(13-JUN-2025 18:01:04)
2,110-1-724004-1 ,N ,1, 	(13-JUN-2025 18:01:04)
2,110---, N ,1, 	(13-JUN-2025 18:01:04)	 (Not Inserted)
2,110-1-725001-1 ,N ,1, 	(13-JUN-2025 18:01:04)
2,110-1-725002-1 ,N ,1, 	(13-JUN-2025 18:01:04)
2,186-0-823096 ,D ,1, 	(13-JUN-2025 18:01:04)
2,159-0-823095 ,D ,1, 	(13-JUN-2025 18:01:04)
2,278--, D ,1, 	(13-JUN-2025 18:01:04)	 (Not Inserted)
2,278--, D ,2, 	(13-JUN-2025 18:01:04)	 (Not Inserted)
2,278--, D ,1, 	(13-JUN-2025 18:01:04)	 (Not Inserted)
2,278--, D ,1, 	(13-JUN-2025 18:01:04)	 (Not Inserted)
2,278--, D ,1, 	(13-JUN-2025 18:01:04)	 (Not Inserted)
2,278--, T ,1, 	(13-JUN-2025 18:01:04)	 (Not Inserted)
2,278--, T ,2, 	(13-JUN-2025 18:01:04)	 (Not Inserted)

TOTAL DATA IN EXCEL : 126 	(13-JUN-2025 18:01:04)
 

TOTAL DATA INSERTED : 92 	(13-JUN-2025 18:01:04)
 

TOTAL SKIPPED DATA 34 	(13-JUN-2025 18:01:04)
 
<<END>><<FMS_CONT_PRICE_DTL(P)>> 	(13-JUN-2025 18:01:04)
 

<<START>>,<<FMS_CONT_PRICE_MIN_DTL(P)>>,,,, 	(13-JUN-2025 18:01:08)
 
COMPANY_CD,MAPPING_ID,CONTRACT_TYPE,SEQ_NO,CURVE_NM,TIMESTAMP
2,154-0-823091, D, 1, ICE_JKM, 	(13-JUN-2025 18:01:08)
2,154-0-823091, D, 1, PPAC, 	(13-JUN-2025 18:01:08)
2,154-0-823091, D, 2, ICE_JKM, 	(13-JUN-2025 18:01:08)
2,154-0-823090, D, 1, ICE_JKM, 	(13-JUN-2025 18:01:08)
2,154-0-823090, D, 1, PPAC, 	(13-JUN-2025 18:01:08)
2,154-0-823090, D, 2, ICE_JKM, 	(13-JUN-2025 18:01:08)
2,154-0-823090, D, 2, PPAC, 	(13-JUN-2025 18:01:08)
2,154-0-824014, D, 1, ICE_JKM, 	(13-JUN-2025 18:01:08)
2,154-0-824014, D, 1, PPAC, 	(13-JUN-2025 18:01:08)
2,154-0-824016, D, 1, ICE_JKM, 	(13-JUN-2025 18:01:08)
2,154-0-824016, D, 1, PPAC, 	(13-JUN-2025 18:01:08)
2,154-0-824015, D, 1, ICE_JKM, 	(13-JUN-2025 18:01:08)
2,154-0-824015, D, 1, PPAC, 	(13-JUN-2025 18:01:08)
2,1-0-823023, D, 1, ICE_JKM, 	(13-JUN-2025 18:01:08)
2,1-0-823023, D, 1, PPAC, 	(13-JUN-2025 18:01:08)
2,1-0-823024, D, 1, ICE_JKM, 	(13-JUN-2025 18:01:08)
2,1-0-823024, D, 1, PPAC, 	(13-JUN-2025 18:01:08)
2,1-0-823025, D, 1, ICE_JKM, 	(13-JUN-2025 18:01:08)
2,1-0-823025, D, 1, PPAC, 	(13-JUN-2025 18:01:08)
2,1-0-823026, D, 1, ICE_JKM, 	(13-JUN-2025 18:01:08)
2,1-0-823026, D, 1, PPAC, 	(13-JUN-2025 18:01:08)
2,1-0-823027, D, 1, ICE_JKM, 	(13-JUN-2025 18:01:08)
2,1-0-823027, D, 1, PPAC, 	(13-JUN-2025 18:01:08)
2,1-0-823028, D, 1, ICE_JKM, 	(13-JUN-2025 18:01:08)
2,1-0-823028, D, 1, PPAC, 	(13-JUN-2025 18:01:08)
2,1-0-823029, D, 1, ICE_JKM, 	(13-JUN-2025 18:01:08)
2,1-0-823029, D, 1, PPAC, 	(13-JUN-2025 18:01:08)
2,1-0-823030, D, 1, ICE_JKM, 	(13-JUN-2025 18:01:08)
2,1-0-823030, D, 1, PPAC, 	(13-JUN-2025 18:01:08)
2,1-0-823031, D, 1, ICE_JKM, 	(13-JUN-2025 18:01:08)
2,1-0-823031, D, 1, PPAC, 	(13-JUN-2025 18:01:08)
2,1-0-823032, D, 1, ICE_JKM, 	(13-JUN-2025 18:01:08)
2,1-0-823032, D, 1, PPAC, 	(13-JUN-2025 18:01:08)
2,1-0-823033, D, 1, ICE_JKM, 	(13-JUN-2025 18:01:08)
2,1-0-823033, D, 1, PPAC, 	(13-JUN-2025 18:01:08)
2,1-0-823034, D, 1, ICE_JKM, 	(13-JUN-2025 18:01:08)
2,1-0-823034, D, 1, PPAC, 	(13-JUN-2025 18:01:08)
2,1-0-823035, D, 1, ICE_JKM, 	(13-JUN-2025 18:01:08)
2,1-0-823035, D, 1, PPAC, 	(13-JUN-2025 18:01:08)
2,1-0-823036, D, 1, ICE_JKM, 	(13-JUN-2025 18:01:08)
2,1-0-823036, D, 1, PPAC, 	(13-JUN-2025 18:01:08)
2,1-0-823037, D, 1, ICE_JKM, 	(13-JUN-2025 18:01:08)
2,1-0-823037, D, 1, PPAC, 	(13-JUN-2025 18:01:08)
2,1-0-823038, D, 1, ICE_JKM, 	(13-JUN-2025 18:01:08)
2,1-0-823038, D, 1, PPAC, 	(13-JUN-2025 18:01:08)
2,1-0-823039, D, 1, ICE_JKM, 	(13-JUN-2025 18:01:08)
2,1-0-823039, D, 1, PPAC, 	(13-JUN-2025 18:01:08)
2,1-0-823040, D, 1, ICE_JKM, 	(13-JUN-2025 18:01:08)
2,1-0-823040, D, 1, PPAC, 	(13-JUN-2025 18:01:08)
2,1-0-823041, D, 1, ICE_JKM, 	(13-JUN-2025 18:01:08)
2,1-0-823041, D, 1, PPAC, 	(13-JUN-2025 18:01:08)
2,1-0-823042, D, 1, ICE_JKM, 	(13-JUN-2025 18:01:08)
2,1-0-823042, D, 1, PPAC, 	(13-JUN-2025 18:01:08)
2,1-0-823043, D, 1, ICE_JKM, 	(13-JUN-2025 18:01:08)
2,1-0-823043, D, 1, PPAC, 	(13-JUN-2025 18:01:08)
2,1-0-823044, D, 1, ICE_JKM, 	(13-JUN-2025 18:01:08)
2,1-0-823044, D, 1, PPAC, 	(13-JUN-2025 18:01:08)
2,1-0-823045, D, 1, ICE_JKM, 	(13-JUN-2025 18:01:08)
2,1-0-823045, D, 1, PPAC, 	(13-JUN-2025 18:01:08)
2,1-0-823046, D, 1, ICE_JKM, 	(13-JUN-2025 18:01:08)
2,1-0-823046, D, 1, PPAC, 	(13-JUN-2025 18:01:08)
2,1-0-823047, D, 1, ICE_JKM, 	(13-JUN-2025 18:01:08)
2,1-0-823047, D, 1, PPAC, 	(13-JUN-2025 18:01:08)
2,1-0-823048, D, 1, ICE_JKM, 	(13-JUN-2025 18:01:08)
2,1-0-823048, D, 1, PPAC, 	(13-JUN-2025 18:01:08)
2,1-0-823049, D, 1, ICE_JKM, 	(13-JUN-2025 18:01:08)
2,1-0-823049, D, 1, PPAC, 	(13-JUN-2025 18:01:08)
2,1-0-823050, D, 1, ICE_JKM, 	(13-JUN-2025 18:01:08)
2,1-0-823050, D, 1, PPAC, 	(13-JUN-2025 18:01:08)
2,1-0-823051, D, 1, ICE_JKM, 	(13-JUN-2025 18:01:08)
2,1-0-823051, D, 1, PPAC, 	(13-JUN-2025 18:01:08)
2,1-0-823052, D, 1, ICE_JKM, 	(13-JUN-2025 18:01:08)
2,1-0-823052, D, 1, PPAC, 	(13-JUN-2025 18:01:08)
2,1-0-824004, D, 1, ICE_JKM, 	(13-JUN-2025 18:01:08)
2,1-0-824004, D, 1, PPAC, 	(13-JUN-2025 18:01:08)
2,1-0-824005, D, 1, ICE_JKM, 	(13-JUN-2025 18:01:08)
2,1-0-824005, D, 1, PPAC, 	(13-JUN-2025 18:01:08)
2,1-0-824006, D, 1, ICE_JKM, 	(13-JUN-2025 18:01:08)
2,1-0-824006, D, 1, PPAC, 	(13-JUN-2025 18:01:08)
2,1-0-824007, D, 1, ICE_JKM, 	(13-JUN-2025 18:01:08)
2,1-0-824007, D, 1, PPAC, 	(13-JUN-2025 18:01:08)
2,1-0-824007, D, 2, ICE_JKM, 	(13-JUN-2025 18:01:08)
2,1-0-824007, D, 2, PPAC, 	(13-JUN-2025 18:01:08)
2,1-0-823053, D, 1, ICE_DATED_BRENT, 	(13-JUN-2025 18:01:08)
2,1-0-823053, D, 1, PPAC, 	(13-JUN-2025 18:01:08)
2,1-0-823053, D, 2, ICE_DATED_BRENT, 	(13-JUN-2025 18:01:08)
2 ,278--, D ,1, ICE_JKM, 	(13-JUN-2025 18:01:08)	 (Not Inserted)
2 ,278--, D ,2, ICE_JKM, 	(13-JUN-2025 18:01:08)	 (Not Inserted)
2 ,278--, D ,2, PPAC, 	(13-JUN-2025 18:01:08)	 (Not Inserted)
2 ,278--, D ,1, ICE_JKM, 	(13-JUN-2025 18:01:08)	 (Not Inserted)
2 ,278--, D ,1, PPAC, 	(13-JUN-2025 18:01:08)	 (Not Inserted)
2 ,278--, T ,1, ICE_DATED_BRENT, 	(13-JUN-2025 18:01:08)	 (Not Inserted)
2 ,278--, T ,1, PPAC, 	(13-JUN-2025 18:01:08)	 (Not Inserted)

TOTAL DATA IN EXCEL : 93 	(13-JUN-2025 18:01:08)
 

TOTAL DATA INSERTED : 86 	(13-JUN-2025 18:01:08)
 

TOTAL SKIPPED DATA 7 	(13-JUN-2025 18:01:08)
 
<<END>><<FMS_CONT_PRICE_MIN_DTL(P)>> 	(13-JUN-2025 18:01:08)
 

<<START>>,<<FMS_BUY_DAILY_BUYER_NOM>>,,,,,, 	(13-JUN-2025 18:01:13)
 
COMNPANY_CD,CD,AGMT_NO,AGMT_REV,CONT_NO,CONT_REV,CONTRACT_TYPE,TIMESTAMP
2,1, 0, 0,823037, 4,D, 	(13-JUN-2025 18:01:13)
2,1, 0, 0,822006, 0,D, 	(13-JUN-2025 18:01:13)
2,1, 0, 0,822006, 0,D, 	(13-JUN-2025 18:01:13)
2,1, 0, 0,823037, 4,D, 	(13-JUN-2025 18:01:13)
2,1, 0, 0,823037, 4,D, 	(13-JUN-2025 18:01:13)
2,1, 0, 0,822006, 0,D, 	(13-JUN-2025 18:01:13)
2,1, 0, 0,823038, 4,D, 	(13-JUN-2025 18:01:13)
2,1, 0, 0,822007, 0,D, 	(13-JUN-2025 18:01:13)
2,1, 0, 0,823038, 4,D, 	(13-JUN-2025 18:01:13)
2,154, 0, 0,823082, 5,D, 	(13-JUN-2025 18:01:13)
2,51, 0, 0,822016, 2,I, 	(13-JUN-2025 18:01:13)
2,51, 0, 0,822016, 2,I, 	(13-JUN-2025 18:01:13)
2,154, 0, 0,823082, 5,D, 	(13-JUN-2025 18:01:13)
2,1, 0, 0,822007, 0,D, 	(13-JUN-2025 18:01:13)
2,51, 0, 0,822016, 2,I, 	(13-JUN-2025 18:01:13)
2,51, 0, 0,822016, 2,I, 	(13-JUN-2025 18:01:13)
2,1, 0, 0,822007, 0,D, 	(13-JUN-2025 18:01:13)
2,1, 0, 0,822007, 0,D, 	(13-JUN-2025 18:01:13)
2,154, 0, 0,823082, 5,D, 	(13-JUN-2025 18:01:13)
2,1, 0, 0,823038, 4,D, 	(13-JUN-2025 18:01:13)
2,1, 0, 0,823038, 4,D, 	(13-JUN-2025 18:01:13)
2,1, 0, 0,823038, 4,D, 	(13-JUN-2025 18:01:13)
2,1, 0, 0,823038, 4,D, 	(13-JUN-2025 18:01:13)
2,1, 0, 0,822007, 0,D, 	(13-JUN-2025 18:01:13)
2,1, 0, 0,822007, 0,D, 	(13-JUN-2025 18:01:13)
2,154, 0, 0,823082, 5,D, 	(13-JUN-2025 18:01:13)
2,154, 0, 0,823082, 5,D, 	(13-JUN-2025 18:01:13)
2,51, 0, 0,822016, 2,I, 	(13-JUN-2025 18:01:13)
2,51, 0, 0,822016, 2,I, 	(13-JUN-2025 18:01:13)
2,1, 0, 0,823038, 4,D, 	(13-JUN-2025 18:01:13)
2,1, 0, 0,823038, 4,D, 	(13-JUN-2025 18:01:13)
2,154, 0, 0,823082, 5,D, 	(13-JUN-2025 18:01:13)
2,154, 0, 0,823082, 5,D, 	(13-JUN-2025 18:01:13)
2,154, 0, 0,823080, 5,D, 	(13-JUN-2025 18:01:13)
2,51, 0, 0,822016, 2,I, 	(13-JUN-2025 18:01:13)
2,1, 0, 0,823039, 4,D, 	(13-JUN-2025 18:01:13)
2,1, 0, 0,823039, 4,D, 	(13-JUN-2025 18:01:13)
2,1, 0, 0,823039, 4,D, 	(13-JUN-2025 18:01:13)
2,1, 0, 0,823039, 4,D, 	(13-JUN-2025 18:01:13)
2,1, 0, 0,822008, 0,D, 	(13-JUN-2025 18:01:13)
2,1, 0, 0,822008, 0,D, 	(13-JUN-2025 18:01:13)
2,154, 0, 0,823084, 0,D, 	(13-JUN-2025 18:01:13)
2,154, 0, 0,823084, 0,D, 	(13-JUN-2025 18:01:13)
2,154, 0, 0,823083, 0,D, 	(13-JUN-2025 18:01:13)
2,154, 0, 0,823083, 0,D, 	(13-JUN-2025 18:01:13)
2,154, 0, 0,823084, 0,D, 	(13-JUN-2025 18:01:13)
2,154, 0, 0,823084, 0,D, 	(13-JUN-2025 18:01:13)
2,1, 0, 0,823039, 4,D, 	(13-JUN-2025 18:01:13)
2,1, 0, 0,823039, 4,D, 	(13-JUN-2025 18:01:13)
2,51, 0, 0,823069, 1,I, 	(13-JUN-2025 18:01:13)
2,211, 0, 0,823094, 1,I, 	(13-JUN-2025 18:01:13)
2,154, 0, 0,823084, 0,D, 	(13-JUN-2025 18:01:13)
2,1, 0, 0,823039, 4,D, 	(13-JUN-2025 18:01:13)
2,1, 0, 0,823039, 4,D, 	(13-JUN-2025 18:01:13)
2,51, 0, 0,823069, 1,I, 	(13-JUN-2025 18:01:13)
2,20, 0, 0,823073, 1,T, 	(13-JUN-2025 18:01:13)
2,20, 0, 0,823073, 1,T, 	(13-JUN-2025 18:01:13)
2,43, 0, 0,823059, 1,I, 	(13-JUN-2025 18:01:13)
2,43, 0, 0,823059, 1,I, 	(13-JUN-2025 18:01:13)
2,43, 0, 0,823059, 1,I, 	(13-JUN-2025 18:01:13)
2,43, 0, 0,823059, 1,I, 	(13-JUN-2025 18:01:13)
2,43, 0, 0,823059, 1,I, 	(13-JUN-2025 18:01:13)
2,51, 0, 0,823069, 1,I, 	(13-JUN-2025 18:01:13)
2,51, 0, 0,823069, 1,I, 	(13-JUN-2025 18:01:13)
2,1, 0, 0,823002, 1,I, 	(13-JUN-2025 18:01:13)
2,1, 0, 0,823003, 1,I, 	(13-JUN-2025 18:01:13)
2,1, 0, 0,823004, 1,I, 	(13-JUN-2025 18:01:13)
2,1, 0, 0,823005, 1,I, 	(13-JUN-2025 18:01:13)
2,1, 0, 0,823005, 1,I, 	(13-JUN-2025 18:01:13)
2,1, 0, 0,823005, 1,I, 	(13-JUN-2025 18:01:13)
2,1, 0, 0,823005, 1,I, 	(13-JUN-2025 18:01:13)
2,1, 0, 0,823005, 1,I, 	(13-JUN-2025 18:01:13)
2,1, 0, 0,823040, 4,D, 	(13-JUN-2025 18:01:13)
2,1, 0, 0,823040, 4,D, 	(13-JUN-2025 18:01:13)
2,1, 0, 0,822009, 0,D, 	(13-JUN-2025 18:01:13)
2,154, 0, 0,823087, 0,D, 	(13-JUN-2025 18:01:13)
2,1, 0, 0,823040, 4,D, 	(13-JUN-2025 18:01:13)
2,1, 0, 0,823040, 4,D, 	(13-JUN-2025 18:01:13)
2,1, 0, 0,823040, 4,D, 	(13-JUN-2025 18:01:13)
2,1, 0, 0,822009, 0,D, 	(13-JUN-2025 18:01:13)
2,154, 0, 0,823087, 0,D, 	(13-JUN-2025 18:01:13)
2,1, 0, 0,823040, 4,D, 	(13-JUN-2025 18:01:13)
2,1, 0, 0,822009, 0,D, 	(13-JUN-2025 18:01:13)
2,154, 0, 0,823087, 0,D, 	(13-JUN-2025 18:01:13)
2,43, 0, 0,823064, 1,I, 	(13-JUN-2025 18:01:13)
2,1, 0, 0,823010, 1,I, 	(13-JUN-2025 18:01:13)
2,20, 0, 0,823073, 1,T, 	(13-JUN-2025 18:01:13)
2,1, 0, 0,823040, 4,D, 	(13-JUN-2025 18:01:13)
2,1, 0, 0,823040, 4,D, 	(13-JUN-2025 18:01:13)
2,1, 0, 0,822009, 0,D, 	(13-JUN-2025 18:01:13)
2,154, 0, 0,823087, 0,D, 	(13-JUN-2025 18:01:13)
2,43, 0, 0,823064, 1,I, 	(13-JUN-2025 18:01:13)
2,1, 0, 0,823010, 1,I, 	(13-JUN-2025 18:01:13)
2,1, 0, 0,823040, 4,D, 	(13-JUN-2025 18:01:13)
2,1, 0, 0,823040, 4,D, 	(13-JUN-2025 18:01:13)
2,43, 0, 0,823064, 1,I, 	(13-JUN-2025 18:01:13)
2,1, 0, 0,823010, 1,I, 	(13-JUN-2025 18:01:13)
2,1, 0, 0,822009, 0,D, 	(13-JUN-2025 18:01:13)
2,1, 0, 0,823034, 4,D, 	(13-JUN-2025 18:01:13)
2,1, 0, 0,823034, 4,D, 	(13-JUN-2025 18:01:13)
2,1, 0, 0,823034, 4,D, 	(13-JUN-2025 18:01:13)
2,1, 0, 0,823034, 4,D, 	(13-JUN-2025 18:01:13)
2,1, 0, 0,823034, 4,D, 	(13-JUN-2025 18:01:13)
2,1, 0, 0,823034, 4,D, 	(13-JUN-2025 18:01:13)
2,1, 0, 0,823034, 4,D, 	(13-JUN-2025 18:01:13)
2,1, 0, 0,823034, 4,D, 	(13-JUN-2025 18:01:13)
2,1, 0, 0,823034, 4,D, 	(13-JUN-2025 18:01:13)
2,1, 0, 0,823034, 4,D, 	(13-JUN-2025 18:01:13)
2,1, 0, 0,823034, 4,D, 	(13-JUN-2025 18:01:13)
2,1, 0, 0,823034, 4,D, 	(13-JUN-2025 18:01:13)
2,1, 0, 0,823034, 4,D, 	(13-JUN-2025 18:01:13)
2,1, 0, 0,823034, 4,D, 	(13-JUN-2025 18:01:13)
2,1, 0, 0,823034, 4,D, 	(13-JUN-2025 18:01:13)
2,1, 0, 0,823034, 4,D, 	(13-JUN-2025 18:01:13)
2,1, 0, 0,823034, 4,D, 	(13-JUN-2025 18:01:13)
2,1, 0, 0,823034, 4,D, 	(13-JUN-2025 18:01:13)
2,1, 0, 0,823034, 4,D, 	(13-JUN-2025 18:01:13)
2,1, 0, 0,823034, 4,D, 	(13-JUN-2025 18:01:13)
2,1, 0, 0,823034, 4,D, 	(13-JUN-2025 18:01:13)
2,1, 0, 0,823034, 4,D, 	(13-JUN-2025 18:01:13)
2,1, 0, 0,823034, 4,D, 	(13-JUN-2025 18:01:13)
2,1, 0, 0,823034, 4,D, 	(13-JUN-2025 18:01:13)
2,1, 0, 0,823034, 4,D, 	(13-JUN-2025 18:01:13)
2,1, 0, 0,823034, 4,D, 	(13-JUN-2025 18:01:13)
2,1, 0, 0,823034, 4,D, 	(13-JUN-2025 18:01:13)
2,1, 0, 0,823034, 4,D, 	(13-JUN-2025 18:01:13)
2,1, 0, 0,823034, 4,D, 	(13-JUN-2025 18:01:13)
2,1, 0, 0,823034, 4,D, 	(13-JUN-2025 18:01:13)
2,1, 0, 0,823034, 4,D, 	(13-JUN-2025 18:01:13)
2,1, 0, 0,823034, 4,D, 	(13-JUN-2025 18:01:13)
2,1, 0, 0,823034, 4,D, 	(13-JUN-2025 18:01:13)
2,1, 0, 0,823034, 4,D, 	(13-JUN-2025 18:01:13)
