

<<START>>,<<FMS_TRADER_CARGO_MST>> 	(16-MAY-2025 10:54:36)
 
COMPANY_CD,CD,AGMT_TYPE,AGMT_NO,AGMT_REV,CONT_TYPE,CONT_NO,CONT_REV,CARGO_NO,CARGO_REF_NO,TIMESTAMP
2, 15, , , , , 0, ,1,22019, 	(16-MAY-2025 10:54:36)	 (Not Inserted)
2, 20, , , , , 0, ,1,22022, 	(16-MAY-2025 10:54:36)	 (Not Inserted)
2, 20, , , , , 0, ,1,22028, 	(16-MAY-2025 10:54:36)	 (Not Inserted)
2, 154, , , , , 0, ,1,22029, 	(16-MAY-2025 10:54:36)	 (Not Inserted)
2, 154, , , , , 0, ,1,22030, 	(16-MAY-2025 10:54:36)	 (Not Inserted)
2, 270, M, 1, 0, N, 710001, 0,1,5002, 	(16-MAY-2025 10:54:36)
2, 270, M, 1, 0, N, 710002, 0,1,6003, 	(16-MAY-2025 10:54:36)
2, 270, M, 1, 0, N, 710003, 0,1,6012, 	(16-MAY-2025 10:54:36)
2, 270, M, 1, 0, N, 710004, 0,1,7004, 	(16-MAY-2025 10:54:36)
2, 270, M, 1, 0, N, 710005, 0,1,7007, 	(16-MAY-2025 10:54:36)
2, 270, M, 1, 0, N, 710006, 0,1,7012, 	(16-MAY-2025 10:54:36)
2, 270, M, 1, 0, N, 710007, 0,1,7019, 	(16-MAY-2025 10:54:36)
2, 270, M, 1, 0, N, 710008, 0,1,7020, 	(16-MAY-2025 10:54:36)
2, 270, M, 1, 0, N, 710009, 0,1,7022, 	(16-MAY-2025 10:54:36)
2, 270, M, 1, 0, N, 710010, 0,1,7023, 	(16-MAY-2025 10:54:36)
2, 270, M, 1, 0, N, 710011, 0,1,7024, 	(16-MAY-2025 10:54:36)
2, 270, M, 1, 0, N, 710012, 0,1,8001, 	(16-MAY-2025 10:54:36)
2, 270, M, 1, 0, N, 710013, 0,1,8007, 	(16-MAY-2025 10:54:36)
2, 270, M, 1, 0, N, 710014, 0,1,8013, 	(16-MAY-2025 10:54:36)
2, 270, M, 1, 0, N, 710015, 0,1,8014, 	(16-MAY-2025 10:54:36)
2, 270, M, 1, 0, N, 710016, 0,1,8015, 	(16-MAY-2025 10:54:36)
2, 270, M, 1, 0, N, 710017, 0,1,8017, 	(16-MAY-2025 10:54:36)
2, 270, M, 1, 0, N, 710018, 0,1,8019, 	(16-MAY-2025 10:54:36)
2, 270, M, 1, 0, N, 710019, 0,1,8021, 	(16-MAY-2025 10:54:36)
2, 270, M, 1, 0, N, 710020, 0,1,8025, 	(16-MAY-2025 10:54:36)
2, 270, M, 1, 0, N, 710021, 0,1,8026, 	(16-MAY-2025 10:54:36)
2, 270, M, 1, 0, N, 710022, 0,1,8028, 	(16-MAY-2025 10:54:36)
2, 270, M, 1, 0, N, 710023, 0,1,9003, 	(16-MAY-2025 10:54:36)
2, 270, M, 1, 0, N, 710024, 0,1,9004, 	(16-MAY-2025 10:54:36)
2, 270, M, 1, 0, N, 710025, 0,1,9005, 	(16-MAY-2025 10:54:36)
2, 270, M, 1, 0, N, 710026, 0,1,9007, 	(16-MAY-2025 10:54:36)
2, 270, M, 1, 0, N, 710027, 0,1,9017, 	(16-MAY-2025 10:54:36)
2, 270, M, 1, 0, N, 710028, 0,1,10002, 	(16-MAY-2025 10:54:36)
2, 270, M, 1, 0, N, 710029, 0,1,10004, 	(16-MAY-2025 10:54:36)
2, 270, M, 1, 0, N, 710030, 0,1,10005, 	(16-MAY-2025 10:54:36)
2, 270, M, 1, 0, N, 711001, 0,1,10009, 	(16-MAY-2025 10:54:36)
2, 270, M, 1, 0, N, 711001, 0,2,10010, 	(16-MAY-2025 10:54:36)
