

<<START>>,<<FMS_CUSTOM_PD_BOND_DTL>>,,, 	(28-MAY-2025 17:01:20)
2,32,2020,2501193, 	(28-MAY-2025 17:01:20)
2,33,2020,10359426, 	(28-MAY-2025 17:01:20)
2,1,2021,2681552, 	(28-MAY-2025 17:01:20)
2,2,2021,5565802, 	(28-MAY-2025 17:01:20)
2,3,2021,18249364, 	(28-MAY-2025 17:01:20)
2,4,2021,12239852.16, 	(28-MAY-2025 17:01:20)
2,5,2021,2463768, 	(28-MAY-2025 17:01:20)
2,6,2021,12601110.02, 	(28-MAY-2025 17:01:20)
2,7,2021,7839922.56, 	(28-MAY-2025 17:01:20)
2,8,2021,4926744.86, 	(28-MAY-2025 17:01:20)
2,9,2021,22267448.68, 	(28-MAY-2025 17:01:20)
2,10,2021,14450068, 	(28-MAY-2025 17:01:20)
2,11,2021,25773771, 	(28-MAY-2025 17:01:20)
2,12,2021,15494738, 	(28-MAY-2025 17:01:20)
2,13,2021,51102939.35, 	(28-MAY-2025 17:01:20)
2,14,2021,8011024.79, 	(28-MAY-2025 17:01:20)
2,15,2021,54832833.73, 	(28-MAY-2025 17:01:20)
2,16,2021,12905190, 	(28-MAY-2025 17:01:20)
2,17,2021,36419851, 	(28-MAY-2025 17:01:20)
2,18,2021,13223576, 	(28-MAY-2025 17:01:20)
2,19,2021,6567028, 	(28-MAY-2025 17:01:20)
2,1,2022,12471423157.96, 	(28-MAY-2025 17:01:20)
2,2,2022,29618545, 	(28-MAY-2025 17:01:20)
2,1,2023,2581740671.51, 	(28-MAY-2025 17:01:20)
2,2,2023,620278077.15, 	(28-MAY-2025 17:01:20)
2,3,2023,225288425.6, 	(28-MAY-2025 17:01:20)
2,4,2023,540021574.4, 	(28-MAY-2025 17:01:20)
2,1,2024,3537324945, 	(28-MAY-2025 17:01:20)
2,2,2024,2806332900, 	(28-MAY-2025 17:01:20)
2,2,null,42218143.07, 	(28-MAY-2025 17:01:20)	 (Not Inserted)
2,2,null,38260256.7, 	(28-MAY-2025 17:01:20)	 (Not Inserted)
2,2,null,39732148.57, 	(28-MAY-2025 17:01:20)	 (Not Inserted)
2,2,null,39418685.37, 	(28-MAY-2025 17:01:20)	 (Not Inserted)
2,2,null,33017585.27, 	(28-MAY-2025 17:01:20)	 (Not Inserted)
2,2,null,38898181.67, 	(28-MAY-2025 17:01:20)	 (Not Inserted)
2,2,null,40207681.4, 	(28-MAY-2025 17:01:20)	 (Not Inserted)
2,2,null,52160680.28, 	(28-MAY-2025 17:01:20)	 (Not Inserted)
2,2,null,36838902.62, 	(28-MAY-2025 17:01:20)	 (Not Inserted)
2,2,null,43633991.37, 	(28-MAY-2025 17:01:20)	 (Not Inserted)
2,2,null,36392725.48, 	(28-MAY-2025 17:01:20)	 (Not Inserted)
2,2,null,31132290.15, 	(28-MAY-2025 17:01:20)	 (Not Inserted)
2,2,null,33580222.68, 	(28-MAY-2025 17:01:20)	 (Not Inserted)
2,2,null,31819871.24, 	(28-MAY-2025 17:01:20)	 (Not Inserted)
2,2,null,33277409.56, 	(28-MAY-2025 17:01:20)	 (Not Inserted)
2,2,null,32131311.05, 	(28-MAY-2025 17:01:20)	 (Not Inserted)
2,2,null,59862879.43, 	(28-MAY-2025 17:01:20)	 (Not Inserted)
2,2,null,118366191.37, 	(28-MAY-2025 17:01:20)	 (Not Inserted)
2,2,null,24725238.5, 	(28-MAY-2025 17:01:20)	 (Not Inserted)
2,2,null,44347897.25, 	(28-MAY-2025 17:01:20)	 (Not Inserted)
2,2,null,136114853.7, 	(28-MAY-2025 17:01:20)	 (Not Inserted)
2,2,null,55421741.66, 	(28-MAY-2025 17:01:20)	 (Not Inserted)
2,2,null,52706153.16, 	(28-MAY-2025 17:01:20)	 (Not Inserted)
2,2,null,61393379.13, 	(28-MAY-2025 17:01:20)	 (Not Inserted)
2,2,null,56539006.47, 	(28-MAY-2025 17:01:20)	 (Not Inserted)
2,2,null,60477118.11, 	(28-MAY-2025 17:01:20)	 (Not Inserted)
2,2,null,69887451.99, 	(28-MAY-2025 17:01:20)	 (Not Inserted)
2,2,null,85892725.65, 	(28-MAY-2025 17:01:20)	 (Not Inserted)
2,2,null,79679514.4, 	(28-MAY-2025 17:01:20)	 (Not Inserted)
2,2,null,71676778.12, 	(28-MAY-2025 17:01:20)	 (Not Inserted)
2,2,null,79285682.82, 	(28-MAY-2025 17:01:20)	 (Not Inserted)
2,2,null,83798363.78, 	(28-MAY-2025 17:01:20)	 (Not Inserted)
2,2,null,61801544.22, 	(28-MAY-2025 17:01:20)	 (Not Inserted)
2,2,null,58756241.53, 	(28-MAY-2025 17:01:20)	 (Not Inserted)
2,2,null,49590885.35, 	(28-MAY-2025 17:01:20)	 (Not Inserted)
2,2,null,54005223.93, 	(28-MAY-2025 17:01:20)	 (Not Inserted)
2,2,null,4221135.59, 	(28-MAY-2025 17:01:20)	 (Not Inserted)
2,2,null,46729848.96, 	(28-MAY-2025 17:01:20)	 (Not Inserted)
2,2,null,48808799.15, 	(28-MAY-2025 17:01:20)	 (Not Inserted)
2,2,null,85974683.57, 	(28-MAY-2025 17:01:20)	 (Not Inserted)
2,2,null,68511287.84, 	(28-MAY-2025 17:01:20)	 (Not Inserted)
2,2,null,58994672.7, 	(28-MAY-2025 17:01:20)	 (Not Inserted)
2,2,null,84445515.4, 	(28-MAY-2025 17:01:20)	 (Not Inserted)
2,2,null,37222917.42, 	(28-MAY-2025 17:01:20)	 (Not Inserted)
2,2,null,79507445.36, 	(28-MAY-2025 17:01:20)	 (Not Inserted)
2,2,null,68250125, 	(28-MAY-2025 17:01:20)	 (Not Inserted)
2,2,null,70233899.07, 	(28-MAY-2025 17:01:20)	 (Not Inserted)
2,2,null,65931993.3, 	(28-MAY-2025 17:01:20)	 (Not Inserted)
2,2,null,68522310.72, 	(28-MAY-2025 17:01:20)	 (Not Inserted)
2,2,null,70182561.72, 	(28-MAY-2025 17:01:20)	 (Not Inserted)
2,2,null,67772737.2, 	(28-MAY-2025 17:01:20)	 (Not Inserted)
2,2,null,58466387.94, 	(28-MAY-2025 17:01:20)	 (Not Inserted)
2,2,null,60344942.17, 	(28-MAY-2025 17:01:20)	 (Not Inserted)
2,2,null,63491300.53, 	(28-MAY-2025 17:01:20)	 (Not Inserted)
2,2,null,67519562.03, 	(28-MAY-2025 17:01:20)	 (Not Inserted)
2,2,null,77108798.51, 	(28-MAY-2025 17:01:20)	 (Not Inserted)
2,2,null,53954362.5, 	(28-MAY-2025 17:01:20)	 (Not Inserted)
2,2,null,84457322.66, 	(28-MAY-2025 17:01:20)	 (Not Inserted)
2,2,null,65383933.44, 	(28-MAY-2025 17:01:20)	 (Not Inserted)
2,2,null,56448830.31, 	(28-MAY-2025 17:01:20)	 (Not Inserted)
2,2,null,57162302.01, 	(28-MAY-2025 17:01:20)	 (Not Inserted)
2,2,null,60256627.74, 	(28-MAY-2025 17:01:20)	 (Not Inserted)
2,2,null,95575146.59, 	(28-MAY-2025 17:01:20)	 (Not Inserted)
2,2,null,50870552.18, 	(28-MAY-2025 17:01:20)	 (Not Inserted)
2,2,null,94184145.86, 	(28-MAY-2025 17:01:20)	 (Not Inserted)
2,2,null,58046355.3, 	(28-MAY-2025 17:01:20)	 (Not Inserted)
2,2,null,94400783.13, 	(28-MAY-2025 17:01:20)	 (Not Inserted)
2,2,null,90639786.54, 	(28-MAY-2025 17:01:20)	 (Not Inserted)
2,2,null,92053320.17, 	(28-MAY-2025 17:01:20)	 (Not Inserted)
2,2,null,91749968.69, 	(28-MAY-2025 17:01:20)	 (Not Inserted)
2,2,null,121350472.44, 	(28-MAY-2025 17:01:20)	 (Not Inserted)
2,2,null,131846433.65, 	(28-MAY-2025 17:01:20)	 (Not Inserted)
2,2,null,127163367.15, 	(28-MAY-2025 17:01:20)	 (Not Inserted)
2,2,null,143624326.63, 	(28-MAY-2025 17:01:20)	 (Not Inserted)
2,2,null,138251690.78, 	(28-MAY-2025 17:01:20)	 (Not Inserted)
2,2,null,139198727.89, 	(28-MAY-2025 17:01:20)	 (Not Inserted)
2,2,null,136540076.33, 	(28-MAY-2025 17:01:20)	 (Not Inserted)
2,2,null,159365593.58, 	(28-MAY-2025 17:01:20)	 (Not Inserted)
2,2,null,136467940.39, 	(28-MAY-2025 17:01:20)	 (Not Inserted)
2,2,null,157535315.76, 	(28-MAY-2025 17:01:20)	 (Not Inserted)
2,2,null,54944132.97, 	(28-MAY-2025 17:01:20)	 (Not Inserted)
2,2,null,40442116.9, 	(28-MAY-2025 17:01:20)	 (Not Inserted)
2,2,null,40819041.81, 	(28-MAY-2025 17:01:20)	 (Not Inserted)
2,2,null,34546390.43, 	(28-MAY-2025 17:01:20)	 (Not Inserted)
2,2,null,62636997.35, 	(28-MAY-2025 17:01:20)	 (Not Inserted)
2,2,null,38187525.9, 	(28-MAY-2025 17:01:20)	 (Not Inserted)
2,2,null,47756482.82, 	(28-MAY-2025 17:01:20)	 (Not Inserted)
2,2,null,62592825.87, 	(28-MAY-2025 17:01:20)	 (Not Inserted)
2,2,null,48480613.83, 	(28-MAY-2025 17:01:20)	 (Not Inserted)
2,2,null,38779470.43, 	(28-MAY-2025 17:01:20)	 (Not Inserted)
2,2,null,36963357.08, 	(28-MAY-2025 17:01:20)	 (Not Inserted)
2,2,null,54635553.98, 	(28-MAY-2025 17:01:20)	 (Not Inserted)
2,2,null,32080915.01, 	(28-MAY-2025 17:01:20)	 (Not Inserted)
2,2,null,51165463.56, 	(28-MAY-2025 17:01:20)	 (Not Inserted)
2,2,null,47405624.3, 	(28-MAY-2025 17:01:20)	 (Not Inserted)
2,2,null,47099496.89, 	(28-MAY-2025 17:01:20)	 (Not Inserted)
2,2,null,50849669.16, 	(28-MAY-2025 17:01:20)	 (Not Inserted)
2,2,null,52494768.37, 	(28-MAY-2025 17:01:20)	 (Not Inserted)
2,2,null,116696000.87, 	(28-MAY-2025 17:01:20)	 (Not Inserted)
2,2,null,108305614.41, 	(28-MAY-2025 17:01:20)	 (Not Inserted)
2,2,null,92208974.49, 	(28-MAY-2025 17:01:20)	 (Not Inserted)
2,2,null,99952240.05, 	(28-MAY-2025 17:01:20)	 (Not Inserted)
2,2,null,96991286.18, 	(28-MAY-2025 17:01:20)	 (Not Inserted)
2,2,null,86274895.8, 	(28-MAY-2025 17:01:20)	 (Not Inserted)
2,2,null,96342841.47, 	(28-MAY-2025 17:01:20)	 (Not Inserted)
2,2,null,58088127.63, 	(28-MAY-2025 17:01:20)	 (Not Inserted)
2,2,null,30467730.91, 	(28-MAY-2025 17:01:20)	 (Not Inserted)
2,2,null,36257640.19, 	(28-MAY-2025 17:01:20)	 (Not Inserted)
2,2,null,31097398.49, 	(28-MAY-2025 17:01:20)	 (Not Inserted)
2,2,null,35508845.25, 	(28-MAY-2025 17:01:20)	 (Not Inserted)
2,2,null,35508845.25, 	(28-MAY-2025 17:01:20)	 (Not Inserted)
2,2,null,32242732.38, 	(28-MAY-2025 17:01:20)	 (Not Inserted)

TOTAL DATA IN EXCEL :,212,,,,, 	(28-MAY-2025 17:01:20)
 

TOTAL DATA INSERTED :,100,,,,, 	(28-MAY-2025 17:01:20)
 

TOTAL SKIPPED DATA :,112,,,,, 	(28-MAY-2025 17:01:20)
 
<<END>><<FMS_CUSTOM_PD_BOND_DTL>>,,,, 	(28-MAY-2025 17:01:20)
 
