

<<START>>,<<FMS_COUNTERPARTY_MST>>,, 	(28-FEB-2025 14:34:24)
13 , IGL,04/02/2011 00:00:00, 	(28-FEB-2025 14:34:25)
14 , BPCL,24/07/2014 00:00:00, 	(28-FEB-2025 14:34:25)
269 , TEL,06/08/2014 00:00:00, 	(28-FEB-2025 14:34:25)
15 , HPCL,17/11/2010 00:00:00, 	(28-FEB-2025 14:34:25)
16 , JSW,11/10/2022 00:00:00, 	(28-FEB-2025 14:34:25)
16 , JSW,25/11/2014 00:00:00, 	(28-FEB-2025 14:34:25)
17 , BGL,11/10/2022 00:00:00, 	(28-FEB-2025 14:34:25)
17 , BGL,28/07/2016 00:00:00, 	(28-FEB-2025 14:34:25)
18 , GSFC,14/03/2016 00:00:00, 	(28-FEB-2025 14:34:25)
228 , H-Energy,14/11/2016 00:00:00, 	(28-FEB-2025 14:34:25)
160 , SIMPL,11/10/2022 00:00:00, 	(28-FEB-2025 14:34:25)
160 , SIMPL,14/11/2016 00:00:00, 	(28-FEB-2025 14:34:25)
19 , ATGL,11/10/2022 00:00:00, 	(28-FEB-2025 14:34:25)
19 , ATGL,13/01/2017 00:00:00, 	(28-FEB-2025 14:34:25)
20 , AMNS,26/08/2006 00:00:00, 	(28-FEB-2025 14:34:25)
 , SEMTPL,28/07/2017 00:00:00, 	(28-FEB-2025 14:34:25)	 (Not Inserted)
21 , SGIPL,28/11/2017 00:00:00, 	(28-FEB-2025 14:34:25)
22 , VGL,03/07/2019 00:00:00, 	(28-FEB-2025 14:34:25)
23 , PGPGPL,28/04/2021 00:00:00, 	(28-FEB-2025 14:34:25)
23 , PGPGPL,01/04/2021 00:00:00, 	(28-FEB-2025 14:34:25)
 , PGPL,04/10/2019 00:00:00, 	(28-FEB-2025 14:34:25)	 (Not Inserted)
24 , HCG,02/12/2019 00:00:00, 	(28-FEB-2025 14:34:25)
25 , GGL,09/12/2019 00:00:00, 	(28-FEB-2025 14:34:25)
26 , CFC,01/01/2020 00:00:00, 	(28-FEB-2025 14:34:25)
27 , IFFCO,01/01/2020 00:00:00, 	(28-FEB-2025 14:34:25)
28 , HGL-RLNG,01/02/2020 00:00:00, 	(28-FEB-2025 14:34:25)
29 , PipeInfra,11/10/2022 00:00:00, 	(28-FEB-2025 14:34:25)
29 , PipeInfra,01/01/2020 00:00:00, 	(28-FEB-2025 14:34:25)
30 , NFL,01/05/2020 00:00:00, 	(28-FEB-2025 14:34:25)
31 , HSIL,01/05/2020 00:00:00, 	(28-FEB-2025 14:34:25)
 , VVF,01/05/2020 00:00:00, 	(28-FEB-2025 14:34:25)	 (Not Inserted)
32 , KFL,23/07/2020 00:00:00, 	(28-FEB-2025 14:34:25)
197 , BIL,25/06/2020 00:00:00, 	(28-FEB-2025 14:34:25)
254 , RIPL,19/11/2020 00:00:00, 	(28-FEB-2025 14:34:25)
207 , CP,15/10/2020 00:00:00, 	(28-FEB-2025 14:34:25)
 , HHFG DLNG,26/10/2020 00:00:00, 	(28-FEB-2025 14:34:25)	 (Not Inserted)
187 , VIDUWIL,01/01/2021 00:00:00, 	(28-FEB-2025 14:34:25)
33 , AGP CGD,25/01/2021 00:00:00, 	(28-FEB-2025 14:34:25)
34 , MINDA,29/01/2021 00:00:00, 	(28-FEB-2025 14:34:25)
238 , LEIPL,04/11/2020 00:00:00, 	(28-FEB-2025 14:34:25)
35 , SCHOTT,24/02/2020 00:00:00, 	(28-FEB-2025 14:34:25)
36 , HIL,01/01/2021 00:00:00, 	(28-FEB-2025 14:34:25)
37 , HCGD-B,01/04/2021 00:00:00, 	(28-FEB-2025 14:34:25)
198 , BIPL,21/07/2020 00:00:00, 	(28-FEB-2025 14:34:25)
220 , EXXARO,23/06/2021 00:00:00, 	(28-FEB-2025 14:34:25)
220 , EXXARO,29/05/2021 00:00:00, 	(28-FEB-2025 14:34:25)
257 , STVPL,11/10/2022 00:00:00, 	(28-FEB-2025 14:34:25)
257 , STVPL,18/02/2021 00:00:00, 	(28-FEB-2025 14:34:25)
233 , JGPL,11/10/2022 00:00:00, 	(28-FEB-2025 14:34:25)
233 , JGPL,18/02/2021 00:00:00, 	(28-FEB-2025 14:34:25)
279 , WALLCERA,17/02/2021 00:00:00, 	(28-FEB-2025 14:34:25)
193 , ASTIS,11/10/2022 00:00:00, 	(28-FEB-2025 14:34:25)
193 , ASTIS,17/02/2021 00:00:00, 	(28-FEB-2025 14:34:25)
109 , PROTON,11/10/2022 00:00:00, 	(28-FEB-2025 14:34:25)
109 , PROTON,16/06/2021 00:00:00, 	(28-FEB-2025 14:34:25)
109 , PROTON,16/02/2021 00:00:00, 	(28-FEB-2025 14:34:25)
192 , ANTIQUE,11/10/2022 00:00:00, 	(28-FEB-2025 14:34:25)
192 , ANTIQUE,16/06/2021 00:00:00, 	(28-FEB-2025 14:34:25)
192 , ANTIQUE,16/02/2021 00:00:00, 	(28-FEB-2025 14:34:25)
 , ACER,11/10/2022 00:00:00, 	(28-FEB-2025 14:34:25)	 (Not Inserted)
 , ACER,16/06/2021 00:00:00, 	(28-FEB-2025 14:34:25)	 (Not Inserted)
 , ACER,16/02/2021 00:00:00, 	(28-FEB-2025 14:34:25)	 (Not Inserted)
38 , KAJARIA,30/11/2020 00:00:00, 	(28-FEB-2025 14:34:25)
222 , GASGROWS,11/10/2022 00:00:00, 	(28-FEB-2025 14:34:25)
222 , GASGROWS,07/05/2020 00:00:00, 	(28-FEB-2025 14:34:25)
39 , SISECAM,09/06/2021 00:00:00, 	(28-FEB-2025 14:34:25)
40 , ATPL,17/12/2020 00:00:00, 	(28-FEB-2025 14:34:25)
41 , OPAL,28/07/2021 00:00:00, 	(28-FEB-2025 14:34:25)
234 , JKPAPER,02/08/2021 00:00:00, 	(28-FEB-2025 14:34:25)
263 , STL,25/08/2021 00:00:00, 	(28-FEB-2025 14:34:25)
273 , UEPL,11/10/2022 00:00:00, 	(28-FEB-2025 14:34:25)
273 , UEPL,03/09/2021 00:00:00, 	(28-FEB-2025 14:34:25)
206 , CELLO,01/12/2021 00:00:00, 	(28-FEB-2025 14:34:25)
204 , CALDERYS,11/10/2022 00:00:00, 	(28-FEB-2025 14:34:25)
204 , CALDERYS,20/12/2021 00:00:00, 	(28-FEB-2025 14:34:25)
42 , RCF,30/12/2021 00:00:00, 	(28-FEB-2025 14:34:25)
201 , BWRL,25/01/2022 00:00:00, 	(28-FEB-2025 14:34:25)
235 , KRYO,11/10/2022 00:00:00, 	(28-FEB-2025 14:34:25)
235 , KRYO,31/01/2022 00:00:00, 	(28-FEB-2025 14:34:25)
276 , VIRGO,12/02/2022 00:00:00, 	(28-FEB-2025 14:34:25)
196 , BLPL,02/03/2022 00:00:00, 	(28-FEB-2025 14:34:25)
223 , GIPSKARTON,24/03/2022 00:00:00, 	(28-FEB-2025 14:34:25)
270 , TGPL,27/04/2005 00:00:00, 	(28-FEB-2025 14:34:25)
116 , SELNG,29/04/2005 00:00:00, 	(28-FEB-2025 14:34:25)
256 , SITME,20/10/2008 00:00:00, 	(28-FEB-2025 14:34:25)
 , DT,01/04/2005 00:00:00, 	(28-FEB-2025 14:34:25)	 (Not Inserted)
268 , ThirdParty,01/03/2012 00:00:00, 	(28-FEB-2025 14:34:25)
 , Gunvor ,10/02/2021 00:00:00, 	(28-FEB-2025 14:34:25)	 (Not Inserted)
 , RIL-D6,01/01/2021 00:00:00, 	(28-FEB-2025 14:34:25)	 (Not Inserted)
 , BP ,01/01/2021 00:00:00, 	(28-FEB-2025 14:34:25)	 (Not Inserted)
 , AMNS-T,01/01/2019 00:00:00, 	(28-FEB-2025 14:34:25)	 (Not Inserted)
 , RIL-CBM,25/03/2022 00:00:00, 	(28-FEB-2025 14:34:25)	 (Not Inserted)
226 , HPPL,01/07/2017 00:00:00, 	(28-FEB-2025 14:34:25)
 , PIL-Haz,23/03/2018 00:00:00, 	(28-FEB-2025 14:34:25)	 (Not Inserted)
45 , GSPL,21/04/2006 00:00:00, 	(28-FEB-2025 14:34:25)
 , GAIL-Haz,08/03/2007 00:00:00, 	(28-FEB-2025 14:34:25)	 (Not Inserted)
 , PLLD,01/01/2020 00:00:00, 	(28-FEB-2025 14:34:25)	 (Not Inserted)
 , D6Gadimoga,01/03/2021 00:00:00, 	(28-FEB-2025 14:34:25)	 (Not Inserted)
 , PANKGA,01/01/2021 00:00:00, 	(28-FEB-2025 14:34:25)	 (Not Inserted)
 , PMSKGA,01/01/2021 00:00:00, 	(28-FEB-2025 14:34:25)	 (Not Inserted)
 , PBHDGS,01/01/2021 00:00:00, 	(28-FEB-2025 14:34:25)	 (Not Inserted)
 , PURCHASE-T,01/10/2021 00:00:00, 	(28-FEB-2025 14:34:25)	 (Not Inserted)
 , PARK-ANK,01/02/2022 00:00:00, 	(28-FEB-2025 14:34:25)	 (Not Inserted)
 , PHUCBM,31/03/2022 00:00:00, 	(28-FEB-2025 14:34:25)	 (Not Inserted)
 , PARK-MSK,19/04/2022 00:00:00, 	(28-FEB-2025 14:34:25)	 (Not Inserted)
 , PARK-BHD,19/04/2022 00:00:00, 	(28-FEB-2025 14:34:25)	 (Not Inserted)
 , PARKPHUCBM,19/04/2022 00:00:00, 	(28-FEB-2025 14:34:25)	 (Not Inserted)
46 , TGLPL,29/04/2022 00:00:00, 	(28-FEB-2025 14:34:25)
47 , TGBPL,29/04/2022 00:00:00, 	(28-FEB-2025 14:34:25)
48 , BGEPL,29/04/2022 00:00:00, 	(28-FEB-2025 14:34:25)
231 , IMCL,12/05/2022 00:00:00, 	(28-FEB-2025 14:34:25)
 , PMSKP,13/05/2022 00:00:00, 	(28-FEB-2025 14:34:25)	 (Not Inserted)
49 , VVF India,14/05/2022 00:00:00, 	(28-FEB-2025 14:34:25)
50 , GNFC,24/05/2022 00:00:00, 	(28-FEB-2025 14:34:25)
140 , MEGHHQX,02/06/2022 00:00:00, 	(28-FEB-2025 14:34:25)
51 , ONGC,07/06/2022 00:00:00, 	(28-FEB-2025 14:34:25)
52 , GLIL,07/06/2022 00:00:00, 	(28-FEB-2025 14:34:25)
272 , UGEL,09/06/2022 00:00:00, 	(28-FEB-2025 14:34:25)
255 , SGI-AP,27/06/2022 00:00:00, 	(28-FEB-2025 14:34:25)
 , IGX,29/06/2022 00:00:00, 	(28-FEB-2025 14:34:25)	 (Not Inserted)
 , IGX,30/06/2022 00:00:00, 	(28-FEB-2025 14:34:25)	 (Not Inserted)
 , IGX,29/06/2022 00:00:00, 	(28-FEB-2025 14:34:25)	 (Not Inserted)
53 , RGPL,29/06/2022 00:00:00, 	(28-FEB-2025 14:34:25)
224 , GTIPL,01/07/2022 00:00:00, 	(28-FEB-2025 14:34:25)
 , GSPL-C,12/07/2022 00:00:00, 	(28-FEB-2025 14:34:25)	 (Not Inserted)
117 , PEPL,13/07/2022 00:00:00, 	(28-FEB-2025 14:34:25)
54 , GFCL,14/07/2022 00:00:00, 	(28-FEB-2025 14:34:25)
 , DERL,16/08/2022 00:00:00, 	(28-FEB-2025 14:34:25)	 (Not Inserted)
55 , CPL,16/08/2022 00:00:00, 	(28-FEB-2025 14:34:25)
56 , IRM,07/12/2022 00:00:00, 	(28-FEB-2025 14:34:25)
56 , IRM,24/08/2022 00:00:00, 	(28-FEB-2025 14:34:25)
57 , PPL,26/08/2022 00:00:00, 	(28-FEB-2025 14:34:25)
58 , YARALTD,06/09/2022 00:00:00, 	(28-FEB-2025 14:34:25)
59 , INPEROX,13/09/2022 00:00:00, 	(28-FEB-2025 14:34:25)
60 , RAFECHL,28/09/2022 00:00:00, 	(28-FEB-2025 14:34:25)
124 , MGRPL,07/10/2022 00:00:00, 	(28-FEB-2025 14:34:25)
124 , MGRPL,01/10/2022 00:00:00, 	(28-FEB-2025 14:34:25)
208 , CNTENKA,17/10/2022 00:00:00, 	(28-FEB-2025 14:34:25)
61 , EFSPL,25/10/2022 00:00:00, 	(28-FEB-2025 14:34:25)
62 , WELSMEL,16/11/2022 00:00:00, 	(28-FEB-2025 14:34:25)
158 , HINDURV,17/11/2022 00:00:00, 	(28-FEB-2025 14:34:25)
 , DONOTUSE,21/11/2022 00:00:00, 	(28-FEB-2025 14:34:25)	 (Not Inserted)
 , DONOTUSE,17/11/2022 00:00:00, 	(28-FEB-2025 14:34:25)	 (Not Inserted)
227 , HCGPUTE,18/11/2022 00:00:00, 	(28-FEB-2025 14:34:25)
63 , GOAGLSF,25/11/2022 00:00:00, 	(28-FEB-2025 14:34:25)
64 , IGSPL,16/12/2022 00:00:00, 	(28-FEB-2025 14:34:25)
64 , IGSPL,25/11/2022 00:00:00, 	(28-FEB-2025 14:34:25)
 , ELAWPRC,02/12/2022 00:00:00, 	(28-FEB-2025 14:34:26)	 (Not Inserted)
65 , PEFORCV,08/12/2022 00:00:00, 	(28-FEB-2025 14:34:26)
 , AARVKRO,12/12/2022 00:00:00, 	(28-FEB-2025 14:34:26)	 (Not Inserted)
189 , ACOVIED,12/12/2022 00:00:00, 	(28-FEB-2025 14:34:26)
191 , ANTIQAC,15/12/2022 00:00:00, 	(28-FEB-2025 14:34:26)
191 , ANTIQAC,12/12/2022 00:00:00, 	(28-FEB-2025 14:34:26)
141 , ASIANPL,12/12/2022 00:00:00, 	(28-FEB-2025 14:34:26)
194 , AVLCRMC,12/12/2022 00:00:00, 	(28-FEB-2025 14:34:26)
195 , AXWELLG,12/12/2022 00:00:00, 	(28-FEB-2025 14:34:26)
199 , BEGLASS,12/12/2022 00:00:00, 	(28-FEB-2025 14:34:26)
200 , BHRTFRG,12/12/2022 00:00:00, 	(28-FEB-2025 14:34:26)
66 , BHEL,12/12/2022 00:00:00, 	(28-FEB-2025 14:34:26)
203 , BICELLO,12/12/2022 00:00:00, 	(28-FEB-2025 14:34:26)
143 , CAPAROE,12/12/2022 00:00:00, 	(28-FEB-2025 14:34:26)
209 , CLVTPVL,12/12/2022 00:00:00, 	(28-FEB-2025 14:34:26)
210 , COMFIND,13/12/2022 00:00:00, 	(28-FEB-2025 14:34:26)
67 , DCMSHRI,13/12/2022 00:00:00, 	(28-FEB-2025 14:34:26)
138 , DEENOVK,13/12/2022 00:00:00, 	(28-FEB-2025 14:34:26)
212 , DHARLTD,13/12/2022 00:00:00, 	(28-FEB-2025 14:34:26)
213 , DURAVIT,13/12/2022 00:00:00, 	(28-FEB-2025 14:34:26)
214 , DURZGRA,13/12/2022 00:00:00, 	(28-FEB-2025 14:34:26)
216 , ERACLTD,13/12/2022 00:00:00, 	(28-FEB-2025 14:34:26)
219 , EURILTD,13/12/2022 00:00:00, 	(28-FEB-2025 14:34:26)
221 , FIORGPL,13/12/2022 00:00:00, 	(28-FEB-2025 14:34:26)
68 , GAMALTD,13/12/2022 00:00:00, 	(28-FEB-2025 14:34:26)
69 , GFLLTD,14/12/2022 00:00:00, 	(28-FEB-2025 14:34:26)
70 , GMRLTD,14/12/2022 00:00:00, 	(28-FEB-2025 14:34:26)
71 , GOCOPRL,14/12/2022 00:00:00, 	(28-FEB-2025 14:34:26)
111 , GLDIDLI,14/12/2022 00:00:00, 	(28-FEB-2025 14:34:26)
72 , GJALCHEM,14/12/2022 00:00:00, 	(28-FEB-2025 14:34:26)
73 , GUJASZR,14/12/2022 00:00:00, 	(28-FEB-2025 14:34:26)
74 , GUJAGAS,14/12/2022 00:00:00, 	(28-FEB-2025 14:34:26)
75 , JOHNTBK,14/12/2022 00:00:00, 	(28-FEB-2025 14:34:26)
76 , HARYCIT,14/12/2022 00:00:00, 	(28-FEB-2025 14:34:26)
77 , HCGKCEP,14/12/2022 00:00:00, 	(28-FEB-2025 14:34:26)
78 , HEGLPWN,14/12/2022 00:00:00, 	(28-FEB-2025 14:34:26)
79 , HEROMO,14/12/2022 00:00:00, 	(28-FEB-2025 14:34:26)
80 , HICOTED,14/12/2022 00:00:00, 	(28-FEB-2025 14:34:26)
81 , HOECLTD,14/12/2022 00:00:00, 	(28-FEB-2025 14:34:26)
82 , HINZINC,14/12/2022 00:00:00, 	(28-FEB-2025 14:34:26)
144 , HINAGIL,14/12/2022 00:00:00, 	(28-FEB-2025 14:34:26)
83 , HINSPEC,14/12/2022 00:00:00, 	(28-FEB-2025 14:34:26)
229 , HOLLFIE,14/12/2022 00:00:00, 	(28-FEB-2025 14:34:26)
84 , HNDMTRS,14/12/2022 00:00:00, 	(28-FEB-2025 14:34:26)
147 , HPOIGAS,14/12/2022 00:00:00, 	(28-FEB-2025 14:34:26)
230 , ICONGLTD,14/12/2022 00:00:00, 	(28-FEB-2025 14:34:26)
148 , INDOLPL,14/12/2022 00:00:00, 	(28-FEB-2025 14:34:26)
85 , GASJIND,14/12/2022 00:00:00, 	(28-FEB-2025 14:34:26)
236 , LEXGRAN,14/12/2022 00:00:00, 	(28-FEB-2025 14:34:26)
239 , LOCEPRI,14/12/2022 00:00:00, 	(28-FEB-2025 14:34:26)
240 , LORVTPL,14/12/2022 00:00:00, 	(28-FEB-2025 14:34:26)
241 , LUMGLAP,14/12/2022 00:00:00, 	(28-FEB-2025 14:34:26)
86 , MANIKAR,14/12/2022 00:00:00, 	(28-FEB-2025 14:34:26)
87 , MARUTIS,14/12/2022 00:00:00, 	(28-FEB-2025 14:34:26)
243 , MAXGLTD,14/12/2022 00:00:00, 	(28-FEB-2025 14:34:26)
244 , LLPMILL,14/12/2022 00:00:00, 	(28-FEB-2025 14:34:26)
245 , LTDMILG,14/12/2022 00:00:00, 	(28-FEB-2025 14:34:26)
246 , MILVITL,14/12/2022 00:00:00, 	(28-FEB-2025 14:34:26)
88 , MINDLTD,14/12/2022 00:00:00, 	(28-FEB-2025 14:34:26)
89 , MMPINDL,14/12/2022 00:00:00, 	(28-FEB-2025 14:34:26)
247 , MOINLIM,14/12/2022 00:00:00, 	(28-FEB-2025 14:34:26)
248 , MOSPLTD,14/12/2022 00:00:00, 	(28-FEB-2025 14:34:26)
90 , NAGAFCL,14/12/2022 00:00:00, 	(28-FEB-2025 14:34:26)
91 , NARMADA,14/12/2022 00:00:00, 	(28-FEB-2025 14:34:26)
166 , ESSAREX,14/12/2022 00:00:00, 	(28-FEB-2025 14:34:26)
92 , NEL,14/12/2022 00:00:00, 	(28-FEB-2025 14:34:26)
250 , OWECORN,14/12/2022 00:00:00, 	(28-FEB-2025 14:34:26)
93 , PETNETLNG,14/12/2022 00:00:00, 	(28-FEB-2025 14:34:26)
94 , PRISM,14/12/2022 00:00:00, 	(28-FEB-2025 14:34:26)
252 , QUCELTD,14/12/2022 00:00:00, 	(28-FEB-2025 14:34:26)
253 , RAMALIM,14/12/2022 00:00:00, 	(28-FEB-2025 14:34:26)
 , RANDSIN,14/12/2022 00:00:00, 	(28-FEB-2025 14:34:26)	 (Not Inserted)
139 , SASANPO,14/12/2022 00:00:00, 	(28-FEB-2025 14:34:26)
95 , SENTOVI,14/12/2022 00:00:00, 	(28-FEB-2025 14:34:26)
96 , SHOLAGA,14/12/2022 00:00:00, 	(28-FEB-2025 14:34:26)
97 , SHREELI,14/12/2022 00:00:00, 	(28-FEB-2025 14:34:26)
258 , SIVPLTD,14/12/2022 00:00:00, 	(28-FEB-2025 14:34:26)
259 , SIYARAM,14/12/2022 00:00:00, 	(28-FEB-2025 14:34:26)
260 , SIYALIM,14/12/2022 00:00:00, 	(28-FEB-2025 14:34:26)
261 , SOLIMIC,14/12/2022 00:00:00, 	(28-FEB-2025 14:34:26)
262 , SPARVIT,14/12/2022 00:00:00, 	(28-FEB-2025 14:34:26)
98 , SRAVANT,14/12/2022 00:00:00, 	(28-FEB-2025 14:34:26)
142 , SGIPLTD,14/12/2022 00:00:00, 	(28-FEB-2025 14:34:26)
266 , TAURLES,14/12/2022 00:00:00, 	(28-FEB-2025 14:34:26)
267 , TTRPKPR,14/12/2022 00:00:00, 	(28-FEB-2025 14:34:26)
99 , THERLIM,14/12/2022 00:00:00, 	(28-FEB-2025 14:34:26)
100 , THGBGPL,14/12/2022 00:00:00, 	(28-FEB-2025 14:34:26)
145 , THYESTP,14/12/2022 00:00:00, 	(28-FEB-2025 14:34:26)
101 , TORRAUI,14/12/2022 00:00:00, 	(28-FEB-2025 14:34:26)
274 , VARGRAN,14/12/2022 00:00:00, 	(28-FEB-2025 14:34:26)
275 , VENIRAM,14/12/2022 00:00:00, 	(28-FEB-2025 14:34:26)
102 , VITOLAPL,14/12/2022 00:00:00, 	(28-FEB-2025 14:34:26)
103 , IOCL,16/12/2022 00:00:00, 	(28-FEB-2025 14:34:26)
169 , INGASTD,28/12/2022 00:00:00, 	(28-FEB-2025 14:34:26)
104 , TASTELI,30/12/2022 00:00:00, 	(28-FEB-2025 14:34:26)
105 , HMEL,04/01/2023 00:00:00, 	(28-FEB-2025 14:34:26)
211 , DIL,01/01/2023 00:00:00, 	(28-FEB-2025 14:34:26)
162 , BOROREN,05/01/2023 00:00:00, 	(28-FEB-2025 14:34:26)
151 , KINGASP,13/01/2023 00:00:00, 	(28-FEB-2025 14:34:26)
163 , CEUPGAS,13/01/2023 00:00:00, 	(28-FEB-2025 14:34:26)
173 , KNPFCHL,18/01/2023 00:00:00, 	(28-FEB-2025 14:34:26)
106 , RATNAGI,19/01/2023 00:00:00, 	(28-FEB-2025 14:34:26)
180 , RAJRAIR,19/01/2023 00:00:00, 	(28-FEB-2025 14:34:26)
107 , IDOINVA,27/01/2023 00:00:00, 	(28-FEB-2025 14:34:26)
107 , IDOINVA,27/01/2023 00:00:00, 	(28-FEB-2025 14:34:26)	 (Not Inserted)
 , TRILEGL,03/02/2023 00:00:00, 	(28-FEB-2025 14:34:26)	 (Not Inserted)
190 , AGPCGIN,09/02/2023 00:00:00, 	(28-FEB-2025 14:34:26)
176 , NESTLIN,10/02/2023 00:00:00, 	(28-FEB-2025 14:34:26)
110 , SITMEFZ,08/03/2023 00:00:00, 	(28-FEB-2025 14:34:26)
188 , VISHPRI,14/03/2023 00:00:00, 	(28-FEB-2025 14:34:26)
 , NEETMAN,16/03/2023 00:00:00, 	(28-FEB-2025 14:34:26)	 (Not Inserted)
 , SOMANY,16/03/2023 00:00:00, 	(28-FEB-2025 14:34:26)	 (Not Inserted)
202 , BHOGATD,03/04/2023 00:00:00, 	(28-FEB-2025 14:34:26)
186 , VEDALTD,13/04/2023 00:00:00, 	(28-FEB-2025 14:34:26)
277 , VIGASLD,18/04/2023 00:00:00, 	(28-FEB-2025 14:34:26)
167 , GOLDPFG,20/04/2023 00:00:00, 	(28-FEB-2025 14:34:26)
165 , EICLLTD,27/04/2023 00:00:00, 	(28-FEB-2025 14:34:26)
 , CAIRENH ,17/05/2023 00:00:00, 	(28-FEB-2025 14:34:26)	 (Not Inserted)
168 , GSIGLIM,18/05/2023 00:00:00, 	(28-FEB-2025 14:34:26)
168 , GSIGLIM,18/05/2023 00:00:00, 	(28-FEB-2025 14:34:26)	 (Not Inserted)
120 , KSHITIJ,26/05/2023 00:00:00, 	(28-FEB-2025 14:34:26)
122 , GAILGAS,01/06/2023 00:00:00, 	(28-FEB-2025 14:34:26)
182 , SUDSOME,12/06/2023 00:00:00, 	(28-FEB-2025 14:34:26)
174 , KUTCHCL,20/06/2023 00:00:00, 	(28-FEB-2025 14:34:26)
251 , PIINDUS ,30/06/2023 00:00:00, 	(28-FEB-2025 14:34:26)
278 , SEMTEXP,01/04/2023 00:00:00, 	(28-FEB-2025 14:34:26)
108 , GRINDUS,05/07/2023 00:00:00, 	(28-FEB-2025 14:34:26)
161 , ATCATMO,16/08/2023 00:00:00, 	(28-FEB-2025 14:34:26)
 , POSCO MAHA,29/08/2023 00:00:00, 	(28-FEB-2025 14:34:26)	 (Not Inserted)
181 , SANENER,21/09/2023 00:00:00, 	(28-FEB-2025 14:34:26)
183 , SUMGLAS,27/09/2023 00:00:00, 	(28-FEB-2025 14:34:26)
184 , SVTPLIN,28/09/2023 00:00:00, 	(28-FEB-2025 14:34:26)
112 , SPSSETL1,02/10/2023 00:00:00, 	(28-FEB-2025 14:34:26)
170 , INPOWGL,04/10/2023 00:00:00, 	(28-FEB-2025 14:34:26)
179 , PRPWCRP,05/10/2023 00:00:00, 	(28-FEB-2025 14:34:26)
113 , SIETCO,11/10/2023 00:00:00, 	(28-FEB-2025 14:34:26)
171 , INVPTRO,24/10/2023 00:00:00, 	(28-FEB-2025 14:34:26)
172 , JINDAST,15/12/2023 00:00:00, 	(28-FEB-2025 14:34:26)
123 , AVGL,20/12/2023 00:00:00, 	(28-FEB-2025 14:34:26)
 , MIZGURB,04/01/2024 00:00:00, 	(28-FEB-2025 14:34:26)	 (Not Inserted)
121 , NGPL,19/01/2024 00:00:00, 	(28-FEB-2025 14:34:26)
115 , SILS,21/02/2024 00:00:00, 	(28-FEB-2025 14:34:26)
114 , STASCO,14/02/2024 00:00:00, 	(28-FEB-2025 14:34:26)
119 , ROCKIND,23/02/2024 00:00:00, 	(28-FEB-2025 14:34:26)
177 , NIRMARM,11/03/2024 00:00:00, 	(28-FEB-2025 14:34:26)
175 , MEDCIGA,03/04/2024 00:00:00, 	(28-FEB-2025 14:34:26)
118 , LANCOKO,05/04/2024 00:00:00, 	(28-FEB-2025 14:34:26)
130 , CRMNDEL,01/07/2024 00:00:00, 	(28-FEB-2025 14:34:26)
132 , VERBINL,23/07/2024 00:00:00, 	(28-FEB-2025 14:34:26)
215 , EASTPDC,06/08/2024 00:00:00, 	(28-FEB-2025 14:34:26)
205 , CELLOCP,07/10/2024 00:00:00, 	(28-FEB-2025 14:34:26)
271 , TRIVRPL,07/10/2024 00:00:00, 	(28-FEB-2025 14:34:26)
281 , SEIPLDY,01/10/2024 00:00:00, 	(28-FEB-2025 14:34:26)
237 , LLOYMEN,13/01/2025 00:00:00, 	(28-FEB-2025 14:34:26)
