

<<START>>,<<FMS_ENTITY_REQ_DTL>>,,,, 	(07-MAR-2025 16:32:33)
TOTAL DATA IN EXCEL : ,0, 	(07-MAR-2025 16:32:42)
 

TOTAL DATA INSERTED : ,0, 	(07-MAR-2025 16:32:42)
 

TOTAL SKIPPED DATA ,0, 	(07-MAR-2025 16:32:42)
 
<<END>>,<<FMS_SECTOR_DTL>>, 	(07-MAR-2025 16:32:42)
 

<<START>>,<<FMS_SECTOR_MST>>, 	(07-MAR-2025 16:32:58)
 
ABBR,,TIMESTAMP
RESELLERS,, 	(07-MAR-2025 16:32:58)
ELLECTRICAL/ ELECTRONICS,, 	(07-MAR-2025 16:32:58)
HEAVY MACHINES,, 	(07-MAR-2025 16:32:58)
LIGHT MACHINES,, 	(07-MAR-2025 16:32:58)
AIRCRAFTS,, 	(07-MAR-2025 16:32:58)
SHIPBUILD. & REPAIRS,, 	(07-MAR-2025 16:32:58)
TRUCKS&PASS VEHICALS,, 	(07-MAR-2025 16:32:58)
SCOOTERS ETC,, 	(07-MAR-2025 16:32:58)
HIGH PRESSURE VESSEL,, 	(07-MAR-2025 16:32:58)
MECH. MISCELLANEOUS,, 	(07-MAR-2025 16:32:58)
STRUCTURAL WORKS,, 	(07-MAR-2025 16:32:58)
IRON & STEEL PLANTS,, 	(07-MAR-2025 16:32:58)
IRON & STEEL REWORKS,, 	(07-MAR-2025 16:32:58)
ALUMINIUM,, 	(07-MAR-2025 16:32:58)
FOUNDRIES/CASTINGS,, 	(07-MAR-2025 16:32:58)
FERROUS ALLOYS,, 	(07-MAR-2025 16:32:58)
METAL. MISCELLANEOUS,, 	(07-MAR-2025 16:32:58)
CANDLE INDUSTRY,, 	(07-MAR-2025 16:32:58)
MATCHES,, 	(07-MAR-2025 16:32:58)
RUBBER TYRES & TUBES,, 	(07-MAR-2025 16:32:58)
PAPER PRODUCTS,, 	(07-MAR-2025 16:32:58)
INDU ABRASIVES,, 	(07-MAR-2025 16:32:58)
GLASS/CERAMICS ETC,, 	(07-MAR-2025 16:32:58)
PACKING MATERIALS,, 	(07-MAR-2025 16:32:58)
PLASTIC INDUSTRIES,, 	(07-MAR-2025 16:32:58)
LEATHER,, 	(07-MAR-2025 16:32:58)
PROCESSOR,, 	(07-MAR-2025 16:32:58)
TOBACCO PRODUCTS,, 	(07-MAR-2025 16:32:58)
INDUS. MISCELLANEOUS,, 	(07-MAR-2025 16:32:58)
COTTON MILLS HOSIERY,, 	(07-MAR-2025 16:32:58)
JUTE MILLS,, 	(07-MAR-2025 16:32:58)
SYN.FIBRE/RAYON MF,, 	(07-MAR-2025 16:32:58)
TEXTI. MISCELLANEOUS,, 	(07-MAR-2025 16:32:58)
PET.EXPLO&PROD,, 	(07-MAR-2025 16:32:58)
IRON ORE,, 	(07-MAR-2025 16:32:58)
COAL,, 	(07-MAR-2025 16:32:58)
BAUXITE,, 	(07-MAR-2025 16:32:58)
MANGANESE,, 	(07-MAR-2025 16:32:58)
STONE QUARRYING,, 	(07-MAR-2025 16:32:58)
MINING MISCELLANEOUS,, 	(07-MAR-2025 16:32:58)
POST & TELEGRAPHS,, 	(07-MAR-2025 16:32:58)
STATE ELEC. BOARDS,, 	(07-MAR-2025 16:32:58)
CATERING & HOTELS,, 	(07-MAR-2025 16:32:58)
UNIVERSITIES ETC,, 	(07-MAR-2025 16:32:58)
LAUNDRIES,, 	(07-MAR-2025 16:32:58)
REFINERIES,, 	(07-MAR-2025 16:32:58)
TPP-OIL,, 	(07-MAR-2025 16:32:58)
HYDEL POWER PLANTS,, 	(07-MAR-2025 16:32:58)
ATOMIC POWER PLANTS,, 	(07-MAR-2025 16:32:58)
GAS TURBINES,, 	(07-MAR-2025 16:32:58)
POWER MISCELLANEOUS,, 	(07-MAR-2025 16:32:58)
RAILWAYS,, 	(07-MAR-2025 16:32:58)
OTHER ROAD TRANSPORT,, 	(07-MAR-2025 16:32:58)
STATE ROAD TRANSPORT,, 	(07-MAR-2025 16:32:58)
SHIP. COASTAL,, 	(07-MAR-2025 16:32:58)
SHIP. INTERNATIONAL,, 	(07-MAR-2025 16:32:58)
INLAND WATERWAYS,, 	(07-MAR-2025 16:32:58)
OTHERS (PORT TRUST),, 	(07-MAR-2025 16:32:58)
DOMESTIC DIST.,, 	(07-MAR-2025 16:32:58)
INDUSTRIAL DIST.,, 	(07-MAR-2025 16:32:58)
OWN CONSUMPTION,, 	(07-MAR-2025 16:32:58)
PARALLEL MARKETERS,, 	(07-MAR-2025 16:32:58)
TEA PLANTATION,, 	(07-MAR-2025 16:32:58)
RUBBER/COFFEE ETC,, 	(07-MAR-2025 16:32:58)
FORESTRY&TIMBER,, 	(07-MAR-2025 16:32:58)
AGRI.CROPS/ORCHARD,, 	(07-MAR-2025 16:32:58)
SUGAR MILLS,, 	(07-MAR-2025 16:32:58)
FLOUR MILLS ETC,, 	(07-MAR-2025 16:32:58)
VEG. OIL MILLS,, 	(07-MAR-2025 16:32:58)
FOOD PROCESSING,, 	(07-MAR-2025 16:32:58)
DAIRIES&MILK PROC,, 	(07-MAR-2025 16:32:58)
FISHERIES,, 	(07-MAR-2025 16:32:58)
AGRI. MISCELLANEOUS,, 	(07-MAR-2025 16:32:58)
DOMESTIC AIRLINES,, 	(07-MAR-2025 16:32:58)
FOREIGN AIRLINES,, 	(07-MAR-2025 16:32:58)
DAIRIES&MILK PROC,, 	(07-MAR-2025 16:32:58)	 (Not Inserted)
FERTILISER-GAS BASED,, 	(07-MAR-2025 16:32:58)
CAUSTIC SODA ETC.,, 	(07-MAR-2025 16:32:58)
HEAVY ACIDS,, 	(07-MAR-2025 16:32:58)
OTHER INORG.CHEM,, 	(07-MAR-2025 16:32:58)
PETRO-CHEM OTHERS,, 	(07-MAR-2025 16:32:58)
PETROCHEM -GAS BASED,, 	(07-MAR-2025 16:32:58)
DYES & DYE STUFFS,, 	(07-MAR-2025 16:32:58)
SYNTHETIC RUBBER,, 	(07-MAR-2025 16:32:58)
PESTI./AGRO CHEM,, 	(07-MAR-2025 16:32:58)
OTHER ORG.CHEMICAL,, 	(07-MAR-2025 16:32:58)
DRUGS&PHARMACEUTICAL,, 	(07-MAR-2025 16:32:58)
PAINTS ETC,, 	(07-MAR-2025 16:32:58)
INDU EXPLOSIVE,, 	(07-MAR-2025 16:32:58)
CALCINATION PLANTS,, 	(07-MAR-2025 16:32:58)
SOAPS ETC,, 	(07-MAR-2025 16:32:58)
MISC CHEM INDU,, 	(07-MAR-2025 16:32:58)
CEMENT/BUILD MAT,, 	(07-MAR-2025 16:32:58)
BITUMEN/BUILD.MAT,, 	(07-MAR-2025 16:32:58)
CIVIL MISCELLANEOUS,, 	(07-MAR-2025 16:32:58)
CITY OR LOCAL NATURAL GAS DISTRIBUTION,, 	(07-MAR-2025 16:32:58)
LDC,, 	(07-MAR-2025 16:32:58)

TOTAL DATA IN EXCEL : ,97, 	(07-MAR-2025 16:32:58)
 

TOTAL DATA INSERTED : ,96, 	(07-MAR-2025 16:32:58)
 

TOTAL SKIPPED DATA ,1, 	(07-MAR-2025 16:32:58)
 
<<END>>,<<FMS_SECTOR_MST>>, 	(07-MAR-2025 16:32:58)
 

<<START>>,<<FMS_SECTOR_DTL>>, 	(07-MAR-2025 16:32:59)
 
ABBR,,TIMESTAMP
RESELLERS,, 	(07-MAR-2025 16:32:59)
ELLECTRICAL/ ELECTRONICS,, 	(07-MAR-2025 16:32:59)
HEAVY MACHINES,, 	(07-MAR-2025 16:32:59)
LIGHT MACHINES,, 	(07-MAR-2025 16:32:59)
AIRCRAFTS,, 	(07-MAR-2025 16:32:59)
SHIPBUILD. & REPAIRS,, 	(07-MAR-2025 16:32:59)
TRUCKS&PASS VEHICALS,, 	(07-MAR-2025 16:32:59)
SCOOTERS ETC,, 	(07-MAR-2025 16:32:59)
HIGH PRESSURE VESSEL,, 	(07-MAR-2025 16:32:59)
MECH. MISCELLANEOUS,, 	(07-MAR-2025 16:32:59)
STRUCTURAL WORKS,, 	(07-MAR-2025 16:32:59)
IRON & STEEL PLANTS,, 	(07-MAR-2025 16:32:59)
IRON & STEEL REWORKS,, 	(07-MAR-2025 16:32:59)
ALUMINIUM,, 	(07-MAR-2025 16:32:59)
FOUNDRIES/CASTINGS,, 	(07-MAR-2025 16:32:59)
FERROUS ALLOYS,, 	(07-MAR-2025 16:32:59)
METAL. MISCELLANEOUS,, 	(07-MAR-2025 16:32:59)
CANDLE INDUSTRY,, 	(07-MAR-2025 16:32:59)
MATCHES,, 	(07-MAR-2025 16:32:59)
RUBBER TYRES & TUBES,, 	(07-MAR-2025 16:32:59)
PAPER PRODUCTS,, 	(07-MAR-2025 16:32:59)
INDU ABRASIVES,, 	(07-MAR-2025 16:32:59)
GLASS/CERAMICS ETC,, 	(07-MAR-2025 16:32:59)
PACKING MATERIALS,, 	(07-MAR-2025 16:32:59)
PLASTIC INDUSTRIES,, 	(07-MAR-2025 16:32:59)
LEATHER,, 	(07-MAR-2025 16:32:59)
PROCESSOR,, 	(07-MAR-2025 16:32:59)
TOBACCO PRODUCTS,, 	(07-MAR-2025 16:32:59)
INDUS. MISCELLANEOUS,, 	(07-MAR-2025 16:32:59)
COTTON MILLS HOSIERY,, 	(07-MAR-2025 16:32:59)
JUTE MILLS,, 	(07-MAR-2025 16:32:59)
SYN.FIBRE/RAYON MF,, 	(07-MAR-2025 16:32:59)
TEXTI. MISCELLANEOUS,, 	(07-MAR-2025 16:32:59)
PET.EXPLO&PROD,, 	(07-MAR-2025 16:32:59)
IRON ORE,, 	(07-MAR-2025 16:32:59)
COAL,, 	(07-MAR-2025 16:32:59)
BAUXITE,, 	(07-MAR-2025 16:32:59)
MANGANESE,, 	(07-MAR-2025 16:32:59)
STONE QUARRYING,, 	(07-MAR-2025 16:32:59)
MINING MISCELLANEOUS,, 	(07-MAR-2025 16:32:59)
POST & TELEGRAPHS,, 	(07-MAR-2025 16:32:59)
STATE ELEC. BOARDS,, 	(07-MAR-2025 16:32:59)
CATERING & HOTELS,, 	(07-MAR-2025 16:32:59)
UNIVERSITIES ETC,, 	(07-MAR-2025 16:32:59)
LAUNDRIES,, 	(07-MAR-2025 16:32:59)
REFINERIES,, 	(07-MAR-2025 16:32:59)
TPP-OIL,, 	(07-MAR-2025 16:32:59)
HYDEL POWER PLANTS,, 	(07-MAR-2025 16:32:59)
ATOMIC POWER PLANTS,, 	(07-MAR-2025 16:32:59)
GAS TURBINES,, 	(07-MAR-2025 16:32:59)
POWER MISCELLANEOUS,, 	(07-MAR-2025 16:32:59)
RAILWAYS,, 	(07-MAR-2025 16:32:59)
OTHER ROAD TRANSPORT,, 	(07-MAR-2025 16:32:59)
STATE ROAD TRANSPORT,, 	(07-MAR-2025 16:32:59)
SHIP. COASTAL,, 	(07-MAR-2025 16:32:59)
SHIP. INTERNATIONAL,, 	(07-MAR-2025 16:32:59)
INLAND WATERWAYS,, 	(07-MAR-2025 16:32:59)
OTHERS (PORT TRUST),, 	(07-MAR-2025 16:32:59)
DOMESTIC DIST.,, 	(07-MAR-2025 16:32:59)
INDUSTRIAL DIST.,, 	(07-MAR-2025 16:32:59)
OWN CONSUMPTION,, 	(07-MAR-2025 16:32:59)
PARALLEL MARKETERS,, 	(07-MAR-2025 16:32:59)
TEA PLANTATION,, 	(07-MAR-2025 16:32:59)
RUBBER/COFFEE ETC,, 	(07-MAR-2025 16:32:59)
FORESTRY&TIMBER,, 	(07-MAR-2025 16:32:59)
AGRI.CROPS/ORCHARD,, 	(07-MAR-2025 16:32:59)
SUGAR MILLS,, 	(07-MAR-2025 16:32:59)
FLOUR MILLS ETC,, 	(07-MAR-2025 16:32:59)
VEG. OIL MILLS,, 	(07-MAR-2025 16:32:59)
FOOD PROCESSING,, 	(07-MAR-2025 16:32:59)
DAIRIES&MILK PROC,, 	(07-MAR-2025 16:32:59)
FISHERIES,, 	(07-MAR-2025 16:32:59)
AGRI. MISCELLANEOUS,, 	(07-MAR-2025 16:32:59)
DOMESTIC AIRLINES,, 	(07-MAR-2025 16:32:59)
FOREIGN AIRLINES,, 	(07-MAR-2025 16:32:59)
FERTILISER-GAS BASED,, 	(07-MAR-2025 16:32:59)
