

<<START>>,<<FMS_AGMT_BU>>,, 	(26-JUN-2025 18:27:15)
 
COMPANY_CD,COUNTERPARTY_CD,AGMT_TYPE,AGMT_NO,AGMT_REV,PLANT_SEQ_NO,TIMESTAMP,
2,17 , BGL,,0,1,1, 	(26-JUN-2025 18:27:15)
2,18 , GSFC,,0,1,1, 	(26-JUN-2025 18:27:15)
2,228 , H-Energy,,0,1,1, 	(26-JUN-2025 18:27:15)
2,160 , SIMPL,,0,1,1, 	(26-JUN-2025 18:27:15)
2,19 , ATGL,,0,1,1, 	(26-JUN-2025 18:27:15)
2,19 , ATGL,,0,1,1, 	(26-JUN-2025 18:27:15)	 (Not Inserted)
2,19 , ATGL,,0,1,2, 	(26-JUN-2025 18:27:15)
2,20 , AMNS,,0,1,1, 	(26-JUN-2025 18:27:15)
2,20 , AMNS,,0,1,2, 	(26-JUN-2025 18:27:15)
2,20 , AMNS,,0,1,1, 	(26-JUN-2025 18:27:15)	 (Not Inserted)
2,20 , AMNS,,0,1,3, 	(26-JUN-2025 18:27:15)
2,20 , AMNS,,0,2,1, 	(26-JUN-2025 18:27:15)
2,154 , SEMTPL,,0,1,1, 	(26-JUN-2025 18:27:15)
2,154 , SEMTPL,,0,1,2, 	(26-JUN-2025 18:27:15)
2,154 , SEMTPL,,0,1,1, 	(26-JUN-2025 18:27:15)	 (Not Inserted)
2,154 , SEMTPL,,0,1,3, 	(26-JUN-2025 18:27:15)
2,21 , SGIPL,,0,1,1, 	(26-JUN-2025 18:27:15)
2,22 , VGL,,0,1,1, 	(26-JUN-2025 18:27:15)
2,23 , PGPGPL,,0,1,1, 	(26-JUN-2025 18:27:15)
2,23 , PGPGPL,,0,1,1, 	(26-JUN-2025 18:27:15)	 (Not Inserted)
2,23 , PGPGPL,,0,1,2, 	(26-JUN-2025 18:27:15)
2,24 , HCG,,0,1,1, 	(26-JUN-2025 18:27:15)
2,25 , GGL,,0,1,1, 	(26-JUN-2025 18:27:15)
2,25 , GGL,,0,1,1, 	(26-JUN-2025 18:27:15)	 (Not Inserted)
2,25 , GGL,,0,1,2, 	(26-JUN-2025 18:27:15)
2,28 , HGL-RLNG,,0,1,1, 	(26-JUN-2025 18:27:15)
2,31 , HSIL,,0,1,1, 	(26-JUN-2025 18:27:15)
2,31 , HSIL,,0,1,2, 	(26-JUN-2025 18:27:15)
2,31 , HSIL,,0,1,1, 	(26-JUN-2025 18:27:15)	 (Not Inserted)
2,31 , HSIL,,0,1,3, 	(26-JUN-2025 18:27:15)
2,49 , VVF India,,0,1,1, 	(26-JUN-2025 18:27:15)
2,49 , VVF India,,0,1,2, 	(26-JUN-2025 18:27:15)
2,34 , MINDA,,0,1,1, 	(26-JUN-2025 18:27:15)
2,34 , MINDA,,0,1,2, 	(26-JUN-2025 18:27:15)
2,36 , HIL,,0,1,1, 	(26-JUN-2025 18:27:15)
2,36 , HIL,,0,1,2, 	(26-JUN-2025 18:27:15)
2,37 , HCGD-B,,0,1,1, 	(26-JUN-2025 18:27:15)
2,38 , KAJARIA,,0,1,1, 	(26-JUN-2025 18:27:15)
2,38 , KAJARIA,,0,1,2, 	(26-JUN-2025 18:27:15)
2,39 , SISECAM,,0,1,1, 	(26-JUN-2025 18:27:15)
2,40 , ATPL,,0,1,1, 	(26-JUN-2025 18:27:15)
2,40 , ATPL,,0,1,2, 	(26-JUN-2025 18:27:15)
2,41 , OPAL,,0,1,1, 	(26-JUN-2025 18:27:15)
2,41 , OPAL,,0,1,2, 	(26-JUN-2025 18:27:15)
2,46 , TGLPL,,0,1,1, 	(26-JUN-2025 18:27:15)
2,47 , TGBPL,,0,1,1, 	(26-JUN-2025 18:27:15)
2,48 , BGEPL,,0,1,1, 	(26-JUN-2025 18:27:15)
2,49 , VVF India,,0,1,1, 	(26-JUN-2025 18:27:15)	 (Not Inserted)
2,49 , VVF India,,0,1,2, 	(26-JUN-2025 18:27:15)	 (Not Inserted)
2,50 , GNFC,,0,1,1, 	(26-JUN-2025 18:27:15)
2,50 , GNFC,,0,1,2, 	(26-JUN-2025 18:27:15)
2,52 , GLIL,,0,1,1, 	(26-JUN-2025 18:27:15)
2,52 , GLIL,,0,1,2, 	(26-JUN-2025 18:27:15)
2,54 , GFCL,,0,1,1, 	(26-JUN-2025 18:27:15)
2,55 , CPL,,0,1,1, 	(26-JUN-2025 18:27:15)
2,55 , CPL,,0,1,2, 	(26-JUN-2025 18:27:15)
2,56 , IRM,,0,1,1, 	(26-JUN-2025 18:27:15)
2,59 , INPEROX,,0,1,1, 	(26-JUN-2025 18:27:15)
2,61 , EFSPL,,0,1,1, 	(26-JUN-2025 18:27:15)
2,63 , GOAGLSF,,0,1,1, 	(26-JUN-2025 18:27:15)
2,63 , GOAGLSF,,0,1,2, 	(26-JUN-2025 18:27:15)
2,65 , PEFORCV,,0,1,1, 	(26-JUN-2025 18:27:15)
2,65 , PEFORCV,,0,1,2, 	(26-JUN-2025 18:27:15)
2,144 , HINAGIL,,0,1,1, 	(26-JUN-2025 18:27:15)
2,144 , HINAGIL,,0,1,2, 	(26-JUN-2025 18:27:15)
2,92 , NEL,,0,1,1, 	(26-JUN-2025 18:27:15)
2,92 , NEL,,0,2,1, 	(26-JUN-2025 18:27:15)
2,104 , TASTELI,,0,1,1, 	(26-JUN-2025 18:27:15)
2,104 , TASTELI,,0,1,2, 	(26-JUN-2025 18:27:15)
2,104 , TASTELI,,0,2,1, 	(26-JUN-2025 18:27:15)
2,104 , TASTELI,,0,2,1, 	(26-JUN-2025 18:27:15)	 (Not Inserted)
2,104 , TASTELI,,0,2,2, 	(26-JUN-2025 18:27:15)
2,162 , BOROREN,,0,1,1, 	(26-JUN-2025 18:27:15)
2,278 , SEMTEXP,,0,1,1, 	(26-JUN-2025 18:27:15)
2,278 , SEMTEXP,,0,1,1, 	(26-JUN-2025 18:27:15)	 (Not Inserted)
2,278 , SEMTEXP,,0,1,2, 	(26-JUN-2025 18:27:15)
2,278 , SEMTEXP,,0,1,1, 	(26-JUN-2025 18:27:15)	 (Not Inserted)
2,278 , SEMTEXP,,0,1,3, 	(26-JUN-2025 18:27:15)
2,183 , SUMGLAS,,0,1,1, 	(26-JUN-2025 18:27:15)
2,184 , SVTPLIN,,0,1,1, 	(26-JUN-2025 18:27:15)
2,130 , CRMNDEL,,0,1,1, 	(26-JUN-2025 18:27:15)
2,130 , CRMNDEL,,0,1,3, 	(26-JUN-2025 18:27:15)

TOTAL DATA IN EXCEL : ,134,,,,,, 	(26-JUN-2025 18:27:15)
 

TOTAL DATA INSERTED : ,117,,,,,, 	(26-JUN-2025 18:27:15)
 

TOTAL SKIPPED DATA ,17,,,,,, 	(26-JUN-2025 18:27:15)
 
<<END>>,<<FMS_AGMT_BU>>,,,,,, 	(26-JUN-2025 18:27:15)
 

<<START>>,<<FMS_SUPPLY_AGMT_LIABILITY>>,, 	(26-JUN-2025 18:27:42)
 
COMPANY_CD,COUNTERPARTY_CD,AGMT_NO,AGMT_REV,TIMESTAMP,
2,1 , F , 1,0,, 	(26-JUN-2025 18:27:42)
2,1 , F , 2,0,, 	(26-JUN-2025 18:27:42)
2,1 , F , 2,1,, 	(26-JUN-2025 18:27:42)
2,1 , F , 3,0,, 	(26-JUN-2025 18:27:42)
2,1 , F , 4,0,, 	(26-JUN-2025 18:27:42)
2,2 , F , 1,0,, 	(26-JUN-2025 18:27:42)
2,2 , F , 2,0,, 	(26-JUN-2025 18:27:42)
2,2 , F , 3,0,, 	(26-JUN-2025 18:27:42)
2,2 , F , 4,0,, 	(26-JUN-2025 18:27:42)
2,2 , F , 5,0,, 	(26-JUN-2025 18:27:42)
2,2 , F , 6,0,, 	(26-JUN-2025 18:27:42)
2,2 , F , 6,1,, 	(26-JUN-2025 18:27:42)
2,2 , F , 6,2,, 	(26-JUN-2025 18:27:42)
2,3 , F , 1,0,, 	(26-JUN-2025 18:27:42)
2,3 , F , 1,1,, 	(26-JUN-2025 18:27:42)
2,3 , F , 1,2,, 	(26-JUN-2025 18:27:42)
2,3 , F , 1,3,, 	(26-JUN-2025 18:27:42)
2,3 , F , 1,4,, 	(26-JUN-2025 18:27:42)
2,3 , F , 2,0,, 	(26-JUN-2025 18:27:42)
2,4 , F , 1,0,, 	(26-JUN-2025 18:27:42)
2,4 , F , 2,0,, 	(26-JUN-2025 18:27:42)
2,4 , F , 2,1,, 	(26-JUN-2025 18:27:42)
2, , F , 1,0,, 	(26-JUN-2025 18:27:42)	 (Not Inserted)
2, , F , 1,0,, 	(26-JUN-2025 18:27:42)	 (Not Inserted)
2,217 , F , 1,0,, 	(26-JUN-2025 18:27:42)
2,7 , F , 1,0,, 	(26-JUN-2025 18:27:42)
2,7 , F , 2,0,, 	(26-JUN-2025 18:27:42)
2,8 , F , 1,0,, 	(26-JUN-2025 18:27:42)
2,218 , F , 1,0,, 	(26-JUN-2025 18:27:42)
2,225 , F , 1,0,, 	(26-JUN-2025 18:27:42)
2, , F , 1,0,, 	(26-JUN-2025 18:27:42)	 (Not Inserted)
2,10 , F , 1,0,, 	(26-JUN-2025 18:27:42)
2,11 , F , 1,0,, 	(26-JUN-2025 18:27:42)
2,280 , F , 1,0,, 	(26-JUN-2025 18:27:42)
2,280 , F , 1,1,, 	(26-JUN-2025 18:27:42)
2,280 , F , 2,0,, 	(26-JUN-2025 18:27:42)
2,12 , F , 1,0,, 	(26-JUN-2025 18:27:42)
2,13 , F , 1,0,, 	(26-JUN-2025 18:27:42)
2,13 , F , 2,0,, 	(26-JUN-2025 18:27:42)
2,14 , F , 1,0,, 	(26-JUN-2025 18:27:42)
2,269 , F , 1,0,, 	(26-JUN-2025 18:27:42)
2,15 , F , 1,0,, 	(26-JUN-2025 18:27:42)
2,15 , F , 1,1,, 	(26-JUN-2025 18:27:42)
2,15 , F , 1,2,, 	(26-JUN-2025 18:27:42)
2,15 , F , 2,0,, 	(26-JUN-2025 18:27:42)
2,16 , F , 1,0,, 	(26-JUN-2025 18:27:42)
2,17 , F , 1,0,, 	(26-JUN-2025 18:27:42)
2,18 , F , 1,0,, 	(26-JUN-2025 18:27:42)
2,228 , F , 1,0,, 	(26-JUN-2025 18:27:42)
2,160 , F , 1,0,, 	(26-JUN-2025 18:27:42)
2,19 , F , 1,0,, 	(26-JUN-2025 18:27:42)
2,20 , F , 1,0,, 	(26-JUN-2025 18:27:42)
2,20 , F , 2,0,, 	(26-JUN-2025 18:27:42)
2,154 , F , 1,0,, 	(26-JUN-2025 18:27:42)
2,21 , F , 1,0,, 	(26-JUN-2025 18:27:42)
2,22 , F , 1,0,, 	(26-JUN-2025 18:27:42)
2,23 , F , 1,0,, 	(26-JUN-2025 18:27:42)
2,24 , F , 1,0,, 	(26-JUN-2025 18:27:42)
2,25 , F , 1,0,, 	(26-JUN-2025 18:27:42)
2,28 , F , 1,0,, 	(26-JUN-2025 18:27:42)
2,31 , F , 1,0,, 	(26-JUN-2025 18:27:42)
2,49 , F , 1,0,, 	(26-JUN-2025 18:27:42)
2,34 , F , 1,0,, 	(26-JUN-2025 18:27:42)
2,36 , F , 1,0,, 	(26-JUN-2025 18:27:42)
2,37 , F , 1,0,, 	(26-JUN-2025 18:27:42)
2,38 , F , 1,0,, 	(26-JUN-2025 18:27:42)
2,39 , F , 1,0,, 	(26-JUN-2025 18:27:42)
2,40 , F , 1,0,, 	(26-JUN-2025 18:27:42)
2,41 , F , 1,0,, 	(26-JUN-2025 18:27:42)
2,46 , F , 1,0,, 	(26-JUN-2025 18:27:42)
2,47 , F , 1,0,, 	(26-JUN-2025 18:27:42)
2,48 , F , 1,0,, 	(26-JUN-2025 18:27:42)
2,49 , F , 1,0,, 	(26-JUN-2025 18:27:42)	 (Not Inserted)
2,50 , F , 1,0,, 	(26-JUN-2025 18:27:42)
2,52 , F , 1,0,, 	(26-JUN-2025 18:27:42)
2,54 , F , 1,0,, 	(26-JUN-2025 18:27:42)
2,55 , F , 1,0,, 	(26-JUN-2025 18:27:42)
2,56 , F , 1,0,, 	(26-JUN-2025 18:27:42)
2,59 , F , 1,0,, 	(26-JUN-2025 18:27:42)
2,61 , F , 1,0,, 	(26-JUN-2025 18:27:42)
2,63 , F , 1,0,, 	(26-JUN-2025 18:27:42)
2,65 , F , 1,0,, 	(26-JUN-2025 18:27:42)
2,144 , F , 1,0,, 	(26-JUN-2025 18:27:42)
2,92 , F , 1,0,, 	(26-JUN-2025 18:27:42)
2,92 , F , 2,0,, 	(26-JUN-2025 18:27:42)
2,104 , F , 1,0,, 	(26-JUN-2025 18:27:42)
2,104 , F , 2,0,, 	(26-JUN-2025 18:27:42)
2,162 , F , 1,0,, 	(26-JUN-2025 18:27:42)
2,278 , F , 1,0,, 	(26-JUN-2025 18:27:42)
2,183 , F , 1,0,, 	(26-JUN-2025 18:27:42)
2,184 , F , 1,0,, 	(26-JUN-2025 18:27:42)
2,130 , F , 1,0,, 	(26-JUN-2025 18:27:42)

TOTAL DATA IN EXCEL : ,92,,,,,, 	(26-JUN-2025 18:27:42)
 

TOTAL DATA INSERTED : ,88,,,,,, 	(26-JUN-2025 18:27:42)
 

TOTAL SKIPPED DATA ,4,,,,,, 	(26-JUN-2025 18:27:42)
 
<<END>>,<<FMS_SUPPLY_AGMT_LIABILITY>>,,,,,, 	(26-JUN-2025 18:27:42)
 
