

<<START>>,<<FMS_ENTITY_REQ_DTL>>,,,, 	(12-MAR-2025 18:37:12)
SHIPBUILD. & REPAIRS,, 	(12-MAR-2025 18:37:12)
TRUCKS&PASS VEHICALS,, 	(12-MAR-2025 18:37:12)
SCOOTERS ETC,, 	(12-MAR-2025 18:37:12)
HIGH PRESSURE VESSEL,, 	(12-MAR-2025 18:37:12)
MECH. MISCELLANEOUS,, 	(12-MAR-2025 18:37:12)
STRUCTURAL WORKS,, 	(12-MAR-2025 18:37:12)
IRON & STEEL PLANTS,, 	(12-MAR-2025 18:37:12)
IRON & STEEL REWORKS,, 	(12-MAR-2025 18:37:12)
ALUMINIUM,, 	(12-MAR-2025 18:37:12)
FOUNDRIES/CASTINGS,, 	(12-MAR-2025 18:37:12)
FERROUS ALLOYS,, 	(12-MAR-2025 18:37:12)
METAL. MISCELLANEOUS,, 	(12-MAR-2025 18:37:12)
CANDLE INDUSTRY,, 	(12-MAR-2025 18:37:12)
MATCHES,, 	(12-MAR-2025 18:37:12)
RUBBER TYRES & TUBES,, 	(12-MAR-2025 18:37:12)
PAPER PRODUCTS,, 	(12-MAR-2025 18:37:12)
INDU ABRASIVES,, 	(12-MAR-2025 18:37:12)
GLASS/CERAMICS ETC,, 	(12-MAR-2025 18:37:12)
PACKING MATERIALS,, 	(12-MAR-2025 18:37:12)
PLASTIC INDUSTRIES,, 	(12-MAR-2025 18:37:12)
LEATHER,, 	(12-MAR-2025 18:37:12)
PROCESSOR,, 	(12-MAR-2025 18:37:12)
TOBACCO PRODUCTS,, 	(12-MAR-2025 18:37:12)
INDUS. MISCELLANEOUS,, 	(12-MAR-2025 18:37:12)
COTTON MILLS HOSIERY,, 	(12-MAR-2025 18:37:12)
JUTE MILLS,, 	(12-MAR-2025 18:37:12)
SYN.FIBRE/RAYON MF,, 	(12-MAR-2025 18:37:12)
TEXTI. MISCELLANEOUS,, 	(12-MAR-2025 18:37:12)
PET.EXPLO&PROD,, 	(12-MAR-2025 18:37:12)
IRON ORE,, 	(12-MAR-2025 18:37:12)
COAL,, 	(12-MAR-2025 18:37:12)
BAUXITE,, 	(12-MAR-2025 18:37:12)
MANGANESE,, 	(12-MAR-2025 18:37:12)
STONE QUARRYING,, 	(12-MAR-2025 18:37:12)
MINING MISCELLANEOUS,, 	(12-MAR-2025 18:37:12)
POST & TELEGRAPHS,, 	(12-MAR-2025 18:37:12)
STATE ELEC. BOARDS,, 	(12-MAR-2025 18:37:12)
CATERING & HOTELS,, 	(12-MAR-2025 18:37:12)
UNIVERSITIES ETC,, 	(12-MAR-2025 18:37:12)
LAUNDRIES,, 	(12-MAR-2025 18:37:12)
REFINERIES,, 	(12-MAR-2025 18:37:12)
TPP-OIL,, 	(12-MAR-2025 18:37:12)
HYDEL POWER PLANTS,, 	(12-MAR-2025 18:37:12)
ATOMIC POWER PLANTS,, 	(12-MAR-2025 18:37:12)
GAS TURBINES,, 	(12-MAR-2025 18:37:12)
POWER MISCELLANEOUS,, 	(12-MAR-2025 18:37:12)
RAILWAYS,, 	(12-MAR-2025 18:37:12)
OTHER ROAD TRANSPORT,, 	(12-MAR-2025 18:37:12)
STATE ROAD TRANSPORT,, 	(12-MAR-2025 18:37:12)
SHIP. COASTAL,, 	(12-MAR-2025 18:37:12)
SHIP. INTERNATIONAL,, 	(12-MAR-2025 18:37:12)
INLAND WATERWAYS,, 	(12-MAR-2025 18:37:12)
OTHERS (PORT TRUST),, 	(12-MAR-2025 18:37:12)
DOMESTIC DIST.,, 	(12-MAR-2025 18:37:12)
INDUSTRIAL DIST.,, 	(12-MAR-2025 18:37:12)
OWN CONSUMPTION,, 	(12-MAR-2025 18:37:12)
PARALLEL MARKETERS,, 	(12-MAR-2025 18:37:12)
TEA PLANTATION,, 	(12-MAR-2025 18:37:12)
RUBBER/COFFEE ETC,, 	(12-MAR-2025 18:37:12)
FORESTRY&TIMBER,, 	(12-MAR-2025 18:37:12)
AGRI.CROPS/ORCHARD,, 	(12-MAR-2025 18:37:12)
SUGAR MILLS,, 	(12-MAR-2025 18:37:12)
FLOUR MILLS ETC,, 	(12-MAR-2025 18:37:12)
VEG. OIL MILLS,, 	(12-MAR-2025 18:37:12)
FOOD PROCESSING,, 	(12-MAR-2025 18:37:12)
DAIRIES&MILK PROC,, 	(12-MAR-2025 18:37:12)
FISHERIES,, 	(12-MAR-2025 18:37:12)
AGRI. MISCELLANEOUS,, 	(12-MAR-2025 18:37:12)
DOMESTIC AIRLINES,, 	(12-MAR-2025 18:37:12)
FOREIGN AIRLINES,, 	(12-MAR-2025 18:37:12)
DAIRIES&MILK PROC,, 	(12-MAR-2025 18:37:12)	 (Not Inserted)
FERTILISER-GAS BASED,, 	(12-MAR-2025 18:37:12)
CAUSTIC SODA ETC.,, 	(12-MAR-2025 18:37:12)
HEAVY ACIDS,, 	(12-MAR-2025 18:37:12)
OTHER INORG.CHEM,, 	(12-MAR-2025 18:37:12)
PETRO-CHEM OTHERS,, 	(12-MAR-2025 18:37:12)
PETROCHEM -GAS BASED,, 	(12-MAR-2025 18:37:12)
DYES & DYE STUFFS,, 	(12-MAR-2025 18:37:12)
SYNTHETIC RUBBER,, 	(12-MAR-2025 18:37:12)
PESTI./AGRO CHEM,, 	(12-MAR-2025 18:37:12)
OTHER ORG.CHEMICAL,, 	(12-MAR-2025 18:37:12)
DRUGS&PHARMACEUTICAL,, 	(12-MAR-2025 18:37:12)
PAINTS ETC,, 	(12-MAR-2025 18:37:12)
INDU EXPLOSIVE,, 	(12-MAR-2025 18:37:12)
CALCINATION PLANTS,, 	(12-MAR-2025 18:37:12)
SOAPS ETC,, 	(12-MAR-2025 18:37:12)
MISC CHEM INDU,, 	(12-MAR-2025 18:37:12)
CEMENT/BUILD MAT,, 	(12-MAR-2025 18:37:12)
BITUMEN/BUILD.MAT,, 	(12-MAR-2025 18:37:12)
CIVIL MISCELLANEOUS,, 	(12-MAR-2025 18:37:12)
CITY OR LOCAL NATURAL GAS DISTRIBUTION,, 	(12-MAR-2025 18:37:12)
LDC,, 	(12-MAR-2025 18:37:12)

TOTAL DATA IN EXCEL : ,97, 	(12-MAR-2025 18:37:12)
 

TOTAL DATA INSERTED : ,96, 	(12-MAR-2025 18:37:12)
 

TOTAL SKIPPED DATA ,1, 	(12-MAR-2025 18:37:12)
 
<<END>>,<<FMS_SECTOR_MST>>, 	(12-MAR-2025 18:37:12)
 

<<START>>,<<FMS_SECTOR_DTL>>, 	(12-MAR-2025 18:37:12)
 
ABBR,,TIMESTAMP
RESELLERS,, 	(12-MAR-2025 18:37:12)
ELLECTRICAL/ ELECTRONICS,, 	(12-MAR-2025 18:37:12)
HEAVY MACHINES,, 	(12-MAR-2025 18:37:12)
LIGHT MACHINES,, 	(12-MAR-2025 18:37:12)
AIRCRAFTS,, 	(12-MAR-2025 18:37:12)
SHIPBUILD. & REPAIRS,, 	(12-MAR-2025 18:37:12)
TRUCKS&PASS VEHICALS,, 	(12-MAR-2025 18:37:12)
SCOOTERS ETC,, 	(12-MAR-2025 18:37:12)
HIGH PRESSURE VESSEL,, 	(12-MAR-2025 18:37:12)
MECH. MISCELLANEOUS,, 	(12-MAR-2025 18:37:12)
STRUCTURAL WORKS,, 	(12-MAR-2025 18:37:12)
IRON & STEEL PLANTS,, 	(12-MAR-2025 18:37:12)
IRON & STEEL REWORKS,, 	(12-MAR-2025 18:37:12)
ALUMINIUM,, 	(12-MAR-2025 18:37:12)
FOUNDRIES/CASTINGS,, 	(12-MAR-2025 18:37:12)
FERROUS ALLOYS,, 	(12-MAR-2025 18:37:12)
METAL. MISCELLANEOUS,, 	(12-MAR-2025 18:37:12)
CANDLE INDUSTRY,, 	(12-MAR-2025 18:37:12)
MATCHES,, 	(12-MAR-2025 18:37:12)
RUBBER TYRES & TUBES,, 	(12-MAR-2025 18:37:12)
PAPER PRODUCTS,, 	(12-MAR-2025 18:37:12)
INDU ABRASIVES,, 	(12-MAR-2025 18:37:12)
GLASS/CERAMICS ETC,, 	(12-MAR-2025 18:37:12)
PACKING MATERIALS,, 	(12-MAR-2025 18:37:12)
PLASTIC INDUSTRIES,, 	(12-MAR-2025 18:37:12)
LEATHER,, 	(12-MAR-2025 18:37:12)
PROCESSOR,, 	(12-MAR-2025 18:37:12)
TOBACCO PRODUCTS,, 	(12-MAR-2025 18:37:12)
INDUS. MISCELLANEOUS,, 	(12-MAR-2025 18:37:12)
COTTON MILLS HOSIERY,, 	(12-MAR-2025 18:37:12)
JUTE MILLS,, 	(12-MAR-2025 18:37:12)
SYN.FIBRE/RAYON MF,, 	(12-MAR-2025 18:37:12)
TEXTI. MISCELLANEOUS,, 	(12-MAR-2025 18:37:12)
PET.EXPLO&PROD,, 	(12-MAR-2025 18:37:12)
IRON ORE,, 	(12-MAR-2025 18:37:12)
COAL,, 	(12-MAR-2025 18:37:12)
BAUXITE,, 	(12-MAR-2025 18:37:12)
MANGANESE,, 	(12-MAR-2025 18:37:12)
STONE QUARRYING,, 	(12-MAR-2025 18:37:12)
MINING MISCELLANEOUS,, 	(12-MAR-2025 18:37:12)
POST & TELEGRAPHS,, 	(12-MAR-2025 18:37:12)
STATE ELEC. BOARDS,, 	(12-MAR-2025 18:37:12)
CATERING & HOTELS,, 	(12-MAR-2025 18:37:12)
UNIVERSITIES ETC,, 	(12-MAR-2025 18:37:12)
LAUNDRIES,, 	(12-MAR-2025 18:37:12)
REFINERIES,, 	(12-MAR-2025 18:37:12)
TPP-OIL,, 	(12-MAR-2025 18:37:12)
HYDEL POWER PLANTS,, 	(12-MAR-2025 18:37:12)
ATOMIC POWER PLANTS,, 	(12-MAR-2025 18:37:12)
GAS TURBINES,, 	(12-MAR-2025 18:37:12)
POWER MISCELLANEOUS,, 	(12-MAR-2025 18:37:12)
RAILWAYS,, 	(12-MAR-2025 18:37:12)
OTHER ROAD TRANSPORT,, 	(12-MAR-2025 18:37:12)
STATE ROAD TRANSPORT,, 	(12-MAR-2025 18:37:12)
SHIP. COASTAL,, 	(12-MAR-2025 18:37:12)
SHIP. INTERNATIONAL,, 	(12-MAR-2025 18:37:12)
INLAND WATERWAYS,, 	(12-MAR-2025 18:37:12)
OTHERS (PORT TRUST),, 	(12-MAR-2025 18:37:12)
DOMESTIC DIST.,, 	(12-MAR-2025 18:37:12)
INDUSTRIAL DIST.,, 	(12-MAR-2025 18:37:12)
OWN CONSUMPTION,, 	(12-MAR-2025 18:37:12)
PARALLEL MARKETERS,, 	(12-MAR-2025 18:37:12)
TEA PLANTATION,, 	(12-MAR-2025 18:37:12)
RUBBER/COFFEE ETC,, 	(12-MAR-2025 18:37:12)
FORESTRY&TIMBER,, 	(12-MAR-2025 18:37:12)
AGRI.CROPS/ORCHARD,, 	(12-MAR-2025 18:37:12)
SUGAR MILLS,, 	(12-MAR-2025 18:37:12)
FLOUR MILLS ETC,, 	(12-MAR-2025 18:37:12)
VEG. OIL MILLS,, 	(12-MAR-2025 18:37:12)
FOOD PROCESSING,, 	(12-MAR-2025 18:37:12)
DAIRIES&MILK PROC,, 	(12-MAR-2025 18:37:12)
FISHERIES,, 	(12-MAR-2025 18:37:12)
AGRI. MISCELLANEOUS,, 	(12-MAR-2025 18:37:12)
DOMESTIC AIRLINES,, 	(12-MAR-2025 18:37:12)
FOREIGN AIRLINES,, 	(12-MAR-2025 18:37:12)
FERTILISER-GAS BASED,, 	(12-MAR-2025 18:37:12)
CAUSTIC SODA ETC.,, 	(12-MAR-2025 18:37:12)
HEAVY ACIDS,, 	(12-MAR-2025 18:37:12)
OTHER INORG.CHEM,, 	(12-MAR-2025 18:37:12)
PETRO-CHEM OTHERS,, 	(12-MAR-2025 18:37:12)
PETROCHEM -GAS BASED,, 	(12-MAR-2025 18:37:12)
DYES & DYE STUFFS,, 	(12-MAR-2025 18:37:12)
SYNTHETIC RUBBER,, 	(12-MAR-2025 18:37:12)
PESTI./AGRO CHEM,, 	(12-MAR-2025 18:37:12)
OTHER ORG.CHEMICAL,, 	(12-MAR-2025 18:37:12)
DRUGS&PHARMACEUTICAL,, 	(12-MAR-2025 18:37:12)
PAINTS ETC,, 	(12-MAR-2025 18:37:12)
INDU EXPLOSIVE,, 	(12-MAR-2025 18:37:12)
CALCINATION PLANTS,, 	(12-MAR-2025 18:37:12)
