

<<START>>,<<FMS_ENTITY_REQ_DTL>>,,,, 	(01-APR-2025 17:42:39)
IRON & STEEL REWORKS,, 	(01-APR-2025 17:42:40)
ALUMINIUM,, 	(01-APR-2025 17:42:40)
FOUNDRIES/CASTINGS,, 	(01-APR-2025 17:42:40)
FERROUS ALLOYS,, 	(01-APR-2025 17:42:40)
METAL. MISCELLANEOUS,, 	(01-APR-2025 17:42:40)
CANDLE INDUSTRY,, 	(01-APR-2025 17:42:40)
MATCHES,, 	(01-APR-2025 17:42:40)
RUBBER TYRES & TUBES,, 	(01-APR-2025 17:42:40)
PAPER PRODUCTS,, 	(01-APR-2025 17:42:40)
INDU ABRASIVES,, 	(01-APR-2025 17:42:40)
GLASS/CERAMICS ETC,, 	(01-APR-2025 17:42:40)
PACKING MATERIALS,, 	(01-APR-2025 17:42:40)
PLASTIC INDUSTRIES,, 	(01-APR-2025 17:42:40)
LEATHER,, 	(01-APR-2025 17:42:40)
PROCESSOR,, 	(01-APR-2025 17:42:40)
TOBACCO PRODUCTS,, 	(01-APR-2025 17:42:40)
INDUS. MISCELLANEOUS,, 	(01-APR-2025 17:42:40)
COTTON MILLS HOSIERY,, 	(01-APR-2025 17:42:40)
JUTE MILLS,, 	(01-APR-2025 17:42:40)
SYN.FIBRE/RAYON MF,, 	(01-APR-2025 17:42:40)
TEXTI. MISCELLANEOUS,, 	(01-APR-2025 17:42:41)
PET.EXPLO&PROD,, 	(01-APR-2025 17:42:41)
IRON ORE,, 	(01-APR-2025 17:42:41)
COAL,, 	(01-APR-2025 17:42:41)
BAUXITE,, 	(01-APR-2025 17:42:41)
MANGANESE,, 	(01-APR-2025 17:42:41)
STONE QUARRYING,, 	(01-APR-2025 17:42:41)
MINING MISCELLANEOUS,, 	(01-APR-2025 17:42:41)
POST & TELEGRAPHS,, 	(01-APR-2025 17:42:41)
STATE ELEC. BOARDS,, 	(01-APR-2025 17:42:41)
CATERING & HOTELS,, 	(01-APR-2025 17:42:41)
UNIVERSITIES ETC,, 	(01-APR-2025 17:42:41)
LAUNDRIES,, 	(01-APR-2025 17:42:41)
REFINERIES,, 	(01-APR-2025 17:42:41)
TPP-OIL,, 	(01-APR-2025 17:42:41)
HYDEL POWER PLANTS,, 	(01-APR-2025 17:42:41)
ATOMIC POWER PLANTS,, 	(01-APR-2025 17:42:41)
GAS TURBINES,, 	(01-APR-2025 17:42:41)
POWER MISCELLANEOUS,, 	(01-APR-2025 17:42:41)
RAILWAYS,, 	(01-APR-2025 17:42:41)
OTHER ROAD TRANSPORT,, 	(01-APR-2025 17:42:41)
STATE ROAD TRANSPORT,, 	(01-APR-2025 17:42:41)
SHIP. COASTAL,, 	(01-APR-2025 17:42:41)
SHIP. INTERNATIONAL,, 	(01-APR-2025 17:42:41)
INLAND WATERWAYS,, 	(01-APR-2025 17:42:41)
OTHERS (PORT TRUST),, 	(01-APR-2025 17:42:41)
DOMESTIC DIST.,, 	(01-APR-2025 17:42:41)
INDUSTRIAL DIST.,, 	(01-APR-2025 17:42:41)
OWN CONSUMPTION,, 	(01-APR-2025 17:42:41)
PARALLEL MARKETERS,, 	(01-APR-2025 17:42:41)
TEA PLANTATION,, 	(01-APR-2025 17:42:41)
RUBBER/COFFEE ETC,, 	(01-APR-2025 17:42:41)
FORESTRY&TIMBER,, 	(01-APR-2025 17:42:41)
AGRI.CROPS/ORCHARD,, 	(01-APR-2025 17:42:41)
SUGAR MILLS,, 	(01-APR-2025 17:42:41)
FLOUR MILLS ETC,, 	(01-APR-2025 17:42:41)
VEG. OIL MILLS,, 	(01-APR-2025 17:42:41)
FOOD PROCESSING,, 	(01-APR-2025 17:42:41)
DAIRIES&MILK PROC,, 	(01-APR-2025 17:42:41)
FISHERIES,, 	(01-APR-2025 17:42:41)
AGRI. MISCELLANEOUS,, 	(01-APR-2025 17:42:41)
DOMESTIC AIRLINES,, 	(01-APR-2025 17:42:41)
FOREIGN AIRLINES,, 	(01-APR-2025 17:42:41)
DAIRIES&MILK PROC,, 	(01-APR-2025 17:42:41)	 (Not Inserted)
FERTILISER-GAS BASED,, 	(01-APR-2025 17:42:41)
CAUSTIC SODA ETC.,, 	(01-APR-2025 17:42:41)
HEAVY ACIDS,, 	(01-APR-2025 17:42:41)
OTHER INORG.CHEM,, 	(01-APR-2025 17:42:41)
PETRO-CHEM OTHERS,, 	(01-APR-2025 17:42:41)
PETROCHEM -GAS BASED,, 	(01-APR-2025 17:42:41)
DYES & DYE STUFFS,, 	(01-APR-2025 17:42:41)
SYNTHETIC RUBBER,, 	(01-APR-2025 17:42:41)
PESTI./AGRO CHEM,, 	(01-APR-2025 17:42:41)
OTHER ORG.CHEMICAL,, 	(01-APR-2025 17:42:41)
DRUGS&PHARMACEUTICAL,, 	(01-APR-2025 17:42:41)
PAINTS ETC,, 	(01-APR-2025 17:42:41)
INDU EXPLOSIVE,, 	(01-APR-2025 17:42:41)
CALCINATION PLANTS,, 	(01-APR-2025 17:42:41)
SOAPS ETC,, 	(01-APR-2025 17:42:41)
MISC CHEM INDU,, 	(01-APR-2025 17:42:41)
CEMENT/BUILD MAT,, 	(01-APR-2025 17:42:41)
BITUMEN/BUILD.MAT,, 	(01-APR-2025 17:42:41)
CIVIL MISCELLANEOUS,, 	(01-APR-2025 17:42:41)
CITY OR LOCAL NATURAL GAS DISTRIBUTION,, 	(01-APR-2025 17:42:41)
LDC,, 	(01-APR-2025 17:42:41)

TOTAL DATA IN EXCEL : ,97, 	(01-APR-2025 17:42:41)
 

TOTAL DATA INSERTED : ,96, 	(01-APR-2025 17:42:41)
 

TOTAL SKIPPED DATA ,1, 	(01-APR-2025 17:42:41)
 
<<END>>,<<FMS_SECTOR_MST>>, 	(01-APR-2025 17:42:41)
 

<<START>>,<<FMS_SECTOR_DTL>>, 	(01-APR-2025 17:42:41)
 
ABBR,,TIMESTAMP
RESELLERS,, 	(01-APR-2025 17:42:41)
ELLECTRICAL/ ELECTRONICS,, 	(01-APR-2025 17:42:41)
HEAVY MACHINES,, 	(01-APR-2025 17:42:41)
LIGHT MACHINES,, 	(01-APR-2025 17:42:41)
AIRCRAFTS,, 	(01-APR-2025 17:42:41)
SHIPBUILD. & REPAIRS,, 	(01-APR-2025 17:42:41)
TRUCKS&PASS VEHICALS,, 	(01-APR-2025 17:42:41)
SCOOTERS ETC,, 	(01-APR-2025 17:42:41)
HIGH PRESSURE VESSEL,, 	(01-APR-2025 17:42:41)
MECH. MISCELLANEOUS,, 	(01-APR-2025 17:42:41)
STRUCTURAL WORKS,, 	(01-APR-2025 17:42:41)
IRON & STEEL PLANTS,, 	(01-APR-2025 17:42:41)
IRON & STEEL REWORKS,, 	(01-APR-2025 17:42:41)
ALUMINIUM,, 	(01-APR-2025 17:42:41)
FOUNDRIES/CASTINGS,, 	(01-APR-2025 17:42:41)
FERROUS ALLOYS,, 	(01-APR-2025 17:42:41)
METAL. MISCELLANEOUS,, 	(01-APR-2025 17:42:41)
CANDLE INDUSTRY,, 	(01-APR-2025 17:42:41)
MATCHES,, 	(01-APR-2025 17:42:41)
RUBBER TYRES & TUBES,, 	(01-APR-2025 17:42:41)
PAPER PRODUCTS,, 	(01-APR-2025 17:42:41)
INDU ABRASIVES,, 	(01-APR-2025 17:42:41)
GLASS/CERAMICS ETC,, 	(01-APR-2025 17:42:41)
PACKING MATERIALS,, 	(01-APR-2025 17:42:41)
PLASTIC INDUSTRIES,, 	(01-APR-2025 17:42:41)
LEATHER,, 	(01-APR-2025 17:42:41)
PROCESSOR,, 	(01-APR-2025 17:42:41)
TOBACCO PRODUCTS,, 	(01-APR-2025 17:42:41)
INDUS. MISCELLANEOUS,, 	(01-APR-2025 17:42:41)
COTTON MILLS HOSIERY,, 	(01-APR-2025 17:42:41)
JUTE MILLS,, 	(01-APR-2025 17:42:41)
SYN.FIBRE/RAYON MF,, 	(01-APR-2025 17:42:41)
TEXTI. MISCELLANEOUS,, 	(01-APR-2025 17:42:41)
PET.EXPLO&PROD,, 	(01-APR-2025 17:42:41)
IRON ORE,, 	(01-APR-2025 17:42:41)
COAL,, 	(01-APR-2025 17:42:41)
BAUXITE,, 	(01-APR-2025 17:42:41)
MANGANESE,, 	(01-APR-2025 17:42:41)
STONE QUARRYING,, 	(01-APR-2025 17:42:41)
MINING MISCELLANEOUS,, 	(01-APR-2025 17:42:41)
POST & TELEGRAPHS,, 	(01-APR-2025 17:42:41)
STATE ELEC. BOARDS,, 	(01-APR-2025 17:42:41)
CATERING & HOTELS,, 	(01-APR-2025 17:42:41)
UNIVERSITIES ETC,, 	(01-APR-2025 17:42:41)
LAUNDRIES,, 	(01-APR-2025 17:42:41)
REFINERIES,, 	(01-APR-2025 17:42:41)
TPP-OIL,, 	(01-APR-2025 17:42:41)
HYDEL POWER PLANTS,, 	(01-APR-2025 17:42:41)
ATOMIC POWER PLANTS,, 	(01-APR-2025 17:42:41)
GAS TURBINES,, 	(01-APR-2025 17:42:41)
POWER MISCELLANEOUS,, 	(01-APR-2025 17:42:41)
RAILWAYS,, 	(01-APR-2025 17:42:41)
OTHER ROAD TRANSPORT,, 	(01-APR-2025 17:42:41)
STATE ROAD TRANSPORT,, 	(01-APR-2025 17:42:41)
SHIP. COASTAL,, 	(01-APR-2025 17:42:41)
SHIP. INTERNATIONAL,, 	(01-APR-2025 17:42:41)
INLAND WATERWAYS,, 	(01-APR-2025 17:42:41)
OTHERS (PORT TRUST),, 	(01-APR-2025 17:42:41)
DOMESTIC DIST.,, 	(01-APR-2025 17:42:41)
INDUSTRIAL DIST.,, 	(01-APR-2025 17:42:41)
OWN CONSUMPTION,, 	(01-APR-2025 17:42:41)
PARALLEL MARKETERS,, 	(01-APR-2025 17:42:41)
TEA PLANTATION,, 	(01-APR-2025 17:42:41)
RUBBER/COFFEE ETC,, 	(01-APR-2025 17:42:41)
FORESTRY&TIMBER,, 	(01-APR-2025 17:42:41)
AGRI.CROPS/ORCHARD,, 	(01-APR-2025 17:42:41)
SUGAR MILLS,, 	(01-APR-2025 17:42:41)
FLOUR MILLS ETC,, 	(01-APR-2025 17:42:41)
VEG. OIL MILLS,, 	(01-APR-2025 17:42:41)
FOOD PROCESSING,, 	(01-APR-2025 17:42:41)
DAIRIES&MILK PROC,, 	(01-APR-2025 17:42:41)
FISHERIES,, 	(01-APR-2025 17:42:41)
AGRI. MISCELLANEOUS,, 	(01-APR-2025 17:42:41)
DOMESTIC AIRLINES,, 	(01-APR-2025 17:42:41)
FOREIGN AIRLINES,, 	(01-APR-2025 17:42:41)
FERTILISER-GAS BASED,, 	(01-APR-2025 17:42:41)
CAUSTIC SODA ETC.,, 	(01-APR-2025 17:42:41)
HEAVY ACIDS,, 	(01-APR-2025 17:42:41)
OTHER INORG.CHEM,, 	(01-APR-2025 17:42:41)
PETRO-CHEM OTHERS,, 	(01-APR-2025 17:42:41)
PETROCHEM -GAS BASED,, 	(01-APR-2025 17:42:41)
DYES & DYE STUFFS,, 	(01-APR-2025 17:42:41)
SYNTHETIC RUBBER,, 	(01-APR-2025 17:42:41)
PESTI./AGRO CHEM,, 	(01-APR-2025 17:42:41)
OTHER ORG.CHEMICAL,, 	(01-APR-2025 17:42:41)
DRUGS&PHARMACEUTICAL,, 	(01-APR-2025 17:42:41)
PAINTS ETC,, 	(01-APR-2025 17:42:41)
INDU EXPLOSIVE,, 	(01-APR-2025 17:42:41)
CALCINATION PLANTS,, 	(01-APR-2025 17:42:41)
SOAPS ETC,, 	(01-APR-2025 17:42:41)
MISC CHEM INDU,, 	(01-APR-2025 17:42:41)
CEMENT/BUILD MAT,, 	(01-APR-2025 17:42:41)
BITUMEN/BUILD.MAT,, 	(01-APR-2025 17:42:41)
CIVIL MISCELLANEOUS,, 	(01-APR-2025 17:42:41)
CITY OR LOCAL NATURAL GAS DISTRIBUTION,, 	(01-APR-2025 17:42:41)
LDC,, 	(01-APR-2025 17:42:41)

TOTAL DATA IN EXCEL : ,97, 	(01-APR-2025 17:42:41)
 

TOTAL DATA INSERTED : ,96, 	(01-APR-2025 17:42:41)
 

TOTAL SKIPPED DATA ,0, 	(01-APR-2025 17:42:41)
 
<<END>>,<<FMS_SECTOR_DTL>>, 	(01-APR-2025 17:42:41)
 

