

<<START>>,<<FMS_ENTITY_REQ_DTL>>,,,, 	(01-MAR-2025 15:53:01)
AIRCRAFTS,, 	(01-MAR-2025 15:53:06)	 (Not Inserted)
SHIPBUILD. & REPAIRS,, 	(01-MAR-2025 15:53:06)	 (Not Inserted)
TRUCKS&PASS VEHICALS,, 	(01-MAR-2025 15:53:06)	 (Not Inserted)
SCOOTERS ETC,, 	(01-MAR-2025 15:53:06)	 (Not Inserted)
HIGH PRESSURE VESSEL,, 	(01-MAR-2025 15:53:06)	 (Not Inserted)
MECH. MISCELLANEOUS,, 	(01-MAR-2025 15:53:06)	 (Not Inserted)
STRUCTURAL WORKS,, 	(01-MAR-2025 15:53:06)	 (Not Inserted)
IRON & STEEL PLANTS,, 	(01-MAR-2025 15:53:06)
IRON & STEEL REWORKS,, 	(01-MAR-2025 15:53:06)	 (Not Inserted)
ALUMINIUM,, 	(01-MAR-2025 15:53:06)	 (Not Inserted)
FOUNDRIES/CASTINGS,, 	(01-MAR-2025 15:53:06)	 (Not Inserted)
FERROUS ALLOYS,, 	(01-MAR-2025 15:53:06)	 (Not Inserted)
METAL. MISCELLANEOUS,, 	(01-MAR-2025 15:53:06)	 (Not Inserted)
CANDLE INDUSTRY,, 	(01-MAR-2025 15:53:06)	 (Not Inserted)
MATCHES,, 	(01-MAR-2025 15:53:06)	 (Not Inserted)
RUBBER TYRES & TUBES,, 	(01-MAR-2025 15:53:06)	 (Not Inserted)
PAPER PRODUCTS,, 	(01-MAR-2025 15:53:06)	 (Not Inserted)
INDU ABRASIVES,, 	(01-MAR-2025 15:53:06)	 (Not Inserted)
GLASS/CERAMICS ETC,, 	(01-MAR-2025 15:53:06)	 (Not Inserted)
PACKING MATERIALS,, 	(01-MAR-2025 15:53:06)	 (Not Inserted)
PLASTIC INDUSTRIES,, 	(01-MAR-2025 15:53:06)	 (Not Inserted)
LEATHER,, 	(01-MAR-2025 15:53:06)	 (Not Inserted)
PROCESSOR,, 	(01-MAR-2025 15:53:06)	 (Not Inserted)
TOBACCO PRODUCTS,, 	(01-MAR-2025 15:53:06)	 (Not Inserted)
INDUS. MISCELLANEOUS,, 	(01-MAR-2025 15:53:06)	 (Not Inserted)
COTTON MILLS HOSIERY,, 	(01-MAR-2025 15:53:06)	 (Not Inserted)
JUTE MILLS,, 	(01-MAR-2025 15:53:06)	 (Not Inserted)
SYN.FIBRE/RAYON MF,, 	(01-MAR-2025 15:53:06)	 (Not Inserted)
TEXTI. MISCELLANEOUS,, 	(01-MAR-2025 15:53:06)	 (Not Inserted)
PET.EXPLO&PROD,, 	(01-MAR-2025 15:53:06)	 (Not Inserted)
IRON ORE,, 	(01-MAR-2025 15:53:06)	 (Not Inserted)
COAL,, 	(01-MAR-2025 15:53:06)	 (Not Inserted)
BAUXITE,, 	(01-MAR-2025 15:53:06)	 (Not Inserted)
MANGANESE,, 	(01-MAR-2025 15:53:06)	 (Not Inserted)
STONE QUARRYING,, 	(01-MAR-2025 15:53:06)	 (Not Inserted)
MINING MISCELLANEOUS,, 	(01-MAR-2025 15:53:06)	 (Not Inserted)
POST & TELEGRAPHS,, 	(01-MAR-2025 15:53:06)	 (Not Inserted)
STATE ELEC. BOARDS,, 	(01-MAR-2025 15:53:06)	 (Not Inserted)
CATERING & HOTELS,, 	(01-MAR-2025 15:53:06)	 (Not Inserted)
UNIVERSITIES ETC,, 	(01-MAR-2025 15:53:06)	 (Not Inserted)
LAUNDRIES,, 	(01-MAR-2025 15:53:06)	 (Not Inserted)
REFINERIES,, 	(01-MAR-2025 15:53:06)
TPP-OIL,, 	(01-MAR-2025 15:53:06)	 (Not Inserted)
HYDEL POWER PLANTS,, 	(01-MAR-2025 15:53:06)	 (Not Inserted)
ATOMIC POWER PLANTS,, 	(01-MAR-2025 15:53:06)	 (Not Inserted)
GAS TURBINES,, 	(01-MAR-2025 15:53:06)	 (Not Inserted)
POWER MISCELLANEOUS,, 	(01-MAR-2025 15:53:06)
RAILWAYS,, 	(01-MAR-2025 15:53:06)	 (Not Inserted)
OTHER ROAD TRANSPORT,, 	(01-MAR-2025 15:53:06)	 (Not Inserted)
STATE ROAD TRANSPORT,, 	(01-MAR-2025 15:53:06)	 (Not Inserted)
SHIP. COASTAL,, 	(01-MAR-2025 15:53:06)	 (Not Inserted)
SHIP. INTERNATIONAL,, 	(01-MAR-2025 15:53:06)	 (Not Inserted)
INLAND WATERWAYS,, 	(01-MAR-2025 15:53:06)	 (Not Inserted)
OTHERS (PORT TRUST),, 	(01-MAR-2025 15:53:06)	 (Not Inserted)
DOMESTIC DIST.,, 	(01-MAR-2025 15:53:06)	 (Not Inserted)
INDUSTRIAL DIST.,, 	(01-MAR-2025 15:53:06)	 (Not Inserted)
OWN CONSUMPTION,, 	(01-MAR-2025 15:53:06)	 (Not Inserted)
PARALLEL MARKETERS,, 	(01-MAR-2025 15:53:06)	 (Not Inserted)
TEA PLANTATION,, 	(01-MAR-2025 15:53:06)
RUBBER/COFFEE ETC,, 	(01-MAR-2025 15:53:06)	 (Not Inserted)
FORESTRY&TIMBER,, 	(01-MAR-2025 15:53:06)	 (Not Inserted)
AGRI.CROPS/ORCHARD,, 	(01-MAR-2025 15:53:06)	 (Not Inserted)
SUGAR MILLS,, 	(01-MAR-2025 15:53:06)	 (Not Inserted)
FLOUR MILLS ETC,, 	(01-MAR-2025 15:53:06)	 (Not Inserted)
VEG. OIL MILLS,, 	(01-MAR-2025 15:53:06)	 (Not Inserted)
FOOD PROCESSING,, 	(01-MAR-2025 15:53:06)	 (Not Inserted)
DAIRIES&MILK PROC,, 	(01-MAR-2025 15:53:06)	 (Not Inserted)
FISHERIES,, 	(01-MAR-2025 15:53:06)	 (Not Inserted)
AGRI. MISCELLANEOUS,, 	(01-MAR-2025 15:53:06)	 (Not Inserted)
DOMESTIC AIRLINES,, 	(01-MAR-2025 15:53:06)	 (Not Inserted)
FOREIGN AIRLINES,, 	(01-MAR-2025 15:53:06)	 (Not Inserted)
DAIRIES&MILK PROC,, 	(01-MAR-2025 15:53:06)	 (Not Inserted)
FERTILISER-GAS BASED,, 	(01-MAR-2025 15:53:06)
CAUSTIC SODA ETC.,, 	(01-MAR-2025 15:53:06)	 (Not Inserted)
HEAVY ACIDS,, 	(01-MAR-2025 15:53:06)	 (Not Inserted)
OTHER INORG.CHEM,, 	(01-MAR-2025 15:53:06)	 (Not Inserted)
PETRO-CHEM OTHERS,, 	(01-MAR-2025 15:53:06)
PETROCHEM -GAS BASED,, 	(01-MAR-2025 15:53:06)
DYES & DYE STUFFS,, 	(01-MAR-2025 15:53:06)	 (Not Inserted)
SYNTHETIC RUBBER,, 	(01-MAR-2025 15:53:06)	 (Not Inserted)
PESTI./AGRO CHEM,, 	(01-MAR-2025 15:53:06)	 (Not Inserted)
OTHER ORG.CHEMICAL,, 	(01-MAR-2025 15:53:06)	 (Not Inserted)
DRUGS&PHARMACEUTICAL,, 	(01-MAR-2025 15:53:06)	 (Not Inserted)
PAINTS ETC,, 	(01-MAR-2025 15:53:06)	 (Not Inserted)
INDU EXPLOSIVE,, 	(01-MAR-2025 15:53:06)	 (Not Inserted)
CALCINATION PLANTS,, 	(01-MAR-2025 15:53:06)	 (Not Inserted)
SOAPS ETC,, 	(01-MAR-2025 15:53:06)	 (Not Inserted)
MISC CHEM INDU,, 	(01-MAR-2025 15:53:06)	 (Not Inserted)
CEMENT/BUILD MAT,, 	(01-MAR-2025 15:53:06)	 (Not Inserted)
BITUMEN/BUILD.MAT,, 	(01-MAR-2025 15:53:06)	 (Not Inserted)
CIVIL MISCELLANEOUS,, 	(01-MAR-2025 15:53:06)	 (Not Inserted)
CITY OR LOCAL NATURAL GAS DISTRIBUTION,, 	(01-MAR-2025 15:53:06)
LDC,, 	(01-MAR-2025 15:53:06)

TOTAL DATA IN EXCEL : ,97, 	(01-MAR-2025 15:53:06)
 

TOTAL DATA INSERTED : ,10, 	(01-MAR-2025 15:53:06)
 

TOTAL SKIPPED DATA ,87, 	(01-MAR-2025 15:53:06)
 
<<END>>,<<FMS_SECTOR_MST>>, 	(01-MAR-2025 15:53:06)
 

<<START>>,<<FMS_SECTOR_DTL>>, 	(01-MAR-2025 15:53:06)
 
ABBR,,TIMESTAMP
RESELLERS,, 	(01-MAR-2025 15:53:06)
ELLECTRICAL/ ELECTRONICS,, 	(01-MAR-2025 15:53:06)
HEAVY MACHINES,, 	(01-MAR-2025 15:53:06)
LIGHT MACHINES,, 	(01-MAR-2025 15:53:06)
AIRCRAFTS,, 	(01-MAR-2025 15:53:06)
SHIPBUILD. & REPAIRS,, 	(01-MAR-2025 15:53:06)
TRUCKS&PASS VEHICALS,, 	(01-MAR-2025 15:53:06)
SCOOTERS ETC,, 	(01-MAR-2025 15:53:06)
HIGH PRESSURE VESSEL,, 	(01-MAR-2025 15:53:06)
MECH. MISCELLANEOUS,, 	(01-MAR-2025 15:53:06)
STRUCTURAL WORKS,, 	(01-MAR-2025 15:53:06)
IRON & STEEL PLANTS,, 	(01-MAR-2025 15:53:06)
IRON & STEEL REWORKS,, 	(01-MAR-2025 15:53:06)
ALUMINIUM,, 	(01-MAR-2025 15:53:06)
FOUNDRIES/CASTINGS,, 	(01-MAR-2025 15:53:06)
FERROUS ALLOYS,, 	(01-MAR-2025 15:53:06)
METAL. MISCELLANEOUS,, 	(01-MAR-2025 15:53:06)
CANDLE INDUSTRY,, 	(01-MAR-2025 15:53:06)
MATCHES,, 	(01-MAR-2025 15:53:06)
RUBBER TYRES & TUBES,, 	(01-MAR-2025 15:53:06)
PAPER PRODUCTS,, 	(01-MAR-2025 15:53:06)
INDU ABRASIVES,, 	(01-MAR-2025 15:53:06)
GLASS/CERAMICS ETC,, 	(01-MAR-2025 15:53:06)
PACKING MATERIALS,, 	(01-MAR-2025 15:53:06)
PLASTIC INDUSTRIES,, 	(01-MAR-2025 15:53:06)
LEATHER,, 	(01-MAR-2025 15:53:06)
PROCESSOR,, 	(01-MAR-2025 15:53:06)
TOBACCO PRODUCTS,, 	(01-MAR-2025 15:53:06)
INDUS. MISCELLANEOUS,, 	(01-MAR-2025 15:53:06)
COTTON MILLS HOSIERY,, 	(01-MAR-2025 15:53:06)
JUTE MILLS,, 	(01-MAR-2025 15:53:06)
SYN.FIBRE/RAYON MF,, 	(01-MAR-2025 15:53:06)
TEXTI. MISCELLANEOUS,, 	(01-MAR-2025 15:53:06)
PET.EXPLO&PROD,, 	(01-MAR-2025 15:53:06)
IRON ORE,, 	(01-MAR-2025 15:53:06)
COAL,, 	(01-MAR-2025 15:53:06)
BAUXITE,, 	(01-MAR-2025 15:53:06)
MANGANESE,, 	(01-MAR-2025 15:53:06)
STONE QUARRYING,, 	(01-MAR-2025 15:53:06)
MINING MISCELLANEOUS,, 	(01-MAR-2025 15:53:06)
POST & TELEGRAPHS,, 	(01-MAR-2025 15:53:06)
STATE ELEC. BOARDS,, 	(01-MAR-2025 15:53:06)
CATERING & HOTELS,, 	(01-MAR-2025 15:53:06)
UNIVERSITIES ETC,, 	(01-MAR-2025 15:53:06)
LAUNDRIES,, 	(01-MAR-2025 15:53:06)
REFINERIES,, 	(01-MAR-2025 15:53:06)
TPP-OIL,, 	(01-MAR-2025 15:53:06)
HYDEL POWER PLANTS,, 	(01-MAR-2025 15:53:06)
ATOMIC POWER PLANTS,, 	(01-MAR-2025 15:53:06)
GAS TURBINES,, 	(01-MAR-2025 15:53:06)
POWER MISCELLANEOUS,, 	(01-MAR-2025 15:53:06)
RAILWAYS,, 	(01-MAR-2025 15:53:06)
OTHER ROAD TRANSPORT,, 	(01-MAR-2025 15:53:06)
STATE ROAD TRANSPORT,, 	(01-MAR-2025 15:53:06)
SHIP. COASTAL,, 	(01-MAR-2025 15:53:06)
SHIP. INTERNATIONAL,, 	(01-MAR-2025 15:53:06)
INLAND WATERWAYS,, 	(01-MAR-2025 15:53:06)
OTHERS (PORT TRUST),, 	(01-MAR-2025 15:53:06)
DOMESTIC DIST.,, 	(01-MAR-2025 15:53:06)
INDUSTRIAL DIST.,, 	(01-MAR-2025 15:53:06)
OWN CONSUMPTION,, 	(01-MAR-2025 15:53:06)
PARALLEL MARKETERS,, 	(01-MAR-2025 15:53:06)
TEA PLANTATION,, 	(01-MAR-2025 15:53:07)
