

<<START>>,<<FMS_METER_MST>>,,,,, 	(21-FEB-2025 12:00:35)
2 ,4 , Gail , 2 , R , 2, 	(21-FEB-2025 12:00:36)
2 ,4 , Gail , 3 , R , 1, 	(21-FEB-2025 12:00:36)
2 ,4 , Gail , 3 , R , 2, 	(21-FEB-2025 12:00:36)
2 ,4 , Gail , 4 , R , 1, 	(21-FEB-2025 12:00:36)
2 ,4 , Gail , 4 , R , 2, 	(21-FEB-2025 12:00:36)
2 ,4 , Gail , 5 , R , 1, 	(21-FEB-2025 12:00:36)
2 ,4 , Gail , 6 , R , 1, 	(21-FEB-2025 12:00:36)
2 ,4 , Gail , 7 , R , 1, 	(21-FEB-2025 12:00:36)
2 ,4 , Gail , 7 , R , 2, 	(21-FEB-2025 12:00:36)
2 ,4 , Gail , 8 , R , 1, 	(21-FEB-2025 12:00:36)
2 ,4 , Gail , 8 , R , 2, 	(21-FEB-2025 12:00:36)
2 ,4 , Gail , 9 , R , 1, 	(21-FEB-2025 12:00:36)
2 ,4 , Gail , 9 , R , 2, 	(21-FEB-2025 12:00:36)
2 ,53 , RGPL , 1 , R , 1, 	(21-FEB-2025 12:00:36)	 (Not Inserted)
2 ,53 , RGPL , 1 , R , 2, 	(21-FEB-2025 12:00:36)
2 ,29 , PipeInfra , 1 , R , 1, 	(21-FEB-2025 12:00:36)
2 ,29 , PipeInfra , 1 , R , 2, 	(21-FEB-2025 12:00:36)
2 ,29 , PipeInfra , 1 , R , 3, 	(21-FEB-2025 12:00:36)
2 ,29 , PipeInfra , 2 , R , 1, 	(21-FEB-2025 12:00:36)
2 ,29 , PipeInfra , 3 , R , 1, 	(21-FEB-2025 12:00:36)
2 ,29 , PipeInfra , 3 , R , 2, 	(21-FEB-2025 12:00:36)
2 ,29 , PipeInfra , 4 , R , 1, 	(21-FEB-2025 12:00:36)
2 ,29 , PipeInfra , 4 , R , 2, 	(21-FEB-2025 12:00:36)
2 ,29 , PipeInfra , 5 , R , 1, 	(21-FEB-2025 12:00:36)
2 ,29 , PipeInfra , 5 , R , 2, 	(21-FEB-2025 12:00:36)
2 ,29 , PipeInfra , 6 , R , 1, 	(21-FEB-2025 12:00:36)
2 ,29 , PipeInfra , 6 , R , 2, 	(21-FEB-2025 12:00:36)
2 ,29 , PipeInfra , 7 , R , 1, 	(21-FEB-2025 12:00:36)
2 ,29 , PipeInfra , 8 , R , 1, 	(21-FEB-2025 12:00:36)
2 ,29 , PipeInfra , 8 , R , 2, 	(21-FEB-2025 12:00:36)
2 ,168 , GSIGLIM , 1 , R , 1, 	(21-FEB-2025 12:00:36)
2 ,168 , GSIGLIM , 2 , R , 1, 	(21-FEB-2025 12:00:36)
2 ,134 , GSINLIM , 1 , R , 1, 	(21-FEB-2025 12:00:36)
2 ,134 , GSINLIM , 1 , R , 2, 	(21-FEB-2025 12:00:36)
2 ,29 , PipeInfra , 9 , R , 0, 	(21-FEB-2025 12:00:36)
2 ,45 , GSPL , 0 , R , 0, 	(21-FEB-2025 12:00:36)
2 ,4 , Gail , 10 , R , 0, 	(21-FEB-2025 12:00:36)
2 ,4 , Gail , 11 , R , 0, 	(21-FEB-2025 12:00:36)
2 ,4 , Gail , 12 , R , 0, 	(21-FEB-2025 12:00:36)
2 ,29 , PipeInfra , 10 , R , 0, 	(21-FEB-2025 12:00:36)
2 ,29 , PipeInfra , 11 , R , 0, 	(21-FEB-2025 12:00:36)
2 ,29 , PipeInfra , 12 , R , 0, 	(21-FEB-2025 12:00:36)
2 ,29 , PipeInfra , 12 , R , 0, 	(21-FEB-2025 12:00:36)	 (Not Inserted)
2 ,4 , Gail , 13 , R , 0, 	(21-FEB-2025 12:00:36)
2 , , PARK-ANK , 0 , R , 0, 	(21-FEB-2025 12:00:36)	 (Not Inserted)
2 ,53 , RGPL , 1 , R , 0, 	(21-FEB-2025 12:00:36)
2 , , PARK-MSK , 0 , R , 0, 	(21-FEB-2025 12:00:36)	 (Not Inserted)
2 , , PARK-BHD , 0 , R , 0, 	(21-FEB-2025 12:00:36)	 (Not Inserted)
2 , , PARKPHUCBM , 0 , R , 0, 	(21-FEB-2025 12:00:36)	 (Not Inserted)
2 ,29 , PipeInfra , 13 , R , 0, 	(21-FEB-2025 12:00:36)
2 ,4 , Gail , 0 , R , 0, 	(21-FEB-2025 12:00:36)
2 ,53 , RGPL , 0 , R , 0, 	(21-FEB-2025 12:00:36)
2 ,29 , PipeInfra , 0 , R , 0, 	(21-FEB-2025 12:00:36)
2 ,168 , GSIGLIM , 0 , R , 0, 	(21-FEB-2025 12:00:36)
2 ,134 , GSINLIM , 0 , R , 0, 	(21-FEB-2025 12:00:36)

TOTAL DATA IN EXCEL : ,95,,,,, 	(21-FEB-2025 12:00:36)
 

TOTAL DATA INSERTED : ,70,,,,, 	(21-FEB-2025 12:00:36)
 

TOTAL SKIPPED DATA ,25,,,,, 	(21-FEB-2025 12:00:36)
 
<<END>>,<<FMS_METER_MST>>,,,,, 	(21-FEB-2025 12:00:36)
 
