

<<START>>,<<FMS_COUNTERPARTY_MST>>,,,, 	(25-FEB-2025 16:57:45)
 
CD,ABBR,EFF_DT,TIMESTAMP
222 , GASGROWS,11/10/2022 00:00:00 	(25-FEB-2025 16:57:45)	 (Not Inserted)
222 , GASGROWS,07/05/2020 00:00:00 	(25-FEB-2025 16:57:45)
39 , SISECAM,09/06/2021 00:00:00 	(25-FEB-2025 16:57:45)
40 , ATPL,17/12/2020 00:00:00 	(25-FEB-2025 16:57:45)
41 , OPAL,28/07/2021 00:00:00 	(25-FEB-2025 16:57:45)
234 , JKPAPER,02/08/2021 00:00:00 	(25-FEB-2025 16:57:45)	 (Not Inserted)
263 , STL,25/08/2021 00:00:00 	(25-FEB-2025 16:57:45)	 (Not Inserted)
273 , UEPL,11/10/2022 00:00:00 	(25-FEB-2025 16:57:45)	 (Not Inserted)
273 , UEPL,03/09/2021 00:00:00 	(25-FEB-2025 16:57:45)
206 , CELLO,01/12/2021 00:00:00 	(25-FEB-2025 16:57:45)	 (Not Inserted)
204 , CALDERYS,11/10/2022 00:00:00 	(25-FEB-2025 16:57:45)	 (Not Inserted)
204 , CALDERYS,20/12/2021 00:00:00 	(25-FEB-2025 16:57:45)
42 , RCF,30/12/2021 00:00:00 	(25-FEB-2025 16:57:45)
201 , BWRL,25/01/2022 00:00:00 	(25-FEB-2025 16:57:45)	 (Not Inserted)
235 , KRYO,11/10/2022 00:00:00 	(25-FEB-2025 16:57:45)	 (Not Inserted)
235 , KRYO,31/01/2022 00:00:00 	(25-FEB-2025 16:57:45)
276 , VIRGO,12/02/2022 00:00:00 	(25-FEB-2025 16:57:45)	 (Not Inserted)
196 , BLPL,02/03/2022 00:00:00 	(25-FEB-2025 16:57:45)	 (Not Inserted)
223 , GIPSKARTON,24/03/2022 00:00:00 	(25-FEB-2025 16:57:45)	 (Not Inserted)
270 , TGPL,27/04/2005 00:00:00 	(25-FEB-2025 16:57:45)	 (Not Inserted)
116 , SELNG,29/04/2005 00:00:00 	(25-FEB-2025 16:57:45)
256 , SITME,20/10/2008 00:00:00 	(25-FEB-2025 16:57:45)	 (Not Inserted)
291 , DT,01/04/2005 00:00:00 	(25-FEB-2025 16:57:45)
268 , ThirdParty,01/03/2012 00:00:00 	(25-FEB-2025 16:57:45)	 (Not Inserted)
292 , Gunvor ,10/02/2021 00:00:00 	(25-FEB-2025 16:57:46)
293 , RIL-D6,01/01/2021 00:00:00 	(25-FEB-2025 16:57:46)
294 , BP ,01/01/2021 00:00:00 	(25-FEB-2025 16:57:46)
295 , AMNS-T,01/01/2019 00:00:00 	(25-FEB-2025 16:57:46)
296 , RIL-CBM,25/03/2022 00:00:00 	(25-FEB-2025 16:57:46)
226 , HPPL,01/07/2017 00:00:00 	(25-FEB-2025 16:57:46)	 (Not Inserted)
297 , PIL-Haz,23/03/2018 00:00:00 	(25-FEB-2025 16:57:46)
45 , GSPL,21/04/2006 00:00:00 	(25-FEB-2025 16:57:46)
298 , GAIL-Haz,08/03/2007 00:00:00 	(25-FEB-2025 16:57:46)
299 , PLLD,01/01/2020 00:00:00 	(25-FEB-2025 16:57:46)
300 , D6Gadimoga,01/03/2021 00:00:00 	(25-FEB-2025 16:57:46)
301 , PANKGA,01/01/2021 00:00:00 	(25-FEB-2025 16:57:46)
302 , PMSKGA,01/01/2021 00:00:00 	(25-FEB-2025 16:57:46)
303 , PBHDGS,01/01/2021 00:00:00 	(25-FEB-2025 16:57:46)
304 , PURCHASE-T,01/10/2021 00:00:00 	(25-FEB-2025 16:57:46)
305 , PARK-ANK,01/02/2022 00:00:00 	(25-FEB-2025 16:57:46)
306 , PHUCBM,31/03/2022 00:00:00 	(25-FEB-2025 16:57:46)
307 , PARK-MSK,19/04/2022 00:00:00 	(25-FEB-2025 16:57:46)
308 , PARK-BHD,19/04/2022 00:00:00 	(25-FEB-2025 16:57:46)
309 , PARKPHUCBM,19/04/2022 00:00:00 	(25-FEB-2025 16:57:46)
46 , TGLPL,29/04/2022 00:00:00 	(25-FEB-2025 16:57:46)
47 , TGBPL,29/04/2022 00:00:00 	(25-FEB-2025 16:57:46)
48 , BGEPL,29/04/2022 00:00:00 	(25-FEB-2025 16:57:46)
231 , IMCL,12/05/2022 00:00:00 	(25-FEB-2025 16:57:46)	 (Not Inserted)
310 , PMSKP,13/05/2022 00:00:00 	(25-FEB-2025 16:57:46)
49 , VVF India,14/05/2022 00:00:00 	(25-FEB-2025 16:57:46)
50 , GNFC,24/05/2022 00:00:00 	(25-FEB-2025 16:57:46)
140 , MEGHHQX,02/06/2022 00:00:00 	(25-FEB-2025 16:57:46)
51 , ONGC,07/06/2022 00:00:00 	(25-FEB-2025 16:57:46)
52 , GLIL,07/06/2022 00:00:00 	(25-FEB-2025 16:57:46)
272 , UGEL,09/06/2022 00:00:00 	(25-FEB-2025 16:57:46)	 (Not Inserted)
255 , SGI-AP,27/06/2022 00:00:00 	(25-FEB-2025 16:57:46)	 (Not Inserted)
311 , IGX,29/06/2022 00:00:00 	(25-FEB-2025 16:57:46)
311 , IGX,30/06/2022 00:00:00 	(25-FEB-2025 16:57:46)
311 , IGX,29/06/2022 00:00:00 	(25-FEB-2025 16:57:46)	 (Not Inserted)
53 , RGPL,29/06/2022 00:00:00 	(25-FEB-2025 16:57:46)
224 , GTIPL,01/07/2022 00:00:00 	(25-FEB-2025 16:57:46)	 (Not Inserted)
312 , GSPL-C,12/07/2022 00:00:00 	(25-FEB-2025 16:57:46)
117 , PEPL,13/07/2022 00:00:00 	(25-FEB-2025 16:57:46)
54 , GFCL,14/07/2022 00:00:00 	(25-FEB-2025 16:57:46)
313 , DERL,16/08/2022 00:00:00 	(25-FEB-2025 16:57:46)
55 , CPL,16/08/2022 00:00:00 	(25-FEB-2025 16:57:46)
56 , IRM,07/12/2022 00:00:00 	(25-FEB-2025 16:57:46)
56 , IRM,24/08/2022 00:00:00 	(25-FEB-2025 16:57:46)
57 , PPL,26/08/2022 00:00:00 	(25-FEB-2025 16:57:46)
58 , YARALTD,06/09/2022 00:00:00 	(25-FEB-2025 16:57:46)
59 , INPEROX,13/09/2022 00:00:00 	(25-FEB-2025 16:57:46)
60 , RAFECHL,28/09/2022 00:00:00 	(25-FEB-2025 16:57:46)
124 , MGRPL,07/10/2022 00:00:00 	(25-FEB-2025 16:57:46)
124 , MGRPL,01/10/2022 00:00:00 	(25-FEB-2025 16:57:46)
208 , CNTENKA,17/10/2022 00:00:00 	(25-FEB-2025 16:57:46)	 (Not Inserted)
61 , EFSPL,25/10/2022 00:00:00 	(25-FEB-2025 16:57:46)
62 , WELSMEL,16/11/2022 00:00:00 	(25-FEB-2025 16:57:46)
158 , HINDURV,17/11/2022 00:00:00 	(25-FEB-2025 16:57:46)
314 , DONOTUSE,21/11/2022 00:00:00 	(25-FEB-2025 16:57:46)
314 , DONOTUSE,17/11/2022 00:00:00 	(25-FEB-2025 16:57:46)
227 , HCGPUTE,18/11/2022 00:00:00 	(25-FEB-2025 16:57:46)	 (Not Inserted)
63 , GOAGLSF,25/11/2022 00:00:00 	(25-FEB-2025 16:57:46)
64 , IGSPL,16/12/2022 00:00:00 	(25-FEB-2025 16:57:46)
64 , IGSPL,25/11/2022 00:00:00 	(25-FEB-2025 16:57:46)
315 , ELAWPRC,02/12/2022 00:00:00 	(25-FEB-2025 16:57:46)
65 , PEFORCV,08/12/2022 00:00:00 	(25-FEB-2025 16:57:46)
316 , AARVKRO,12/12/2022 00:00:00 	(25-FEB-2025 16:57:46)
189 , ACOVIED,12/12/2022 00:00:00 	(25-FEB-2025 16:57:46)	 (Not Inserted)
191 , ANTIQAC,15/12/2022 00:00:00 	(25-FEB-2025 16:57:46)	 (Not Inserted)
191 , ANTIQAC,12/12/2022 00:00:00 	(25-FEB-2025 16:57:46)
141 , ASIANPL,12/12/2022 00:00:00 	(25-FEB-2025 16:57:46)
194 , AVLCRMC,12/12/2022 00:00:00 	(25-FEB-2025 16:57:46)	 (Not Inserted)
195 , AXWELLG,12/12/2022 00:00:00 	(25-FEB-2025 16:57:46)	 (Not Inserted)
199 , BEGLASS,12/12/2022 00:00:00 	(25-FEB-2025 16:57:46)	 (Not Inserted)
200 , BHRTFRG,12/12/2022 00:00:00 	(25-FEB-2025 16:57:46)	 (Not Inserted)
66 , BHEL,12/12/2022 00:00:00 	(25-FEB-2025 16:57:46)
203 , BICELLO,12/12/2022 00:00:00 	(25-FEB-2025 16:57:46)	 (Not Inserted)
143 , CAPAROE,12/12/2022 00:00:00 	(25-FEB-2025 16:57:46)
209 , CLVTPVL,12/12/2022 00:00:00 	(25-FEB-2025 16:57:46)	 (Not Inserted)
210 , COMFIND,13/12/2022 00:00:00 	(25-FEB-2025 16:57:46)	 (Not Inserted)
67 , DCMSHRI,13/12/2022 00:00:00 	(25-FEB-2025 16:57:46)
138 , DEENOVK,13/12/2022 00:00:00 	(25-FEB-2025 16:57:46)
212 , DHARLTD,13/12/2022 00:00:00 	(25-FEB-2025 16:57:46)	 (Not Inserted)
213 , DURAVIT,13/12/2022 00:00:00 	(25-FEB-2025 16:57:46)	 (Not Inserted)
214 , DURZGRA,13/12/2022 00:00:00 	(25-FEB-2025 16:57:46)	 (Not Inserted)
216 , ERACLTD,13/12/2022 00:00:00 	(25-FEB-2025 16:57:46)	 (Not Inserted)
219 , EURILTD,13/12/2022 00:00:00 	(25-FEB-2025 16:57:46)	 (Not Inserted)
221 , FIORGPL,13/12/2022 00:00:00 	(25-FEB-2025 16:57:46)	 (Not Inserted)
68 , GAMALTD,13/12/2022 00:00:00 	(25-FEB-2025 16:57:46)
69 , GFLLTD,14/12/2022 00:00:00 	(25-FEB-2025 16:57:46)
70 , GMRLTD,14/12/2022 00:00:00 	(25-FEB-2025 16:57:46)
71 , GOCOPRL,14/12/2022 00:00:00 	(25-FEB-2025 16:57:46)
111 , GLDIDLI,14/12/2022 00:00:00 	(25-FEB-2025 16:57:46)
72 , GJALCHEM,14/12/2022 00:00:00 	(25-FEB-2025 16:57:46)
73 , GUJASZR,14/12/2022 00:00:00 	(25-FEB-2025 16:57:46)
74 , GUJAGAS,14/12/2022 00:00:00 	(25-FEB-2025 16:57:46)
75 , JOHNTBK,14/12/2022 00:00:00 	(25-FEB-2025 16:57:46)
76 , HARYCIT,14/12/2022 00:00:00 	(25-FEB-2025 16:57:46)
77 , HCGKCEP,14/12/2022 00:00:00 	(25-FEB-2025 16:57:46)
78 , HEGLPWN,14/12/2022 00:00:00 	(25-FEB-2025 16:57:46)
79 , HEROMO,14/12/2022 00:00:00 	(25-FEB-2025 16:57:46)
80 , HICOTED,14/12/2022 00:00:00 	(25-FEB-2025 16:57:46)
81 , HOECLTD,14/12/2022 00:00:00 	(25-FEB-2025 16:57:46)
82 , HINZINC,14/12/2022 00:00:00 	(25-FEB-2025 16:57:46)
144 , HINAGIL,14/12/2022 00:00:00 	(25-FEB-2025 16:57:46)
83 , HINSPEC,14/12/2022 00:00:00 	(25-FEB-2025 16:57:46)
229 , HOLLFIE,14/12/2022 00:00:00 	(25-FEB-2025 16:57:46)	 (Not Inserted)
84 , HNDMTRS,14/12/2022 00:00:00 	(25-FEB-2025 16:57:46)
147 , HPOIGAS,14/12/2022 00:00:00 	(25-FEB-2025 16:57:46)
230 , ICONGLTD,14/12/2022 00:00:00 	(25-FEB-2025 16:57:46)	 (Not Inserted)
148 , INDOLPL,14/12/2022 00:00:00 	(25-FEB-2025 16:57:46)
85 , GASJIND,14/12/2022 00:00:00 	(25-FEB-2025 16:57:46)
236 , LEXGRAN,14/12/2022 00:00:00 	(25-FEB-2025 16:57:46)	 (Not Inserted)
239 , LOCEPRI,14/12/2022 00:00:00 	(25-FEB-2025 16:57:46)	 (Not Inserted)
240 , LORVTPL,14/12/2022 00:00:00 	(25-FEB-2025 16:57:46)	 (Not Inserted)
241 , LUMGLAP,14/12/2022 00:00:00 	(25-FEB-2025 16:57:46)	 (Not Inserted)
86 , MANIKAR,14/12/2022 00:00:00 	(25-FEB-2025 16:57:46)
87 , MARUTIS,14/12/2022 00:00:00 	(25-FEB-2025 16:57:46)
243 , MAXGLTD,14/12/2022 00:00:00 	(25-FEB-2025 16:57:46)	 (Not Inserted)
244 , LLPMILL,14/12/2022 00:00:00 	(25-FEB-2025 16:57:46)	 (Not Inserted)
245 , LTDMILG,14/12/2022 00:00:00 	(25-FEB-2025 16:57:46)	 (Not Inserted)
246 , MILVITL,14/12/2022 00:00:00 	(25-FEB-2025 16:57:46)	 (Not Inserted)
88 , MINDLTD,14/12/2022 00:00:00 	(25-FEB-2025 16:57:46)
89 , MMPINDL,14/12/2022 00:00:00 	(25-FEB-2025 16:57:46)
247 , MOINLIM,14/12/2022 00:00:00 	(25-FEB-2025 16:57:46)	 (Not Inserted)
248 , MOSPLTD,14/12/2022 00:00:00 	(25-FEB-2025 16:57:46)	 (Not Inserted)
90 , NAGAFCL,14/12/2022 00:00:00 	(25-FEB-2025 16:57:46)
91 , NARMADA,14/12/2022 00:00:00 	(25-FEB-2025 16:57:46)
166 , ESSAREX,14/12/2022 00:00:00 	(25-FEB-2025 16:57:46)
92 , NEL,14/12/2022 00:00:00 	(25-FEB-2025 16:57:46)
250 , OWECORN,14/12/2022 00:00:00 	(25-FEB-2025 16:57:46)	 (Not Inserted)
93 , PETNETLNG,14/12/2022 00:00:00 	(25-FEB-2025 16:57:46)
94 , PRISM,14/12/2022 00:00:00 	(25-FEB-2025 16:57:46)
252 , QUCELTD,14/12/2022 00:00:00 	(25-FEB-2025 16:57:46)	 (Not Inserted)
253 , RAMALIM,14/12/2022 00:00:00 	(25-FEB-2025 16:57:46)	 (Not Inserted)
317 , RANDSIN,14/12/2022 00:00:00 	(25-FEB-2025 16:57:46)
139 , SASANPO,14/12/2022 00:00:00 	(25-FEB-2025 16:57:46)
95 , SENTOVI,14/12/2022 00:00:00 	(25-FEB-2025 16:57:46)
96 , SHOLAGA,14/12/2022 00:00:00 	(25-FEB-2025 16:57:46)
97 , SHREELI,14/12/2022 00:00:00 	(25-FEB-2025 16:57:46)
258 , SIVPLTD,14/12/2022 00:00:00 	(25-FEB-2025 16:57:46)	 (Not Inserted)
259 , SIYARAM,14/12/2022 00:00:00 	(25-FEB-2025 16:57:46)	 (Not Inserted)
260 , SIYALIM,14/12/2022 00:00:00 	(25-FEB-2025 16:57:46)	 (Not Inserted)
261 , SOLIMIC,14/12/2022 00:00:00 	(25-FEB-2025 16:57:46)	 (Not Inserted)
262 , SPARVIT,14/12/2022 00:00:00 	(25-FEB-2025 16:57:46)	 (Not Inserted)
98 , SRAVANT,14/12/2022 00:00:00 	(25-FEB-2025 16:57:46)
142 , SGIPLTD,14/12/2022 00:00:00 	(25-FEB-2025 16:57:46)
266 , TAURLES,14/12/2022 00:00:00 	(25-FEB-2025 16:57:46)	 (Not Inserted)
267 , TTRPKPR,14/12/2022 00:00:00 	(25-FEB-2025 16:57:46)	 (Not Inserted)
99 , THERLIM,14/12/2022 00:00:00 	(25-FEB-2025 16:57:46)
100 , THGBGPL,14/12/2022 00:00:00 	(25-FEB-2025 16:57:46)
145 , THYESTP,14/12/2022 00:00:00 	(25-FEB-2025 16:57:46)
101 , TORRAUI,14/12/2022 00:00:00 	(25-FEB-2025 16:57:46)
274 , VARGRAN,14/12/2022 00:00:00 	(25-FEB-2025 16:57:46)	 (Not Inserted)
275 , VENIRAM,14/12/2022 00:00:00 	(25-FEB-2025 16:57:46)	 (Not Inserted)
102 , VITOLAPL,14/12/2022 00:00:00 	(25-FEB-2025 16:57:46)
103 , IOCL,16/12/2022 00:00:00 	(25-FEB-2025 16:57:46)
169 , INGASTD,28/12/2022 00:00:00 	(25-FEB-2025 16:57:46)
104 , TASTELI,30/12/2022 00:00:00 	(25-FEB-2025 16:57:46)
105 , HMEL,04/01/2023 00:00:00 	(25-FEB-2025 16:57:46)
211 , DIL,01/01/2023 00:00:00 	(25-FEB-2025 16:57:46)	 (Not Inserted)
162 , BOROREN,05/01/2023 00:00:00 	(25-FEB-2025 16:57:46)
151 , KINGASP,13/01/2023 00:00:00 	(25-FEB-2025 16:57:46)
163 , CEUPGAS,13/01/2023 00:00:00 	(25-FEB-2025 16:57:46)
173 , KNPFCHL,18/01/2023 00:00:00 	(25-FEB-2025 16:57:46)
106 , RATNAGI,19/01/2023 00:00:00 	(25-FEB-2025 16:57:46)
180 , RAJRAIR,19/01/2023 00:00:00 	(25-FEB-2025 16:57:46)
107 , IDOINVA,27/01/2023 00:00:00 	(25-FEB-2025 16:57:46)
107 , IDOINVA,27/01/2023 00:00:00 	(25-FEB-2025 16:57:46)	 (Not Inserted)
318 , TRILEGL,03/02/2023 00:00:00 	(25-FEB-2025 16:57:46)
190 , AGPCGIN,09/02/2023 00:00:00 	(25-FEB-2025 16:57:46)	 (Not Inserted)
176 , NESTLIN,10/02/2023 00:00:00 	(25-FEB-2025 16:57:46)
110 , SITMEFZ,08/03/2023 00:00:00 	(25-FEB-2025 16:57:46)
188 , VISHPRI,14/03/2023 00:00:00 	(25-FEB-2025 16:57:46)
319 , NEETMAN,16/03/2023 00:00:00 	(25-FEB-2025 16:57:46)
320 , SOMANY,16/03/2023 00:00:00 	(25-FEB-2025 16:57:46)
202 , BHOGATD,03/04/2023 00:00:00 	(25-FEB-2025 16:57:46)	 (Not Inserted)
186 , VEDALTD,13/04/2023 00:00:00 	(25-FEB-2025 16:57:46)
277 , VIGASLD,18/04/2023 00:00:00 	(25-FEB-2025 16:57:46)	 (Not Inserted)
167 , GOLDPFG,20/04/2023 00:00:00 	(25-FEB-2025 16:57:46)
165 , EICLLTD,27/04/2023 00:00:00 	(25-FEB-2025 16:57:46)
321 , CAIRENH ,17/05/2023 00:00:00 	(25-FEB-2025 16:57:46)
168 , GSIGLIM,18/05/2023 00:00:00 	(25-FEB-2025 16:57:46)
168 , GSIGLIM,18/05/2023 00:00:00 	(25-FEB-2025 16:57:46)	 (Not Inserted)
120 , KSHITIJ,26/05/2023 00:00:00 	(25-FEB-2025 16:57:46)
122 , GAILGAS,01/06/2023 00:00:00 	(25-FEB-2025 16:57:46)
182 , SUDSOME,12/06/2023 00:00:00 	(25-FEB-2025 16:57:46)
174 , KUTCHCL,20/06/2023 00:00:00 	(25-FEB-2025 16:57:46)
251 , PIINDUS ,30/06/2023 00:00:00 	(25-FEB-2025 16:57:46)	 (Not Inserted)
278 , SEMTEXP,01/04/2023 00:00:00 	(25-FEB-2025 16:57:46)	 (Not Inserted)
108 , GRINDUS,05/07/2023 00:00:00 	(25-FEB-2025 16:57:46)
161 , ATCATMO,16/08/2023 00:00:00 	(25-FEB-2025 16:57:46)
322 , POSCO MAHA,29/08/2023 00:00:00 	(25-FEB-2025 16:57:46)
181 , SANENER,21/09/2023 00:00:00 	(25-FEB-2025 16:57:46)
183 , SUMGLAS,27/09/2023 00:00:00 	(25-FEB-2025 16:57:46)
184 , SVTPLIN,28/09/2023 00:00:00 	(25-FEB-2025 16:57:46)
112 , SPSSETL1,02/10/2023 00:00:00 	(25-FEB-2025 16:57:46)
170 , INPOWGL,04/10/2023 00:00:00 	(25-FEB-2025 16:57:46)
179 , PRPWCRP,05/10/2023 00:00:00 	(25-FEB-2025 16:57:46)
113 , SIETCO,11/10/2023 00:00:00 	(25-FEB-2025 16:57:46)
171 , INVPTRO,24/10/2023 00:00:00 	(25-FEB-2025 16:57:46)
172 , JINDAST,15/12/2023 00:00:00 	(25-FEB-2025 16:57:46)
123 , AVGL,20/12/2023 00:00:00 	(25-FEB-2025 16:57:46)
323 , MIZGURB,04/01/2024 00:00:00 	(25-FEB-2025 16:57:46)
121 , NGPL,19/01/2024 00:00:00 	(25-FEB-2025 16:57:46)
115 , SILS,21/02/2024 00:00:00 	(25-FEB-2025 16:57:46)
114 , STASCO,14/02/2024 00:00:00 	(25-FEB-2025 16:57:46)
119 , ROCKIND,23/02/2024 00:00:00 	(25-FEB-2025 16:57:46)
177 , NIRMARM,11/03/2024 00:00:00 	(25-FEB-2025 16:57:46)
175 , MEDCIGA,03/04/2024 00:00:00 	(25-FEB-2025 16:57:46)
118 , LANCOKO,05/04/2024 00:00:00 	(25-FEB-2025 16:57:46)
130 , CRMNDEL,01/07/2024 00:00:00 	(25-FEB-2025 16:57:46)	 (Not Inserted)
132 , VERBINL,23/07/2024 00:00:00 	(25-FEB-2025 16:57:46)	 (Not Inserted)
215 , EASTPDC,06/08/2024 00:00:00 	(25-FEB-2025 16:57:46)	 (Not Inserted)
