

<<START>>,<<FMS_INV_FILE_DTL>>,, 	(16-OCT-2025 14:38:07)
 
COMPANY_CD,BU_STATE_TIN,INVOICE_SEQ,INVOICE_NO,FINANCIAL_YEAR,PDF_TYPE,FILE_NAME,TIMESTAMP,
2,24,1,0115/19-20,2019-2020,O,INVOICE-15022020-RIL-RIL Gadimoga-L-115.pdf, 	(16-OCT-2025 14:38:07)
2,24,1,0115/19-20,2019-2020,D,INVOICE-15022020-RIL-RIL Gadimoga-L-115.pdf, 	(16-OCT-2025 14:38:07)
2,24,1,0115/19-20,2019-2020,T,INVOICE-15022020-RIL-RIL Gadimoga-L-115.pdf, 	(16-OCT-2025 14:38:07)
2,24,1,0115/19-20,2019-2020,O,INVOICE-15022020-RIL-RIL Gadimoga-L-115.pdf, 	(16-OCT-2025 14:38:07)	 (Not Inserted)
2,24,1,0115/19-20,2019-2020,D,INVOICE-15022020-RIL-RIL Gadimoga-L-115.pdf, 	(16-OCT-2025 14:38:07)	 (Not Inserted)
2,24,1,0115/19-20,2019-2020,T,INVOICE-15022020-RIL-RIL Gadimoga-L-115.pdf, 	(16-OCT-2025 14:38:07)	 (Not Inserted)
2,24,2,0135/19-20,2019-2020,O,INVOICE-29022020-RIL-RIL Gadimoga-L-135.pdf, 	(16-OCT-2025 14:38:07)
2,24,2,0135/19-20,2019-2020,D,INVOICE-29022020-RIL-RIL Gadimoga-L-135.pdf, 	(16-OCT-2025 14:38:07)
2,24,2,0135/19-20,2019-2020,T,INVOICE-29022020-RIL-RIL Gadimoga-L-135.pdf, 	(16-OCT-2025 14:38:07)
2,24,2,0135/19-20,2019-2020,O,INVOICE-29022020-RIL-RIL Gadimoga-L-135.pdf, 	(16-OCT-2025 14:38:07)	 (Not Inserted)
2,24,2,0135/19-20,2019-2020,D,INVOICE-29022020-RIL-RIL Gadimoga-L-135.pdf, 	(16-OCT-2025 14:38:07)	 (Not Inserted)
2,24,2,0135/19-20,2019-2020,T,INVOICE-29022020-RIL-RIL Gadimoga-L-135.pdf, 	(16-OCT-2025 14:38:07)	 (Not Inserted)
2,24,3,0156/19-20,2019-2020,D,INVOICE-15032020-RIL-RIL Gadimoga-L-156.pdf, 	(16-OCT-2025 14:38:07)
2,24,3,0156/19-20,2019-2020,T,INVOICE-15032020-RIL-RIL Gadimoga-L-156.pdf, 	(16-OCT-2025 14:38:07)
2,24,3,0156/19-20,2019-2020,D,INVOICE-15032020-RIL-RIL Gadimoga-L-156.pdf, 	(16-OCT-2025 14:38:07)	 (Not Inserted)
2,24,3,0156/19-20,2019-2020,T,INVOICE-15032020-RIL-RIL Gadimoga-L-156.pdf, 	(16-OCT-2025 14:38:07)	 (Not Inserted)
2,24,4,0170/19-20,2019-2020,O,INVOICE-19032020-RIL-RIL Gadimoga-L-170.pdf, 	(16-OCT-2025 14:38:07)
2,24,4,0170/19-20,2019-2020,D,INVOICE-19032020-RIL-RIL Gadimoga-L-170.pdf, 	(16-OCT-2025 14:38:07)
2,24,4,0170/19-20,2019-2020,T,INVOICE-19032020-RIL-RIL Gadimoga-L-170.pdf, 	(16-OCT-2025 14:38:07)
2,24,7,S0024/20-21,2020-2021,O,INVOICE-30042020-RIL-RIL Gadimoga-L-24.pdf, 	(16-OCT-2025 14:38:08)
2,24,7,S0024/20-21,2020-2021,D,INVOICE-30042020-RIL-RIL Gadimoga-L-24.pdf, 	(16-OCT-2025 14:38:08)
2,24,7,S0024/20-21,2020-2021,T,INVOICE-30042020-RIL-RIL Gadimoga-L-24.pdf, 	(16-OCT-2025 14:38:08)
2,24,7,S0024/20-21,2020-2021,O,INVOICE-30042020-RIL-RIL Gadimoga-L-24.pdf, 	(16-OCT-2025 14:38:08)	 (Not Inserted)
2,24,7,S0024/20-21,2020-2021,D,INVOICE-30042020-RIL-RIL Gadimoga-L-24.pdf, 	(16-OCT-2025 14:38:08)	 (Not Inserted)
2,24,7,S0024/20-21,2020-2021,T,INVOICE-30042020-RIL-RIL Gadimoga-L-24.pdf, 	(16-OCT-2025 14:38:08)	 (Not Inserted)
2,24,8,S0039/20-21,2020-2021,O,INVOICE-15052020-RIL-RIL Gadimoga-L-39.pdf, 	(16-OCT-2025 14:38:08)
2,24,8,S0039/20-21,2020-2021,D,INVOICE-15052020-RIL-RIL Gadimoga-L-39.pdf, 	(16-OCT-2025 14:38:08)
2,24,8,S0039/20-21,2020-2021,T,INVOICE-15052020-RIL-RIL Gadimoga-L-39.pdf, 	(16-OCT-2025 14:38:08)
2,24,8,S0039/20-21,2020-2021,O,INVOICE-15052020-RIL-RIL Gadimoga-L-39.pdf, 	(16-OCT-2025 14:38:08)	 (Not Inserted)
2,24,8,S0039/20-21,2020-2021,D,INVOICE-15052020-RIL-RIL Gadimoga-L-39.pdf, 	(16-OCT-2025 14:38:08)	 (Not Inserted)
2,24,8,S0039/20-21,2020-2021,T,INVOICE-15052020-RIL-RIL Gadimoga-L-39.pdf, 	(16-OCT-2025 14:38:08)	 (Not Inserted)
2,24,9,S0056/20-21,2020-2021,O,INVOICE-30052020-RIL-RIL Gadimoga-L-56.pdf, 	(16-OCT-2025 14:38:08)
2,24,9,S0056/20-21,2020-2021,D,INVOICE-30052020-RIL-RIL Gadimoga-L-56.pdf, 	(16-OCT-2025 14:38:08)
2,24,9,S0056/20-21,2020-2021,T,INVOICE-30052020-RIL-RIL Gadimoga-L-56.pdf, 	(16-OCT-2025 14:38:08)
2,24,42,null,2015-2016,D,INVOICE-09012016-RIL-Patalganga-C-439.pdf, 	(16-OCT-2025 14:38:08)
2,24,42,null,2015-2016,O,INVOICE-09012016-RIL-Patalganga-C-439.pdf, 	(16-OCT-2025 14:38:08)
2,24,42,null,2015-2016,T,INVOICE-09012016-RIL-Patalganga-C-439.pdf, 	(16-OCT-2025 14:38:08)
2,24,43,null,2015-2016,D,INVOICE-09012016-RIL-Hazira-C-435.pdf, 	(16-OCT-2025 14:38:08)
2,24,43,null,2015-2016,O,INVOICE-09012016-RIL-Hazira-C-435.pdf, 	(16-OCT-2025 14:38:08)
2,24,43,null,2015-2016,T,INVOICE-09012016-RIL-Hazira-C-435.pdf, 	(16-OCT-2025 14:38:08)
2,24,44,null,2015-2016,T,INVOICE-09012016-RIL-Jamnagar-C-436.pdf, 	(16-OCT-2025 14:38:08)
2,24,44,null,2015-2016,D,INVOICE-09012016-RIL-Jamnagar-C-436.pdf, 	(16-OCT-2025 14:38:08)
2,24,44,null,2015-2016,O,INVOICE-09012016-RIL-Jamnagar-C-436.pdf, 	(16-OCT-2025 14:38:08)
2,24,45,null,2015-2016,T,INVOICE-09012016-RIL-Naroda-C-440.pdf, 	(16-OCT-2025 14:38:08)
2,24,45,null,2015-2016,O,INVOICE-09012016-RIL-Naroda-C-440.pdf, 	(16-OCT-2025 14:38:08)
2,24,45,null,2015-2016,D,INVOICE-09012016-RIL-Naroda-C-440.pdf, 	(16-OCT-2025 14:38:08)
2,24,46,null,2015-2016,D,INVOICE-09012016-RIL-Vadodara-C-437.pdf, 	(16-OCT-2025 14:38:08)
2,24,46,null,2015-2016,T,INVOICE-09012016-RIL-Vadodara-C-437.pdf, 	(16-OCT-2025 14:38:08)
2,24,46,null,2015-2016,O,INVOICE-09012016-RIL-Vadodara-C-437.pdf, 	(16-OCT-2025 14:38:08)
2,24,47,null,2015-2016,T,INVOICE-09012016-RIL-RCP-C-438.pdf, 	(16-OCT-2025 14:38:08)
