

<<START>>,<<FMS_LINK_CHECKPOST_PLANT>>,, 	(10-APR-2025 17:07:16)
 
COMPANY_CD,COUNTERPARTY_CD,ENTITY_TYPE,PLANT_SEQ_NO,CHKPOST_CD,EFF_DT,TIMESTAMP,
2,276,C,'1' , 41,16/07/2022 00:00:00 ,  	(10-APR-2025 17:07:16)
2,238,C,'1' , 41,01/08/2023 00:00:00 ,  	(10-APR-2025 17:07:16)
2,47,C,'1' , 18,09/08/2023 00:00:00 ,  	(10-APR-2025 17:07:16)
2,197,C,'1' , 40,11/12/2023 00:00:00 ,  	(10-APR-2025 17:07:16)
2,198,C,'1' , 40,26/01/2024 00:00:00 ,  	(10-APR-2025 17:07:16)
2,34,C,'1' , 41,01/09/2022 00:00:00 ,  	(10-APR-2025 17:07:16)	 (Not Inserted)
2,263,C,'1' , 40,01/09/2022 00:00:00 ,  	(10-APR-2025 17:07:16)
2,47,C,'1' , 18,27/09/2022 00:00:00 ,  	(10-APR-2025 17:07:16)
2,197,C,'1' , 40,01/11/2022 00:00:00 ,  	(10-APR-2025 17:07:16)
2,263,C,'1' , 40,01/11/2022 00:00:00 ,  	(10-APR-2025 17:07:16)
2,208,C,'1' , 41,16/11/2022 00:00:00 ,  	(10-APR-2025 17:07:16)
2,227,C,'1' , 40,28/11/2022 00:00:00 ,  	(10-APR-2025 17:07:16)
2,234,C,'1' , 41,16/11/2022 00:00:00 ,  	(10-APR-2025 17:07:16)
2,33,C,'1' , 4,03/03/2023 00:00:00 ,  	(10-APR-2025 17:07:16)
2,33,C,'2' , 7,03/03/2023 00:00:00 ,  	(10-APR-2025 17:07:16)
2,188,C,'1' , 41,15/03/2023 00:00:00 ,  	(10-APR-2025 17:07:16)
2,190,C,'1' , 7,15/03/2023 00:00:00 ,  	(10-APR-2025 17:07:16)
2,190,C,'2' , 7,15/03/2023 00:00:00 ,  	(10-APR-2025 17:07:16)	 (Not Inserted)
2,21,C,'3' , 41,17/06/2023 00:00:00 ,  	(10-APR-2025 17:07:16)
2,33,C,'2' , 7,01/06/2023 00:00:00 ,  	(10-APR-2025 17:07:16)
2,276,C,'1' , 41,01/07/2023 00:00:00 ,  	(10-APR-2025 17:07:16)
2,188,C,'1' , 41,09/07/2023 00:00:00 ,  	(10-APR-2025 17:07:16)
2,277,C,'1' , 41,10/07/2023 00:00:00 ,  	(10-APR-2025 17:07:16)
2,33,C,'1' , 4,14/08/2023 00:00:00 ,  	(10-APR-2025 17:07:16)
2,33,C,'2' , 40,14/08/2023 00:00:00 ,  	(10-APR-2025 17:07:16)
2,210,C,'1' , 41,23/08/2023 00:00:00 ,  	(10-APR-2025 17:07:16)
2,150,C,'1' , 41,29/11/2023 00:00:00 ,  	(10-APR-2025 17:07:16)
2,210,C,'1' , 41,02/01/2024 00:00:00 ,  	(10-APR-2025 17:07:16)
2,33,C,'1' , 4,12/02/2024 00:00:00 ,  	(10-APR-2025 17:07:16)
2,198,C,'1' , 40,20/02/2024 00:00:00 ,  	(10-APR-2025 17:07:16)
2,263,C,'1' , 40,01/12/2022 00:00:00 ,  	(10-APR-2025 17:07:16)
2,276,C,'1' , 41,01/12/2022 00:00:00 ,  	(10-APR-2025 17:07:16)
2,197,C,'1' , 40,01/02/2023 00:00:00 ,  	(10-APR-2025 17:07:16)
2,34,C,'1' , 41,01/04/2023 00:00:00 ,  	(10-APR-2025 17:07:16)
2,190,C,'1' , 7,01/03/2023 00:00:00 ,  	(10-APR-2025 17:07:16)
2,190,C,'2' , 7,01/03/2023 00:00:00 ,  	(10-APR-2025 17:07:16)	 (Not Inserted)
2,220,C,'1' , 41,06/09/2023 00:00:00 ,  	(10-APR-2025 17:07:16)
2,150,C,'1' , 41,17/09/2023 00:00:00 ,  	(10-APR-2025 17:07:16)
2,234,C,'1' , 41,19/01/2024 00:00:00 ,  	(10-APR-2025 17:07:16)
2,33,C,'1' , 4,22/01/2024 00:00:00 ,  	(10-APR-2025 17:07:16)
2,202,C,'1' , 40,05/02/2024 00:00:00 ,  	(10-APR-2025 17:07:16)
2,198,C,'1' , 41,15/02/2024 00:00:00 ,  	(10-APR-2025 17:07:16)
2,34,C,'1' , 41,17/02/2024 00:00:00 ,  	(10-APR-2025 17:07:16)
2,197,C,'1' , 40,17/02/2024 00:00:00 ,  	(10-APR-2025 17:07:16)
2,33,C,'1' , 4,17/02/2024 00:00:00 ,  	(10-APR-2025 17:07:16)
2,151,C,'1' , 7,03/03/2024 00:00:00 ,  	(10-APR-2025 17:07:16)
2,220,C,'1' , 41,05/03/2024 00:00:00 ,  	(10-APR-2025 17:07:16)
2,52,C,'4' , 41,07/03/2024 00:00:00 ,  	(10-APR-2025 17:07:16)
2,150,C,'1' , 41,09/04/2024 00:00:00 ,  	(10-APR-2025 17:07:16)
2,202,C,'1' , 40,25/04/2024 00:00:00 ,  	(10-APR-2025 17:07:16)
2,276,C,'1' , 41,08/07/2024 00:00:00 ,  	(10-APR-2025 17:07:16)
2,198,C,'1' , 40,07/07/2024 00:00:00 ,  	(10-APR-2025 17:07:16)
2,276,C,'1' , 41,07/08/2024 00:00:00 ,  	(10-APR-2025 17:07:16)
2,197,C,'1' , 40,01/08/2024 00:00:00 ,  	(10-APR-2025 17:07:16)
2,47,C,'1' , 18,13/09/2024 00:00:00 ,  	(10-APR-2025 17:07:16)
2,21,C,'3' , 41,18/09/2024 00:00:00 ,  	(10-APR-2025 17:07:16)
2,33,C,'1' , 40,18/09/2024 00:00:00 ,  	(10-APR-2025 17:07:16)
2,33,C,'1' , 4,18/09/2024 00:00:00 ,  	(10-APR-2025 17:07:16)
2,197,C,'1' , 40,09/10/2024 00:00:00 ,  	(10-APR-2025 17:07:16)
2,150,C,'1' , 41,09/10/2024 00:00:00 ,  	(10-APR-2025 17:07:16)
2,151,C,'2' , 41,08/01/2025 00:00:00 ,  	(10-APR-2025 17:07:16)
2,34,C,'1' , 2,01/01/2025 00:00:00 ,  	(10-APR-2025 17:07:16)
2,174,C,'1' , 41,14/01/2025 00:00:00 ,  	(10-APR-2025 17:07:16)
2,276,C,'1' , 41,13/01/2025 00:00:00 ,  	(10-APR-2025 17:07:16)
2,197,C,'1' , 40,10/03/2024 00:00:00 ,  	(10-APR-2025 17:07:16)
2,210,C,'1' , 41,01/10/2024 00:00:00 ,  	(10-APR-2025 17:07:16)
2,210,C,'1' , 41,13/12/2024 00:00:00 ,  	(10-APR-2025 17:07:16)
2,33,C,'1' , 4,01/03/2025 00:00:00 ,  	(10-APR-2025 17:07:16)
2,47,C,'1' , 18,01/03/2025 00:00:00 ,  	(10-APR-2025 17:07:16)
2,276,C,'1' , 41,23/03/2025 00:00:00 ,  	(10-APR-2025 17:07:16)
2,,C,'1' , 41,25/03/2025 00:00:00 ,  	(10-APR-2025 17:07:16)
**********AutomationEMS Error  (10-APR-2025 17:07:16) **********
java.sql.SQLIntegrityConstraintViolationException: ORA-01400: cannot insert NULL into ("MIGRATE2EMS"."FMS_LINK_CHECKPOST_PLANT"."COUNTERPARTY_CD")


com.etrm.fms.migration.DLNG_SEIPL_Data_Reader.FMS_LINK_CHECKPOST_PLANT(DLNG_SEIPL_Data_Reader.java:1713)
com.etrm.fms.migration.DLNG_SEIPL_Data_Reader.init(DLNG_SEIPL_Data_Reader.java:132)
**************************************************

<<FUNCTION FMS_LINK_CHECKPOST_PLANT() ENDED WITH ERRORS>>
