

<<START>>,<<FMS_COUNTERPARTY_MST>>,, 	(02-MAY-2025 13:08:51)
RESELLERS,, 	(02-MAY-2025 13:08:52)
ELLECTRICAL/ ELECTRONICS,, 	(02-MAY-2025 13:08:52)
HEAVY MACHINES,, 	(02-MAY-2025 13:08:52)
LIGHT MACHINES,, 	(02-MAY-2025 13:08:52)
AIRCRAFTS,, 	(02-MAY-2025 13:08:52)
SHIPBUILD. & REPAIRS,, 	(02-MAY-2025 13:08:52)
TRUCKS&PASS VEHICALS,, 	(02-MAY-2025 13:08:52)
SCOOTERS ETC,, 	(02-MAY-2025 13:08:52)
HIGH PRESSURE VESSEL,, 	(02-MAY-2025 13:08:52)
MECH. MISCELLANEOUS,, 	(02-MAY-2025 13:08:52)
STRUCTURAL WORKS,, 	(02-MAY-2025 13:08:52)
IRON & STEEL PLANTS,, 	(02-MAY-2025 13:08:52)
IRON & STEEL REWORKS,, 	(02-MAY-2025 13:08:52)
ALUMINIUM,, 	(02-MAY-2025 13:08:52)
FOUNDRIES/CASTINGS,, 	(02-MAY-2025 13:08:52)
FERROUS ALLOYS,, 	(02-MAY-2025 13:08:52)
METAL. MISCELLANEOUS,, 	(02-MAY-2025 13:08:52)
CANDLE INDUSTRY,, 	(02-MAY-2025 13:08:52)
MATCHES,, 	(02-MAY-2025 13:08:52)
RUBBER TYRES & TUBES,, 	(02-MAY-2025 13:08:52)
PAPER PRODUCTS,, 	(02-MAY-2025 13:08:52)
INDU ABRASIVES,, 	(02-MAY-2025 13:08:52)
GLASS/CERAMICS ETC,, 	(02-MAY-2025 13:08:52)
PACKING MATERIALS,, 	(02-MAY-2025 13:08:52)
PLASTIC INDUSTRIES,, 	(02-MAY-2025 13:08:52)
LEATHER,, 	(02-MAY-2025 13:08:52)
PROCESSOR,, 	(02-MAY-2025 13:08:52)
TOBACCO PRODUCTS,, 	(02-MAY-2025 13:08:52)
INDUS. MISCELLANEOUS,, 	(02-MAY-2025 13:08:52)
COTTON MILLS HOSIERY,, 	(02-MAY-2025 13:08:52)
JUTE MILLS,, 	(02-MAY-2025 13:08:52)
SYN.FIBRE/RAYON MF,, 	(02-MAY-2025 13:08:52)
TEXTI. MISCELLANEOUS,, 	(02-MAY-2025 13:08:52)
PET.EXPLO&PROD,, 	(02-MAY-2025 13:08:52)
IRON ORE,, 	(02-MAY-2025 13:08:52)
COAL,, 	(02-MAY-2025 13:08:52)
BAUXITE,, 	(02-MAY-2025 13:08:52)
MANGANESE,, 	(02-MAY-2025 13:08:52)
STONE QUARRYING,, 	(02-MAY-2025 13:08:52)
MINING MISCELLANEOUS,, 	(02-MAY-2025 13:08:52)
POST & TELEGRAPHS,, 	(02-MAY-2025 13:08:52)
STATE ELEC. BOARDS,, 	(02-MAY-2025 13:08:52)
CATERING & HOTELS,, 	(02-MAY-2025 13:08:52)
UNIVERSITIES ETC,, 	(02-MAY-2025 13:08:52)
LAUNDRIES,, 	(02-MAY-2025 13:08:52)
REFINERIES,, 	(02-MAY-2025 13:08:52)
TPP-OIL,, 	(02-MAY-2025 13:08:52)
HYDEL POWER PLANTS,, 	(02-MAY-2025 13:08:52)
ATOMIC POWER PLANTS,, 	(02-MAY-2025 13:08:52)
GAS TURBINES,, 	(02-MAY-2025 13:08:52)
POWER MISCELLANEOUS,, 	(02-MAY-2025 13:08:52)
RAILWAYS,, 	(02-MAY-2025 13:08:52)
OTHER ROAD TRANSPORT,, 	(02-MAY-2025 13:08:52)
STATE ROAD TRANSPORT,, 	(02-MAY-2025 13:08:52)
SHIP. COASTAL,, 	(02-MAY-2025 13:08:52)
SHIP. INTERNATIONAL,, 	(02-MAY-2025 13:08:52)
INLAND WATERWAYS,, 	(02-MAY-2025 13:08:52)
OTHERS (PORT TRUST),, 	(02-MAY-2025 13:08:52)
DOMESTIC DIST.,, 	(02-MAY-2025 13:08:52)
INDUSTRIAL DIST.,, 	(02-MAY-2025 13:08:52)
OWN CONSUMPTION,, 	(02-MAY-2025 13:08:52)
PARALLEL MARKETERS,, 	(02-MAY-2025 13:08:52)
TEA PLANTATION,, 	(02-MAY-2025 13:08:52)
RUBBER/COFFEE ETC,, 	(02-MAY-2025 13:08:52)
FORESTRY&TIMBER,, 	(02-MAY-2025 13:08:52)
AGRI.CROPS/ORCHARD,, 	(02-MAY-2025 13:08:52)
SUGAR MILLS,, 	(02-MAY-2025 13:08:52)
FLOUR MILLS ETC,, 	(02-MAY-2025 13:08:52)
VEG. OIL MILLS,, 	(02-MAY-2025 13:08:52)
FOOD PROCESSING,, 	(02-MAY-2025 13:08:52)
DAIRIES&MILK PROC,, 	(02-MAY-2025 13:08:52)
FISHERIES,, 	(02-MAY-2025 13:08:52)
AGRI. MISCELLANEOUS,, 	(02-MAY-2025 13:08:52)
DOMESTIC AIRLINES,, 	(02-MAY-2025 13:08:52)
FOREIGN AIRLINES,, 	(02-MAY-2025 13:08:52)
DAIRIES&MILK PROC,, 	(02-MAY-2025 13:08:52)	 (Not Inserted)
FERTILISER-GAS BASED,, 	(02-MAY-2025 13:08:52)
CAUSTIC SODA ETC.,, 	(02-MAY-2025 13:08:52)
HEAVY ACIDS,, 	(02-MAY-2025 13:08:52)
OTHER INORG.CHEM,, 	(02-MAY-2025 13:08:52)
PETRO-CHEM OTHERS,, 	(02-MAY-2025 13:08:52)
PETROCHEM -GAS BASED,, 	(02-MAY-2025 13:08:52)
DYES & DYE STUFFS,, 	(02-MAY-2025 13:08:52)
SYNTHETIC RUBBER,, 	(02-MAY-2025 13:08:52)
PESTI./AGRO CHEM,, 	(02-MAY-2025 13:08:52)
OTHER ORG.CHEMICAL,, 	(02-MAY-2025 13:08:52)
DRUGS&PHARMACEUTICAL,, 	(02-MAY-2025 13:08:52)
PAINTS ETC,, 	(02-MAY-2025 13:08:52)
INDU EXPLOSIVE,, 	(02-MAY-2025 13:08:52)
CALCINATION PLANTS,, 	(02-MAY-2025 13:08:52)
SOAPS ETC,, 	(02-MAY-2025 13:08:52)
MISC CHEM INDU,, 	(02-MAY-2025 13:08:52)
CEMENT/BUILD MAT,, 	(02-MAY-2025 13:08:52)
BITUMEN/BUILD.MAT,, 	(02-MAY-2025 13:08:52)
CIVIL MISCELLANEOUS,, 	(02-MAY-2025 13:08:52)
CITY OR LOCAL NATURAL GAS DISTRIBUTION,, 	(02-MAY-2025 13:08:52)
LDC,, 	(02-MAY-2025 13:08:52)

TOTAL DATA IN EXCEL : ,97, 	(02-MAY-2025 13:08:52)
 

TOTAL DATA INSERTED : ,96, 	(02-MAY-2025 13:08:52)
 

TOTAL SKIPPED DATA ,1, 	(02-MAY-2025 13:08:52)
 
<<END>>,<<FMS_SECTOR_MST>>, 	(02-MAY-2025 13:08:52)
 

<<START>>,<<FMS_SECTOR_DTL>>, 	(02-MAY-2025 13:08:52)
 
ABBR,,TIMESTAMP
RESELLERS,, 	(02-MAY-2025 13:08:52)
ELLECTRICAL/ ELECTRONICS,, 	(02-MAY-2025 13:08:52)
HEAVY MACHINES,, 	(02-MAY-2025 13:08:52)
LIGHT MACHINES,, 	(02-MAY-2025 13:08:52)
AIRCRAFTS,, 	(02-MAY-2025 13:08:52)
SHIPBUILD. & REPAIRS,, 	(02-MAY-2025 13:08:52)
TRUCKS&PASS VEHICALS,, 	(02-MAY-2025 13:08:52)
SCOOTERS ETC,, 	(02-MAY-2025 13:08:52)
HIGH PRESSURE VESSEL,, 	(02-MAY-2025 13:08:52)
MECH. MISCELLANEOUS,, 	(02-MAY-2025 13:08:52)
STRUCTURAL WORKS,, 	(02-MAY-2025 13:08:52)
IRON & STEEL PLANTS,, 	(02-MAY-2025 13:08:52)
IRON & STEEL REWORKS,, 	(02-MAY-2025 13:08:52)
ALUMINIUM,, 	(02-MAY-2025 13:08:52)
FOUNDRIES/CASTINGS,, 	(02-MAY-2025 13:08:52)
FERROUS ALLOYS,, 	(02-MAY-2025 13:08:52)
METAL. MISCELLANEOUS,, 	(02-MAY-2025 13:08:52)
CANDLE INDUSTRY,, 	(02-MAY-2025 13:08:52)
MATCHES,, 	(02-MAY-2025 13:08:52)
RUBBER TYRES & TUBES,, 	(02-MAY-2025 13:08:52)
PAPER PRODUCTS,, 	(02-MAY-2025 13:08:52)
INDU ABRASIVES,, 	(02-MAY-2025 13:08:52)
GLASS/CERAMICS ETC,, 	(02-MAY-2025 13:08:52)
PACKING MATERIALS,, 	(02-MAY-2025 13:08:52)
PLASTIC INDUSTRIES,, 	(02-MAY-2025 13:08:52)
LEATHER,, 	(02-MAY-2025 13:08:52)
PROCESSOR,, 	(02-MAY-2025 13:08:52)
TOBACCO PRODUCTS,, 	(02-MAY-2025 13:08:52)
INDUS. MISCELLANEOUS,, 	(02-MAY-2025 13:08:52)
COTTON MILLS HOSIERY,, 	(02-MAY-2025 13:08:52)
JUTE MILLS,, 	(02-MAY-2025 13:08:52)
SYN.FIBRE/RAYON MF,, 	(02-MAY-2025 13:08:52)
TEXTI. MISCELLANEOUS,, 	(02-MAY-2025 13:08:52)
PET.EXPLO&PROD,, 	(02-MAY-2025 13:08:52)
IRON ORE,, 	(02-MAY-2025 13:08:52)
COAL,, 	(02-MAY-2025 13:08:52)
BAUXITE,, 	(02-MAY-2025 13:08:52)
MANGANESE,, 	(02-MAY-2025 13:08:52)
STONE QUARRYING,, 	(02-MAY-2025 13:08:52)
MINING MISCELLANEOUS,, 	(02-MAY-2025 13:08:52)
POST & TELEGRAPHS,, 	(02-MAY-2025 13:08:52)
STATE ELEC. BOARDS,, 	(02-MAY-2025 13:08:52)
CATERING & HOTELS,, 	(02-MAY-2025 13:08:52)
UNIVERSITIES ETC,, 	(02-MAY-2025 13:08:52)
LAUNDRIES,, 	(02-MAY-2025 13:08:52)
REFINERIES,, 	(02-MAY-2025 13:08:52)
TPP-OIL,, 	(02-MAY-2025 13:08:52)
HYDEL POWER PLANTS,, 	(02-MAY-2025 13:08:52)
ATOMIC POWER PLANTS,, 	(02-MAY-2025 13:08:52)
GAS TURBINES,, 	(02-MAY-2025 13:08:52)
POWER MISCELLANEOUS,, 	(02-MAY-2025 13:08:52)
RAILWAYS,, 	(02-MAY-2025 13:08:52)
OTHER ROAD TRANSPORT,, 	(02-MAY-2025 13:08:52)
STATE ROAD TRANSPORT,, 	(02-MAY-2025 13:08:52)
SHIP. COASTAL,, 	(02-MAY-2025 13:08:52)
SHIP. INTERNATIONAL,, 	(02-MAY-2025 13:08:52)
INLAND WATERWAYS,, 	(02-MAY-2025 13:08:52)
OTHERS (PORT TRUST),, 	(02-MAY-2025 13:08:52)
DOMESTIC DIST.,, 	(02-MAY-2025 13:08:52)
INDUSTRIAL DIST.,, 	(02-MAY-2025 13:08:52)
OWN CONSUMPTION,, 	(02-MAY-2025 13:08:52)
PARALLEL MARKETERS,, 	(02-MAY-2025 13:08:52)
TEA PLANTATION,, 	(02-MAY-2025 13:08:52)
RUBBER/COFFEE ETC,, 	(02-MAY-2025 13:08:52)
FORESTRY&TIMBER,, 	(02-MAY-2025 13:08:52)
AGRI.CROPS/ORCHARD,, 	(02-MAY-2025 13:08:52)
SUGAR MILLS,, 	(02-MAY-2025 13:08:52)
FLOUR MILLS ETC,, 	(02-MAY-2025 13:08:52)
VEG. OIL MILLS,, 	(02-MAY-2025 13:08:52)
FOOD PROCESSING,, 	(02-MAY-2025 13:08:52)
DAIRIES&MILK PROC,, 	(02-MAY-2025 13:08:52)
FISHERIES,, 	(02-MAY-2025 13:08:52)
AGRI. MISCELLANEOUS,, 	(02-MAY-2025 13:08:52)
DOMESTIC AIRLINES,, 	(02-MAY-2025 13:08:52)
FOREIGN AIRLINES,, 	(02-MAY-2025 13:08:52)
FERTILISER-GAS BASED,, 	(02-MAY-2025 13:08:52)
CAUSTIC SODA ETC.,, 	(02-MAY-2025 13:08:52)
HEAVY ACIDS,, 	(02-MAY-2025 13:08:52)
OTHER INORG.CHEM,, 	(02-MAY-2025 13:08:52)
PETRO-CHEM OTHERS,, 	(02-MAY-2025 13:08:52)
PETROCHEM -GAS BASED,, 	(02-MAY-2025 13:08:52)
DYES & DYE STUFFS,, 	(02-MAY-2025 13:08:52)
SYNTHETIC RUBBER,, 	(02-MAY-2025 13:08:52)
PESTI./AGRO CHEM,, 	(02-MAY-2025 13:08:52)
OTHER ORG.CHEMICAL,, 	(02-MAY-2025 13:08:52)
DRUGS&PHARMACEUTICAL,, 	(02-MAY-2025 13:08:52)
PAINTS ETC,, 	(02-MAY-2025 13:08:52)
INDU EXPLOSIVE,, 	(02-MAY-2025 13:08:52)
CALCINATION PLANTS,, 	(02-MAY-2025 13:08:52)
SOAPS ETC,, 	(02-MAY-2025 13:08:52)
MISC CHEM INDU,, 	(02-MAY-2025 13:08:52)
CEMENT/BUILD MAT,, 	(02-MAY-2025 13:08:52)
BITUMEN/BUILD.MAT,, 	(02-MAY-2025 13:08:52)
CIVIL MISCELLANEOUS,, 	(02-MAY-2025 13:08:52)
CITY OR LOCAL NATURAL GAS DISTRIBUTION,, 	(02-MAY-2025 13:08:52)
LDC,, 	(02-MAY-2025 13:08:52)

TOTAL DATA IN EXCEL : ,97, 	(02-MAY-2025 13:08:52)
 

TOTAL DATA INSERTED : ,96, 	(02-MAY-2025 13:08:52)
 

TOTAL SKIPPED DATA ,0, 	(02-MAY-2025 13:08:52)
 
<<END>>,<<FMS_SECTOR_DTL>>, 	(02-MAY-2025 13:08:52)
 

<<START>>,<<FMS_ENTITY_ADDR_MST>>,,,,, 	(02-MAY-2025 13:08:52)
 

TOTAL DATA IN EXCEL : ,0,,,,, 	(02-MAY-2025 13:08:52)
 

TOTAL DATA INSERTED : ,0,,,,, 	(02-MAY-2025 13:08:52)
 

TOTAL SKIPPED DATA ,0,,,,, 	(02-MAY-2025 13:08:52)
 
<<END>>,<<FMS_ENTITY_ADDR_MST>>,,,,, 	(02-MAY-2025 13:08:52)
 

<<START>>,<<FMS_COMPANY_OWNER_MST>>,,, 	(02-MAY-2025 13:08:52)
 
COMPANY_CD,CD,ABBR,EFF_DT,TIMESTAMP
2,2,SEIPL , 01/01/2003 00:00:00, 	(02-MAY-2025 13:08:52)
2,2,SEIPL , 11/10/2022 00:00:00, 	(02-MAY-2025 13:08:52)

TOTAL DATA IN EXCEL : ,2,,, 	(02-MAY-2025 13:08:52)
 

TOTAL DATA INSERTED :, 2,,, 	(02-MAY-2025 13:08:52)
 

TOTAL SKIPPED DATA ,0,,, 	(02-MAY-2025 13:08:52)
 
<<END>>,<<FMS_COMPANY_OWNER_MST>>,,, 	(02-MAY-2025 13:08:52)
 

<<START>>,<<FMS_COMPANY_OWNER_ADDR_MST>>,,, 	(02-MAY-2025 13:08:52)
 
COMPANY_CD,ABBR,ADDR_TYPE,EFF_DT,TIMESTAMP,
2,SEIPL , B , 26/11/2020 00:00:00, 	(02-MAY-2025 13:08:52)
2,SEIPL , C , 26/11/2020 00:00:00, 	(02-MAY-2025 13:08:52)
2,SEIPL , R , 26/11/2020 00:00:00, 	(02-MAY-2025 13:08:52)

TOTAL DATA IN EXCEL : ,3,,, 	(02-MAY-2025 13:08:52)
 

TOTAL DATA INSERTED : ,3,,, 	(02-MAY-2025 13:08:52)
 

TOTAL SKIPPED DATA ,0,,, 	(02-MAY-2025 13:08:52)
 
<<END>>,<<FMS_COMPANY_OWNER_ADDR_MST>>,,, 	(02-MAY-2025 13:08:52)
 

<<START>>,<<FMS_COUNTERPARTY_PLANT_DTL>>,,,,, 	(02-MAY-2025 13:08:52)
 

TOTAL DATA IN EXCEL : ,0,,,,, 	(02-MAY-2025 13:08:52)
 

TOTAL DATA INSERTED : ,0,,,,, 	(02-MAY-2025 13:08:52)
 

TOTAL SKIPPED DATA ,0,,,,, 	(02-MAY-2025 13:08:52)
 
<<END>>,<<FMS_COUNTERPARTY_PLANT_DTL>>,,,,, 	(02-MAY-2025 13:08:52)
 

<<START>>,<<FMS_COUNTERPARTY_BU_DTL>>,,,,, 	(02-MAY-2025 13:08:52)
 

TOTAL DATA IN EXCEL : ,0,,,,, 	(02-MAY-2025 13:08:52)
 

TOTAL DATA INSERTED : ,0,,,,, 	(02-MAY-2025 13:08:52)
 

TOTAL SKIPPED DATA ,0,,,,, 	(02-MAY-2025 13:08:52)
 
<<END>>,<<FMS_COUNTERPARTY_BU_DTL>>,,,,, 	(02-MAY-2025 13:08:52)
 

<<START>>,<<FMS_BANK_MST>>,,, 	(02-MAY-2025 13:08:52)
 
CD,BANK_NAME,BANK_ABBR,EFF_DT,TIMESTAMP
1001 , STANDARD CHARTERED BANK , NULL , 01/01/2010 00:00:00, 	(02-MAY-2025 13:08:52)
1002 , Mizuho Bank, Ltd , MIZUHO , 01/06/2023 00:00:00, 	(02-MAY-2025 13:08:52)
1003 , RBL Bank Ltd , RBL , 26/02/2024 00:00:00, 	(02-MAY-2025 13:08:52)
1004 , ICICI Bank Ltd , ICICI , 24/03/2021 00:00:00, 	(02-MAY-2025 13:08:52)
1005 , HDFC Bank Ltd , HDFC , 24/03/2021 00:00:00, 	(02-MAY-2025 13:08:52)
1006 , Axis Bank Ltd , AXIS , 24/03/2021 00:00:00, 	(02-MAY-2025 13:08:52)
1007 , Bank of Baroda , BOB , 24/03/2021 00:00:00, 	(02-MAY-2025 13:08:52)
1008 , Indian Bank , IB , 24/03/2021 00:00:00, 	(02-MAY-2025 13:08:52)
1009 , Standard Chartered Bank  , SCB , 24/03/2021 00:00:00, 	(02-MAY-2025 13:08:52)
1010 , IDBI Bank Ltd , IDBI , 24/03/2021 00:00:00, 	(02-MAY-2025 13:08:52)
1011 , State Bank of India , SBI , 24/03/2021 00:00:00, 	(02-MAY-2025 13:08:52)
1012 , Federal Bank Ltd , FBL , 24/03/2021 00:00:00, 	(02-MAY-2025 13:08:52)
1013 , The Hongkong & Shanghai Banking Corporation Ltd , HSBC , 14/06/2022 00:00:00, 	(02-MAY-2025 13:08:52)
1014 , Citibank N.A. ? India Branches , CITI INDIA , 19/07/2022 00:00:00, 	(02-MAY-2025 13:08:52)
1015 , Kotak Mahindra Bank Limited , KMB , 03/06/2022 00:00:00, 	(02-MAY-2025 13:08:52)
1016 , Yes Bank Ltd , YBL , 04/01/2023 00:00:00, 	(02-MAY-2025 13:08:52)
1017 , Union Bank of India , UBI , 10/01/2023 00:00:00, 	(02-MAY-2025 13:08:52)
1018 , Punjab National Bank , PNB , 13/05/2021 00:00:00, 	(02-MAY-2025 13:08:52)
1019 , Credit Agricole Corporate and Investment Bank (India) , CACIB , 18/05/2022 00:00:00, 	(02-MAY-2025 13:08:52)
1020 , Sumitomo Mitsui Banking Corporation , SMBC-DELHI , 22/09/2022 00:00:00, 	(02-MAY-2025 13:08:52)
1021 , Deutsche Bank AG  , DB INDIA , 22/09/2022 00:00:00, 	(02-MAY-2025 13:08:52)
1022 , INDUSIND BANK LIMITED , INDUSIND , 08/12/2022 00:00:00, 	(02-MAY-2025 13:08:52)

TOTAL DATA IN EXCEL : ,22,,, 	(02-MAY-2025 13:08:52)
 

TOTAL DATA INSERTED : ,22,,, 	(02-MAY-2025 13:08:52)
 

TOTAL SKIPPED DATA ,0,,, 	(02-MAY-2025 13:08:52)
 
<<END>>,<<FMS_BANK_MST>>,,, 	(02-MAY-2025 13:08:52)
 

<<START>>,<<FMS_ENTITY_TURNOVER_DTL>>,,,, 	(02-MAY-2025 13:08:52)
 

TOTAL DATA IN EXCEL : ,0,,,, 	(02-MAY-2025 13:08:52)
 

TOTAL DATA INSERTED : ,0,,,, 	(02-MAY-2025 13:08:52)
 

TOTAL SKIPPED DATA ,0,,,, 	(02-MAY-2025 13:08:52)
 
<<END>>,<<FMS_ENTITY_TURNOVER_DTL>>,,,, 	(02-MAY-2025 13:08:52)
 

<<START>>,<<FMS_SHIP_MST>>,, 	(02-MAY-2025 13:08:52)
 
CD,SHIP_NAME,EFF_DT,TIMESTAMP
1 , MARIA ENERGY , 01/01/2007 00:00:00, 	(02-MAY-2025 13:08:52)
2 , OUGARTA , 01/01/2007 00:00:00, 	(02-MAY-2025 13:08:52)
3 , METHANE SPIRIT , 01/01/2007 00:00:00, 	(02-MAY-2025 13:08:52)
4 , YARI LNG , 01/01/2007 00:00:00, 	(02-MAY-2025 13:08:52)
5 , FLEX ENDEAVOUR , 01/01/2007 00:00:00, 	(02-MAY-2025 13:08:52)
6 , METHANE JANE ELIZABETH , 01/01/2007 00:00:00, 	(02-MAY-2025 13:08:52)
7 , MARAN GAS ASCLEPIUS , 01/01/2007 00:00:00, 	(02-MAY-2025 13:08:52)
8 , HISPANIA SPIRIT , 01/01/2007 00:00:00, 	(02-MAY-2025 13:08:52)
9 , CASTILLO DE MERIDA , 01/01/2007 00:00:00, 	(02-MAY-2025 13:08:52)
10 , MARAN GAS HECTOR , 01/01/2007 00:00:00, 	(02-MAY-2025 13:08:52)
11 , SHINSHU MARU , 01/01/2007 00:00:00, 	(02-MAY-2025 13:08:52)
12 , GOLAR MARIA , 01/01/2007 00:00:00, 	(02-MAY-2025 13:08:52)
13 , UMM AL ASTHAN , 01/01/2007 00:00:00, 	(02-MAY-2025 13:08:52)
14 , LNG PORT HARCOURT II , 01/01/2007 00:00:00, 	(02-MAY-2025 13:08:52)
15 , SHAHAMAH , 01/01/2007 00:00:00, 	(02-MAY-2025 13:08:52)
16 , MRAWEH , 01/01/2007 00:00:00, 	(02-MAY-2025 13:08:52)
17 , GASLOG SEATTLE , 01/01/2007 00:00:00, 	(02-MAY-2025 13:08:52)
18 , MARAN GAS CHIOS , 01/01/2007 00:00:00, 	(02-MAY-2025 13:08:52)
19 , GOLAR ICE , 01/01/2007 00:00:00, 	(02-MAY-2025 13:08:52)
20 , MARAN GAS AMPHIPOLIS , 01/01/2007 00:00:00, 	(02-MAY-2025 13:08:52)
21 , MARVEL FALCON , 01/01/2007 00:00:00, 	(02-MAY-2025 13:08:52)
22 , GASLOG GLADSTONE , 01/01/2007 00:00:00, 	(02-MAY-2025 13:08:52)
23 , FLEX COURAGEOUS , 01/01/2007 00:00:00, 	(02-MAY-2025 13:08:52)
24 , VELIKIY NOVGOROD , 01/01/2007 00:00:00, 	(02-MAY-2025 13:08:52)
25 , OAK SPIRIT , 01/01/2007 00:00:00, 	(02-MAY-2025 13:08:52)
26 , ELISA AQUILA , 01/01/2007 00:00:00, 	(02-MAY-2025 13:08:52)
27 , AMUR RIVER , 01/01/2007 00:00:00, 	(02-MAY-2025 13:08:52)
28 , PAN AMERICAS , 01/01/2007 00:00:00, 	(02-MAY-2025 13:08:52)
29 , SESTAO KNUTSEN , 01/01/2007 00:00:00, 	(02-MAY-2025 13:08:52)
30 , TORBEN SPIRIT , 01/01/2007 00:00:00, 	(02-MAY-2025 13:08:52)
31 , AMANI , 01/01/2007 00:00:00, 	(02-MAY-2025 13:08:52)
32 , MARAN GAS ULYSSES , 01/01/2007 00:00:00, 	(02-MAY-2025 13:08:52)
33 , ARCTIC VOYAGER , 01/01/2007 00:00:00, 	(02-MAY-2025 13:08:52)
34 , GRACE EMILIA , 01/01/2007 00:00:00, 	(02-MAY-2025 13:08:52)
35 , ASIA INTEGRITY , 01/01/2007 00:00:00, 	(02-MAY-2025 13:08:52)
36 , MERIDIAN SPIRIT , 01/01/2007 00:00:00, 	(02-MAY-2025 13:08:52)
37 , GOLAR CRYSTAL , 01/01/2007 00:00:00, 	(02-MAY-2025 13:08:52)
38 , GASLOG WESTMINSTER , 01/01/2007 00:00:00, 	(02-MAY-2025 13:08:52)
39 , FLEX ARTEMIS , 01/01/2007 00:00:00, 	(02-MAY-2025 13:08:52)
40 , GOLAR TUNDRA , 01/01/2007 00:00:00, 	(02-MAY-2025 13:08:52)
41 , MILAHA QATAR , 01/01/2007 00:00:00, 	(02-MAY-2025 13:08:52)
42 , ORION SUN , 01/01/2007 00:00:00, 	(02-MAY-2025 13:08:52)
43 , LNG LAGOS II , 01/01/2007 00:00:00, 	(02-MAY-2025 13:08:52)
44 , COOL RUNNER , 01/01/2007 00:00:00, 	(02-MAY-2025 13:08:52)
45 , LNG ALLIANCE , 01/01/2007 00:00:00, 	(02-MAY-2025 13:08:52)
46 , PAN EUROPE , 01/01/2007 00:00:00, 	(02-MAY-2025 13:08:52)
47 , BW BRUSSELS , 01/01/2007 00:00:00, 	(02-MAY-2025 13:08:52)
48 , RIOJA KNUTSEN , 01/01/2007 00:00:00, 	(02-MAY-2025 13:08:52)
49 , GOLAR PENGUIN , 01/01/2007 00:00:00, 	(02-MAY-2025 13:08:52)
50 , BW PARIS , 01/01/2007 00:00:00, 	(02-MAY-2025 13:08:52)
51 , METHANE KARI ELIN , 01/01/2007 00:00:00, 	(02-MAY-2025 13:08:52)
52 , DOMESTIC GAS , 01/01/2007 00:00:00, 	(02-MAY-2025 13:08:52)
53 , SCF TIMMERMAN  , 01/01/2007 00:00:00, 	(02-MAY-2025 13:08:52)
54 , GAIL BHUWAN , 01/01/2007 00:00:00, 	(02-MAY-2025 13:08:52)
55 , HOEGH GANDRIA  , 01/01/2007 00:00:00, 	(02-MAY-2025 13:08:52)
56 , LUSAIL , 01/01/2007 00:00:00, 	(02-MAY-2025 13:08:52)
57 , BRITISH MENTOR , 01/01/2007 00:00:00, 	(02-MAY-2025 13:08:52)
58 , PAN ASIA , 01/01/2007 00:00:00, 	(02-MAY-2025 13:08:52)
59 , METHANE PRINCESS , 01/01/2007 00:00:00, 	(02-MAY-2025 13:08:52)
60 , GASLOG SAVANNAH , 01/01/2007 00:00:00, 	(02-MAY-2025 13:08:52)
61 , LNG FUKUROKUJU , 01/01/2007 00:00:00, 	(02-MAY-2025 13:08:52)
62 , KITA LNG , 01/01/2007 00:00:00, 	(02-MAY-2025 13:08:52)
63 , GASLOG HONG KONG , 01/01/2007 00:00:00, 	(02-MAY-2025 13:08:52)
64 , MARAN GAS PERICLES , 01/01/2007 00:00:00, 	(02-MAY-2025 13:08:52)
65 , CUBAL , 01/01/2007 00:00:00, 	(02-MAY-2025 13:08:52)
66 , SERI AMANAH , 01/01/2007 00:00:00, 	(02-MAY-2025 13:08:52)
67 , GOLAR BEAR , 01/01/2007 00:00:00, 	(02-MAY-2025 13:08:52)
68 , GOLAR SNOW , 01/01/2007 00:00:00, 	(02-MAY-2025 13:08:52)
69 , GALICIA SPIRIT  , 01/01/2007 00:00:00, 	(02-MAY-2025 13:08:52)
70 , SONANGOL ETOSHA , 01/01/2007 00:00:00, 	(02-MAY-2025 13:08:52)
71 , LNG LOKOJA , 01/01/2007 00:00:00, 	(02-MAY-2025 13:08:52)
72 , LA MANCHA KNUTSEN , 01/01/2007 00:00:00, 	(02-MAY-2025 13:08:52)
73 , LNG FINIMA II , 01/01/2007 00:00:00, 	(02-MAY-2025 13:08:52)
74 , IBRI LNG , 01/01/2007 00:00:00, 	(02-MAY-2025 13:08:52)
75 , GOLAR KELVIN , 01/01/2007 00:00:00, 	(02-MAY-2025 13:08:52)
76 , SOYO , 01/01/2007 00:00:00, 	(02-MAY-2025 13:08:52)
77 , MYRINA , 01/01/2007 00:00:00, 	(02-MAY-2025 13:08:52)
78 , METHANE PATRICIA CAMILA , 01/01/2007 00:00:00, 	(02-MAY-2025 13:08:52)
79 , MARAN GAS ROXANA , 01/01/2007 00:00:00, 	(02-MAY-2025 13:08:52)
80 , GASLOG GENOA , 01/01/2007 00:00:00, 	(02-MAY-2025 13:08:52)
81 , LOBITO , 01/01/2007 00:00:00, 	(02-MAY-2025 13:08:52)
82 , METHANE ALISON VICTORIA , 01/01/2007 00:00:00, 	(02-MAY-2025 13:08:52)
83 , MUBARAZ , 01/01/2007 00:00:00, 	(02-MAY-2025 13:08:52)
84 , ISH , 01/01/2007 00:00:00, 	(02-MAY-2025 13:08:52)
