

<<START>>,<<FMS_COUNTERPARTY_MST>>,, 	(25-APR-2025 09:53:04)
2,15 , HPCL , C , 1 , 01/11/2024 00:00:00 , P2, 	(25-APR-2025 09:53:57)	 (Not Inserted)
2,15 , HPCL , C , 1 , 01/11/2024 00:00:00 , P4, 	(25-APR-2025 09:53:57)	 (Not Inserted)
2,15 , HPCL , C , 2 , 01/12/2023 00:00:00 , B, 	(25-APR-2025 09:53:57)	 (Not Inserted)
2,15 , HPCL , C , 2 , 01/12/2023 00:00:00 , P5, 	(25-APR-2025 09:53:57)	 (Not Inserted)
2,15 , HPCL , C , 2 , 01/12/2023 00:00:00 , P2, 	(25-APR-2025 09:53:57)	 (Not Inserted)
2,15 , HPCL , C , 3 , 20/07/2021 00:00:00 , P3, 	(25-APR-2025 09:53:57)	 (Not Inserted)
2,15 , HPCL , C , 3 , 20/07/2021 00:00:00 , P1, 	(25-APR-2025 09:53:57)	 (Not Inserted)
2,15 , HPCL , C , 4 , 01/06/2024 00:00:00 , P1, 	(25-APR-2025 09:53:57)	 (Not Inserted)
2,15 , HPCL , C , 5 , 01/06/2024 00:00:00 , P1, 	(25-APR-2025 09:53:57)	 (Not Inserted)
2,15 , HPCL , C , 6 , 17/11/2010 00:00:00 , B, 	(25-APR-2025 09:53:57)	 (Not Inserted)
2,15 , HPCL , C , 7 , 01/12/2023 00:00:00 , B, 	(25-APR-2025 09:53:57)	 (Not Inserted)
2,15 , HPCL , C , 7 , 01/12/2023 00:00:00 , P2, 	(25-APR-2025 09:53:57)	 (Not Inserted)
2,15 , HPCL , C , 8 , 20/07/2021 00:00:00 , P1, 	(25-APR-2025 09:53:57)	 (Not Inserted)
2,15 , HPCL , C , 8 , 20/07/2021 00:00:00 , P3, 	(25-APR-2025 09:53:57)	 (Not Inserted)
2,15 , HPCL , C , 9 , 01/06/2024 00:00:00 , P1, 	(25-APR-2025 09:53:57)	 (Not Inserted)
2,15 , HPCL , C , 10 , 01/02/2024 00:00:00 , B, 	(25-APR-2025 09:53:57)	 (Not Inserted)
2,15 , HPCL , C , 10 , 01/02/2024 00:00:00 , P1, 	(25-APR-2025 09:53:57)	 (Not Inserted)
2,15 , HPCL , C , 10 , 01/02/2024 00:00:00 , P1, 	(25-APR-2025 09:53:57)	 (Not Inserted)
2,15 , HPCL , C , 10 , 01/02/2024 00:00:00 , P3, 	(25-APR-2025 09:53:57)	 (Not Inserted)
2,15 , HPCL , C , 11 , 17/11/2010 00:00:00 , P1, 	(25-APR-2025 09:53:57)	 (Not Inserted)
2,15 , HPCL , C , 11 , 17/11/2010 00:00:00 , P3, 	(25-APR-2025 09:53:57)	 (Not Inserted)
2,15 , HPCL , C , 1 , 01/11/2024 00:00:00 , B, 	(25-APR-2025 09:53:57)	 (Not Inserted)
2,15 , HPCL , C , 1 , 01/11/2024 00:00:00 , P2, 	(25-APR-2025 09:53:57)	 (Not Inserted)
2,15 , HPCL , C , 1 , 01/11/2024 00:00:00 , P4, 	(25-APR-2025 09:53:57)	 (Not Inserted)
2,15 , HPCL , C , 2 , 01/12/2023 00:00:00 , B, 	(25-APR-2025 09:53:57)	 (Not Inserted)
2,15 , HPCL , C , 2 , 01/12/2023 00:00:00 , P5, 	(25-APR-2025 09:53:57)	 (Not Inserted)
2,15 , HPCL , C , 2 , 01/12/2023 00:00:00 , P2, 	(25-APR-2025 09:53:57)	 (Not Inserted)
2,15 , HPCL , C , 3 , 20/07/2021 00:00:00 , P3, 	(25-APR-2025 09:53:57)	 (Not Inserted)
2,15 , HPCL , C , 3 , 20/07/2021 00:00:00 , P1, 	(25-APR-2025 09:53:57)	 (Not Inserted)
2,15 , HPCL , C , 4 , 01/06/2024 00:00:00 , P1, 	(25-APR-2025 09:53:57)	 (Not Inserted)
2,15 , HPCL , C , 5 , 01/06/2024 00:00:00 , P1, 	(25-APR-2025 09:53:57)	 (Not Inserted)
2,15 , HPCL , C , 6 , 17/11/2010 00:00:00 , B, 	(25-APR-2025 09:53:57)	 (Not Inserted)
2,15 , HPCL , C , 7 , 01/12/2023 00:00:00 , B, 	(25-APR-2025 09:53:57)	 (Not Inserted)
2,15 , HPCL , C , 7 , 01/12/2023 00:00:00 , P2, 	(25-APR-2025 09:53:57)	 (Not Inserted)
2,15 , HPCL , C , 8 , 20/07/2021 00:00:00 , P1, 	(25-APR-2025 09:53:57)	 (Not Inserted)
2,15 , HPCL , C , 8 , 20/07/2021 00:00:00 , P3, 	(25-APR-2025 09:53:57)	 (Not Inserted)
2,15 , HPCL , C , 9 , 01/06/2024 00:00:00 , P1, 	(25-APR-2025 09:53:57)	 (Not Inserted)
2,15 , HPCL , C , 10 , 01/02/2024 00:00:00 , B, 	(25-APR-2025 09:53:57)	 (Not Inserted)
2,15 , HPCL , C , 10 , 01/02/2024 00:00:00 , P1, 	(25-APR-2025 09:53:57)	 (Not Inserted)
2,15 , HPCL , C , 10 , 01/02/2024 00:00:00 , P1, 	(25-APR-2025 09:53:57)	 (Not Inserted)
2,15 , HPCL , C , 10 , 01/02/2024 00:00:00 , P3, 	(25-APR-2025 09:53:57)	 (Not Inserted)
2,15 , HPCL , C , 11 , 17/11/2010 00:00:00 , P1, 	(25-APR-2025 09:53:57)	 (Not Inserted)
2,15 , HPCL , C , 11 , 17/11/2010 00:00:00 , P3, 	(25-APR-2025 09:53:57)	 (Not Inserted)
2,16 , JSW , C , 1 , 25/11/2014 00:00:00 , P1, 	(25-APR-2025 09:53:57)	 (Not Inserted)
2,16 , JSW , C , 1 , 25/11/2014 00:00:00 , P1, 	(25-APR-2025 09:53:57)	 (Not Inserted)
2,16 , JSW , C , 2 , 25/11/2014 00:00:00 , C, 	(25-APR-2025 09:53:57)	 (Not Inserted)
2,16 , JSW , C , 2 , 25/11/2014 00:00:00 , C, 	(25-APR-2025 09:53:57)	 (Not Inserted)
2,16 , JSW , C , 1 , 25/11/2014 00:00:00 , P1, 	(25-APR-2025 09:53:57)	 (Not Inserted)
2,16 , JSW , C , 1 , 25/11/2014 00:00:00 , P1, 	(25-APR-2025 09:53:57)	 (Not Inserted)
2,16 , JSW , C , 2 , 25/11/2014 00:00:00 , C, 	(25-APR-2025 09:53:57)	 (Not Inserted)
2,16 , JSW , C , 2 , 25/11/2014 00:00:00 , C, 	(25-APR-2025 09:53:57)	 (Not Inserted)
2,17 , BGL , C , 1 , 28/07/2016 00:00:00 , R, 	(25-APR-2025 09:53:57)	 (Not Inserted)
2,17 , BGL , C , 1 , 28/07/2016 00:00:00 , R, 	(25-APR-2025 09:53:57)	 (Not Inserted)
2,17 , BGL , C , 1 , 28/07/2016 00:00:00 , R, 	(25-APR-2025 09:53:57)	 (Not Inserted)
2,17 , BGL , C , 1 , 28/07/2016 00:00:00 , R, 	(25-APR-2025 09:53:57)	 (Not Inserted)
2,18 , GSFC , C , 1 , 11/08/2016 00:00:00 , B, 	(25-APR-2025 09:53:57)	 (Not Inserted)
2,18 , GSFC , C , 2 , 11/08/2016 00:00:00 , B, 	(25-APR-2025 09:53:57)	 (Not Inserted)
2,18 , GSFC , C , 3 , 11/08/2016 00:00:00 , B, 	(25-APR-2025 09:53:57)	 (Not Inserted)
2,18 , GSFC , C , 4 , 11/08/2016 00:00:00 , P1, 	(25-APR-2025 09:53:57)	 (Not Inserted)
2,18 , GSFC , C , 5 , 11/08/2016 00:00:00 , P1, 	(25-APR-2025 09:53:57)	 (Not Inserted)
2,18 , GSFC , C , 6 , 11/08/2016 00:00:00 , B, 	(25-APR-2025 09:53:57)	 (Not Inserted)
2,18 , GSFC , C , 7 , 11/08/2016 00:00:00 , B, 	(25-APR-2025 09:53:57)	 (Not Inserted)
2,18 , GSFC , C , 8 , 11/08/2016 00:00:00 , B, 	(25-APR-2025 09:53:57)	 (Not Inserted)
2,18 , GSFC , C , 9 , 11/08/2016 00:00:00 , B, 	(25-APR-2025 09:53:57)	 (Not Inserted)
2,18 , GSFC , C , 10 , 11/08/2016 00:00:00 , B, 	(25-APR-2025 09:53:57)	 (Not Inserted)
2,18 , GSFC , C , 11 , 11/08/2016 00:00:00 , R, 	(25-APR-2025 09:53:57)	 (Not Inserted)
2,18 , GSFC , C , 12 , 11/08/2016 00:00:00 , B, 	(25-APR-2025 09:53:57)	 (Not Inserted)
2,18 , GSFC , C , 13 , 11/08/2016 00:00:00 , B, 	(25-APR-2025 09:53:57)	 (Not Inserted)
2,18 , GSFC , C , 1 , 11/08/2016 00:00:00 , B, 	(25-APR-2025 09:53:57)	 (Not Inserted)
2,18 , GSFC , C , 2 , 11/08/2016 00:00:00 , B, 	(25-APR-2025 09:53:57)	 (Not Inserted)
2,18 , GSFC , C , 3 , 11/08/2016 00:00:00 , B, 	(25-APR-2025 09:53:57)	 (Not Inserted)
2,18 , GSFC , C , 4 , 11/08/2016 00:00:00 , P1, 	(25-APR-2025 09:53:57)	 (Not Inserted)
2,18 , GSFC , C , 5 , 11/08/2016 00:00:00 , P1, 	(25-APR-2025 09:53:57)	 (Not Inserted)
2,18 , GSFC , C , 6 , 11/08/2016 00:00:00 , B, 	(25-APR-2025 09:53:57)	 (Not Inserted)
2,18 , GSFC , C , 7 , 11/08/2016 00:00:00 , B, 	(25-APR-2025 09:53:57)	 (Not Inserted)
2,18 , GSFC , C , 8 , 11/08/2016 00:00:00 , B, 	(25-APR-2025 09:53:57)	 (Not Inserted)
2,18 , GSFC , C , 9 , 11/08/2016 00:00:00 , B, 	(25-APR-2025 09:53:57)	 (Not Inserted)
2,18 , GSFC , C , 10 , 11/08/2016 00:00:00 , B, 	(25-APR-2025 09:53:57)	 (Not Inserted)
2,18 , GSFC , C , 11 , 11/08/2016 00:00:00 , R, 	(25-APR-2025 09:53:57)	 (Not Inserted)
2,18 , GSFC , C , 12 , 11/08/2016 00:00:00 , B, 	(25-APR-2025 09:53:57)	 (Not Inserted)
2,18 , GSFC , C , 13 , 11/08/2016 00:00:00 , B, 	(25-APR-2025 09:53:57)	 (Not Inserted)
2,228 , H-Energy , C , 1 , 14/11/2016 00:00:00 , C, 	(25-APR-2025 09:53:57)	 (Not Inserted)
2,228 , H-Energy , C , 2 , 14/11/2016 00:00:00 , C, 	(25-APR-2025 09:53:57)	 (Not Inserted)
2,228 , H-Energy , C , 1 , 14/11/2016 00:00:00 , C, 	(25-APR-2025 09:53:57)	 (Not Inserted)
2,228 , H-Energy , C , 2 , 14/11/2016 00:00:00 , C, 	(25-APR-2025 09:53:57)	 (Not Inserted)
2,19 , ATGL , C , 1 , 01/02/2024 00:00:00 , P2, 	(25-APR-2025 09:53:57)	 (Not Inserted)
2,19 , ATGL , C , 1 , 01/02/2024 00:00:00 , P2, 	(25-APR-2025 09:53:57)	 (Not Inserted)
2,19 , ATGL , C , 2 , 15/02/2024 00:00:00 , P2, 	(25-APR-2025 09:53:57)	 (Not Inserted)
2,19 , ATGL , C , 2 , 15/02/2024 00:00:00 , P2, 	(25-APR-2025 09:53:57)	 (Not Inserted)
2,19 , ATGL , C , 3 , 15/02/2024 00:00:00 , P2, 	(25-APR-2025 09:53:57)	 (Not Inserted)
2,19 , ATGL , C , 3 , 15/02/2024 00:00:00 , P2, 	(25-APR-2025 09:53:57)	 (Not Inserted)
2,19 , ATGL , C , 4 , 15/02/2024 00:00:00 , P2, 	(25-APR-2025 09:53:57)	 (Not Inserted)
2,19 , ATGL , C , 4 , 15/02/2024 00:00:00 , P2, 	(25-APR-2025 09:53:57)	 (Not Inserted)
2,19 , ATGL , C , 5 , 22/02/2024 00:00:00 , P2, 	(25-APR-2025 09:53:57)	 (Not Inserted)
2,19 , ATGL , C , 5 , 22/02/2024 00:00:00 , P2, 	(25-APR-2025 09:53:57)	 (Not Inserted)
2,19 , ATGL , C , 5 , 22/02/2024 00:00:00 , P2, 	(25-APR-2025 09:53:57)	 (Not Inserted)
2,19 , ATGL , C , 5 , 22/02/2024 00:00:00 , P2, 	(25-APR-2025 09:53:57)	 (Not Inserted)
2,19 , ATGL , C , 1 , 01/02/2024 00:00:00 , P2, 	(25-APR-2025 09:53:57)	 (Not Inserted)
2,19 , ATGL , C , 1 , 01/02/2024 00:00:00 , P2, 	(25-APR-2025 09:53:57)	 (Not Inserted)
2,19 , ATGL , C , 2 , 15/02/2024 00:00:00 , P2, 	(25-APR-2025 09:53:57)	 (Not Inserted)
2,19 , ATGL , C , 2 , 15/02/2024 00:00:00 , P2, 	(25-APR-2025 09:53:57)	 (Not Inserted)
2,19 , ATGL , C , 3 , 15/02/2024 00:00:00 , P2, 	(25-APR-2025 09:53:57)	 (Not Inserted)
2,19 , ATGL , C , 3 , 15/02/2024 00:00:00 , P2, 	(25-APR-2025 09:53:57)	 (Not Inserted)
2,19 , ATGL , C , 4 , 15/02/2024 00:00:00 , P2, 	(25-APR-2025 09:53:57)	 (Not Inserted)
2,19 , ATGL , C , 4 , 15/02/2024 00:00:00 , P2, 	(25-APR-2025 09:53:57)	 (Not Inserted)
2,19 , ATGL , C , 5 , 22/02/2024 00:00:00 , P2, 	(25-APR-2025 09:53:57)	 (Not Inserted)
2,19 , ATGL , C , 5 , 22/02/2024 00:00:00 , P2, 	(25-APR-2025 09:53:57)	 (Not Inserted)
2,19 , ATGL , C , 5 , 22/02/2024 00:00:00 , P2, 	(25-APR-2025 09:53:57)	 (Not Inserted)
2,19 , ATGL , C , 5 , 22/02/2024 00:00:00 , P2, 	(25-APR-2025 09:53:57)	 (Not Inserted)
2,20 , AMNS , C , 1 , 01/12/2023 00:00:00 , P1, 	(25-APR-2025 09:53:57)	 (Not Inserted)
2,20 , AMNS , C , 1 , 01/12/2023 00:00:00 , P4, 	(25-APR-2025 09:53:57)	 (Not Inserted)
2,20 , AMNS , C , 1 , 01/12/2023 00:00:00 , R, 	(25-APR-2025 09:53:57)	 (Not Inserted)
2,20 , AMNS , C , 2 , 01/07/2021 00:00:00 , P1, 	(25-APR-2025 09:53:57)	 (Not Inserted)
2,20 , AMNS , C , 3 , 01/07/2021 00:00:00 , P2, 	(25-APR-2025 09:53:57)	 (Not Inserted)
2,20 , AMNS , C , 4 , 01/07/2021 00:00:00 , B, 	(25-APR-2025 09:53:57)	 (Not Inserted)
2,20 , AMNS , C , 5 , 01/12/2023 00:00:00 , B, 	(25-APR-2025 09:53:57)	 (Not Inserted)
2,20 , AMNS , C , 5 , 01/12/2023 00:00:00 , P4, 	(25-APR-2025 09:53:57)	 (Not Inserted)
2,20 , AMNS , C , 6 , 01/07/2021 00:00:00 , B, 	(25-APR-2025 09:53:57)	 (Not Inserted)
2,20 , AMNS , C , 7 , 01/07/2021 00:00:00 , P1, 	(25-APR-2025 09:53:57)	 (Not Inserted)
2,20 , AMNS , C , 8 , 01/07/2021 00:00:00 , P1, 	(25-APR-2025 09:53:57)	 (Not Inserted)
2,20 , AMNS , C , 9 , 01/12/2023 00:00:00 , P2, 	(25-APR-2025 09:53:57)	 (Not Inserted)
2,20 , AMNS , C , 9 , 01/12/2023 00:00:00 , P1, 	(25-APR-2025 09:53:57)	 (Not Inserted)
2,20 , AMNS , C , 9 , 01/12/2023 00:00:00 , P1, 	(25-APR-2025 09:53:57)	 (Not Inserted)
2,20 , AMNS , C , 9 , 01/12/2023 00:00:00 , P4, 	(25-APR-2025 09:53:57)	 (Not Inserted)
2,20 , AMNS , C , 10 , 01/12/2023 00:00:00 , P2, 	(25-APR-2025 09:53:57)	 (Not Inserted)
2,20 , AMNS , C , 10 , 01/12/2023 00:00:00 , P1, 	(25-APR-2025 09:53:57)	 (Not Inserted)
2,20 , AMNS , C , 11 , 01/12/2023 00:00:00 , P2, 	(25-APR-2025 09:53:57)	 (Not Inserted)
2,20 , AMNS , C , 11 , 01/12/2023 00:00:00 , P4, 	(25-APR-2025 09:53:57)	 (Not Inserted)
2,20 , AMNS , C , 11 , 01/12/2023 00:00:00 , P1, 	(25-APR-2025 09:53:57)	 (Not Inserted)
2,20 , AMNS , C , 11 , 01/12/2023 00:00:00 , P1, 	(25-APR-2025 09:53:57)	 (Not Inserted)
2,20 , AMNS , C , 1 , 01/12/2023 00:00:00 , P1, 	(25-APR-2025 09:53:57)	 (Not Inserted)
2,20 , AMNS , C , 1 , 01/12/2023 00:00:00 , P4, 	(25-APR-2025 09:53:57)	 (Not Inserted)
2,20 , AMNS , C , 1 , 01/12/2023 00:00:00 , R, 	(25-APR-2025 09:53:57)	 (Not Inserted)
2,20 , AMNS , C , 2 , 01/07/2021 00:00:00 , P1, 	(25-APR-2025 09:53:57)	 (Not Inserted)
2,20 , AMNS , C , 3 , 01/07/2021 00:00:00 , P2, 	(25-APR-2025 09:53:57)	 (Not Inserted)
2,20 , AMNS , C , 4 , 01/07/2021 00:00:00 , B, 	(25-APR-2025 09:53:57)	 (Not Inserted)
2,20 , AMNS , C , 5 , 01/12/2023 00:00:00 , B, 	(25-APR-2025 09:53:57)	 (Not Inserted)
2,20 , AMNS , C , 5 , 01/12/2023 00:00:00 , P4, 	(25-APR-2025 09:53:57)	 (Not Inserted)
2,20 , AMNS , C , 6 , 01/07/2021 00:00:00 , B, 	(25-APR-2025 09:53:57)	 (Not Inserted)
2,20 , AMNS , C , 7 , 01/07/2021 00:00:00 , P1, 	(25-APR-2025 09:53:57)	 (Not Inserted)
2,20 , AMNS , C , 8 , 01/07/2021 00:00:00 , P1, 	(25-APR-2025 09:53:57)	 (Not Inserted)
2,20 , AMNS , C , 9 , 01/12/2023 00:00:00 , P2, 	(25-APR-2025 09:53:57)	 (Not Inserted)
2,20 , AMNS , C , 9 , 01/12/2023 00:00:00 , P1, 	(25-APR-2025 09:53:57)	 (Not Inserted)
2,20 , AMNS , C , 9 , 01/12/2023 00:00:00 , P1, 	(25-APR-2025 09:53:57)	 (Not Inserted)
2,20 , AMNS , C , 9 , 01/12/2023 00:00:00 , P4, 	(25-APR-2025 09:53:57)	 (Not Inserted)
2,20 , AMNS , C , 10 , 01/12/2023 00:00:00 , P2, 	(25-APR-2025 09:53:57)	 (Not Inserted)
2,20 , AMNS , C , 10 , 01/12/2023 00:00:00 , P1, 	(25-APR-2025 09:53:57)	 (Not Inserted)
2,20 , AMNS , C , 11 , 01/12/2023 00:00:00 , P2, 	(25-APR-2025 09:53:57)	 (Not Inserted)
2,20 , AMNS , C , 11 , 01/12/2023 00:00:00 , P4, 	(25-APR-2025 09:53:57)	 (Not Inserted)
2,20 , AMNS , C , 11 , 01/12/2023 00:00:00 , P1, 	(25-APR-2025 09:53:57)	 (Not Inserted)
2,20 , AMNS , C , 11 , 01/12/2023 00:00:00 , P1, 	(25-APR-2025 09:53:57)	 (Not Inserted)
2,21 , SGIPL , C , 1 , 01/07/2022 00:00:00 , P3, 	(25-APR-2025 09:53:57)	 (Not Inserted)
2,21 , SGIPL , C , 2 , 28/02/2022 00:00:00 , P5, 	(25-APR-2025 09:53:57)	 (Not Inserted)
2,21 , SGIPL , C , 3 , 28/11/2017 00:00:00 , P5, 	(25-APR-2025 09:53:57)	 (Not Inserted)
2,21 , SGIPL , C , 4 , 28/11/2017 00:00:00 , P3, 	(25-APR-2025 09:53:57)	 (Not Inserted)
2,21 , SGIPL , C , 5 , 28/11/2017 00:00:00 , P3, 	(25-APR-2025 09:53:57)	 (Not Inserted)
2,21 , SGIPL , C , 6 , 28/11/2017 00:00:00 , B, 	(25-APR-2025 09:53:57)	 (Not Inserted)
2,21 , SGIPL , C , 7 , 07/04/2024 00:00:00 , B, 	(25-APR-2025 09:53:57)	 (Not Inserted)
2,21 , SGIPL , C , 7 , 07/04/2024 00:00:00 , P6, 	(25-APR-2025 09:53:57)	 (Not Inserted)
2,21 , SGIPL , C , 7 , 07/04/2024 00:00:00 , P6, 	(25-APR-2025 09:53:57)	 (Not Inserted)
2,21 , SGIPL , C , 8 , 01/04/2024 00:00:00 , P2, 	(25-APR-2025 09:53:57)	 (Not Inserted)
2,21 , SGIPL , C , 8 , 01/04/2024 00:00:00 , P1, 	(25-APR-2025 09:53:57)	 (Not Inserted)
2,21 , SGIPL , C , 8 , 01/04/2024 00:00:00 , P6, 	(25-APR-2025 09:53:57)	 (Not Inserted)
2,21 , SGIPL , C , 9 , 30/06/2022 00:00:00 , P5, 	(25-APR-2025 09:53:57)	 (Not Inserted)
2,21 , SGIPL , C , 9 , 30/06/2022 00:00:00 , P3, 	(25-APR-2025 09:53:57)	 (Not Inserted)
2,21 , SGIPL , C , 10 , 01/04/2024 00:00:00 , P6, 	(25-APR-2025 09:53:57)	 (Not Inserted)
2,21 , SGIPL , C , 11 , 28/11/2017 00:00:00 , P5, 	(25-APR-2025 09:53:57)	 (Not Inserted)
2,21 , SGIPL , C , 1 , 01/07/2022 00:00:00 , P3, 	(25-APR-2025 09:53:57)	 (Not Inserted)
2,21 , SGIPL , C , 2 , 28/02/2022 00:00:00 , P5, 	(25-APR-2025 09:53:57)	 (Not Inserted)
2,21 , SGIPL , C , 3 , 28/11/2017 00:00:00 , P5, 	(25-APR-2025 09:53:57)	 (Not Inserted)
2,21 , SGIPL , C , 4 , 28/11/2017 00:00:00 , P3, 	(25-APR-2025 09:53:57)	 (Not Inserted)
2,21 , SGIPL , C , 5 , 28/11/2017 00:00:00 , P3, 	(25-APR-2025 09:53:57)	 (Not Inserted)
2,21 , SGIPL , C , 6 , 28/11/2017 00:00:00 , B, 	(25-APR-2025 09:53:57)	 (Not Inserted)
2,21 , SGIPL , C , 7 , 07/04/2024 00:00:00 , B, 	(25-APR-2025 09:53:57)	 (Not Inserted)
2,21 , SGIPL , C , 7 , 07/04/2024 00:00:00 , P6, 	(25-APR-2025 09:53:57)	 (Not Inserted)
2,21 , SGIPL , C , 7 , 07/04/2024 00:00:00 , P6, 	(25-APR-2025 09:53:57)	 (Not Inserted)
2,21 , SGIPL , C , 8 , 01/04/2024 00:00:00 , P2, 	(25-APR-2025 09:53:57)	 (Not Inserted)
2,21 , SGIPL , C , 8 , 01/04/2024 00:00:00 , P1, 	(25-APR-2025 09:53:57)	 (Not Inserted)
2,21 , SGIPL , C , 8 , 01/04/2024 00:00:00 , P6, 	(25-APR-2025 09:53:57)	 (Not Inserted)
2,21 , SGIPL , C , 9 , 30/06/2022 00:00:00 , P5, 	(25-APR-2025 09:53:57)	 (Not Inserted)
2,21 , SGIPL , C , 9 , 30/06/2022 00:00:00 , P3, 	(25-APR-2025 09:53:57)	 (Not Inserted)
2,21 , SGIPL , C , 10 , 01/04/2024 00:00:00 , P6, 	(25-APR-2025 09:53:57)	 (Not Inserted)
2,21 , SGIPL , C , 11 , 28/11/2017 00:00:00 , P5, 	(25-APR-2025 09:53:57)	 (Not Inserted)
2,22 , VGL , C , 1 , 03/07/2019 00:00:00 , B, 	(25-APR-2025 09:53:57)	 (Not Inserted)
2,22 , VGL , C , 2 , 01/01/2024 00:00:00 , P3, 	(25-APR-2025 09:53:57)	 (Not Inserted)
2,22 , VGL , C , 3 , 01/01/2024 00:00:00 , C, 	(25-APR-2025 09:53:57)	 (Not Inserted)
2,22 , VGL , C , 1 , 03/07/2019 00:00:00 , B, 	(25-APR-2025 09:53:57)	 (Not Inserted)
2,22 , VGL , C , 2 , 01/01/2024 00:00:00 , P3, 	(25-APR-2025 09:53:57)	 (Not Inserted)
2,22 , VGL , C , 3 , 01/01/2024 00:00:00 , C, 	(25-APR-2025 09:53:57)	 (Not Inserted)
2,23 , PGPGPL , C , 1 , 04/10/2019 00:00:00 , P1, 	(25-APR-2025 09:53:57)	 (Not Inserted)
2,23 , PGPGPL , C , 1 , 04/10/2019 00:00:00 , P1, 	(25-APR-2025 09:53:57)	 (Not Inserted)
2,23 , PGPGPL , C , 1 , 04/10/2019 00:00:00 , P1, 	(25-APR-2025 09:53:57)	 (Not Inserted)
2,23 , PGPGPL , C , 1 , 04/10/2019 00:00:00 , P1, 	(25-APR-2025 09:53:57)	 (Not Inserted)
2,23 , PGPGPL , C , 1 , 04/10/2019 00:00:00 , P1, 	(25-APR-2025 09:53:57)	 (Not Inserted)
2,23 , PGPGPL , C , 1 , 04/10/2019 00:00:00 , P1, 	(25-APR-2025 09:53:57)	 (Not Inserted)
2,23 , PGPGPL , C , 1 , 04/10/2019 00:00:00 , P2, 	(25-APR-2025 09:53:57)	 (Not Inserted)
2,23 , PGPGPL , C , 1 , 04/10/2019 00:00:00 , P2, 	(25-APR-2025 09:53:57)	 (Not Inserted)
2,23 , PGPGPL , C , 1 , 04/10/2019 00:00:00 , P2, 	(25-APR-2025 09:53:57)	 (Not Inserted)
2,23 , PGPGPL , C , 2 , 04/10/2019 00:00:00 , P2, 	(25-APR-2025 09:53:57)	 (Not Inserted)
2,23 , PGPGPL , C , 2 , 04/10/2019 00:00:00 , P2, 	(25-APR-2025 09:53:57)	 (Not Inserted)
2,23 , PGPGPL , C , 2 , 04/10/2019 00:00:00 , P2, 	(25-APR-2025 09:53:57)	 (Not Inserted)
2,23 , PGPGPL , C , 2 , 04/10/2019 00:00:00 , P1, 	(25-APR-2025 09:53:57)	 (Not Inserted)
2,23 , PGPGPL , C , 2 , 04/10/2019 00:00:00 , P1, 	(25-APR-2025 09:53:57)	 (Not Inserted)
2,23 , PGPGPL , C , 2 , 04/10/2019 00:00:00 , P1, 	(25-APR-2025 09:53:57)	 (Not Inserted)
2,23 , PGPGPL , C , 3 , 01/01/2020 00:00:00 , P2, 	(25-APR-2025 09:53:57)	 (Not Inserted)
2,23 , PGPGPL , C , 3 , 01/01/2020 00:00:00 , P2, 	(25-APR-2025 09:53:57)	 (Not Inserted)
2,23 , PGPGPL , C , 3 , 01/01/2020 00:00:00 , P2, 	(25-APR-2025 09:53:57)	 (Not Inserted)
2,23 , PGPGPL , C , 4 , 04/10/2019 00:00:00 , P1, 	(25-APR-2025 09:53:57)	 (Not Inserted)
2,23 , PGPGPL , C , 4 , 04/10/2019 00:00:00 , P1, 	(25-APR-2025 09:53:57)	 (Not Inserted)
2,23 , PGPGPL , C , 4 , 04/10/2019 00:00:00 , P1, 	(25-APR-2025 09:53:57)	 (Not Inserted)
2,23 , PGPGPL , C , 5 , 04/10/2019 00:00:00 , P2, 	(25-APR-2025 09:53:57)	 (Not Inserted)
2,23 , PGPGPL , C , 5 , 04/10/2019 00:00:00 , P2, 	(25-APR-2025 09:53:57)	 (Not Inserted)
2,23 , PGPGPL , C , 5 , 04/10/2019 00:00:00 , P1, 	(25-APR-2025 09:53:57)	 (Not Inserted)
2,23 , PGPGPL , C , 5 , 04/10/2019 00:00:00 , P2, 	(25-APR-2025 09:53:57)	 (Not Inserted)
2,23 , PGPGPL , C , 5 , 04/10/2019 00:00:00 , P1, 	(25-APR-2025 09:53:57)	 (Not Inserted)
2,23 , PGPGPL , C , 5 , 04/10/2019 00:00:00 , P1, 	(25-APR-2025 09:53:57)	 (Not Inserted)
2,23 , PGPGPL , C , 1 , 04/10/2019 00:00:00 , P1, 	(25-APR-2025 09:53:57)	 (Not Inserted)
2,23 , PGPGPL , C , 1 , 04/10/2019 00:00:00 , P1, 	(25-APR-2025 09:53:57)	 (Not Inserted)
2,23 , PGPGPL , C , 1 , 04/10/2019 00:00:00 , P1, 	(25-APR-2025 09:53:57)	 (Not Inserted)
2,23 , PGPGPL , C , 1 , 04/10/2019 00:00:00 , P1, 	(25-APR-2025 09:53:57)	 (Not Inserted)
2,23 , PGPGPL , C , 1 , 04/10/2019 00:00:00 , P1, 	(25-APR-2025 09:53:57)	 (Not Inserted)
2,23 , PGPGPL , C , 1 , 04/10/2019 00:00:00 , P1, 	(25-APR-2025 09:53:57)	 (Not Inserted)
2,23 , PGPGPL , C , 1 , 04/10/2019 00:00:00 , P2, 	(25-APR-2025 09:53:57)	 (Not Inserted)
2,23 , PGPGPL , C , 1 , 04/10/2019 00:00:00 , P2, 	(25-APR-2025 09:53:57)	 (Not Inserted)
