

<<START>>,<<FMS_ENTITY_REQ_DTL>>,,,, 	(21-FEB-2025 10:05:48)
2 , 174 , KUTCHCL , 1,C, 	(21-FEB-2025 10:05:48)	 (Not Inserted)
2 , 278 , SEMTEXP , 1,C, 	(21-FEB-2025 10:05:48)	 (Not Inserted)
2 , 278 , SEMTEXP , 2,T, 	(21-FEB-2025 10:05:48)	 (Not Inserted)
2 , 181 , SANENER , 1,C, 	(21-FEB-2025 10:05:48)	 (Not Inserted)
2 , 181 , SANENER , 2,T, 	(21-FEB-2025 10:05:48)	 (Not Inserted)
2 , 183 , SUMGLAS , 1,C, 	(21-FEB-2025 10:05:48)	 (Not Inserted)
2 , 184 , SVTPLIN , 1,C, 	(21-FEB-2025 10:05:48)	 (Not Inserted)
2 , 112 , SPSSETL1 , 1,T, 	(21-FEB-2025 10:05:48)	 (Not Inserted)
2 , 113 , SIETCO , 1,T, 	(21-FEB-2025 10:05:48)	 (Not Inserted)
2 ,123 , AVGL , 1,C, 	(21-FEB-2025 10:05:48)
2 ,121 , NGPL , 1,C, 	(21-FEB-2025 10:05:48)
2 , 115 , SILS , 1,T, 	(21-FEB-2025 10:05:48)	 (Not Inserted)
2 , 114 , STASCO , 1,C, 	(21-FEB-2025 10:05:48)	 (Not Inserted)
2 , 114 , STASCO , 2,T, 	(21-FEB-2025 10:05:48)	 (Not Inserted)
2 ,119 , ROCKIND , 1,C, 	(21-FEB-2025 10:05:48)
2 ,118 , LANCOKO , 1,C, 	(21-FEB-2025 10:05:48)
2 , 130 , CRMNDEL , 1,C, 	(21-FEB-2025 10:05:48)	 (Not Inserted)
2 , 281 , SEIPLDY , 1,C, 	(21-FEB-2025 10:05:48)	 (Not Inserted)
2 ,134 , GSINLIM , 1,R, 	(21-FEB-2025 10:05:48)
2 ,  , JMB , 1,H, 	(21-FEB-2025 10:05:48)	 (Not Inserted)
2 ,  , BOXCO , 1,H, 	(21-FEB-2025 10:05:48)	 (Not Inserted)
2 ,265 , SLPL , 1,H, 	(21-FEB-2025 10:05:48)
2 , 265 , SLPL , 1,H, 	(21-FEB-2025 10:05:48)	 (Not Inserted)
2 ,232 , JBB , 1,V, 	(21-FEB-2025 10:05:48)
2 ,126 , SGSINDIA , 1,S, 	(21-FEB-2025 10:05:48)
2 , 232 , JBB , 1,S, 	(21-FEB-2025 10:05:48)	 (Not Inserted)
2 ,264 , SSAPL , 1,S, 	(21-FEB-2025 10:05:48)

TOTAL DATA IN EXCEL : ,195,,,, 	(21-FEB-2025 10:05:48)
 

TOTAL DATA INSERTED : ,21,,,, 	(21-FEB-2025 10:05:48)
 

TOTAL SKIPPED DATA ,174,,,, 	(21-FEB-2025 10:05:48)
 
<<END>>,<<FMS_ENTITY_REQ_DTL>>,,,, 	(21-FEB-2025 10:05:48)
 

<<START>>,<<FMS_ENTITY_ADDR_MST>>,,,,, 	(21-FEB-2025 10:05:48)
 
COMPANY_CD,CD,ABBR,ADDR_TYPE,ENTITY,EFF_DT,TIMESTAMP
2 , 1 , RIL , B , C , 14/09/2008 00:00:00, 	(21-FEB-2025 10:05:49)
2 , 1 , RIL , C , C , 14/09/2008 00:00:00, 	(21-FEB-2025 10:05:49)
2 , 1 , RIL , R , C , 14/09/2008 00:00:00, 	(21-FEB-2025 10:05:49)
2 , 2 , MGL , B , C , 16/07/2009 00:00:00, 	(21-FEB-2025 10:05:49)
2 , 2 , MGL , C , C , 16/07/2009 00:00:00, 	(21-FEB-2025 10:05:49)
2 , 2 , MGL , R , C , 16/07/2009 00:00:00, 	(21-FEB-2025 10:05:49)
2 , 3 , GSPCL , B , C , 24/03/2005 00:00:00, 	(21-FEB-2025 10:05:49)
2 , 3 , GSPCL , B , C , 21/04/2006 00:00:00, 	(21-FEB-2025 10:05:49)	 (Not Inserted)
2 , 3 , GSPCL , C , C , 24/03/2005 00:00:00, 	(21-FEB-2025 10:05:49)
2 , 3 , GSPCL , C , C , 21/04/2006 00:00:00, 	(21-FEB-2025 10:05:49)	 (Not Inserted)
2 , 3 , GSPCL , R , C , 24/03/2005 00:00:00, 	(21-FEB-2025 10:05:49)
2 , 3 , GSPCL , R , C , 21/04/2006 00:00:00, 	(21-FEB-2025 10:05:49)	 (Not Inserted)
2 , 4 , Gail , B , C , 08/03/2007 00:00:00, 	(21-FEB-2025 10:05:49)
2 , 4 , Gail , C , C , 08/03/2007 00:00:00, 	(21-FEB-2025 10:05:49)
2 , 4 , Gail , R , C , 08/03/2007 00:00:00, 	(21-FEB-2025 10:05:49)
2 , 4 , Gail , R , R , 08/03/2007 00:00:00, 	(21-FEB-2025 10:05:49)
2 ,  , BPL , B , C , 09/04/2010 00:00:00, 	(21-FEB-2025 10:05:49)	 (Not Inserted)
2 ,  , BPL , C , C , 09/04/2010 00:00:00, 	(21-FEB-2025 10:05:49)	 (Not Inserted)
2 ,  , BPL , R , C , 09/04/2010 00:00:00, 	(21-FEB-2025 10:05:49)	 (Not Inserted)
2 ,  , EPL , B , C , 09/04/2010 00:00:00, 	(21-FEB-2025 10:05:49)	 (Not Inserted)
2 ,  , EPL , C , C , 09/04/2010 00:00:00, 	(21-FEB-2025 10:05:49)	 (Not Inserted)
2 ,  , EPL , R , C , 09/04/2010 00:00:00, 	(21-FEB-2025 10:05:49)	 (Not Inserted)
2 , 217 , ESL , R , C , 01/04/2006 00:00:00, 	(21-FEB-2025 10:05:49)
2 , 217 , ESL , R , C , 26/08/2006 00:00:00, 	(21-FEB-2025 10:05:49)	 (Not Inserted)
2 , 5 , NTPC , C , C , 01/06/2006 00:00:00, 	(21-FEB-2025 10:05:49)
2 , 5 , NTPC , C , C , 18/11/2006 00:00:00, 	(21-FEB-2025 10:05:49)	 (Not Inserted)
2 , 5 , NTPC , R , C , 01/06/2006 00:00:00, 	(21-FEB-2025 10:05:49)
2 , 5 , NTPC , R , C , 18/11/2006 00:00:00, 	(21-FEB-2025 10:05:49)	 (Not Inserted)
2 , 6 , KRIBHCO , B , C , 05/12/2007 00:00:00, 	(21-FEB-2025 10:05:49)
2 , 6 , KRIBHCO , C , C , 05/12/2007 00:00:00, 	(21-FEB-2025 10:05:49)
2 , 6 , KRIBHCO , R , C , 05/12/2007 00:00:00, 	(21-FEB-2025 10:05:49)
2 , 7 , DFPCL , B , C , 03/12/2007 00:00:00, 	(21-FEB-2025 10:05:49)
2 , 7 , DFPCL , C , C , 03/12/2007 00:00:00, 	(21-FEB-2025 10:05:49)
2 , 7 , DFPCL , R , C , 03/12/2007 00:00:00, 	(21-FEB-2025 10:05:49)
2 , 8 , AIGL , B , C , 22/07/2009 00:00:00, 	(21-FEB-2025 10:05:49)
2 , 8 , AIGL , C , C , 22/07/2009 00:00:00, 	(21-FEB-2025 10:05:49)
2 , 8 , AIGL , R , C , 22/07/2009 00:00:00, 	(21-FEB-2025 10:05:49)
2 , 218 , ESEZ , R , C , 04/04/2008 00:00:00, 	(21-FEB-2025 10:05:49)
2 ,  , KSFL , C , C , 20/12/2007 00:00:00, 	(21-FEB-2025 10:05:49)	 (Not Inserted)
2 ,  , KSFL , R , C , 20/12/2007 00:00:00, 	(21-FEB-2025 10:05:49)	 (Not Inserted)
2 , 242 , MAHAGENCO , C , C , 16/04/2008 00:00:00, 	(21-FEB-2025 10:05:49)
2 , 242 , MAHAGENCO , R , C , 16/04/2008 00:00:00, 	(21-FEB-2025 10:05:49)
2 , 249 , NPL , C , C , 28/02/2008 00:00:00, 	(21-FEB-2025 10:05:49)
2 , 249 , NPL , R , C , 28/02/2008 00:00:00, 	(21-FEB-2025 10:05:49)
2 , 9 , SIGIL , B , C , 01/04/2009 00:00:00, 	(21-FEB-2025 10:05:49)
2 , 9 , SIGIL , C , C , 01/04/2009 00:00:00, 	(21-FEB-2025 10:05:49)
2 , 9 , SIGIL , R , C , 01/04/2009 00:00:00, 	(21-FEB-2025 10:05:49)
2 , 225 , VIL , R , C , 12/12/2007 00:00:00, 	(21-FEB-2025 10:05:49)
2 , 10 , GGCL , B , C , 11/05/2012 00:00:00, 	(21-FEB-2025 10:05:49)
2 , 10 , GGCL , C , C , 11/05/2012 00:00:00, 	(21-FEB-2025 10:05:49)
2 , 10 , GGCL , R , C , 11/05/2012 00:00:00, 	(21-FEB-2025 10:05:49)
2 , 11 , TPL , B , C , 04/08/2012 00:00:00, 	(21-FEB-2025 10:05:49)
2 , 11 , TPL , B , C , 20/12/2018 00:00:00, 	(21-FEB-2025 10:05:49)	 (Not Inserted)
2 , 11 , TPL , C , C , 04/08/2012 00:00:00, 	(21-FEB-2025 10:05:49)
2 , 11 , TPL , C , C , 20/12/2018 00:00:00, 	(21-FEB-2025 10:05:49)	 (Not Inserted)
2 , 11 , TPL , R , C , 04/08/2012 00:00:00, 	(21-FEB-2025 10:05:49)
2 , 11 , TPL , R , C , 20/12/2018 00:00:00, 	(21-FEB-2025 10:05:49)	 (Not Inserted)
2 , 280 , WMSL , B , C , 31/05/2011 00:00:00, 	(21-FEB-2025 10:05:49)
2 , 280 , WMSL , B , C , 25/11/2014 00:00:00, 	(21-FEB-2025 10:05:49)	 (Not Inserted)
2 , 280 , WMSL , C , C , 31/05/2011 00:00:00, 	(21-FEB-2025 10:05:49)
2 , 280 , WMSL , C , C , 25/11/2014 00:00:00, 	(21-FEB-2025 10:05:49)	 (Not Inserted)
2 , 280 , WMSL , R , C , 31/05/2011 00:00:00, 	(21-FEB-2025 10:05:49)
2 , 12 , MNGL , B , C , 20/06/2013 00:00:00, 	(21-FEB-2025 10:05:49)
2 , 12 , MNGL , C , C , 20/06/2013 00:00:00, 	(21-FEB-2025 10:05:49)
2 , 12 , MNGL , R , C , 20/06/2013 00:00:00, 	(21-FEB-2025 10:05:49)
2 , 13 , IGL , B , C , 04/02/2011 00:00:00, 	(21-FEB-2025 10:05:49)
2 , 13 , IGL , C , C , 04/02/2011 00:00:00, 	(21-FEB-2025 10:05:49)
2 , 13 , IGL , R , C , 04/02/2011 00:00:00, 	(21-FEB-2025 10:05:49)
2 , 14 , BPCL , B , C , 24/07/2014 00:00:00, 	(21-FEB-2025 10:05:49)
2 , 14 , BPCL , C , C , 24/07/2014 00:00:00, 	(21-FEB-2025 10:05:49)
2 , 14 , BPCL , R , C , 24/07/2014 00:00:00, 	(21-FEB-2025 10:05:49)
2 , 14 , BPCL , R , C , 01/08/2022 00:00:00, 	(21-FEB-2025 10:05:49)	 (Not Inserted)
2 , 14 , BPCL , R , C , 16/12/2022 00:00:00, 	(21-FEB-2025 10:05:49)	 (Not Inserted)
2 , 14 , BPCL , R , T , 01/08/2022 00:00:00, 	(21-FEB-2025 10:05:49)
2 , 14 , BPCL , R , T , 16/12/2022 00:00:00, 	(21-FEB-2025 10:05:49)	 (Not Inserted)
2 , 269 , TEL , B , C , 06/08/2014 00:00:00, 	(21-FEB-2025 10:05:49)
2 , 269 , TEL , C , C , 06/08/2014 00:00:00, 	(21-FEB-2025 10:05:49)
2 , 269 , TEL , R , C , 06/08/2014 00:00:00, 	(21-FEB-2025 10:05:49)
2 , 15 , HPCL , B , C , 16/09/2014 00:00:00, 	(21-FEB-2025 10:05:49)
2 , 15 , HPCL , B , C , 15/06/2016 00:00:00, 	(21-FEB-2025 10:05:49)	 (Not Inserted)
2 , 15 , HPCL , C , C , 15/06/2016 00:00:00, 	(21-FEB-2025 10:05:49)
2 , 15 , HPCL , R , C , 17/11/2010 00:00:00, 	(21-FEB-2025 10:05:49)
2 , 15 , HPCL , R , C , 16/09/2014 00:00:00, 	(21-FEB-2025 10:05:49)	 (Not Inserted)
2 , 15 , HPCL , R , C , 15/06/2016 00:00:00, 	(21-FEB-2025 10:05:49)	 (Not Inserted)
2 , 15 , HPCL , R , T , 15/06/2016 00:00:00, 	(21-FEB-2025 10:05:49)
2 , 16 , JSW , B , C , 31/05/2011 00:00:00, 	(21-FEB-2025 10:05:49)
2 , 16 , JSW , B , C , 25/11/2014 00:00:00, 	(21-FEB-2025 10:05:49)	 (Not Inserted)
2 , 16 , JSW , C , C , 31/05/2011 00:00:00, 	(21-FEB-2025 10:05:49)
2 , 16 , JSW , C , C , 25/11/2014 00:00:00, 	(21-FEB-2025 10:05:49)	 (Not Inserted)
2 , 16 , JSW , R , C , 31/05/2011 00:00:00, 	(21-FEB-2025 10:05:49)
