
<<START>>,<<FMS_PUR_SG_INV_MST>>,,, 	(25-JUL-2025 11:31:49)
6013,91055736,23/01/2007 00:00:00,null,2006-2007,N, 	(25-JUL-2025 11:31:51)
6013,90243314,31/01/2007 00:00:00,null,2006-2007,N, 	(25-JUL-2025 11:31:51)
6013,91055736,25/01/2007 00:00:00,null,2006-2007,N, 	(25-JUL-2025 11:31:51)
6013,90243314,02/02/2007 00:00:00,null,2006-2007,N, 	(25-JUL-2025 11:31:51)
6009,91053584,07/11/2006 00:00:00,null,2006-2007,N, 	(25-JUL-2025 11:31:51)
6009,91053584,07/11/2006 00:00:00,null,2006-2007,N, 	(25-JUL-2025 11:31:51)
6009,90234968,21/11/2006 00:00:00,null,2006-2007,N, 	(25-JUL-2025 11:31:51)
6009,91053584,13/11/2006 00:00:00,null,2006-2007,N, 	(25-JUL-2025 11:31:51)
6009,90234968,13/11/2006 00:00:00,null,2006-2007,N, 	(25-JUL-2025 11:31:51)
6008,91053053,18/10/2006 00:00:00,null,2006-2007,N, 	(25-JUL-2025 11:31:51)
6008,91053053,18/10/2006 00:00:00,null,2006-2007,N, 	(25-JUL-2025 11:31:51)
6008,90233174,01/11/2005 00:00:00,null,2006-2007,N, 	(25-JUL-2025 11:31:51)
6008,91053053,19/10/2006 00:00:00,null,2006-2007,N, 	(25-JUL-2025 11:31:51)
7002,91056202,08/02/2007 00:00:00,null,2006-2007,N, 	(25-JUL-2025 11:31:51)
7002,91056202,08/02/2007 00:00:00,null,2006-2007,N, 	(25-JUL-2025 11:31:51)
7002,90245428,22/02/2007 00:00:00,null,2006-2007,N, 	(25-JUL-2025 11:31:51)
7002,91056202,13/02/2007 00:00:00,null,2006-2007,N, 	(25-JUL-2025 11:31:51)
7002,90245428,19/02/2007 00:00:00,null,2006-2007,N, 	(25-JUL-2025 11:31:51)
6007,91052779,05/10/2006 00:00:00,null,2006-2007,N, 	(25-JUL-2025 11:31:51)
6007,91052779,05/10/2006 00:00:00,null,2006-2007,N, 	(25-JUL-2025 11:31:51)
6007,90230898,16/10/2006 00:00:00,null,2006-2007,N, 	(25-JUL-2025 11:31:51)
6007,91052779,10/10/2006 00:00:00,null,2006-2007,N, 	(25-JUL-2025 11:31:51)
7003,91056543,22/02/2007 00:00:00,null,2006-2007,N, 	(25-JUL-2025 11:31:51)
7003,91056543,22/02/2007 00:00:00,null,2006-2007,N, 	(25-JUL-2025 11:31:51)
7003,90246927,05/03/2007 00:00:00,null,2006-2007,N, 	(25-JUL-2025 11:31:51)
7003,91056543,27/02/2007 00:00:00,null,2006-2007,N, 	(25-JUL-2025 11:31:51)
7003,90246927,05/03/2007 00:00:00,null,2006-2007,N, 	(25-JUL-2025 11:31:51)
6006,91051933,07/09/2006 00:00:00,null,2006-2007,N, 	(25-JUL-2025 11:31:51)
6006,91051933,07/09/2006 00:00:00,null,2006-2007,N, 	(25-JUL-2025 11:31:51)
6006,90228111,20/09/2006 00:00:00,null,2006-2007,N, 	(25-JUL-2025 11:31:51)
6006,91051933,12/09/2006 00:00:00,null,2006-2007,N, 	(25-JUL-2025 11:31:51)
6006,90228111,22/09/2006 00:00:00,null,2006-2007,N, 	(25-JUL-2025 11:31:51)
6004,91050192,29/06/2006 00:00:00,null,2006-2007,N, 	(25-JUL-2025 11:31:51)
6004,91050192,29/06/2006 00:00:00,null,2006-2007,N, 	(25-JUL-2025 11:31:51)
6004,NA,10/07/2006 00:00:00,null,2006-2007,N, 	(25-JUL-2025 11:31:51)
6004,91050192,30/06/2006 00:00:00,null,2006-2007,N, 	(25-JUL-2025 11:31:51)
7005,91057170,14/03/2007 00:00:00,null,2006-2007,N, 	(25-JUL-2025 11:31:51)
7005,91057170,14/03/2007 00:00:00,null,2006-2007,N, 	(25-JUL-2025 11:31:51)
7005,90249494,28/03/2007 00:00:00,null,2006-2007,N, 	(25-JUL-2025 11:31:51)
7005,91057170,21/03/2007 00:00:00,null,2006-2007,N, 	(25-JUL-2025 11:31:51)
7005,90249494,29/03/2007 00:00:00,null,2006-2007,N, 	(25-JUL-2025 11:31:51)
6010,91053923,21/11/2006 00:00:00,null,2006-2007,N, 	(25-JUL-2025 11:31:51)
6010,91053923,21/11/2006 00:00:00,null,2006-2007,N, 	(25-JUL-2025 11:31:51)
6010,90236609,04/12/2006 00:00:00,null,2006-2007,N, 	(25-JUL-2025 11:31:51)
6010,91053923,28/11/2006 00:00:00,null,2006-2007,N, 	(25-JUL-2025 11:31:51)
6010,90236609,01/12/2006 00:00:00,null,2006-2007,N, 	(25-JUL-2025 11:31:51)
6005,91051746,30/08/2006 00:00:00,null,2006-2007,N, 	(25-JUL-2025 11:31:51)
6005,91051746,30/08/2006 00:00:00,null,2006-2007,N, 	(25-JUL-2025 11:31:51)
6005,90227235,30/08/2006 00:00:00,null,2006-2007,N, 	(25-JUL-2025 11:31:51)
6005,91051746,01/09/2006 00:00:00,null,2006-2007,N, 	(25-JUL-2025 11:31:51)
6002,90212764,24/04/2006 00:00:00,null,2006-2007,N, 	(25-JUL-2025 11:31:51)
6002,90212764,24/04/2006 00:00:00,null,2006-2007,N, 	(25-JUL-2025 11:31:51)
6002,NA,15/05/2006 00:00:00,null,2006-2007,N, 	(25-JUL-2025 11:31:51)
6002,90212764,28/04/2006 00:00:00,null,2006-2007,N, 	(25-JUL-2025 11:31:51)
7008,91058478,27/04/2007 00:00:00,null,2007-2008,N, 	(25-JUL-2025 11:31:51)
7008,91058478,27/04/2007 00:00:00,null,2007-2008,N, 	(25-JUL-2025 11:31:51)
7008,90254145,08/05/2007 00:00:00,null,2007-2008,N, 	(25-JUL-2025 11:31:51)
7008,91058478,02/05/2007 00:00:00,null,2007-2008,N, 	(25-JUL-2025 11:31:51)
7008,90254145,08/05/2007 00:00:00,null,2007-2008,N, 	(25-JUL-2025 11:31:51)
7025,91064690/P,27/11/2007 00:00:00,null,2007-2008,N, 	(25-JUL-2025 11:31:51)
7025,91064690/P,27/11/2007 00:00:00,null,2007-2008,N, 	(25-JUL-2025 11:31:51)
7025,90278425/P,06/12/2007 00:00:00,null,2007-2008,N, 	(25-JUL-2025 11:31:51)
7025,91064690/P,30/11/2007 00:00:00,null,2007-2008,N, 	(25-JUL-2025 11:31:51)
7025,90278425/P,05/12/2007 00:00:00,null,2007-2008,N, 	(25-JUL-2025 11:31:51)
8004,91067732/P,25/02/2008 00:00:00,null,2007-2008,N, 	(25-JUL-2025 11:31:51)
8004,91067732/P,25/02/2008 00:00:00,null,2007-2008,N, 	(25-JUL-2025 11:31:51)
8004,90288938/P,04/03/2008 00:00:00,null,2007-2008,N, 	(25-JUL-2025 11:31:51)
8004,91067732/P,28/02/2008 00:00:00,null,2007-2008,N, 	(25-JUL-2025 11:31:51)
8004,90288938/P,05/02/2008 00:00:00,null,2007-2008,N, 	(25-JUL-2025 11:31:51)
8005,91067754/P,26/02/2008 00:00:00,null,2007-2008,N, 	(25-JUL-2025 11:31:51)
8005,91067754/P,26/02/2008 00:00:00,null,2007-2008,N, 	(25-JUL-2025 11:31:51)
8005,90289749/P,07/03/2009 00:00:00,null,2007-2008,N, 	(25-JUL-2025 11:31:51)
8005,91067754/P,28/02/2008 00:00:00,null,2007-2008,N, 	(25-JUL-2025 11:31:51)
7009,91058640,02/05/2007 00:00:00,null,2007-2008,N, 	(25-JUL-2025 11:31:51)
7009,91058640,02/05/2007 00:00:00,null,2007-2008,N, 	(25-JUL-2025 11:31:51)
7009,90254468,09/05/2007 00:00:00,null,2007-2008,N, 	(25-JUL-2025 11:31:51)
7009,91058640,05/05/2007 00:00:00,null,2007-2008,N, 	(25-JUL-2025 11:31:51)
7009,90254468,09/05/2007 00:00:00,null,2007-2008,N, 	(25-JUL-2025 11:31:51)
7018,91062061/P,03/09/2007 00:00:00,null,2007-2008,N, 	(25-JUL-2025 11:31:51)
7018,91062061/P,03/09/2007 00:00:00,null,2007-2008,N, 	(25-JUL-2025 11:31:51)
7018,90268713/P,12/09/2007 00:00:00,null,2007-2008,N, 	(25-JUL-2025 11:31:51)
7018,91062061/P,07/09/2007 00:00:00,null,2007-2008,N, 	(25-JUL-2025 11:31:51)
7021,91063150/P,04/10/2007 00:00:00,null,2007-2008,N, 	(25-JUL-2025 11:31:51)
7021,91063150/P,04/10/2007 00:00:00,null,2007-2008,N, 	(25-JUL-2025 11:31:51)
7021,90272585/P,12/10/2007 00:00:00,null,2007-2008,N, 	(25-JUL-2025 11:31:51)
7021,91063150/P,09/10/2007 00:00:00,null,2007-2008,N, 	(25-JUL-2025 11:31:51)
7028,91066146/P,04/01/2008 00:00:00,null,2007-2008,N, 	(25-JUL-2025 11:31:51)
7028,91066146/P,04/01/2008 00:00:00,null,2007-2008,N, 	(25-JUL-2025 11:31:51)
7028,90283058/P,11/01/2008 00:00:00,null,2007-2008,N, 	(25-JUL-2025 11:31:51)
7028,91066146/P,09/01/2008 00:00:00,null,2007-2008,N, 	(25-JUL-2025 11:31:51)
7015,91061238/P,01/08/2007 00:00:00,null,2007-2008,N, 	(25-JUL-2025 11:31:51)
7015,91061238/P,01/08/2007 00:00:00,null,2007-2008,N, 	(25-JUL-2025 11:31:51)
7015,90265873/P,15/08/2007 00:00:00,null,2007-2008,N, 	(25-JUL-2025 11:31:51)
7015,91061238/P,10/08/2007 00:00:00,null,2007-2008,N, 	(25-JUL-2025 11:31:51)
7015,90265873/P,16/08/2007 00:00:00,null,2007-2008,N, 	(25-JUL-2025 11:31:51)
8002,91067055/P,04/02/2008 00:00:00,null,2007-2008,N, 	(25-JUL-2025 11:31:51)
8002,91067055/P,04/02/2008 00:00:00,null,2007-2008,N, 	(25-JUL-2025 11:31:51)
8002,90287113/P,14/02/2008 00:00:00,null,2007-2008,N, 	(25-JUL-2025 11:31:51)
8002,91067055/P,08/02/2008 00:00:00,null,2007-2008,N, 	(25-JUL-2025 11:31:51)
8002,90287113/P,14/02/2008 00:00:00,null,2007-2008,N, 	(25-JUL-2025 11:31:51)
8009,91068691/P,02/04/2008 00:00:00,null,2007-2008,N, 	(25-JUL-2025 11:31:51)
8009,91068691/P,02/04/2008 00:00:00,null,2007-2008,N, 	(25-JUL-2025 11:31:51)
8009,90294057/P,11/04/2008 00:00:00,null,2007-2008,N, 	(25-JUL-2025 11:31:51)
7016,91061463/P,07/08/2007 00:00:00,null,2007-2008,N, 	(25-JUL-2025 11:31:51)
7016,91061463/P,07/08/2007 00:00:00,null,2007-2008,N, 	(25-JUL-2025 11:31:51)
7016,90266208/P,21/08/2007 00:00:00,null,2007-2008,N, 	(25-JUL-2025 11:31:51)
7016,91061463/P,14/08/2007 00:00:00,null,2007-2008,N, 	(25-JUL-2025 11:31:51)
7016,90266208/P,17/08/2007 00:00:00,null,2007-2008,N, 	(25-JUL-2025 11:31:51)
7029,91066270/P,09/01/2008 00:00:00,null,2007-2008,N, 	(25-JUL-2025 11:31:51)
7029,91066270/P,09/01/2008 00:00:00,null,2007-2008,N, 	(25-JUL-2025 11:31:51)
7029,90283673/P,17/01/2008 00:00:00,null,2007-2008,N, 	(25-JUL-2025 11:31:51)
8006,91068109/P,06/03/2009 00:00:00,null,2007-2008,N, 	(25-JUL-2025 11:31:51)
8006,91068109/P,06/03/2009 00:00:00,null,2007-2008,N, 	(25-JUL-2025 11:31:51)
8006,90290747/P,18/03/2008 00:00:00,null,2007-2008,N, 	(25-JUL-2025 11:31:51)
8006,91068109/P,13/03/2008 00:00:00,null,2007-2008,N, 	(25-JUL-2025 11:31:51)
8006,90290747/P,19/03/2008 00:00:00,null,2007-2008,N, 	(25-JUL-2025 11:31:51)
7026,91065177/P,07/12/2007 00:00:00,null,2007-2008,N, 	(25-JUL-2025 11:31:51)
7026,91065177/P,07/12/2007 00:00:00,null,2007-2008,N, 	(25-JUL-2025 11:31:51)
7026,90287754/P,21/02/2008 00:00:00,null,2007-2008,N, 	(25-JUL-2025 11:31:51)
7026,91065177/P,17/12/2007 00:00:00,null,2007-2008,N, 	(25-JUL-2025 11:31:51)
7026,90287754/P,17/12/2007 00:00:00,null,2007-2008,N, 	(25-JUL-2025 11:31:51)
7013,91060029/P,18/06/2007 00:00:00,null,2007-2008,N, 	(25-JUL-2025 11:31:51)
7013,91060029/P,18/06/2007 00:00:00,null,2007-2008,N, 	(25-JUL-2025 11:31:51)
7013,90260436/P,02/07/2007 00:00:00,null,2007-2008,N, 	(25-JUL-2025 11:31:51)
8010,91068905/P,08/04/2008 00:00:00,null,2007-2008,N, 	(25-JUL-2025 11:31:51)
8010,91068905/P,08/04/2008 00:00:00,null,2007-2008,N, 	(25-JUL-2025 11:31:51)
8010,90295134/P,23/04/2008 00:00:00,null,2007-2008,N, 	(25-JUL-2025 11:31:51)
8010,91068905/P,21/04/2008 00:00:00,null,2007-2008,N, 	(25-JUL-2025 11:31:51)
8010,90295134/P,29/04/2008 00:00:00,null,2007-2008,N, 	(25-JUL-2025 11:31:51)
7010,91059135,22/05/2007 00:00:00,null,2007-2008,N, 	(25-JUL-2025 11:31:51)
7010,91059135,22/05/2007 00:00:00,null,2007-2008,N, 	(25-JUL-2025 11:31:51)
7010,90256890,31/05/2008 00:00:00,null,2007-2008,N, 	(25-JUL-2025 11:31:51)
7010,91059135,22/05/2007 00:00:00,null,2007-2008,N, 	(25-JUL-2025 11:31:51)
7027,91065379/P,13/12/2007 00:00:00,null,2007-2008,N, 	(25-JUL-2025 11:31:51)
7027,91065379/P,13/12/2007 00:00:00,null,2007-2008,N, 	(25-JUL-2025 11:31:51)
7027,90289851/P,10/03/2008 00:00:00,null,2007-2008,N, 	(25-JUL-2025 11:31:51)
7027,91065379/P,20/12/2007 00:00:00,null,2007-2008,N, 	(25-JUL-2025 11:31:51)
7027,90289851/P,02/01/2007 00:00:00,null,2007-2008,N, 	(25-JUL-2025 11:31:51)
8003,91067566/P,19/12/2008 00:00:00,null,2007-2008,N, 	(25-JUL-2025 11:31:51)
8003,91067566/P,19/12/2008 00:00:00,null,2007-2008,N, 	(25-JUL-2025 11:31:51)
8003,90288140/P,26/02/2008 00:00:00,null,2007-2008,N, 	(25-JUL-2025 11:31:51)
8003,91067566/P,22/02/2008 00:00:00,null,2007-2008,N, 	(25-JUL-2025 11:31:51)
8003,90288140/P,27/02/2008 00:00:00,null,2007-2008,N, 	(25-JUL-2025 11:31:51)
7011,91059140,22/05/2007 00:00:00,null,2007-2008,N, 	(25-JUL-2025 11:31:51)
7011,91059140,22/05/2007 00:00:00,null,2007-2008,N, 	(25-JUL-2025 11:31:51)
7011,90256906,30/05/2007 00:00:00,null,2007-2008,N, 	(25-JUL-2025 11:31:51)
7011,91059140,28/05/2007 00:00:00,null,2007-2008,N, 	(25-JUL-2025 11:31:51)
7017,91061763/P,21/08/2007 00:00:00,null,2007-2008,N, 	(25-JUL-2025 11:31:51)
7017,91061763/P,21/08/2007 00:00:00,null,2007-2008,N, 	(25-JUL-2025 11:31:51)
7017,90267060/P,30/08/2007 00:00:00,null,2007-2008,N, 	(25-JUL-2025 11:31:51)
7017,91061763/P,24/08/2007 00:00:00,null,2007-2008,N, 	(25-JUL-2025 11:31:51)
8008,91068402/P,25/03/2008 00:00:00,null,2007-2008,N, 	(25-JUL-2025 11:31:51)
8008,91068402/P,25/03/2008 00:00:00,null,2007-2008,N, 	(25-JUL-2025 11:31:51)
8008,90292148/P,31/03/2009 00:00:00,null,2007-2008,N, 	(25-JUL-2025 11:31:51)
8008,91068402/P,27/03/2008 00:00:00,null,2007-2008,N, 	(25-JUL-2025 11:31:51)
8008,90292148/P,03/04/2008 00:00:00,null,2007-2008,N, 	(25-JUL-2025 11:31:51)
7014,91060301/P,28/06/2007 00:00:00,null,2007-2008,N, 	(25-JUL-2025 11:31:51)
7014,91060301/P,28/06/2007 00:00:00,null,2007-2008,N, 	(25-JUL-2025 11:31:51)
7014,90261357/P,05/07/2007 00:00:00,null,2007-2008,N, 	(25-JUL-2025 11:31:51)
7014,91060301/P,02/07/2007 00:00:00,null,2007-2008,N, 	(25-JUL-2025 11:31:51)
8011,91069235/P,23/04/2008 00:00:00,null,2008-2009,N, 	(25-JUL-2025 11:31:51)
8011,91069235/P,23/04/2008 00:00:00,null,2008-2009,N, 	(25-JUL-2025 11:31:51)
8011,90296224/P,01/05/2008 00:00:00,null,2008-2009,N, 	(25-JUL-2025 11:31:51)
8011,91069235/P,25/04/2008 00:00:00,null,2008-2009,N, 	(25-JUL-2025 11:31:51)
8027,91073216/P,22/09/2009 00:00:00,null,2008-2009,N, 	(25-JUL-2025 11:31:51)
8027,91073216/P,22/09/2009 00:00:00,null,2008-2009,N, 	(25-JUL-2025 11:31:51)
8027,90314673/P,03/10/2008 00:00:00,null,2008-2009,N, 	(25-JUL-2025 11:31:51)
8027,91073216/P,26/09/2008 00:00:00,null,2008-2009,N, 	(25-JUL-2025 11:31:51)
8020,91071560/P,28/07/2008 00:00:00,null,2008-2009,N, 	(25-JUL-2025 11:31:51)
8020,91071560/P,28/07/2008 00:00:00,null,2008-2009,N, 	(25-JUL-2025 11:31:51)
8020,90308361/P,11/08/2008 00:00:00,null,2008-2009,N, 	(25-JUL-2025 11:31:51)
8020,91071560/P,07/08/2008 00:00:00,null,2008-2009,N, 	(25-JUL-2025 11:31:51)
8020,90308361/P,14/08/2008 00:00:00,null,2008-2009,N, 	(25-JUL-2025 11:31:51)
8012,91069100/P,05/05/2008 00:00:00,null,2008-2009,N, 	(25-JUL-2025 11:31:51)
8012,91069100/P,05/05/2008 00:00:00,null,2008-2009,N, 	(25-JUL-2025 11:31:51)
8012,90297314/P,12/05/2008 00:00:00,null,2008-2009,N, 	(25-JUL-2025 11:31:51)
8012,91069100/P,07/05/2008 00:00:00,null,2008-2009,N, 	(25-JUL-2025 11:31:51)
8012,90297314/P,12/05/2008 00:00:00,null,2008-2009,N, 	(25-JUL-2025 11:31:51)
8024,91072754/P,03/09/2008 00:00:00,null,2008-2009,N, 	(25-JUL-2025 11:31:51)
8024,91072754/P,03/09/2008 00:00:00,null,2008-2009,N, 	(25-JUL-2025 11:31:51)
8024,90312060/P,11/09/2008 00:00:00,null,2008-2009,N, 	(25-JUL-2025 11:31:51)
8024,91072754/P,10/09/2008 00:00:00,null,2008-2009,N, 	(25-JUL-2025 11:31:51)
8018,91071215/P,10/07/2008 00:00:00,null,2008-2009,N, 	(25-JUL-2025 11:31:51)
8018,91071215/P,10/07/2008 00:00:00,null,2008-2009,N, 	(25-JUL-2025 11:31:51)
8018,90306117/P,23/07/2008 00:00:00,null,2008-2009,N, 	(25-JUL-2025 11:31:51)
8018,91071215/P,21/07/2008 00:00:00,null,2008-2009,N, 	(25-JUL-2025 11:31:51)
8018,90306117/P,25/07/2008 00:00:00,null,2008-2009,N, 	(25-JUL-2025 11:31:51)
8022,91072123/P,13/08/2008 00:00:00,null,2008-2009,N, 	(25-JUL-2025 11:31:51)
8022,91072123/P,13/08/2008 00:00:00,null,2008-2009,N, 	(25-JUL-2025 11:31:51)
8022,90309840/P,26/08/2008 00:00:00,null,2008-2009,N, 	(25-JUL-2025 11:31:51)
8022,91072123/P,21/08/2008 00:00:00,null,2008-2009,N, 	(25-JUL-2025 11:31:52)
8022,90309840/P,28/08/2008 00:00:00,null,2008-2009,N, 	(25-JUL-2025 11:31:52)
8016,91069907/P,22/05/2008 00:00:00,null,2008-2009,N, 	(25-JUL-2025 11:31:52)
8016,91069907/P,22/05/2008 00:00:00,null,2008-2009,N, 	(25-JUL-2025 11:31:52)
8016,90300000/P,03/06/2008 00:00:00,null,2008-2009,N, 	(25-JUL-2025 11:31:52)
8016,91069907/P,27/05/2008 00:00:00,null,2008-2009,N, 	(25-JUL-2025 11:31:52)
8023,91072274/P,20/08/2008 00:00:00,null,2008-2009,N, 	(25-JUL-2025 11:31:52)
8023,91072274/P,20/08/2008 00:00:00,null,2008-2009,N, 	(25-JUL-2025 11:31:52)
8023,90310829/P,02/09/2008 00:00:00,null,2008-2009,N, 	(25-JUL-2025 11:31:52)
8023,91072274/P,30/08/2008 00:00:00,null,2008-2009,N, 	(25-JUL-2025 11:31:52)
21063,NA,09/11/2021 00:00:00,null,2021-2022,N, 	(25-JUL-2025 11:31:52)
21063,NA,09/11/2021 00:00:00,null,2021-2022,N, 	(25-JUL-2025 11:31:52)
21063,960131,17/11/2021 00:00:00,null,2021-2022,N, 	(25-JUL-2025 11:31:52)
21063,NA,12/11/2021 00:00:00,Rounding off,2021-2022,N, 	(25-JUL-2025 11:31:52)
21058,NA,11/08/2021 00:00:00,null,2021-2022,N, 	(25-JUL-2025 11:31:52)
21058,NA,11/08/2021 00:00:00,null,2021-2022,N, 	(25-JUL-2025 11:31:52)
21058,955788,18/08/2021 00:00:00,null,2021-2022,N, 	(25-JUL-2025 11:31:52)
21058,NA,13/08/2021 00:00:00,Rounded off,2021-2022,N, 	(25-JUL-2025 11:31:52)
21054,NA,27/07/2021 00:00:00,null,2021-2022,N, 	(25-JUL-2025 11:31:52)
21054,NA,27/07/2021 00:00:00,null,2021-2022,N, 	(25-JUL-2025 11:31:52)
21054,954817,29/07/2021 00:00:00,null,2021-2022,N, 	(25-JUL-2025 11:31:52)
21054,NA,26/07/2021 00:00:00,Rounded off,2021-2022,N, 	(25-JUL-2025 11:31:52)
21056,NA,11/08/2021 00:00:00,null,2021-2022,N, 	(25-JUL-2025 11:31:52)
21056,NA,11/08/2021 00:00:00,null,2021-2022,N, 	(25-JUL-2025 11:31:52)
21056,955787,18/08/2021 00:00:00,null,2021-2022,N, 	(25-JUL-2025 11:31:52)
21056,NA,13/08/2021 00:00:00,Rounded off,2021-2022,N, 	(25-JUL-2025 11:31:52)
21057,NA,22/07/2021 00:00:00,null,2021-2022,N, 	(25-JUL-2025 11:31:52)
21057,NA,22/07/2021 00:00:00,null,2021-2022,N, 	(25-JUL-2025 11:31:52)
21057,954816,29/07/2021 00:00:00,null,2021-2022,N, 	(25-JUL-2025 11:31:52)
21057,NA,26/07/2021 00:00:00,Rounded off,2021-2022,N, 	(25-JUL-2025 11:31:52)
22013,NA,14/04/2022 00:00:00,null,2022-2023,N, 	(25-JUL-2025 11:31:52)
22013,NA,14/04/2022 00:00:00,null,2022-2023,N, 	(25-JUL-2025 11:31:52)
22013,967609,21/04/2022 00:00:00,null,2022-2023,N, 	(25-JUL-2025 11:31:52)
22013,NA,16/04/2022 00:00:00,Rounding off,2022-2023,N, 	(25-JUL-2025 11:31:52)
22024,NA,26/10/2022 00:00:00,null,2022-2023,N, 	(25-JUL-2025 11:31:52)
22024,NA,26/10/2022 00:00:00,null,2022-2023,N, 	(25-JUL-2025 11:31:52)
22024,NA,26/10/2022 00:00:00,null,2022-2023,N, 	(25-JUL-2025 11:31:52)
22024,NA,27/10/2022 00:00:00,Rounding off,2022-2023,N, 	(25-JUL-2025 11:31:52)
9001,91078049/P,26/02/2009 00:00:00,null,2008-2009,N, 	(25-JUL-2025 11:31:52)
9001,91078049/P,26/02/2009 00:00:00,null,2008-2009,N, 	(25-JUL-2025 11:31:52)
9001,90333112/P,06/03/2009 00:00:00,null,2008-2009,N, 	(25-JUL-2025 11:31:52)
9001,91078049/P,03/03/2009 00:00:00,null,2008-2009,N, 	(25-JUL-2025 11:31:52)
8030,91076261/P,31/12/2008 00:00:00,null,2008-2009,N, 	(25-JUL-2025 11:31:52)
8030,91076261/P,31/12/2008 00:00:00,null,2008-2009,N, 	(25-JUL-2025 11:31:52)
9006,91079394/P,06/04/2009 00:00:00,null,2008-2009,N, 	(25-JUL-2025 11:31:52)
9006,91079394/P,06/04/2009 00:00:00,null,2008-2009,N, 	(25-JUL-2025 11:31:52)
9006,90337953/P,20/04/2009 00:00:00,null,2008-2009,N, 	(25-JUL-2025 11:31:52)
9006,91079394/P,13/04/2009 00:00:00,null,2008-2009,N, 	(25-JUL-2025 11:31:52)
9002,91078498/P,11/03/2009 00:00:00,null,2008-2009,N, 	(25-JUL-2025 11:31:52)
9002,91078498/P,11/03/2009 00:00:00,null,2008-2009,N, 	(25-JUL-2025 11:31:52)
9002,90334239/P,17/03/2009 00:00:00,null,2008-2009,N, 	(25-JUL-2025 11:31:52)
9002,91078498/P,13/03/2009 00:00:00,null,2008-2009,N, 	(25-JUL-2025 11:31:52)
8029,91074225/P,23/10/2008 00:00:00,null,2008-2009,N, 	(25-JUL-2025 11:31:52)
8029,91074225/P,23/10/2008 00:00:00,null,2008-2009,N, 	(25-JUL-2025 11:31:52)
8029,90318124/P,03/11/2008 00:00:00,null,2008-2009,N, 	(25-JUL-2025 11:31:52)
8029,91074225/P,24/10/2008 00:00:00,null,2008-2009,N, 	(25-JUL-2025 11:31:52)
8029,90318124/P,05/11/2008 00:00:00,null,2008-2009,N, 	(25-JUL-2025 11:31:52)
9026,91086117/P,01/12/2009 00:00:00,null,2009-2010,N, 	(25-JUL-2025 11:31:52)
9026,91086117/P,01/12/2009 00:00:00,null,2009-2010,N, 	(25-JUL-2025 11:31:52)
9026,90361737/P,07/12/2009 00:00:00,null,2009-2010,N, 	(25-JUL-2025 11:31:52)
9026,91086117/P,02/12/2009 00:00:00,null,2009-2010,N, 	(25-JUL-2025 11:31:52)
9026,90361737/P,09/12/2009 00:00:00,null,2009-2010,N, 	(25-JUL-2025 11:31:52)
9024,91085226/P,27/10/2009 00:00:00,null,2009-2010,N, 	(25-JUL-2025 11:31:52)
9024,91085226/P,27/10/2009 00:00:00,null,2009-2010,N, 	(25-JUL-2025 11:31:52)
9024,90359075/P,09/11/2009 00:00:00,null,2009-2010,N, 	(25-JUL-2025 11:31:52)
9024,91085226/P,04/11/2009 00:00:00,null,2009-2010,N, 	(25-JUL-2025 11:31:52)
9015,91082677/P,03/08/2009 00:00:00,null,2009-2010,N, 	(25-JUL-2025 11:31:52)
9015,91082677/P,03/08/2009 00:00:00,null,2009-2010,N, 	(25-JUL-2025 11:31:52)
9015,90349926/P,11/08/2009 00:00:00,null,2009-2010,N, 	(25-JUL-2025 11:31:52)
9015,91082677/P,04/08/2009 00:00:00,null,2009-2010,N, 	(25-JUL-2025 11:31:52)
9015,90349926/P,12/08/2009 00:00:00,null,2009-2010,N, 	(25-JUL-2025 11:31:52)
9025,91085427/P,03/11/2009 00:00:00,null,2009-2010,N, 	(25-JUL-2025 11:31:52)
9025,91085427/P,03/11/2009 00:00:00,null,2009-2010,N, 	(25-JUL-2025 11:31:52)
9025,90359082/P,09/11/2009 00:00:00,null,2009-2010,N, 	(25-JUL-2025 11:31:52)
9025,91085427/P,05/11/2009 00:00:00,null,2009-2010,N, 	(25-JUL-2025 11:31:52)
9022,91084691/P,05/10/2009 00:00:00,null,2009-2010,N, 	(25-JUL-2025 11:31:52)
9022,91084691/P,05/10/2009 00:00:00,null,2009-2010,N, 	(25-JUL-2025 11:31:52)
9022,90356788/P,20/10/2009 00:00:00,null,2009-2010,N, 	(25-JUL-2025 11:31:52)
9022,91084691/P,07/10/2009 00:00:00,null,2009-2010,N, 	(25-JUL-2025 11:31:52)
9022,90356788/P,16/10/2009 00:00:00,null,2009-2010,N, 	(25-JUL-2025 11:31:52)
9013,91082060/P,09/07/2009 00:00:00,null,2009-2010,N, 	(25-JUL-2025 11:31:52)
9013,91082060/P,09/07/2009 00:00:00,null,2009-2010,N, 	(25-JUL-2025 11:31:52)
9013,90347372/P,15/07/2009 00:00:00,null,2009-2010,N, 	(25-JUL-2025 11:31:52)
9013,91082060/P,10/07/2009 00:00:00,null,2009-2010,N, 	(25-JUL-2025 11:31:52)
9013,90347372/P,16/07/2009 00:00:00,null,2009-2010,N, 	(25-JUL-2025 11:31:52)
9019,91083939/P,10/09/2009 00:00:00,null,2009-2010,N, 	(25-JUL-2025 11:31:52)
9019,91083939/P,10/09/2009 00:00:00,null,2009-2010,N, 	(25-JUL-2025 11:31:52)
